Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0022,0.029620853,0,0.030921459,0.049394912,0.195968645,0.050530571,0.241511578,0.027727714,0.572542332,0.96483705,1.516678157,0.091827365,0.631820793,1.377810007,0.036670334,0.07800312,0.140675241,0.204081633,0.035688794,0.574220089,0.190787681,0.124281498,0,5.889810973,0.01040691,0,6.089028984,3.721475794,0.087387125,0.625541334,0,0.062227754,7.095286885,0,0.045392646,1.080101972,1.432689788,1.472881075,0.013883104,0,1.498800959,0,0.127896255,0,0.056605554,0,0.064738886,0,1.56062425,0.019780437,0.369315184,0.048477797,0.18088089,0.030905532,1.144720411,1.387137453,0,0.209139391,1.001689597,0.266193434,0.046779978,0.8640553,1.953551913,4.068015497,0.06452723,2.5,1.908369666,1.807802093,0,0.047487139,0.116780744,0.061140711,0,0.669144981,0.228331354,0.203036723,0,2.299645543,2.716988131,1.453380958,0.09367844,1.473261265,0.648298217,3.689452241,0,0.370423137
ASV0031,0.029620853,0,0,0.049394912,0.020996641,0.012632643,0,0,0.060908759,0.048241852,0.015909211,0,0.086157381,0,0,0.046801872,0.050241158,0.038265306,0,0.017140898,0.054510766,0.015535187,0,0.080682342,0.01040691,0,0.023064504,0.042653018,0,0.06736599,0,0,0.008538251,0.027642127,0.045392646,0,0.034943653,0.029855697,0,0,0,0,1.942238482,0.087260035,0.166671908,0.414250207,0,0,0,0,0.021103725,0,0.009044044,0.020603688,4.003052588,1.464739548,0.029577048,0,1.32754043,0.156827139,0,0.748847926,0.765027322,0.408953939,0.043018154,1.539473684,1.651061397,0.748493498,0,0.188365651,0.123268563,0.205258101,0,1.26394052,0.438396201,0.088276836,0,1.633958676,1.576409496,1.170094839,0,0.937529896,0.202593193,1.508978422,0,1.590919884
ASV0038,0,0,0,0.024697456,0,0,0,0.263413282,0.024363503,0.016080617,0.010606141,0.561167228,0,0.471356055,0.476714338,0,0.010048232,0,1.802284083,0,0,0,1.286467487,0.046104195,10.2195858,0,0.084569847,0.063979527,0.029129042,0,2.802428772,0.062227754,0,2.745784576,0.045392646,0,0,0,2.040816327,0,0,0,0,0,0,3.148301574,2.344986333,0.011325028,0,0.603303333,0.010551862,0.009695559,0,0.092716596,0,0,0.155279503,0.01045697,0.006034275,0,3.976298144,0,0,0,0.722704982,0,0,0,1.16805827,0,0,0,0,0,0,0,0,0,0,0,0.121435015,0,0,0,1.031693628,0
ASV0041,0,0,0,0,0,0,0,0,0,0.150085763,0.259850453,0.010203041,0.804135554,1.631617114,0,1.029641186,0.803858521,2.538265306,0,0.771340418,0.272553829,0.077675936,0,2.75472568,0,0,0.707311448,1.034335679,0,0.596670195,0,0,2.681010929,0,0,0.677579498,0.829911767,0.487643059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215068683,0.572315453,0,0.041827878,0.404296404,0.887311446,0,0.302419355,0.396174863,0.172191132,0.06452723,0.210526316,0.243013366,0.317158262,0,0,0,0,0,0,0,0.017655367,0,0.095098124,0.046364985,0.012316788,0,0.468764948,0.455834684,0.188622303,0,0.85007361
ASV0046,0,0,0.030921459,0,0.608902576,0.227387569,0.142065634,0.027727714,0.816177366,1.297169811,1.288646126,0.020406081,0.201033889,0,0,0.015600624,0.030144695,0.165816327,0,0.017140898,0,0,0.007029877,0.011526049,0.364241857,0.254291163,0,0.021326509,1.194290708,0,0.046707146,0.311138768,0,0.138210633,0.045392646,0,0,0,0.041649313,0.457456542,2.877697842,0,0.440201065,0.698080279,1.459165383,0.828500414,0.266148756,0,6.542617047,0.029670656,3.756463016,0.610820244,5.779144433,0.092716596,0.027750798,0.019400524,0.029577048,0.031370909,0.024137099,0,0.187119913,0,0.109289617,0.193715024,0.098941753,0.039473684,0.042884712,0.019029496,0,0,0.00324391,0,0,0,0,0,0,0.034581136,0,0.036950363,0,0,0,0.037724461,0.012380324,0
ASV0047,0,0,0.340136054,0,0.083986562,0.025265285,0,0,0.085272262,0.016080617,0.058333775,0,0,0,0,0.608424337,0.281350482,0.191326531,0,0.419952005,0.299809212,0.031070374,0,0.149838635,0,0,0.561236257,0.021326509,0,0.151573477,0,0,0,0,0.090785293,0.087213203,0.008735913,0.029855697,0.027766209,0.091491308,0,0,0.074358288,0.087260035,0.459133935,0,0,0.022650057,0,0,0.094966762,0.436300175,0,0,0.319134175,0.572315453,0,0,2.371469949,0.732547822,0,1.152073733,1.557377049,0.473525613,0.077432677,0.447368421,0.900578944,0.951474786,0,0,0.032439096,0,0,0.743494424,0.383596675,0.013241525,0,1.331373736,0.880934718,0.677423328,0,0.554864632,0.638168558,0.777123887,0,0.489148502
ASV0051,0,0,0,0.024697456,0,0,0,0,0.07309051,0.037521441,0.143182903,0,0.66053992,1.414068165,0,0.748829953,0.562700965,1.645408163,0,0.582790538,0.054510766,0.046605562,0,1.798063624,0,0,0.576612593,1.002345916,0,0.69771918,0.018682858,0,2.484631148,0,0,0.724540454,0.899799074,0.623652347,0,0,0,0.004852484,0,0,0,0,0,0,0,0,0,0,0,0,0.201193284,0.562615191,0,0,0.301713734,0.619054497,0,0.273617512,0.355191257,0.107619458,0.021509077,0.184210526,0.235865914,0.279099271,0,0,0,0.026203162,0,0,0,0,0,0.051871704,0.074183976,0.012316788,0,0.23916579,0.182333874,0.120718274,0,0.460654414
ASV0054,0.029620853,0,0,0,0.020996641,0.063163214,0.04261969,0.166366283,0.012181752,0.091123499,0.010606141,0.418324661,0.028719127,0,0.018335167,0,0,0,0.035688794,0.128556736,0.476969201,0.093211123,0,0.046104195,0,0.063572791,1.683708772,0.234591597,0.058258083,0.935906073,0,0.87118855,1.109972678,0,0,0.03354354,0.384380187,0.381489468,0,0,2.517985612,0,2.082032063,0.17452007,1.150979591,0,0.258955546,0,0,0.009890219,0.010551862,0.019391119,0.027132133,0.803543834,0.13181629,0.009700262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116350857
ASV0055,0,0.073746313,0,0,0.041993281,0.012632643,0.014206563,0.166366283,0.426361311,0.010720412,0.344699581,0.918273646,0.201033889,0,0.385038504,0.015600624,0,0,0.035688794,0.342817964,0.013627691,0.062140749,0.154657293,0.034578147,0.02081382,0.127145582,0,0.031989763,0.466064666,0,0.065390005,0.062227754,0.025614754,0.055284253,0.045392646,0.020126124,0.017471827,0.069663294,0.180480355,0,0,0.014557453,0.342048125,0.34904014,0.053460801,1.491300746,2.129190045,0,0.720288115,0.029670656,0.063311174,0.009695559,0.144704712,1.710106109,0.166504787,0.504413619,2.624963029,0.073198787,0.138788318,0.01650812,0.483393108,0.244815668,0.546448087,1.399052949,0.180676245,0.289473684,0.207276106,0.437678402,0.088825724,0,0.012975638,0,0.122730543,0,0.009133254,0.017655367,0,0.363101928,0.361646884,0.098534302,0.440635626,0.105232947,0.020259319,0.233891655,0.284747441,0.080733248
ASV0062,0,0.036873156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028119508,0,2.050161307,0.063572791,0,0,0.17477425,0,0.392340028,0,0,1.0043306,0,0,0,0,0.777453839,0,0,0,0.062460962,0.17452007,0.025158024,0,0,0,0,0,0,0.009695559,0.018088089,0,0,0,0.310559006,0,0,0,2.307812256,0,0,0,0.696894089,0,0,0,1.456741872,0,0,0,0.194676034,0,0,0,0.526001195,0,0,0,2.081743113,0,0,0,0.519973589,0
ASV0064,0,0,0,0.024697456,0.027995521,0.025265285,0.014206563,2.315264106,0.036545255,0.026801029,0.015909211,3.050709111,0,0,0.458379171,0,0,0,0.089221984,0,0,0,0.007029877,0.034578147,0,0,0.030752672,0.042653018,0.087387125,0,0,0.746733043,0,0.009214042,0.181570586,0,0,0,0,0,0,0,0,0,0,4.888152444,5.186304129,0.022650057,0.06002401,4.401147265,0.084414899,0.048477797,0.26227729,1.019882559,0,0,0,0,0,0,0,0,0,0,0,0,0.007147452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020259319,0.022634676,0,0
