X,Y
0,0.0
1,-0.040455323997397541
2,-0.13328681334021517
3,-0.20279328884859588
4,0.097403011086336672
5,0.061018146279952237
6,0.024403828589106613
7,0.17195890049035359
8,0.080181859052043475
9,-0.059453583278035405
10,-0.3515198707525633
11,-0.10094347172571065
12,-0.11799927314929158
13,-0.062001215453707251
14,-0.048388973063803034
15,-0.17185127865533467
16,-0.084226374328136289
17,-0.10074477240721139
18,0.0049420327780156648
19,-0.060327616515626653
20,0.030275823415267689
