Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0010,0,0,0,0,3.408454647,5.69732188,1.988918881,3.535283516,6.371056158,4.121998285,3.383358965,3.254769921,1.378518093,2.574329224,5.335533553,1.606864275,3.215434084,0.510204082,18.79014989,1.285567364,2.016898337,2.454559577,5.159929701,1.348547718,2.351961703,0,1.376182056,1.962038814,0,4.20075065,3.092013078,0.062227754,3.039617486,4.901870451,0.045392646,0.684288206,0.978422294,0.799469232,4.859086492,0,9.652278177,0,4.461497278,8.987783595,11.91861379,0.828500414,0.107898144,0,2.881152461,3.995648304,5.202068165,6.50572038,2.87600615,3.688060163,0.013875399,0.04850131,0.155279503,0,0.012068549,0,2.432558865,0,0,0,0,0,0,0,0,0.001582905,0,0,0,0,0,0,0,0,0,0,0,0.009566632,0,0,0.024760647,0.028494087
ASV0032,0.088862559,0,0,0,0.538913774,1.478019202,0.269924705,0.027727714,1.47399196,0.857632933,0.652277669,0.091827365,0.890292935,1.160261059,0.018335167,0.31201248,0.180868167,0.75255102,0.303354747,0.239972575,0.286181521,0.38837968,0.83655536,0.645458737,2.632948278,0,0.807257631,1.30091704,0.058258083,0.399384082,0,0,0.981898907,0,0.045392646,2.106534281,3.319647069,3.128213634,0,0.091491308,0.419664269,0,0.202254543,0.087260035,0.191829932,0,0.014386419,0,0.540216086,0.009890219,1.340086525,1.19255381,0.660215248,0.010301844,0.027750798,0.029100786,0.140490979,0,0.006034275,0,0.483393108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042741131
ASV0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126537786,0,3.819336039,0,0,0,0,0,5.02568893,0,0,8.366350318,0,0,0,0,4.609190615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110913931,0.01045697,0,0,0.140339935,0,0,0,0.107545384,0,0,0,0.026647717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0060,0,0,0,0,0.37793953,0.631632137,0.198891888,0.415915708,0.694359849,0.407375643,0.44015485,0.255076013,0.086157381,0.290065265,0.751741841,0.109204368,0.46221865,0.038265306,1.730906495,0.128556736,0.190787681,0.27963337,0.44288225,0.184416782,0.322614216,0,0.099946183,0.19193858,0,0.387354441,0.504437179,0,0.264685792,0.37777573,0,0.093921911,0.096095047,0.072980594,0.416493128,0,0.959232614,0,0.481841706,0.610820244,1.36167804,0.082850041,0.00719321,0,0.360144058,0.543962022,0.633111744,0.620515804,0.280365379,0.329659009,0,0,0.022182786,0,0,0,0.327459847,0,0,0,0,0,0,0,0,0.001582905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008253549,0
ASV0061,0,0,0.030921459,0.123487281,2.953527436,1.970692269,2.287256713,0,0.816177366,0.375214408,1.193190858,0,1.550832855,1.812907904,0,0.343213729,0.271302251,0.114795918,0,0.368529311,0.258926138,0.403914867,0,0.149838635,0,0.063572791,0.18451603,0.149285562,0,0.043306708,0,0,0,0,0,0.026834832,0.008735913,0.009951899,0,0,0,0,0,0.087260035,0.006289506,0,0,0,1.140456182,0,2.089268756,1.134380454,2.098218323,0,0.034688497,0,0,0,0.024137099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0066,0,0,0,0,0.314949608,0.568468924,0.156272198,0.318868709,0.706541601,0.375214408,0.307578088,0.244872972,0.143595635,0.217548949,0.495049505,0.15600624,0.33159164,0.06377551,1.605995717,0.077134042,0.286181521,0.201957434,0.499121265,0.10373444,0.280986575,0,0.092258015,0.298571124,0,0.382542585,0.317608594,0,0.307377049,0.405417857,0,0.053669663,0.061151393,0.076297894,0.610856588,0,0.539568345,0,0.413432081,0.872600349,1.144690085,0.165700083,0,0,0.540216086,0.494510929,0.432626359,0.67868916,0.189924934,0.370866385,0.006937699,0,0.014788524,0,0,0,0.233899891,0,0,0,0,0,0,0,0,0.003165809,0,0,0,0,0,0,0,0,0,0,0,0,0.01012966,0,0,0.004749015
ASV0146,0.029620853,0,0,0,0.034994401,0.012632643,0,0,0,0,0,0,0.028719127,0,0,0,0,0,0,0,0,0,0,0,0,0.635727908,0,0,0,0,0,0.124455507,0,0,0,0,0.008735913,0,0,0,0,0,0,0,0.003144753,0,0,0,0,0,0.052759312,0.019391119,0.009044044,0,0,0,0,0,0.006034275,0,0,0.057603687,0.382513661,0.43047783,0.025810892,0.473684211,0.192981202,0.355217253,0,0,0,0.087343873,0,0,0.009133254,0,0,0.224777384,0.241097923,0.160118241,0,0.889696738,1.205429498,0.988380866,0,0
ASV0161,0,0,0,0,0.097984323,0.202122284,0.04261969,0.027727714,0.267998538,0.123284734,0.090152198,0,0.287191269,0.072516316,0,0.07800312,0.010048232,0.102040816,0,0.034281796,0.013627691,0.062140749,0.112478032,0.172890733,0.457904048,0,0.069193511,0.19193858,0,0.050524492,0,0,0.136612022,0,0.045392646,0.275057024,0.44553158,0.481008459,0,0.091491308,0.059952038,0,0.023794652,0,0.009434259,0,0,0,0.180072029,0,0.073863037,0.193911189,0.0813964,0.010301844,0,0,0.029577048,0,0,0,0.07796663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007123522
ASV0164,0,0,0,0,0.069988802,0.113693785,0.071032817,0.207957854,0.194908028,0.117924528,0.079546057,0.142842567,0.057438254,0.036258158,0.146681335,0.093603744,0.090434084,0,0.678087081,0.008570449,0.027255383,0.139816685,0.168717047,0.080682342,0.072848371,0,0.053817175,0.053316272,0,0.098643056,0.056048575,0,0.119535519,0.147424675,0,0.020126124,0,0.036490297,0.222129668,0,0.179856115,0,0.09815294,0.34904014,0.305041039,0,0.00719321,0,0.120048019,0.178023934,0.105518624,0.222997867,0.054264267,0.144225816,0,0,0.014788524,0,0,0,0.031186652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004126775,0
ASV0171,0,0,0,0,0.00699888,0.025265285,0,0.207957854,0.048727007,0.021440823,0.015909211,0.081624324,0.057438254,0,0.073340667,0,0,0,0.089221984,0,0,0,0.309314587,0,0.780518264,0,0,0,0,0,0.24287716,0,0,0.304063393,0,0,0,0,0.569207275,0.182982617,0,0,0,0,0,0.828500414,0.079125306,0,0,0.237365246,0.031655587,0.058173357,0,0.659318018,0,0,0.170068027,0,0,0,0.327459847,0,0,0,0.167770799,0,0,0,0.333096465,0,0.00324391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033014196,0
