# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,ASV0361,ASV0953,ASV5626,ASV0060,ASV0164,ASV0394,ASV0010,ASV0066,ASV0221,ASV3169,ASV4791,ASV0815,ASV5027,ASV1264,ASV0838,ASV2560,ASV0624,ASV0175,ASV4346,ASV3931,ASV5133,ASV0277,ASV0362,ASV0503,ASV4336,ASV4313,ASV2319,ASV2420,ASV3924,ASV0194,ASV0655,ASV0424,ASV1029,ASV6603,ASV0964
1577238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4405322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434587,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
539547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
