OTU,Kingdom,Phylum,Class,Order,Family,Genus
Otu00220,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00221,Eukaryota,Chytridiomycota,Incertae_Sedis,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified
Otu00222,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00223,Eukaryota,Basidiomycota,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified
Otu00224,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fa,Helotiales_ge
Otu00225,Eukaryota,Ascomycota,Dothideomycetes,Dothideomycetes_unclassified,Dothideomycetes_unclassified,Dothideomycetes_unclassified
Otu00226,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphaceae_unclassified
Otu00227,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Synedra
Otu00228,Eukaryota,Basidiomycota,Microbotryomycetes,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified
Otu00229,Eukaryota,Basidiomycota,Exobasidiomycetes,Exobasidiomycetes_unclassified,Exobasidiomycetes_unclassified,Exobasidiomycetes_unclassified
Otu00230,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_unclassified,Eurotiales_unclassified
Otu00231,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00232,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00233,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00234,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00235,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_unclassified,Saccharomycetales_unclassified
Otu00236,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00237,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00238,Eukaryota,Basidiomycota,Exobasidiomycetes,Malasseziales,Incertae_Sedis,Malassezia
Otu00239,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Loxophyllum
Otu00240,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_unclassified,Saccharomycetales_unclassified
Otu00241,Eukaryota,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidiaceae_unclassified
Otu00242,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Choreotrichia_unclassified
Otu00243,Eukaryota,Basidiomycota,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified,Agaricomycetes_unclassified
Otu00244,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus
Otu00245,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00246,Eukaryota,Klebsormidiophyceae,Klebsormidiophyceae_cl,Klebsormidiales,Klebsormidiales_fa,Klebsormidium
Otu00247,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00248,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Cyclidium
Otu00249,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00250,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00251,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula
Otu00252,Eukaryota,Peronosporomycetes,Peronosporomycetes_cl,Peronosporomycetes_or,Peronosporomycetes_fa,Pythium
Otu00253,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00254,Eukaryota,Chlorophyta_ph,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified
Otu00255,Eukaryota,Choanoflagellida,Acanthoecida,Stephanoecidae,Stephanoecidae_fa,Stephanoecidae_fa_unclassified
Otu00256,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Haptoria_unclassified
Otu00257,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00258,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00259,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00260,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00261,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Haptoria_unclassified
Otu00262,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00263,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00264,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00265,Eukaryota,Basidiomycota,Agaricomycetes,Agaricomycetes_or,Agaricomycetes_fa,Agaricomycetes_ge
Otu00266,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu00267,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_Sedis,Incertae_Sedis_unclassified
Otu00268,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00269,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu00270,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00271,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00272,Eukaryota,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified
Otu00273,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu00274,Eukaryota,Basidiomycota,Agaricomycetes,Agaricomycetes_or,Agaricomycetes_fa,Agaricomycetes_ge
Otu00275,Eukaryota,Cryptomonadales,Cryptomonadales_cl,Cryptomonadales_or,Cryptomonadales_fa,Cryptomonas
Otu00276,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00277,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Oligohymenophorea_unclassified
Otu00278,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00279,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Urostyla
Otu00280,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00281,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00282,Eukaryota,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniales_unclassified,Pucciniales_unclassified
Otu00283,Eukaryota,Basidiomycota,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified
Otu00284,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00285,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma
Otu00286,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,Thoracosphaeraceae_unclassified
Otu00287,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Choreotrichia_unclassified
Otu00288,Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae_unclassified,Chrysophyceae_unclassified,Chrysophyceae_unclassified
Otu00289,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Cothurnia
Otu00290,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00291,Eukaryota,Chlorophyta_ph,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified
Otu00292,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00293,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00294,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00295,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00296,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00297,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unclassified,Chaetothyriales_unclassified
Otu00298,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00299,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00300,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00301,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00302,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fa,Helotiales_ge
Otu00303,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Postia
Otu00304,Eukaryota,Ochrophyta,Diatomea,Diatomea_unclassified,Diatomea_unclassified,Diatomea_unclassified
Otu00305,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00306,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Cothurnia
Otu00307,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00308,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lodderomyces
Otu00309,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00310,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00311,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00312,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Hymenostomatia_ge
Otu00313,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Haptoria_unclassified
Otu00314,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00315,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00316,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Gonostomum
Otu00317,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00318,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00319,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00320,Eukaryota,Basidiomycota,Exobasidiomycetes,Incertae_Sedis,Incertae_Sedis,Tilletiopsis
Otu00321,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00322,Eukaryota,Chlorophyta_ph,Trebouxiophyceae,Chlorellales,Chlorellales_fa,Chloroidium
Otu00323,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00324,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_Sedis,Sporobolomyces
Otu00325,Eukaryota,Basidiomycota,Exobasidiomycetes,Malasseziales,Incertae_Sedis,Malassezia
Otu00326,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00327,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Prostomatea,Tiarina
Otu00328,Eukaryota,Chytridiomycota,Incertae_Sedis,Chytridiales,Chytridiaceae,Chytridiaceae_ge
Otu00329,Eukaryota,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified
Otu00330,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu00331,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00332,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu00333,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00334,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu00335,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00336,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00337,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Hypotrichia_unclassified
Otu00338,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Choreotrichia_unclassified
Otu00339,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00340,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00341,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Haptoria_unclassified
Otu00342,Eukaryota,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
Otu00343,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00344,Eukaryota,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Bensingtonia
Otu00345,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina
Otu00346,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Physalacriaceae_unclassified
Otu00347,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_fa,Polytoma
Otu00348,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00349,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Psammodictyon
Otu00350,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00351,Eukaryota,Basidiomycota,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified,Agaricomycetes_unclassified
Otu00352,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00353,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu00354,Eukaryota,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified
Otu00355,Eukaryota,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified
Otu00356,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00357,Eukaryota,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellales_fa,Pedinellales_ge
Otu00358,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00359,Eukaryota,Peronosporomycetes,Peronosporomycetes_cl,Peronosporomycetes_or,Peronosporomycetes_fa,Peronosporomycetes_ge
Otu00360,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00361,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00362,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00363,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fa,Capnodiales_ge
Otu00364,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00365,Eukaryota,Ochrophyta,Chrysophyceae,Ochromonadales,Ochromonadales_fa,Ochromonas
Otu00366,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia
Otu00367,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Arcuospathidium
Otu00368,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Oligohymenophorea_unclassified
Otu00369,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Haptoria_unclassified
Otu00370,Eukaryota,Incertae_Sedis_ph,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Telonema
Otu00371,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00372,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu00373,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00374,Eukaryota,Protalveolata,Perkinsidae,A31,A31_fa,A31_ge
Otu00375,Eukaryota,Basidiomycota,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified,Agaricomycetes_unclassified
Otu00376,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Stokesia
Otu00377,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Choreotrichia_unclassified
Otu00378,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00379,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_Sedis,Incertae_Sedis_unclassified
Otu00380,Eukaryota,Arthropoda,Ellipura,Collembola,Collembola_fa,Collembola_ge
Otu00381,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00382,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00383,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Oligohymenophorea_unclassified
Otu00384,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fa,Pleosporales_ge
Otu00385,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00386,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu00387,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00388,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Oligohymenophorea_unclassified
Otu00389,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus
Otu00390,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu00391,Eukaryota,Chytridiomycota,Incertae_Sedis,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified
Otu00392,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_fa,Tremellales_ge
Otu00393,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
