Group,C1,C2,K1,K3,negplt3H10,negplt3H11,negplt4G10,negplt4G11,negplt4G7,negplt4G8,negplt4G9,negplt4H1,negplt4H10,negplt4H11,negplt4H12,negplt4H2,negplt4H3,negplt4H4,negplt4H5,negplt4H6,negplt4H7,negplt4H8,negplt4H9,L0_7,L0_8,L0_9,L0_B,L1_7,L1_B,L8_9,L8_B,L9_7,L9_B,L10_7,L10_8,L10_9,L10_B,L11_B,L12_B,L13_7,L13_B,L14_8,L14_9,L14_B,L17_8,L17_9,L18_B,L19_8,L20_7,L20_8,L20_9,L20_B,S16_4,S16_5,S16_6,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S19_4,S19_5,S19_6,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_4_4,S20_4_5,S20_4_6,S20_4_A
ASV000001,0.42408821034775229,0.16393442622950818,0.0,0.0,0.0,3.8095238095238098,9.0909090909090917,4.3478260869565215,2.2099447513812152,5.5555555555555554,0.6578947368421052,0.0,0.0,0.0,0.078308535630383716,0.3289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.151222043346948,97.742449537107305,98.429040560930147,95.101465614430666,68.24274805550958,33.303676729221408,78.664620107444364,87.382764112546454,94.266277939747326,98.066493955094984,95.918712597009886,81.251715618995334,93.204080940921259,96.655622820864195,96.650334966503351,96.137842014979867,10.212097407698352,99.24163976365962,89.199695121951223,82.939730934232998,98.120411430253739,8.3945933127815984,90.853040912493938,80.982800982800981,40.68702290076336,45.353793691389598,59.088177213016223,31.077905645598602,19.10588611644274,15.271684103948701,19.522776572668114,5.4383547121806419,21.100493218249074,0.031730921783277806,1.5760713258556227,1.6891891891891893,13.089411483824758,0.0,3.2397777461176807,10.91861898890259,0.56298381421534127,0.34768013427646566,5.9243529375557813,0.017123287671232876,1.9678860316310516,0.0079346187415694682,23.028813937904847,6.414522916556618,2.6948288419519302,2.9704905217901114,9.4212651413189761,12.916336494465888,12.430634308611173,15.606958738004673,14.945266259140666,11.767503363800863,12.320011863275747,13.824404761904763
ASV000002,0.2544529262086514,0.49180327868852464,0.0,0.17219113215669393,0.0,0.0,0.0,0.0,1.1049723756906076,5.5555555555555554,12.171052631578947,0.0,28.571428571428569,9.7796143250688701,0.0,0.0,0.0,0.8771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013947178232258554,0.0,0.0,0.0,0.0,0.0,0.81941867656153378,0.0025906735751295338,0.20089238512127558,5.8468295360966236,0.76941328000542319,0.0,0.0,0.0,49.06520031421838,0.0,3.0716463414634148,8.4968136948644268,0.0,0.0,3.201655877042322,0.049140049140049137,4.1136556403731976,9.8252344416027295,7.4997853524512754,11.206844610471773,0.0,5.6463044211947349,0.43383947939262474,0.95409731792642849,0.0,0.0,18.590739142939317,2.6182432432432434,0.0,27.69562538508934,19.645248610913235,30.30517879161529,53.833522799040047,34.989809375374655,55.378081432924006,2.7226027397260273,1.0744899191114332,2.0788701102912004,0.02233638597274961,37.518708291514798,31.318281136198106,18.760992769200705,0.089726334679228345,67.840801615500624,60.934452256747562,57.956015523932727,76.848642021046686,76.367559040504801,76.019870986876242,0.0
ASV000003,0.2544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6184210526315792,0.0,0.0,13.498622589531681,0.0,0.3289473684210526,0.0,0.0,1.4084507042253522,0.0,0.0,0.0,0.37313432835820892,0.28339165258578253,0.0,0.0,0.0,0.11111373791342585,11.381928782768822,0.49884881043745205,0.0,0.0,0.0,0.33200109962147645,3.7880867416964037,1.6201742195708912,0.0,0.0,0.0,17.203456402199528,0.0,2.0807926829268295,2.8072806031071682,0.0,0.0,1.3079667063020213,0.0,0.016963528413910092,0.0,0.0085859019489997416,0.20485629933120444,0.01599488163787588,52.494093823827207,41.665276155514768,16.569490087988974,0.0077065351418002465,0.0,62.79838941616336,13.935810810810811,0.0,44.023413431916204,69.240632568741987,42.85141800246609,22.916328335047549,14.740438796307398,17.973101898870524,2.6198630136986303,0.084510443076180122,1.4837737046734905,0.02233638597274961,6.9709295159614744,8.8128186453022579,1.2116474496775453,0.0,10.454742976917768,9.4140772661979284,7.3989689328261665,4.0073389963569648,3.8544518164524657,5.7996589308222735,0.0
ASV000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3026315789473681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037942024586431933,0.0,0.0,0.0,0.0,0.38372985418265537,0.0,0.91660040639632478,0.0,2.9710926431093911,3.6782871259950589,3.6640341660170153,0.0,0.0,0.0,21.571091908876667,0.0,0.3277439024390244,4.0693073430796787,0.0,0.0,0.63269769968144918,0.0,0.0,0.0,1.2406628316304629,0.74712297403145145,0.0,2.9800877489031388,11.530118471550143,0.0,0.0,0.0,1.9298245614035088,23.141891891891891,0.0,0.0,2.3336657643538965,9.5437731196054258,10.577599740161316,8.7759261479438919,5.8904994921983196,0.0,0.61571894241216951,0.0,0.02233638597274961,8.6894511647562211,17.407137654770573,5.9605237443814731,0.0,7.2595281306715069,14.855976411884781,18.725261145758914,1.5418949076891864,4.7870366074328405,3.8095944242603994,0.0
ASV000005,0.33927056827820185,0.0,15.273775216138327,9.7718467498923811,0.0,0.0,45.454545454545453,27.536231884057973,8.2872928176795568,19.444444444444446,26.644736842105267,41.17647058823529,57.142857142857139,11.570247933884298,0.0,4.2763157894736841,30.476190476190478,11.403508771929824,54.929577464788736,27.322404371584703,8.3333333333333321,42.857142857142854,42.910447761194028,0.0079828634531206345,0.0,0.030430207052200484,0.65388951521984218,0.12293434832974776,0.039312242659990476,0.0,0.2123517961422757,0.13472921636186944,0.056994818652849742,0.025375880225845332,0.0,0.027115886520014912,0.1422401082412531,0.041995800419958006,0.059443944360468078,0.6598586017282011,0.0,0.35060975609756101,0.2082552376192261,0.06992106280015456,4.5529997628645962,0.11303415980387839,0.0,0.20356234096692111,0.0,5.0227526401648497,1.7653792854130264,0.0,0.1603104961187985,2.3694310028366425,23.990247005194529,14.442046855733661,1.5865460891638903,0.18694276675294796,14.780405405405405,0.4416855676256416,1.6173752310536045,0.0,0.0,0.29231851891950417,0.8572113655436997,0.098482750130797408,6.0787671232876717,0.37426053362308342,0.84106958660636355,0.0,0.31694046801542441,2.9861616897305172,1.2507328512800469,0.85240017945266944,0.040898750031952147,0.084675285401073566,0.0,0.13760618169308528,0.040597596622279963,0.017794913620523468,2.1279761904761907
ASV000006,22.985581000848178,2.7868852459016393,0.0,6.8445975032285835,0.0,0.0,0.0,0.0,0.0,0.0,0.98684210526315785,0.0,0.0,0.55096418732782371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022086756780634333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3444160272804773,1.7601098995449471,14.056757245285292,14.723288547664747,5.3121835977050287,3.4039712998498248,2.3746422135057776,2.9824290998766956,7.456766619070283,2.542421627840092,13.429054054054054,24.77020413035693,1.1398644485520641,1.1497364296908392,1.2207151664611591,3.2100904022086292,2.9133197458338329,3.293016957498538,4.6232876712328768,16.141494627550404,22.907244306911053,10.90015635470181,0.69374746887820682,7.2833211944646763,6.1364080515927304,3.0955585464333781,0.55213312543135395,0.20866409616693127,0.0,0.45074845413568326,0.51384958010485782,0.95944242603989027,15.401785714285715
ASV000007,26.632739609838847,19.836065573770494,18.011527377521613,4.0464916056823075,0.0,0.0,0.0,0.0,5.5248618784530388,0.0,0.0,0.0,0.0,1.5151515151515151,20.281910728269381,68.75,10.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.029270499328108993,0.049324631962361518,0.27006808758827927,0.14656144306651636,0.15603205749544907,0.0,2.9930928626247124,0.38931162626083882,0.3401360544217687,0.14335060449050088,0.046522447080716442,0.0,0.010168457445005592,0.2029523495637392,0.021997800219978002,0.01528558569269179,0.094265514532600153,0.015228117195589938,0.50304878048780488,0.37069432296222254,0.0,8.7028693383922224,0.0,2.113022113022113,3.5793044953350299,10.592497868712702,0.0,1.1568355726938604,4.85444657709533,0.97536280796490049,2.0857667278491574,0.0,4.7780517879161533,1.5389497064889734,1.6652286453839518,5.9121621621621623,0.55509132147546858,2.310536044362292,0.0,0.0092478421701602965,0.0,1.4806378132118452,0.0,4.1438356164383565,0.0,0.095215424898833612,0.0,0.16903491627489303,0.21849963583394028,9.2827828805940982,4.2171377299237323,0.0,0.010584410675134196,0.0,0.0,0.095114369229341633,0.031141098835916065,0.6696428571428571
ASV000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032966057639883854,0.050732807215332576,0.63358471831485375,46.398791665804559,0.46047582501918649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000009,0.084817642069550461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55248618784530379,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.95238095238095244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072417289110508792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243649875129439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099754094557602188,0.0,0.61011904761904767
ASV000010,0.0,0.0,0.0,0.0,0.0,0.0,9.0909090909090917,17.391304347826086,0.0,16.666666666666664,7.5657894736842106,11.76470588235294,0.0,0.0,7.2826938136256842,4.9342105263157894,0.0,0.0,28.169014084507044,28.961748633879779,0.0,0.0,23.134328358208954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4424946644534029,0.0,0.0,0.77184054283290915,0.0,0.0,0.0,0.89571337172104937,0.0,0.86767895878524948,0.28622919537792857,0.22348951911220716,0.0,0.0,0.84459459459459463,0.0,0.0,0.0,0.0,0.0,0.023977940294928664,0.0,0.0,0.70022938548834956,0.12695389986511149,0.0,0.16903491627489303,1.6023306627822289,1.2507328512800469,0.0,0.0,0.0,0.0,0.069685181754831654,0.0,0.0044487284051308671,0.25297619047619047
