Group,C,K,n,L0_G,L1_G,L8_G,L9_G,L10_G,L13_G,L14_G,L17_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_1_G,S20_2_G,S20_3_G,S20_4_G,L0_R,L1_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L18_R,L20_R,S16_R,S17_R,S20_1_R,S20_2_R,S20_4_R
ASV000029,0.0,0.64571674558760228,0.74599183942628688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30904194558583292,0.0,0.0026442434819398172,0.0,0.0,0.016097227252605737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57581573896353166,0.0,0.0,0.0,0.0,0.0
ASV000030,0.0,0.75333620318553596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066789971228935471,0.0,15.445289548875204,0.0,0.0,0.00077328755471009448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000031,0.0,0.43227665706051877,0.0,0.0,0.0,0.0,0.26283240568954852,0.0,0.0,0.0,0.0,29.592875318066159,0.29621361724049111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60880983645696551,0.0,0.0,0.0
ASV000032,0.0,0.0,0.0,0.086641561745848597,8.0049173739331909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000033,1.0602205258693809,1.0086455331412103,2.8626014605025416,0.0046490594107528515,0.080380150830988914,0.0,0.5190387843449068,0.009868397865606518,0.0,0.0,1.9727969651513928,0.42408821034775229,0.52486940702770368,0.0089370024206250898,1.142313184198001,0.29266789895255702,0.020450266755685474,2.1118721461187215,1.5722845428477392,0.0,0.0,0.12965050732807215,0.0,0.01769598301185631,0.20293609671848015,0.19948307863102568,0.0,0.0,0.015228117195589938,0.0,0.68796068796068799,0.0,3.0209617755856968,0.0,0.0,0.0,0.81845238095238104
ASV000034,0.0,0.0,0.0,0.0,0.13239083666280527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69014333746239609,0.87996545768566503,0.60538777775850405,0.76792320767923206,1.3162587679817932,0.1218249375647195,0.26128397151636706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000035,0.0,0.0,0.051098620337250891,0.17591426964469917,0.0,0.038372985418265539,0.0,0.0,0.0,0.018742971385730351,0.18863492902335549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4533212227209476,0.0,0.0,0.0,2.8884153028077217,0.3716156432489825,0.0,0.0,0.0019998000199980001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044863167339614173,0.0
ASV000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000037,0.0,0.79638398622470929,0.22473539219950703,0.0,0.035461831248965701,1.1511895625479662,0.0,0.01468777186500808,0.0,0.0,1.3516718046004268,0.0,0.0,0.0,0.0,0.055487053020961775,1.2874567855640702,0.42255221538090065,0.0,0.0,0.058806060552600549,1.0372040586245772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4488286066584464,1.4623373522740839,0.0,0.0,0.74404761904761896
ASV000038,0.0,1.1838140335772707,0.017313019390581715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77422004199206562,0.93116555371036691,0.076683060976254699,0.062676653601802482,0.48502443427122954,0.80885962774046971,0.024277737314882253,0.0,0.036808774283059661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9593730006397951,0.94019728729963004,2.1487405992598783,2.0772838954657136,1.1215791834903546,0.0
ASV000039,0.0,0.0,0.03462603878116343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084817642069550461,0.69892149183587382,0.44754185691984705,0.038347234205732911,0.024219974355321274,0.30963428222512057,0.58914156551237007,0.034628680764648222,0.019656762682392078,0.012788092286457239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3728064939715889,1.6752289479562206,3.3198743831314492,0.80357142857142849
ASV000040,1.1026293469041559,0.27981058975462764,0.021748586341887779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10787592350673364,0.27110424718890075,2.6296851867166589,0.3411357916491724,0.10738416809213734,2.9012983246360489,0.048555474629764506,0.0,0.024754501612914318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8237364043506078,0.0,0.90724603079861532,1.3401831583649766,1.525347689546882,0.0
ASV000041,0.0,0.0,0.0,0.0056913036879647902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000042,0.0,0.0,0.0,0.0,4.4256365398709185,0.0,0.48590864917395532,0.14639948760179339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000043,0.0,0.0,0.069252077562326861,0.0,0.0,1.650038372985418,0.0,0.0,0.2356637863315004,0.0,0.08073868557419886,0.0,0.064268642927436684,0.2344827918918492,0.0,0.0099729306168969949,3.0571873876034048,0.0,0.024277737314882253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000044,0.084817642069550461,0.0,0.0,0.0069560378408458539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000045,0.042408821034775231,0.49504950495049505,0.017313019390581715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11944321779988494,0.17805469549726674,0.69852380031312045,0.55509294359929251,0.71396991054923653,0.94452006932940835,0.22148394241417499,0.039193617642402097,0.0067626969635490629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94019728729963004,1.134057538498269,2.2113022113022112,0.0,0.23809523809523811
ASV000046,0.0,0.0,0.0,0.16143123871866172,2.8251258895009337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49864476216093195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000047,0.0,0.30133448127421436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69808123617419893,0.46092276730034992,0.8064942619916442,0.047706369424028859,0.11548385932622385,0.22262530430287872,0.75441752100152382,0.0017041145846646729,0.008892806879166085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26262385102065178,0.067009157918248824,2.5123373710183938,1.2351190476190477
ASV000048,0.0,0.0,3.9538116595284647,0.0,0.016548854582850658,4.4896392939370688,0.0022086756780634333,0.0,0.0,0.0,0.0,0.0,0.25305778152678193,0.0,0.0,0.0,0.0,0.59047913381590345,0.0,0.00064361246806073134,0.032864721075179015,0.0,0.0,0.0,0.0,0.0,0.019998000199980003,0.0,0.0,0.0,0.0,0.0,0.47780517879161527,0.0,0.0,0.0,1.0565476190476191
ASV000049,0.0,0.32285837279380114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19682271896527484,0.41440376580642319,0.53343311645061209,0.10680320054303899,0.041899654392252045,1.1579565982465969,0.12138868657441126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4395393474088292,0.0,1.0863077474036051,1.0274737547464821,0.0,0.0
ASV000050,0.0,0.81790787774429619,0.014499057561258518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28378297327158297,0.29002174444090517,0.0,0.27378091952325423,0.11741257758778167,0.14305112711771723,0.56902799152517169,0.075460672614773808,0.03295492023240059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4395393474088292,0.0,0.76996538140145643,0.53607326334599059,3.4096007178106778,0.11904761904761905
ASV000051,0.0,0.0,0.0,0.17612529247496156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28184892897406988,1.8331919471974509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000052,0.21204410517387615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0063805455560455,0.63009972242972345,0.0,0.015985293529952444,0.0,0.24576167972905724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44785668586052468,0.0,0.0,0.0,0.0,0.0
ASV000053,0.0,0.34438226431338786,0.007249528780629259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43381333976019759,0.0,0.93606219260669521,0.28548848911139907,0.026672411493757629,0.16097227252605739,0.0023477071704846252,0.0,0.036412830643513326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47152918705980656,0.0,0.0,0.37202380952380948
ASV000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000055,3.6885245901639343,0.0,0.42964554242749731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46998127142301849,0.0,0.0,0.0,0.0,0.0,0.032761271137320129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000056,3.0327868852459017,0.0,0.017313019390581715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25672622715136578,1.1925521419840832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.822649095376367,0.0,0.0
ASV000058,0.0,2.3775216138328532,1.7712043266059889,0.080711655036822469,0.11347785999669023,0.0,0.0,0.035024686755019262,0.0,0.0,0.0,0.0,0.20892361409232707,0.0,0.02013229795800978,0.0,0.0,0.84474885844748859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000059,0.042408821034775231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023523329664472986,0.093114977534210899,0.075735787556322501,0.072247240682974459,0.036399076365262663,0.45160480381383428,0.0,0.040321564476701689,0.027838351969563403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35188739603326935,0.11559802712700371,0.83562134415661926,0.40205494750949294,0.17945266935845669,0.29761904761904762
ASV000060,0.84817642069550458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23713540431586438,0.0,0.0,0.60072794091664017,0.29719106509443011,0.028494087476848552,0.0,0.076461829449877269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9497533908754625,0.0,0.0,0.0,0.0
ASV000061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52154633399970873,0.0,0.0,0.0019981616912440555,0.1046319771419373,0.024277737314882253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17309299271815684,0.0,0.0,0.32738095238095238
ASV000062,0.0,0.0,1.0901608849107356,0.0,0.0,0.0,0.42185705451011574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5067567567567568,0.0,0.31970587059904887,0.0,0.0,0.0,0.0,0.0,0.0,0.01769598301185631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000063,0.0,0.40895393887214809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39663652229097252,0.00047490145794747591,0.0,0.0,0.24277737314882253,0.08250476354121937,0.01581770099602086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.287268074216251,0.0,0.0,0.0,1.0767160161507403,0.0
ASV000064,0.0,1.0116229014205769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28230504582392141,0.057936775790302618,0.30408800042307899,0.019306998729946026,0.13438791944931727,0.060364602197271515,0.0070431215114538761,0.0,0.046397253282605667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19696788826548883,0.044672771945499221,0.85240017945266944,0.044642857142857144
