Group,C,K,n,L0_G,L1_G,L8_G,L9_G,L10_G,L13_G,L14_G,L17_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_1_G,S20_2_G,S20_3_G,S20_4_G,L0_R,L1_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L18_R,L20_R,S16_R,S17_R,S20_1_R,S20_2_R,S20_4_R
ASV000001,0.29401131828863025,0.0,1.3725742071168281,96.774237380461457,68.24274805550958,78.664620107444364,94.266277939747326,90.124836385642155,10.212097407698352,86.06971302809211,49.623817112637767,40.68702290076336,45.173292183334809,13.410938462932485,1.0989971456093632,4.7194655783400909,2.2783389620158627,0.66431464601461798,4.0266140934328867,13.651309847027244,13.010927162072425,95.101465614430666,33.303676729221408,87.382764112546454,98.066493955094984,96.655622820864195,96.650334966503351,96.137842014979867,99.24163976365962,98.120411430253739,80.982800982800981,19.10588611644274,21.100493218249074,13.089411483824758,23.028813937904847,9.4212651413189761,13.824404761904763
ASV000002,0.37312810244858802,0.086095566078346966,3.0557798127251945,0.0046490594107528515,0.0,0.0,0.81941867656153378,2.2723784004077743,49.06520031421838,5.784230018163921,1.600827938521161,4.1136556403731976,9.510621468175259,2.3447470728379294,7.0696607953941859,25.882017595872622,48.067137869112905,1.9586542563762201,29.199327398971207,62.243756465393638,76.412024016142581,0.0,0.0,0.0,0.0025906735751295338,0.0,0.0,0.0,0.0,0.0,0.049140049140049137,0.0,0.0,0.0,0.02233638597274961,0.089726334679228345,0.0
ASV000003,0.1272264631043257,0.0,1.0119776864825198,0.094463884195260847,0.11111373791342585,0.49884881043745205,0.0,1.9134206869629236,17.203456402199528,2.4440366430169989,0.65398335315101064,0.016963528413910092,0.07114740042673473,36.909620022443647,25.578066742324722,52.038488001041429,18.543289676741825,1.3960490538161003,5.6651318703137585,9.0892630586472887,4.553816581210568,0.0,11.381928782768822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01599488163787588,0.0077065351418002465,0.0,0.02233638597274961,0.0,0.0
ASV000004,0.0,0.0,0.121191135734072,0.0012647341528810644,0.0,0.38372985418265537,0.91660040639632478,3.4378046450404884,21.571091908876667,2.1985256227593517,0.31634884984072459,0.0,0.66259526855397144,4.8367354068177599,8.3572388177651344,3.9591462946531073,8.4146751267678432,0.20523964747072318,10.685704187969423,13.613588562771733,3.3795086464608084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02233638597274961,0.0,0.0
ASV000005,0.16963528413910092,12.522810983015354,24.198197259655107,0.01280435683510704,0.12293434832974776,0.0,0.13472921636186944,0.017497255581953416,0.6598586017282011,0.27943249685839355,2.3330169613342373,0.20356234096692111,2.2627106418592917,8.839996168049991,5.5179647537740806,0.53912507701786816,0.41600421153133377,2.4313657478390396,1.5179450030086628,0.041858011811008566,0.065332897311962901,0.65388951521984218,0.039312242659990476,0.2123517961422757,0.056994818652849742,0.1422401082412531,0.041995800419958006,0.059443944360468078,0.0,0.06992106280015456,0.0,0.0,14.442046855733661,0.4416855676256416,0.0,0.85240017945266944,2.1279761904761907
ASV000006,12.886233123374909,3.4222987516142918,0.080937173294262185,0.0,0.0,0.0,0.0022086756780634333,0.0,0.0,0.0,0.0,0.0,6.0537610573702381,3.6969323703535437,7.8094141003214759,1.1701053482346875,3.1388090351803335,14.557342201898111,4.7044922383118708,0.25359907386609509,0.6413468200934771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.723288547664747,2.9824290998766956,24.77020413035693,10.90015635470181,3.0955585464333781,15.401785714285715
ASV000007,23.23440259180467,11.029009491601961,5.6077955051612847,0.11622107295958327,0.15603205749544907,2.9930928626247124,0.3401360544217687,0.01889696817524068,0.094265514532600153,0.43687155172501368,4.3514346691961112,3.5793044953350299,3.9164444804688543,1.0203765119380193,3.0387801713450293,0.77326129551081746,0.49354593773728173,1.4130170137790634,3.2234391442343107,0.0035281368917113986,0.042085156021752564,0.14656144306651636,0.0,0.38931162626083882,0.14335060449050088,0.2029523495637392,0.021997800219978002,0.01528558569269179,0.015228117195589938,0.0,2.113022113022113,4.85444657709533,4.7780517879161533,0.55509132147546858,0.0,4.2171377299237323,0.6696428571428571
ASV000008,0.0,0.0,0.0,0.010988685879961284,0.63358471831485375,0.46047582501918649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050732807215332576,46.398791665804559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000009,0.042408821034775231,0.0,0.22540236410547548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033251364852534063,0.0,0.072417289110508792,0.0,0.0,0.0,0.0,0.0,0.0243649875129439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61011904761904767
ASV000010,0.0,0.0,8.1558616251566445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2212473322267015,0.77184054283290915,0.0,0.38463605138772605,0.28153153153153154,0.0,0.0079926467649762221,0.27572776178448705,1.0073661434457228,0.0,0.024711303386654174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89571337172104937,0.22348951911220716,0.0,0.0,0.0,0.25297619047619047
ASV000011,0.4098360655737705,0.0,0.04616805170821791,0.00084528352922779131,0.0,0.0,0.0044173513561268666,0.0091499679751120867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010275380189066995,0.0,0.0080486136263028685,8.6427107601639435,0.0018600964042498787,0.0,0.0,0.0020690654031573939,0.28313572818970095,0.0,0.0,0.0,0.0,0.0015228117195589938,0.062560950926454084,0.098280098280098274,0.0079974408189379398,0.0077065351418002465,0.0,0.0,0.0,0.0
ASV000012,0.0,0.072046109510086456,3.9750145765019611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2189150649715812,7.0108484398741995,0.42229729729729731,0.0,0.33915617314850616,0.0,0.0,0.0,0.00029403030276300274,0.0056369785794813977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049140049140049137,0.0,0.72441430332922319,0.0,0.0,0.71781067743382676,0.0
ASV000013,0.59372349448685324,2.84115368058545,0.053560663293728016,0.0,0.0,0.0,0.050799540595458964,0.006778971630003728,0.0,0.0,0.0,1.0856658184902459,1.0705656083473014,2.1857813824764012,4.5764211690786771,0.76812602357472048,1.3556478275421935,5.0949001884285048,0.3178025923281233,0.01618908855431439,0.1012905442744077,0.0,0.0,0.0,0.0,0.0,0.0019998000199980001,0.0,0.010659682036912956,0.042320643273777762,0.0,3.9187460012795903,4.9090628853267573,9.3470216067804692,6.3882063882063882,3.2301480484522207,10.610119047619047
ASV000014,0.0,4.842875591907017,0.036247643903146297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010041975457411981,0.4295945487232386,5.7511894190471589,0.77837777059239166,0.46456590859096708,1.856984761652883,2.3283948990087406,0.012600488898969281,0.037319219454255488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.469609724888036,2.936189889025894,3.4976721976841354,4.1545677909314271,3.947958725886048,7.8720238095238093
ASV000015,6.60333152574424,6.2736871356600643,3.3063461833539116,0.027496529671859962,0.70923662497931395,2.072141212586339,0.10380775686898136,0.19499595838200079,0.0,0.19435975609756098,10.604638121490197,2.8159457167090753,2.0170321891685421,0.40295504336514892,0.0,1.1850588279747276,0.59049217756784333,1.5694289583075902,3.2879426170435138,0.0,0.034797939961954252,0.050732807215332576,0.0,0.15926384710670677,0.0,0.027754167461707922,0.0,0.0033967968205981759,0.010659682036912956,0.0,1.8673218673218674,1.3195777351247602,2.396732429099877,0.16115554494449089,1.7869108778199687,3.4993270524899054,0.28273809523809523
ASV000016,0.0,1.076194575979337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8256247174570781,0.040499493756328046,0.84655822424547955,0.17468146321413891,0.98404506389910473,7.8757500214017293,1.4311038319192904,0.091745280225039694,0.053384740861570405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318618042226487,7.937731196054254,9.6335203533484535,1.4518650882287245,0.0,3.6458333333333335
ASV000017,0.90163934426229519,5.7038312526904864,0.30959752321981421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161575385109759,0.11643604454944312,6.1432730057966651,0.22292092991250714,0.09082324353260314,1.706125251809133,0.0,0.1756471025706525,0.013239669811430306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8851567498400499,2.8051787916152899,2.7098006446221796,1.5188742461469733,0.0,9.553571428571427
ASV000018,0.0,0.0,0.0,0.50770705689795248,11.924631787985533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047588504272620055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000019,0.0,0.0,3.9612761103644645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33078880407124683,0.37634870209782201,2.4353653770665589,0.30393166846046432,0.027743526510480888,0.0,0.11637440820968552,0.26253198447981213,0.0045361760036289403,0.00474275870789387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67046855733662147,0.0,0.0,0.0,0.0
ASV000020,0.0,0.0,0.092336103416435819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53435114503816794,0.0,0.60779532845683593,0.0,0.0,0.09569560202595373,0.0,0.0,0.010297799488971702,0.0,0.38331454340473509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000021,10.997441566206426,1.4334477552504028,3.274768939564245,0.083698135106779994,0.15366793541218468,0.0,0.0,0.055361601645030449,0.0,0.37728658536585363,3.7158541039506776,0.47497879558948258,0.42999778569569774,0.28366427498748542,0.98395472694437325,0.09658857377722975,0.55548895016584743,0.48010945011981959,2.4698942714984988,0.0,0.076309308087827418,0.0,0.053795700482092236,0.0,0.0,0.0,0.0,0.21060140287708692,0.0,0.0,0.0,0.0,0.0,0.56702876924913448,0.80410989501898589,0.0,1.5327380952380951
ASV000022,0.0,0.0,0.4674515235457064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40230452023821545,0.0,0.0,0.0059944850737321661,0.0,0.072833211944646759,0.0,0.015323397839895206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000023,0.0,0.0,0.0,0.079045884555066517,0.20567862124400105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13448925120523061,7.1314811537780924,0.3393782383419689,1.4380128016097418,1.6778322167783224,1.2839891981861105,0.30303953219223978,0.83629271164921715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000024,1.1450381679389312,2.7120103314679294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10066148979004889,0.24314954646910766,0.011988970147464332,7.0845588515019804,0.012325462645044284,0.0,0.049211419102861607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32789507357645553,0.0,0.0,1.206164842528479,0.0,3.1994047619047619
ASV000025,1.3146734520780321,0.064571674558760228,1.7271216877044029,0.0,0.0,0.0,0.0,0.17878359045993295,0.0,0.0,8.8570614821635658,0.61068702290076338,0.601013136429982,0.011124089215195506,0.47860807023110685,0.56176256894887744,0.079926467649762217,3.0729474065209526,0.052823411335904069,0.012600488898969281,0.0,0.0,0.0,0.0,0.0,0.10581276344776146,0.0,0.0,0.015228117195589938,0.0,0.58968058968058967,0.0,0.0,0.0,0.87111905293723468,0.0,1.4285714285714286
ASV000026,0.084817642069550461,0.0,0.0,0.00063236707644053218,0.0,0.0,0.0022086756780634333,0.011264624660599196,0.0,0.0,0.011856770215793219,0.0,0.0014309836581666237,0.0,0.0026442434819398172,0.0,0.0,0.0,2.5091120384554433,0.0,0.0,0.0,0.0,0.035391966023712619,0.0,0.0,0.0,0.16474464579901155,0.0015228117195589938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000028,2.0267245095176518,3.1242827954014549,16.460937736192889,0.039106987179172353,0.073287784581195781,1.3814274750575595,0.22528491916247018,0.33854881507914719,0.0,0.61221865225337246,0.0,0.0,0.75056998999853308,0.49117109434484779,0.83448661655467937,0.1945196956967227,0.36965991288015027,2.6923644338997748,1.6850657542161336,0.06167783077074785,0.064081396280305902,0.0,0.0,0.0,0.0069084628670120904,0.036427344793491648,0.015998400159984001,0.011888788872093615,0.0,0.0,0.0,1.0396673064619322,0.23890258939580764,0.0,1.4295287022559751,0.0,1.6666666666666667
