Group,Average
Otu000206,0.02350493
Otu000207,0.020986581
Otu000208,0.007386213
Otu000209,0.000160848
Otu000210,0.037343849
Otu000211,0.060092946
Otu000212,0.038500535
Otu000213,0.059042433
Otu000214,0.086906824
Otu000215,0.036575703
Otu000216,0.058095886
Otu000217,0.154542811
Otu000218,0.04479795
Otu000219,0.022071792
Otu000220,0.04234501
Otu000221,0.045609244
Otu000222,0.040895103
Otu000223,0.006714473
Otu000224,0.062259969
Otu000225,0.04346279
Otu000226,0.042166078
Otu000227,0.005188992
Otu000228,0.033677645
Otu000229,0.026689402
Otu000230,0.046948942
Otu000231,0.039936843
Otu000232,0.035691877
Otu000233,0.000309857
Otu000234,0.01378915
Otu000235,0.003619436
Otu000236,0.044820499
Otu000237,0.038241438
Otu000238,0.036527379
Otu000239,0.033212738
Otu000240,0.017390496
Otu000241,0.004584442
Otu000242,0.03328969
Otu000243,0.0415615
Otu000244,0.033080683
Otu000245,0.035204476
Otu000246,0.04012766
Otu000247,0.004552128
Otu000248,0.002290621
Otu000249,0.029688779
Otu000250,0.025474929
Otu000251,0.002298864
Otu000252,0.039028134
Otu000253,0.005637067
Otu000254,0.006671915
Otu000255,0.039737046
Otu000256,0.007272836
Otu000257,0.043085676
Otu000258,0.054813175
Otu000259,0.031992027
Otu000260,0.056509423
Otu000261,0.022654411
Otu000262,0.02945885
Otu000263,0.033976584
Otu000264,0.005434625
Otu000265,0.005138833
Otu000266,0.013038239
Otu000267,0.004156084
Otu000268,0.000245667
Otu000269,0.032116492
Otu000270,0.02780216
Otu000271,0.031443544
Otu000272,0.00378971
Otu000273,0.002374641
Otu000274,0.031287319
Otu000275,0.032808322
Otu000276,0.030112858
Otu000277,0.088100854
Otu000278,0.003838636
Otu000279,0.003743566
Otu000280,0.021260769
Otu000281,0.018965626
Otu000282,0.030585825
Otu000283,0.036961764
Otu000284,0.03445845
Otu000285,0.004067269
Otu000286,0.056430131
Otu000287,0.025548325
Otu000288,0.025131663
Otu000289,0.019788692
Otu000290,0.004881256
Otu000291,0.01970968
Otu000292,0.023098135
Otu000293,0.034541357
Otu000294,0.00697116
Otu000295,0.035899459
Otu000296,0.001541165
Otu000297,0.001498107
Otu000298,0.026453057
Otu000299,0.029711278
Otu000300,0.025510593
Otu000301,0.030778112
Otu000302,0.007158282
Otu000303,0.005570599
Otu000304,0.037889477
Otu000305,0.097043109
Otu000306,0.003005351
Otu000307,0.001800427
Otu000308,0.000399223
Otu000309,0.002503556
Otu000310,0.029029946
Otu000311,0.015337536
Otu000312,0.016571449
Otu000313,0.038031132
Otu000314,0.029152424
Otu000315,0.005429326
Otu000316,0.029169215
Otu000317,0.047510161
Otu000318,0.0062269
Otu000319,0.019793867
Otu000320,0.023464349
Otu000321,0.014888423
Otu000322,0.013354042
Otu000323,0.00222261
Otu000324,0.02538793
Otu000325,0.00455866
Otu000326,0.002106474
Otu000327,0.02255053
Otu000328,0.01554418
Otu000329,0.029479632
Otu000330,0.026131251
Otu000331,0.004488808
Otu000332,0
Otu000333,0.002964379
Otu000334,0.015928954
Otu000335,0.01495745
Otu000336,0.007713785
Otu000337,0.004654195
Otu000338,0.0147848
Otu000339,0.144686038
Otu000340,0.019088157
Otu000341,0.01399913
Otu000342,0.002759973
Otu000343,0.016800529
Otu000344,0.023643512
Otu000345,0.043619773
Otu000346,0.021877426
Otu000347,0.019221387
Otu000348,0.0220611
Otu000349,0.003319011
Otu000350,0.0031212
Otu000351,0.004658138
Otu000352,0.070295787
Otu000353,0.017793908
Otu000354,0.066861906
Otu000355,0.020380992
Otu000356,0.004973574
Otu000357,0.008470695
Otu000358,0.00017196
Otu000359,0.018632686
Otu000360,0.01038206
Otu000361,0.004170397
Otu000362,0.042068025
Otu000363,0.021102345
Otu000364,0.027964324
Otu000365,0.017450326
Otu000366,0.023317012
Otu000367,0.004049342
Otu000368,0.020905047
Otu000369,0.013204659
Otu000370,0.026243603
Otu000371,0.019205793
Otu000372,0.012214705
Otu000373,0.013003535
Otu000374,0.001664903
Otu000375,0.027405298
Otu000376,0.023628171
Otu000377,0.012310243
Otu000378,0.002906128
Otu000379,0.05356017
Otu000380,0.012677173
Otu000381,0.024918025
Otu000382,0.004504089
Otu000383,0.022623081
Otu000384,0.022435498
Otu000385,0.001868182
Otu000386,0.000733812
Otu000387,0.022771688
Otu000388,0.020792601
Otu000389,0.018246862
Otu000390,0.002779972
Otu000391,0
Otu000392,0.01930574
Otu000393,0.002558951
Otu000394,0.03041899
Otu000395,0.022139566
Otu000396,0.019599613
Otu000397,0.002645228
Otu000398,0.015235747
Otu000399,0.021201506
Otu000400,0.022491979
Otu000401,0.009027878
Otu000402,0.014652587
Otu000403,0.013779439
Otu000404,0.003926485
Otu000405,0.004646836
Otu000406,0.021155562
Otu000407,0.004059667
Otu000408,0.034920216
Otu000409,0.007008993
Otu000410,0.003372226
Otu000411,0.001662183
Otu000412,0.015871158
Otu000413,0.017523521
Otu000414,0.019594747
Otu000415,0.019508443
Otu000416,0.016957481
Otu000417,0.003336879
Otu000418,0.000832102
Otu000419,0.01321834
Otu000420,0.001264166
Otu000421,0.013482544
Otu000422,0.0029472
Otu000423,0.008240466
Otu000424,0.017222101
Otu000425,0.017475587
Otu000426,0.067690839
Otu000427,0.014307998
Otu000428,0.006770439
Otu000429,0.000153971
Otu000430,0.019052166
Otu000431,0.0136336
Otu000432,0.01427401
Otu000433,0.005781456
Otu000434,0.001089114
Otu000435,0.032608566
Otu000436,0.017000611
Otu000437,0.000324333
Otu000438,0.017887847
Otu000439,0.016982553
Otu000440,0.035566091
Otu000441,0.004523563
Otu000442,0.012561138
Otu000443,0.016012463
Otu000444,0.001207328
Otu000445,0
Otu000446,0.015838082
Otu000447,0.016933334
Otu000448,0.002427128
Otu000449,0.002706342
Otu000450,0.00275715
Otu000451,0.01646569
Otu000452,0.003206302
Otu000453,0.001773425
Otu000454,0.012537906
Otu000455,0.013434126
Otu000456,0.026980823
Otu000457,0.001500151
Otu000458,0.001412815
Otu000459,0.015225673
Otu000460,0.003645975
Otu000461,0.012153282
Otu000462,0.019937249
Otu000463,0.001866551
Otu000464,0.002095278
Otu000465,0.017156221
Otu000466,0.01796308
Otu000467,0.00384313
Otu000468,0.005881072
Otu000469,0.00827992
Otu000470,0.012407859
Otu000471,0.000721829
Otu000472,0
Otu000473,0.023066172
Otu000474,0.00053545
Otu000475,0.000203125
Otu000476,0.001995206
Otu000477,0.018776886
Otu000478,0.020341143
Otu000479,0.0078461
Otu000480,0.00161134
Otu000481,0.000991014
Otu000482,0.002360357
Otu000483,0
Otu000484,0.013146737
Otu000485,0.00083404
Otu000486,0.002960763
Otu000487,0.001631075
Otu000488,0.000487736
Otu000489,0.016567266
Otu000490,0.002625943
Otu000491,0.005402845
Otu000492,0.001369439
Otu000493,0.002889134
Otu000494,0.012996341
Otu000495,0.000798454
Otu000496,0.018845145
Otu000497,0.048457273
Otu000498,0.014513297
Otu000499,0.002755747
Otu000500,0.002727046
Otu000501,0.012299721
Otu000502,0.009436945
Otu000503,0.040382556
Otu000504,0.023944747
Otu000505,0.012665315
Otu000506,0.002634904
Otu000507,0.000301759
Otu000508,0.004478168
Otu000509,0.001764111
Otu000510,0.001351392
Otu000511,0.001875324
Otu000512,0.002715397
Otu000513,0.001237146
Otu000514,0
Otu000515,0
Otu000516,0.010406453
Otu000517,0.001317565
Otu000518,0.001526676
Otu000519,0
Otu000520,0.019936946
Otu000521,0.01795412
Otu000522,0.016328766
Otu000523,0.010745327
Otu000524,0.002826595
Otu000525,0.002829915
Otu000526,0.013653287
Otu000527,0.015856063
Otu000528,0.000730995
Otu000529,0.000913153
Otu000530,0.001324222
Otu000531,0
Otu000532,0.000152999
Otu000533,0.008914321
Otu000534,0.01389624
Otu000535,0.000287841
Otu000536,0.015492089
Otu000537,0.000300127
Otu000538,0.000981305
Otu000539,0.006109159
Otu000540,0.009525393
Otu000541,0.004708336
Otu000542,0.000747544
Otu000543,0.001300114
Otu000544,0.010857485
Otu000545,0.009235193
Otu000546,0.002621033
Otu000547,0.000127168
Otu000548,0.001927361
Otu000549,0.011590418
Otu000550,0.014930204
Otu000551,0.009502815
Otu000552,0.002715691
Otu000553,0.001453785
Otu000554,0.001593682
Otu000555,0.007435889
Otu000556,0.013072962
Otu000557,0.015379877
Otu000558,0.013365275
Otu000559,0.003235168
Otu000560,0.000269176
Otu000561,0.002652455
Otu000562,0.00052447
Otu000563,0
Otu000564,0.01197778
Otu000565,0.012537917
Otu000566,0.008669975
Otu000567,0.013191272
Otu000568,0.010709391
Otu000569,0.005256209
Otu000570,0.011471678
Otu000571,0.014246825
Otu000572,0.001362509
Otu000573,0.002642635
Otu000574,0.0003108
Otu000575,0.012742781
Otu000576,0.000662091
Otu000577,0.001015024
Otu000578,0
Otu000579,0.000818208
Otu000580,0.010649096
Otu000581,0
Otu000582,0.002426684
Otu000583,0
Otu000584,0.000383046
Otu000585,0.01462254
Otu000586,0.0143779
Otu000587,0
Otu000588,0.019558262
Otu000589,0.012305459
Otu000590,0.001787166
Otu000591,0.013071915
Otu000592,0.011089489
Otu000593,0.004433867
Otu000594,0.005134606
Otu000595,0.001011804
Otu000596,0.000983719
Otu000597,0.010151339
Otu000598,0.010407358
Otu000599,0.001293252
Otu000600,0.001797524
Otu000601,0
Otu000602,0
Otu000603,0.009168908
Otu000604,0.009780715
Otu000605,0.001818574
Otu000606,0.001697815
Otu000607,0.000333067
Otu000608,0.007503675
Otu000609,0
Otu000610,0
Otu000611,0.000355469
Otu000612,0.008930888
Otu000613,0.008956584
Otu000614,0.004401858
Otu000615,0.000956337
Otu000616,0.001185652
Otu000617,0.010257944
Otu000618,0.012284726
Otu000619,0
Otu000620,0.000446594
Otu000621,0.00182156
Otu000622,0.000558595
Otu000623,0.002395674
Otu000624,0.030662633
Otu000625,0.012692758
Otu000626,0.015226238
Otu000627,0.011533308
Otu000628,0.009582316
Otu000629,0.013720888
Otu000630,0.011004082
Otu000631,0.005300055
Otu000632,0.001150486
Otu000633,0.000244291
Otu000634,0.04031156
Otu000635,0.01047805
Otu000636,0.01058879
Otu000637,0.014444725
Otu000638,0.002278763
Otu000639,0
Otu000640,0.005872131
Otu000641,0.009186446
Otu000642,0.006449096
Otu000643,0.001546093
Otu000644,0.00163213
Otu000645,0.002760956
Otu000646,0.000218344
Otu000647,0.013786244
Otu000648,0.009814076
Otu000649,0.004816863
Otu000650,0.001641482
Otu000651,0
Otu000652,0.000208848
Otu000653,0.013815871
Otu000654,0.012894618
Otu000655,0.012678045
Otu000656,0.004626788
Otu000657,0.00971677
Otu000658,0.008372292
Otu000659,0.002244278
Otu000660,0.029319371
Otu000661,0.004513939
Otu000662,0.000208765
Otu000663,0.010030773
Otu000664,0.016031292
Otu000665,0.007698724
Otu000666,0.008025988
Otu000667,0.000563924
Otu000668,0.000764474
Otu000669,0.002446672
Otu000670,0.001706533
Otu000671,0
Otu000672,0.010484042
Otu000673,0.00081814
Otu000674,0.001124278
Otu000675,8.13823E-05
Otu000676,0
Otu000677,0.012008254
Otu000678,0.02659325
Otu000679,0.011345705
Otu000680,0.010838598
Otu000681,0.01255543
Otu000682,0.001560015
Otu000683,0.001598702
Otu000684,3.85733E-05
Otu000685,0.001768708
Otu000686,0.008190433
Otu000687,0.00868564
Otu000688,0.000436328
Otu000689,0.001800957
Otu000690,0.000147247
Otu000691,0.000833191
Otu000692,8.77313E-05
Otu000693,0.001277887
Otu000694,0.0051066
Otu000695,0.000700339
Otu000696,0.001306281
Otu000697,0.026307932
Otu000698,0.010931174
Otu000699,0.011021613
Otu000700,0.00992899
Otu000701,0.007895003
Otu000702,0.008953738
Otu000703,0.00307846
Otu000704,0.001308607
Otu000705,0.002063554
Otu000706,0.000189312
Otu000707,0.001044377
Otu000708,0.005282647
Otu000709,8.59798E-05
Otu000710,0.001249383
Otu000711,0.000276088
Otu000712,0.010824575
Otu000713,0.011765309
Otu000714,0.009807368
Otu000715,0.008835698
Otu000716,0.009804715
Otu000717,0.005998217
Otu000718,0.00994815
Otu000719,0.013492006
Otu000720,0.000426016
Otu000721,0.000357578
Otu000722,0.000628344
Otu000723,0
Otu000724,0.00097615
Otu000725,0.010057384
Otu000726,0.008871159
Otu000727,0.001169972
Otu000728,0.001534472
Otu000729,0.000354087
Otu000730,0.00210845
Otu000731,0.000836057
Otu000732,0.000108621
Otu000733,0
Otu000734,0.029984949
Otu000735,0.007164828
Otu000736,0.009893395
Otu000737,0.008866869
Otu000738,0.008205203
Otu000739,0.003949697
Otu000740,0.001716382
Otu000741,0.000779894
Otu000742,0.000551668
Otu000743,0.001083489
Otu000744,0
Otu000745,0.000970594
Otu000746,0
Otu000747,0
Otu000748,0
Otu000749,0
Otu000750,0.007321174
Otu000751,0.009472707
Otu000752,0.001269097
Otu000753,0
Otu000754,0
Otu000755,0.001553695
Otu000756,0.0204477
Otu000757,0.007449382
Otu000758,0.009772568
Otu000759,0.009349773
Otu000760,0.004249498
Otu000761,0.000123426
Otu000762,0.002092022
Otu000763,0.000363095
Otu000764,0.00047559
Otu000765,0.002668952
Otu000766,0.001978774
Otu000767,0
Otu000768,0.000152344
Otu000769,0.003128497
Otu000770,0.007036089
Otu000771,0.012657451
Otu000772,0.007259191
Otu000773,0.004550546
Otu000774,0.001411664
Otu000775,8.28316E-05
Otu000776,0
Otu000777,0.000117787
Otu000778,0.000101563
Otu000779,0.007722471
Otu000780,0.007276189
Otu000781,0.000349711
Otu000782,0.00132305
Otu000783,0.001310498
Otu000784,0.002272147
Otu000785,0.000547545
Otu000786,0.000293523
Otu000787,0
Otu000788,0
Otu000789,0
Otu000790,0
Otu000791,0.008448728
Otu000792,0.011612302
Otu000793,0.006779091
Otu000794,0.006076971
Otu000795,0.004392554
Otu000796,0.000511414
Otu000797,0.000704196
Otu000798,7.80082E-05
Otu000799,0
Otu000800,0
Otu000801,0
Otu000802,0.0006132
Otu000803,0.008606575
Otu000804,0.000587424
Otu000805,0.000828264
Otu000806,0.001048082
Otu000807,0.000602534
Otu000808,0.006802395
Otu000809,0.006102471
Otu000810,0.008296242
Otu000811,0
Otu000812,0.001352667
Otu000813,0
Otu000814,0.002351198
Otu000815,0.020610496
Otu000816,0.025852151
Otu000817,0.005141622
Otu000818,0.008698621
Otu000819,0.008360349
Otu000820,0.008198367
Otu000821,0.008392759
Otu000822,0.00161297
Otu000823,0.001737246
Otu000824,0
Otu000825,3.85733E-05
Otu000826,0.00830677
Otu000827,0.008174222
Otu000828,0.008663945
Otu000829,0.003527103
Otu000830,0.000915293
Otu000831,0
Otu000832,0.001157247
Otu000833,0
Otu000834,0.000731957
Otu000835,0.015263427
Otu000836,0.011644212
Otu000837,0.021493823
Otu000838,0.006284894
Otu000839,0.00577165
Otu000840,0.006748567
Otu000841,0.00777829
Otu000842,0.005898767
Otu000843,0.001579932
Otu000844,0.000392557
Otu000845,0.015978451
Otu000846,0.000138053
Otu000847,0
Otu000848,0
Otu000849,0.006282969
Otu000850,0.006866578
Otu000851,0.007533715
Otu000852,0.007146751
Otu000853,0.006876306
Otu000854,0.009683695
Otu000855,0.001012965
Otu000856,0.001166474
Otu000857,0.001281036
Otu000858,0
Otu000859,0
Otu000860,0
Otu000861,0
Otu000862,0.000847065
Otu000863,0.004126011
Otu000864,0.007289711
Otu000865,0.015320654
Otu000866,0.005240318
Otu000867,0.007003841
Otu000868,0.007240441
Otu000869,0.009187991
Otu000870,0.008269139
Otu000871,0.007903236
Otu000872,0.005780979
Otu000873,0.000963666
Otu000874,0.000467619
Otu000875,0.001234239
Otu000876,0.002192931
Otu000877,0.001749787
Otu000878,0
Otu000879,0
Otu000880,0.00079804
Otu000881,0
Otu000882,0
Otu000883,0
Otu000884,0
Otu000885,0
Otu000886,0.005431284
Otu000887,0.006469173
Otu000888,0.006422172
Otu000889,0.003216182
Otu000890,0.000724717
Otu000891,0.000765186
Otu000892,0.000184059
Otu000893,0.000125997
Otu000894,0.000594482
Otu000895,0
Otu000896,0.000196841
Otu000897,0.000165663
Otu000898,0.00085703
Otu000899,0
Otu000900,0.001593918
Otu000901,0.003046909
Otu000902,0.000276105
Otu000903,0
Otu000904,0.000199151
Otu000905,0.002587726
Otu000906,0
Otu000907,0
Otu000908,0.000959717
Otu000909,0.017209949
Otu000910,0.015012829
Otu000911,0.009332964
Otu000912,0.007420769
Otu000913,0.005659118
Otu000914,0.006290965
Otu000915,0.003098233
Otu000916,0
Otu000917,0.000802415
Otu000918,0.0021886
Otu000919,0.000368117
Otu000920,0.000446932
Otu000921,0.000706015
Otu000922,0.014471707
Otu000923,0
Otu000924,0
Otu000925,0.007154511
Otu000926,0.027535688
Otu000927,0.00729753
Otu000928,0.0069053
Otu000929,0.007161769
Otu000930,0.007061121
Otu000931,0.00662196
Otu000932,0.00270114
Otu000933,0.000441139
Otu000934,0.000950401
Otu000935,5.00211E-05
Otu000936,0.000506489
Otu000937,0
Otu000938,0
Otu000939,0
Otu000940,8.77836E-05
Otu000941,0.000299489
Otu000942,0.000544575
Otu000943,0.00557417
Otu000944,0.007055697
Otu000945,0.00933306
Otu000946,0.004326353
Otu000947,0.001032759
Otu000948,0.001937033
Otu000949,0
Otu000950,0
Otu000951,0
Otu000952,0.007588917
Otu000953,0
Otu000954,0
Otu000955,0.00015088
Otu000956,0.000516429
Otu000957,0.001213657
Otu000958,0.005438625
Otu000959,0.008183658
Otu000960,0.006856546
Otu000961,0.006963733
Otu000962,0.00411585
Otu000963,0.006847692
Otu000964,0
Otu000965,0.000960756
Otu000966,0
Otu000967,0.004824117
Otu000968,0.001127453
Otu000969,0
Otu000970,0.000386523
Otu000971,0
Otu000972,0
Otu000973,1.84059E-05
Otu000974,0.001610326
Otu000975,0.009396505
Otu000976,0.007811536
Otu000977,0.013423926
Otu000978,0.006810143
Otu000979,0.008473596
Otu000980,0.006571142
Otu000981,0.009902235
Otu000982,0.002877636
Otu000983,0
Otu000984,0.001344782
Otu000985,0.002509726
Otu000986,0.002972151
Otu000987,0.001286008
Otu000988,0.000241038
Otu000989,0
Otu000990,0
Otu000991,0
Otu000992,0
Otu000993,0.007329784
Otu000994,0.008914505
Otu000995,0.00595547
Otu000996,0.00727717
Otu000997,0.007574663
Otu000998,0.001808999
Otu000999,0.015691186
Otu001000,8.59798E-05
Otu001001,0.002501055
Otu001002,0.00161303
Otu001003,0.000641761
Otu001004,0.001187786
Otu001005,0.001177042
Otu001006,0.000866017
Otu001007,0.001170514
Otu001008,0
Otu001009,0
Otu001010,0
Otu001011,0
Otu001012,0.006809913
Otu001013,0.004378935
Otu001014,0
Otu001015,0
Otu001016,0
Otu001017,9.59715E-05
Otu001018,0.011195667
Otu001019,0
Otu001020,0
Otu001021,0
Otu001022,0
Otu001023,0.004933554
Otu001024,0.008003406
Otu001025,0.005759168
Otu001026,0.006607014
Otu001027,0.006347848
Otu001028,0.005789828
Otu001029,0.007014353
Otu001030,0.006284217
Otu001031,0.001992701
Otu001032,0.0017158
Otu001033,0.006350287
Otu001034,0.002573259
Otu001035,0.000178795
Otu001036,0.000349711
Otu001037,0.000719477
Otu001038,0.000387004
Otu001039,0.010672715
Otu001040,0
Otu001041,6.16636E-05
Otu001042,0
Otu001043,0
Otu001044,0
Otu001045,0.001427544
Otu001046,0.000442909
Otu001047,0.015282988
Otu001048,0.010659715
Otu001049,0.004375371
Otu001050,0.005839659
Otu001051,0.005438267
Otu001052,0.004731491
Otu001053,0.006253797
Otu001054,0.00596084
Otu001055,0.002710105
Otu001056,0.019339379
Otu001057,0.001896161
Otu001058,0
Otu001059,0
Otu001060,0.001374872
Otu001061,0.013980908
Otu001062,0
Otu001063,0
Otu001064,0
Otu001065,0
Otu001066,8.06709E-05
Otu001067,0.001022115
Otu001068,0.007117112
Otu001069,0.006104998
Otu001070,0.006485629
Otu001071,0.003932463
Otu001072,0.02243652
Otu001073,0.005457625
Otu001074,0.001150145
Otu001075,0.005998599
Otu001076,0.004192443
Otu001077,0.001899009
Otu001078,0.00053377
Otu001079,0.00084667
Otu001080,0.0004856
Otu001081,0
Otu001082,0
Otu001083,0
Otu001084,0.000264039
Otu001085,0
Otu001086,0
Otu001087,0
Otu001088,0.006418732
Otu001089,0.0224543
Otu001090,0.00560356
Otu001091,0.00701978
Otu001092,0.002684494
Otu001093,0.00288073
Otu001094,0.002539091
Otu001095,0.003001548
Otu001096,0.000828264
Otu001097,0.000695229
Otu001098,0.00041003
Otu001099,0.000689412
Otu001100,0.000597842
Otu001101,0
Otu001102,0.000989133
Otu001103,0.00011316
Otu001104,0.00082644
Otu001105,0
Otu001106,0
Otu001107,0
Otu001108,9.59715E-05
Otu001109,0.000380942
Otu001110,0.013794449
Otu001111,0.002476479
Otu001112,0.000456631
Otu001113,0.00043847
Otu001114,0.000873114
Otu001115,0.000814336
Otu001116,0
Otu001117,0.000389894
Otu001118,0.001383659
Otu001119,0.000832024
Otu001120,0.001605706
Otu001121,0.001130158
Otu001122,0.00015088
Otu001123,0
Otu001124,5.07813E-05
Otu001125,0.00044843
Otu001126,0.006165109
Otu001127,0.004594553
Otu001128,0.005483998
Otu001129,0.006277096
Otu001130,0.004301188
Otu001131,0.005136727
Otu001132,0.00370603
Otu001133,0.004935184
Otu001134,0.003451262
Otu001135,0.002152428
Otu001136,0.002213169
Otu001137,0.000726189
Otu001138,0.000579289
Otu001139,0.000558103
Otu001140,0
Otu001141,0.001626515
Otu001142,0.000117787
Otu001143,0.001365567
Otu001144,0
Otu001145,0
Otu001146,0
Otu001147,0.013598288
Otu001148,0.018302641
Otu001149,0.006246093
Otu001150,0.005907508
Otu001151,0.003861343
Otu001152,0.004625462
Otu001153,0.004620171
Otu001154,0.001729044
Otu001155,0.001431939
Otu001156,0
Otu001157,0
Otu001158,0
Otu001159,0.000220884
Otu001160,0
Otu001161,0
Otu001162,0
Otu001163,0
Otu001164,0.00049246
Otu001165,0.000287856
Otu001166,0.005283955
Otu001167,0.023572896
Otu001168,0.006921191
Otu001169,0.004125192
Otu001170,0.005441972
Otu001171,0.005755756
Otu001172,0.017285866
Otu001173,0.001654098
Otu001174,0.000211214
Otu001175,0
Otu001176,0.000152835
Otu001177,0
Otu001178,0.000212213
Otu001179,0.000417299
Otu001180,0.000670604
Otu001181,0.000121593
Otu001182,0.001668418
Otu001183,0.002313302
Otu001184,0
Otu001185,7.54398E-05
Otu001186,0.000918786
Otu001187,0.000349711
Otu001188,0
Otu001189,0.000104386
Otu001190,0.000151274
Otu001191,0.005249607
Otu001192,0.000921078
Otu001193,0.005433457
Otu001194,0.010996205
Otu001195,0.004994188
Otu001196,0.004513343
Otu001197,0.005688395
Otu001198,0.003994943
Otu001199,0.007095241
Otu001200,0.008877522
Otu001201,0.005474478
Otu001202,0.00225697
Otu001203,0.00225697
Otu001204,0.001951639
Otu001205,0.001613754
Otu001206,0.000843213
Otu001207,0
