Group,Average
Otu000444,0.004688397
Otu000445,0
Otu000446,0
Otu000447,0.055883609
Otu000448,0.002506266
Otu000449,0.007683248
Otu000450,0.005842362
Otu000451,0
Otu000452,0.011430949
Otu000453,0.003502684
Otu000454,0
Otu000455,0.002189283
Otu000456,0
Otu000457,0.000998191
Otu000458,0
Otu000459,0.06470819
Otu000460,0.004164749
Otu000461,0
Otu000462,0
Otu000463,0.005776926
Otu000464,0.001852903
Otu000465,0
Otu000466,0
Otu000467,0.002083481
Otu000468,0
Otu000469,0.006958297
Otu000470,0
Otu000471,0.000998191
Otu000472,0
Otu000473,0
Otu000474,0.00036782
Otu000475,0.001455731
Otu000476,0.002644683
Otu000477,0
Otu000478,0.015039912
Otu000479,0.0316351
Otu000480,0
Otu000481,0.005915015
Otu000482,0.004746676
Otu000483,0
Otu000484,0.055482405
Otu000485,0
Otu000486,0.005095059
Otu000487,0.002638174
Otu000488,0.002942561
Otu000489,0
Otu000490,0.000270326
Otu000491,0.000923361
Otu000492,0.001355616
Otu000493,0
Otu000494,0.001726347
Otu000495,0.000761105
Otu000496,0
Otu000497,0.00072044
Otu000498,0.000797219
Otu000499,0
Otu000500,0.001538843
Otu000501,0
Otu000502,0
Otu000503,0
Otu000504,0.002052798
Otu000505,0.00142596
Otu000506,0.002506266
Otu000507,0.002162606
Otu000508,0
Otu000509,0.004315434
Otu000510,0.004121359
Otu000511,0.004076902
Otu000512,0
Otu000513,0.006273516
Otu000514,0
Otu000515,0
Otu000516,0
Otu000517,0.00211054
Otu000518,0.003207073
Otu000519,0
Otu000520,0
Otu000521,0
Otu000522,0
Otu000523,0.048439884
Otu000524,0.007177352
Otu000525,0.006573791
Otu000526,0
Otu000527,0.003338034
Otu000528,0.002770083
Otu000529,0.002242448
Otu000530,0
Otu000531,0
Otu000532,0
Otu000533,0
Otu000534,0
Otu000535,0.002062861
Otu000536,0
Otu000537,0
Otu000538,0.004362458
Otu000539,0.001799149
Otu000540,0
Otu000541,0.000263817
Otu000542,0.000666052
Otu000543,0
Otu000544,0
Otu000545,0
Otu000546,0.004367194
Otu000547,0
Otu000548,0.008065373
Otu000549,0
Otu000550,0
Otu000551,0
Otu000552,0.001621955
Otu000553,0.001455731
Otu000554,0.003946439
Otu000555,0.011474893
Otu000556,0
Otu000557,0
Otu000558,0
Otu000559,0.003265925
Otu000560,0.000810977
Otu000561,0
Otu000562,0
Otu000563,0
Otu000564,0.000844138
Otu000565,0.004904361
Otu000566,0.011312475
Otu000567,0
Otu000568,0
Otu000569,0
Otu000570,0.00072044
Otu000571,0
Otu000572,0.001608938
Otu000573,0.00036782
Otu000574,0.000263817
Otu000575,0
Otu000576,0.001924444
Otu000577,0
Otu000578,0
Otu000579,0.004247112
Otu000580,0
Otu000581,0
Otu000582,0.002911462
Otu000583,0
Otu000584,0
Otu000585,0
Otu000586,0.000402235
Otu000587,0
Otu000588,0
Otu000589,0
Otu000590,0.003308634
Otu000591,0
Otu000592,0
Otu000593,0
Otu000594,0
Otu000595,0.001603189
Otu000596,0.003626619
Otu000597,0
Otu000598,0.006326817
Otu000599,0
Otu000600,0.000131909
Otu000601,0
Otu000602,0
Otu000603,0
Otu000604,0.000797219
Otu000605,0.004689862
Otu000606,0.003537368
Otu000607,0.00211054
Otu000608,0.001714813
Otu000609,0
Otu000610,0
Otu000611,0.00254753
Otu000612,0.007110703
Otu000613,0.045532107
Otu000614,0
Otu000615,0.000540652
Otu000616,0
Otu000617,0
Otu000618,0
Otu000619,0
Otu000620,0.002911462
Otu000621,0
Otu000622,0.004003261
Otu000623,0.00073564
Otu000624,0
Otu000625,0
Otu000626,0.00222318
Otu000627,0
Otu000628,0.004789688
Otu000629,0
Otu000630,0.003887668
Otu000631,0.01563028
Otu000632,0
Otu000633,0.000270326
Otu000634,0
Otu000635,0.002325683
Otu000636,0
Otu000637,0.002146401
Otu000638,0.001819664
Otu000639,0
Otu000640,0
Otu000641,0.000844138
Otu000642,0
Otu000643,0.011080332
Otu000644,0
Otu000645,0
Otu000646,0.000395726
Otu000647,0.007068944
Otu000648,0.024387124
Otu000649,0
Otu000650,0.002242448
Otu000651,0
Otu000652,0.001496745
Otu000653,0
Otu000654,0
Otu000655,0
Otu000656,0
Otu000657,0
Otu000658,0
Otu000659,0.004394252
Otu000660,0
Otu000661,0
Otu000662,0
Otu000663,0
Otu000664,0
Otu000665,0
Otu000666,0.040456494
Otu000667,0
Otu000668,0.002638174
Otu000669,0.004394405
Otu000670,0.005413642
Otu000671,0
Otu000672,0.002361798
Otu000673,0.003870911
Otu000674,0
Otu000675,0
Otu000676,0
Otu000677,0
Otu000678,0
Otu000679,0
Otu000680,0
Otu000681,0.001564579
Otu000682,0.001081303
Otu000683,0.005447649
Otu000684,0
Otu000685,0.002638174
Otu000686,0.00072044
Otu000687,0.012391574
Otu000688,0.0027831
Otu000689,0
Otu000690,0.00105527
Otu000691,0.002606381
Otu000692,0.000628741
Otu000693,0
Otu000694,0.007017196
Otu000695,0.00211054
Otu000696,0
Otu000697,0
Otu000698,0
Otu000699,0.002283314
Otu000700,0.002367188
Otu000701,0
Otu000702,0
Otu000703,0
Otu000704,0.000263817
Otu000705,0.00482252
Otu000706,0.000628741
Otu000707,0.003666386
Otu000708,0
Otu000709,0
Otu000710,0.00138479
Otu000711,0.001978631
Otu000712,0
Otu000713,0.00287437
Otu000714,0
Otu000715,0
Otu000716,0
Otu000717,0
Otu000718,0
Otu000719,0
Otu000720,0
Otu000721,0.000891568
Otu000722,0.001351629
Otu000723,0
Otu000724,0
Otu000725,0
Otu000726,0
Otu000727,0
Otu000728,0.002677225
Otu000729,0
Otu000730,0
Otu000731,0.002406899
Otu000732,0
Otu000733,0
Otu000734,0
Otu000735,0.002916748
Otu000736,0
Otu000737,0.002631642
Otu000738,0.000844138
Otu000739,0
Otu000740,0.001319087
Otu000741,0.00412822
Otu000742,0.001565574
Otu000743,0
Otu000744,0
Otu000745,0
Otu000746,0
Otu000747,0
Otu000748,0
Otu000749,0
Otu000750,0
Otu000751,0.002270099
Otu000752,0.000810977
Otu000753,0
Otu000754,0
Otu000755,0.001455731
Otu000756,0
Otu000757,0.001533854
Otu000758,0.012516648
Otu000759,0
Otu000760,0.012391574
Otu000761,0.000540652
Otu000762,0
Otu000763,0
Otu000764,0
Otu000765,0.000270326
Otu000766,0
Otu000767,0
Otu000768,0.001091798
Otu000769,0
Otu000770,0.016018385
Otu000771,0.003103823
Otu000772,0
Otu000773,0
Otu000774,0
Otu000775,0
Otu000776,0
Otu000777,0.000844138
Otu000778,0.000727866
Otu000779,0
Otu000780,0
Otu000781,0.002506266
Otu000782,0.00270589
Otu000783,0.00389841
Otu000784,0.002711232
Otu000785,0.001091798
Otu000786,0
Otu000787,0
Otu000788,0
Otu000789,0
Otu000790,0
Otu000791,0
Otu000792,0
Otu000793,0
Otu000794,0
Otu000795,0
Otu000796,0.002911462
Otu000797,0.001187178
Otu000798,0
Otu000799,0
Otu000800,0
Otu000801,0
Otu000802,0
Otu000803,0
Otu000804,0.00036782
Otu000805,0.005935892
Otu000806,0.00073564
Otu000807,0.001091798
Otu000808,0
Otu000809,0.019953611
Otu000810,0
Otu000811,0
Otu000812,0
Otu000813,0
Otu000814,0.001839101
Otu000815,0
Otu000816,0.005884082
Otu000817,0.000797219
Otu000818,0
Otu000819,0
Otu000820,0
Otu000821,0
Otu000822,0.000402235
Otu000823,0.001846722
Otu000824,0
Otu000825,0
Otu000826,0
Otu000827,0
Otu000828,0
Otu000829,0
Otu000830,0.000540652
Otu000831,0
Otu000832,0.003337138
Otu000833,0
Otu000834,0.00408917
Otu000835,0.000628741
Otu000836,0
Otu000837,0
Otu000838,0
Otu000839,0
Otu000840,0.01550991
Otu000841,0
Otu000842,0
Otu000843,0.002638174
Otu000844,0
Otu000845,0
Otu000846,0
Otu000847,0
Otu000848,0
Otu000849,0
Otu000850,0
Otu000851,0
Otu000852,0
Otu000853,0.007445799
Otu000854,0
Otu000855,0.004003261
Otu000856,0.001621955
Otu000857,0
Otu000858,0
Otu000859,0
Otu000860,0
Otu000861,0
Otu000862,0
Otu000863,0
Otu000864,0
Otu000865,0
Otu000866,0
Otu000867,0.002187065
Otu000868,0
Otu000869,0
Otu000870,0.002948169
Otu000871,0
Otu000872,0.004785063
Otu000873,0.00175785
Otu000874,0.000270326
Otu000875,0.000797961
Otu000876,0
Otu000877,0.005613972
Otu000878,0
Otu000879,0
Otu000880,0.002638174
Otu000881,0
Otu000882,0
Otu000883,0
Otu000884,0
Otu000885,0
Otu000886,0.004540197
Otu000887,0
Otu000888,0
Otu000889,0
Otu000890,0.003167454
Otu000891,0.005483836
Otu000892,0.001319087
Otu000893,0
Otu000894,0
Otu000895,0
Otu000896,0
Otu000897,0
Otu000898,0.002163225
Otu000899,0
Otu000900,0.005297382
Otu000901,0
Otu000902,0
Otu000903,0
Otu000904,0.000270326
Otu000905,0.000810977
Otu000906,0
Otu000907,0
Otu000908,0
Otu000909,0
Otu000910,0
Otu000911,0
Otu000912,0
Otu000913,0.015266041
Otu000914,0.01733371
Otu000915,0.00036782
Otu000916,0
Otu000917,0.001091798
Otu000918,0
Otu000919,0.002638174
Otu000920,0.001206704
Otu000921,0
Otu000922,0
Otu000923,0
Otu000924,0
Otu000925,0
Otu000926,0
Otu000927,0
Otu000928,0
Otu000929,0
Otu000930,0
Otu000931,0.002416726
Otu000932,0
Otu000933,0.003161495
Otu000934,0
Otu000935,0
Otu000936,0.000540652
Otu000937,0
Otu000938,0
Otu000939,0
Otu000940,0
Otu000941,0.00073564
Otu000942,0.00160243
Otu000943,0.000844138
Otu000944,0
Otu000945,0
Otu000946,0.00299349
Otu000947,0.004637519
Otu000948,0.000270326
Otu000949,0
Otu000950,0
Otu000951,0
Otu000952,0
Otu000953,0
Otu000954,0
Otu000955,0.001081303
Otu000956,0
Otu000957,0
Otu000958,0.000628741
Otu000959,0
Otu000960,0
Otu000961,0.001026399
Otu000962,0
Otu000963,0
Otu000964,0
Otu000965,0.001819664
Otu000966,0
Otu000967,0.000131909
Otu000968,0
Otu000969,0
Otu000970,0.002770083
Otu000971,0
Otu000972,0
Otu000973,0.000131909
Otu000974,0.002574741
Otu000975,0
Otu000976,0
Otu000977,0
Otu000978,0
Otu000979,0
Otu000980,0
Otu000981,0
Otu000982,0
Otu000983,0
Otu000984,0.005546675
Otu000985,0
Otu000986,0.000761105
Otu000987,0.002973584
Otu000988,0.001450996
Otu000989,0
Otu000990,0
Otu000991,0
Otu000992,0
Otu000993,0
Otu000994,0
Otu000995,0
Otu000996,0
Otu000997,0
Otu000998,0.001890029
Otu000999,0
Otu001000,0
Otu001001,0
Otu001002,0.002770083
Otu001003,0
Otu001004,0
Otu001005,0.001455731
Otu001006,0.000534143
Otu001007,0.007772492
Otu001008,0
Otu001009,0
Otu001010,0
Otu001011,0
Otu001012,0
Otu001013,0
Otu001014,0
Otu001015,0
Otu001016,0
Otu001017,0
Otu001018,0.001978631
Otu001019,0
Otu001020,0
Otu001021,0
Otu001022,0
Otu001023,0.001450996
Otu001024,0
Otu001025,0
Otu001026,0
Otu001027,0
Otu001028,0
Otu001029,0
Otu001030,0
Otu001031,0
Otu001032,0
Otu001033,0
Otu001034,0
Otu001035,0
Otu001036,0.002506266
Otu001037,0.001351629
Otu001038,0
Otu001039,0
Otu001040,0
Otu001041,0
Otu001042,0
Otu001043,0
Otu001044,0
Otu001045,0
Otu001046,0.000131909
Otu001047,0
Otu001048,0
Otu001049,0
Otu001050,0
Otu001051,0
Otu001052,0
Otu001053,0.000628741
Otu001054,0
Otu001055,0
Otu001056,0
Otu001057,0
Otu001058,0
Otu001059,0
Otu001060,0.002739735
Otu001061,0
Otu001062,0
Otu001063,0
Otu001064,0
Otu001065,0
Otu001066,0
Otu001067,0.001819664
Otu001068,0
Otu001069,0.002110286
Otu001070,0
Otu001071,0.003344648
Otu001072,0
Otu001073,0.012962869
Otu001074,0.004880623
Otu001075,0
Otu001076,0
Otu001077,0
Otu001078,0.003825353
Otu001079,0.006067801
Otu001080,0.002901992
Otu001081,0
Otu001082,0
Otu001083,0
Otu001084,0.001892281
Otu001085,0
Otu001086,0
Otu001087,0
Otu001088,0
Otu001089,0
Otu001090,0.007930806
Otu001091,0
Otu001092,0
Otu001093,0
Otu001094,0
Otu001095,0.002706496
Otu001096,0.005935892
Otu001097,0.001455731
Otu001098,0.000263817
Otu001099,0.002419174
Otu001100,0.002184764
Otu001101,0
Otu001102,0.007088787
Otu001103,0.000810977
Otu001104,0.005344678
Otu001105,0
Otu001106,0
Otu001107,0
Otu001108,0
Otu001109,0.001538843
Otu001110,0
Otu001111,0
Otu001112,0.00158764
Otu001113,0.00105527
Otu001114,0.002911462
Otu001115,0
Otu001116,0
Otu001117,0.001985888
Otu001118,0
Otu001119,0
Otu001120,0.001026399
Otu001121,0.003033901
Otu001122,0.001081303
Otu001123,0
Otu001124,0.000363933
Otu001125,0.000270326
Otu001126,0
Otu001127,0
Otu001128,0
Otu001129,0
Otu001130,0
Otu001131,0
Otu001132,0
Otu001133,0
Otu001134,0
Otu001135,0.000727866
Otu001136,0.003672567
Otu001137,0
Otu001138,0
Otu001139,0.002123556
Otu001140,0
Otu001141,0.006614377
Otu001142,0.000844138
Otu001143,0.00655079
Otu001144,0
Otu001145,0
Otu001146,0
Otu001147,0
Otu001148,0
Otu001149,0.000844138
Otu001150,0
Otu001151,0
Otu001152,0.00446128
Otu001153,0.007654434
Otu001154,0.00211054
Otu001155,0.00244006
Otu001156,0
Otu001157,0
Otu001158,0
Otu001159,0
Otu001160,0
Otu001161,0
Otu001162,0
Otu001163,0
Otu001164,0.000540652
Otu001165,0.001538843
Otu001166,0
Otu001167,0
Otu001168,0
Otu001169,0
Otu001170,0.006887266
Otu001171,0
Otu001172,0
Otu001173,0
Otu001174,0
Otu001175,0
Otu001176,0.000923361
Otu001177,0
Otu001178,0.000363933
Otu001179,0.000659544
Otu001180,0
Otu001181,0
Otu001182,0.002713753
Otu001183,0
Otu001184,0
Otu001185,0.000540652
Otu001186,0.000131909
Otu001187,0.002506266
Otu001188,0
Otu001189,0.000131909
Otu001190,0
Otu001191,0.000761105
Otu001192,0.003809957
Otu001193,0
Otu001194,0
Otu001195,0
Otu001196,0.000797219
Otu001197,0.000628741
Otu001198,0
Otu001199,0
Otu001200,0.002314879
Otu001201,0
Otu001202,0
Otu001203,0
Otu001204,0.001081303
Otu001205,0
Otu001206,0
Otu001207,0
Otu001208,0.000395726
Otu001209,0.000363933
Otu001210,0.003272433
Otu001211,0
Otu001212,0
Otu001213,0
Otu001214,0
Otu001215,0
Otu001216,0
Otu001217,0
Otu001218,0
Otu001219,0
Otu001220,0
Otu001221,0.000844138
Otu001222,0
Otu001223,0
Otu001224,0
Otu001225,0
Otu001226,0.005593136
Otu001227,0
Otu001228,0.016687739
Otu001229,0
Otu001230,0
Otu001231,0
Otu001232,0
Otu001233,0
Otu001234,0
Otu001235,0
Otu001236,0.000131909
Otu001237,0
Otu001238,0
Otu001239,0
Otu001240,0
Otu001241,0.005095059
Otu001242,0
Otu001243,0
Otu001244,0
Otu001245,0
Otu001246,0
Otu001247,0
Otu001248,0.00103143
Otu001249,0
Otu001250,0
Otu001251,0
Otu001252,0.00408917
Otu001253,0
Otu001254,0
Otu001255,0.000727866
Otu001256,0.001081303
Otu001257,0
Otu001258,0
Otu001259,0
Otu001260,0.000263817
Otu001261,0
Otu001262,0
Otu001263,0.000263817
Otu001264,0
Otu001265,0
Otu001266,0
Otu001267,0.00142596
Otu001268,0
Otu001269,0.002371946
Otu001270,0.002289448
Otu001271,0
Otu001272,0
Otu001273,0.002408717
Otu001274,0
Otu001275,0
Otu001276,0.00280736
Otu001277,0
Otu001278,0
Otu001279,0.016159634
Otu001280,0.004880623
Otu001281,0
Otu001282,0.003077686
Otu001283,0
Otu001284,0.001081303
Otu001285,0.003657299
Otu001286,0
Otu001287,0.001301756
Otu001288,0
Otu001289,0
Otu001290,0
Otu001291,0
Otu001292,0
Otu001293,0
Otu001294,0
Otu001295,0
Otu001296,0
Otu001297,0
Otu001298,0
Otu001299,0.003824264
Otu001300,0.008287916
Otu001301,0
Otu001302,0
Otu001303,0.00077275
Otu001304,0
Otu001305,0
Otu001306,0.002770083
Otu001307,0
Otu001308,0
Otu001309,0.00163245
Otu001310,0
Otu001311,0
Otu001312,0.001455731
Otu001313,0
Otu001314,0
Otu001315,0
Otu001316,0.002770083
Otu001317,0.000923361
Otu001318,0
Otu001319,0
Otu001320,0
Otu001321,0
Otu001322,0
Otu001323,0
Otu001324,0.00105527
Otu001325,0.00438553
Otu001326,0
Otu001327,0
Otu001328,0
Otu001329,0
Otu001330,0
Otu001331,0
Otu001332,0
Otu001333,0
Otu001334,0
Otu001335,0
Otu001336,0
Otu001337,0
Otu001338,0.002911462
Otu001339,0
Otu001340,0
Otu001341,0.002216836
Otu001342,0.002822769
Otu001343,0
Otu001344,0
Otu001345,0
Otu001346,0
Otu001347,0
Otu001348,0.000761105
Otu001349,0.001043076
Otu001350,0.003112098
Otu001351,0.000844138
Otu001352,0
Otu001353,0.000263817
Otu001354,0.001522209
Otu001355,0
Otu001356,0
Otu001357,0
Otu001358,0.004484896
Otu001359,0
Otu001360,0.002911462
Otu001361,0.000499729
Otu001362,0
Otu001363,0
Otu001364,0
Otu001365,0
Otu001366,0.005822925
Otu001367,0
Otu001368,0
Otu001369,0
Otu001370,0
Otu001371,0
Otu001372,0
Otu001373,0
Otu001374,0
Otu001375,0
Otu001376,0
Otu001377,0
Otu001378,0
Otu001379,0
Otu001380,0
Otu001381,0
Otu001382,0
Otu001383,0
Otu001384,0
Otu001385,0
Otu001386,0
Otu001387,0
Otu001388,0.00072044
Otu001389,0.009820008
Otu001390,0.014376752
Otu001391,0
Otu001392,0
Otu001393,0
Otu001394,0
Otu001395,0
Otu001396,0
Otu001397,0.004352988
Otu001398,0.00073564
Otu001399,0.001714813
Otu001400,0.0015455
Otu001401,0
Otu001402,0.000761105
Otu001403,0
Otu001404,0.00273829
Otu001405,0
Otu001406,0
Otu001407,0
Otu001408,0
Otu001409,0
Otu001410,0
Otu001411,0
Otu001412,0
Otu001413,0
Otu001414,0
Otu001415,0
Otu001416,0
Otu001417,0
Otu001418,0
Otu001419,0
Otu001420,0
Otu001421,0
Otu001422,0.004014923
Otu001423,0
Otu001424,0
Otu001425,0.003350859
Otu001426,0.002703258
Otu001427,0.004221079
Otu001428,0.003825353
Otu001429,0.001351629
Otu001430,0
Otu001431,0
Otu001432,0
Otu001433,0
Otu001434,0
Otu001435,0.001061778
Otu001436,0
Otu001437,0
Otu001438,0
Otu001439,0
Otu001440,0
Otu001441,0
Otu001442,0
