Group,Average
Otu000109,0.036627937
Otu000110,0.047856123
Otu000111,0.001980731
Otu000112,0
Otu000113,0.019264658
Otu000114,0.035791866
Otu000115,0.000523784
Otu000116,0.14677276
Otu000117,0.012677482
Otu000118,0.130285333
Otu000119,0.199850523
Otu000120,0.117094845
Otu000121,0.122902087
Otu000122,0.005260159
Otu000123,0.121036347
Otu000124,0.175578271
Otu000125,0.002293905
Otu000126,0.026474285
Otu000127,0
Otu000128,0.001641535
Otu000129,0.016157594
Otu000130,0.104233433
Otu000131,0.014883812
Otu000132,0.150930049
Otu000133,0.403032445
Otu000134,0.172735253
Otu000135,0.021522301
Otu000136,0.001783208
Otu000137,0.028840759
Otu000138,0.059984241
Otu000139,0.066968389
Otu000140,0.095031146
Otu000141,0.018959558
Otu000142,0.000872974
Otu000143,0.000189295
Otu000144,0.192654608
Otu000145,0.035207524
Otu000146,0.025242778
Otu000147,0.056472437
Otu000148,0
Otu000149,0.102297698
Otu000150,0.044211152
Otu000151,0.155669545
Otu000152,0.00024827
Otu000153,0.120624429
Otu000154,0.0033386
Otu000155,0.082830739
Otu000156,0
Otu000157,0.116355315
Otu000158,0.151765023
Otu000159,0.001024603
Otu000160,0.051786054
Otu000161,0.103587244
Otu000162,0.036520029
Otu000163,0.001156482
Otu000164,0.079084047
Otu000165,0.350007283
Otu000166,0.083832642
Otu000167,0
Otu000168,0.051269091
Otu000169,0
Otu000170,0.074297807
Otu000171,0.00907194
Otu000172,0.052527046
Otu000173,0.104916746
Otu000174,0.099313278
Otu000175,0.25235741
Otu000176,0.001284621
Otu000177,0
Otu000178,0.072826102
Otu000179,0.190419344
Otu000180,0
Otu000181,0.000761788
Otu000182,0.008405135
Otu000183,0.000537271
Otu000184,0.010245801
Otu000185,0.052541207
Otu000186,0
Otu000187,0.001701218
Otu000188,0.102385554
Otu000189,0.001703655
Otu000190,0.068631115
Otu000191,0.428901419
Otu000192,0.006232348
Otu000193,0
Otu000194,0.003343061
Otu000195,0.070664328
Otu000196,0.000187461
Otu000197,0.046081708
Otu000198,0.105751946
Otu000199,0.169573913
Otu000200,0.001530455
Otu000201,0.152329999
Otu000202,0.091647215
Otu000203,0.000229892
Otu000204,0.119290355
Otu000205,0.04411293
Otu000206,0
Otu000207,0.006666257
Otu000208,0.000551467
Otu000209,0
Otu000210,0.08036624
Otu000211,0.078918759
Otu000212,0.039141991
Otu000213,0.097435536
Otu000214,0
Otu000215,0.067685653
Otu000216,0.062848451
Otu000217,0.348454916
Otu000218,0.046945032
Otu000219,0
Otu000220,0.058090113
Otu000221,0.073946359
Otu000222,0.084858938
Otu000223,8.72974E-05
Otu000224,0.111726784
Otu000225,0.077757795
Otu000226,0.004036403
Otu000227,0.001186331
Otu000228,0.020892164
Otu000229,0.011351358
Otu000230,0.029367665
Otu000231,0.044408419
Otu000232,0.023353728
Otu000233,0
Otu000234,0.020592665
Otu000235,0.003514936
Otu000236,0.006529941
Otu000237,0.079209328
Otu000238,0.032684705
Otu000239,8.27567E-05
Otu000240,0.0180593
Otu000241,0.000174595
Otu000242,0.071657929
Otu000243,0.085170447
Otu000244,0.027880966
Otu000245,0.047631002
Otu000246,0.065170123
Otu000247,0.002291041
Otu000248,0
Otu000249,0.055152065
Otu000250,0
Otu000251,0.000261892
Otu000252,0.073096819
Otu000253,8.72974E-05
Otu000254,0.002739312
Otu000255,0.033985886
Otu000256,0.000176545
Otu000257,0
Otu000258,0.107152534
Otu000259,0.044587528
Otu000260,0.103813088
Otu000261,0.009452565
Otu000262,0.066394845
Otu000263,0.046919
Otu000264,0.000861952
Otu000265,0.00660768
Otu000266,0.0188004
Otu000267,0.000524707
Otu000268,0.000282116
Otu000269,0.067520836
Otu000270,0.062920679
Otu000271,0.050509007
Otu000272,0.000698379
Otu000273,8.72974E-05
Otu000274,0.024994835
Otu000275,0
Otu000276,0.047335805
Otu000277,0.144522146
Otu000278,0.000712168
Otu000279,0.000263842
Otu000280,0.035738829
Otu000281,0.025372324
Otu000282,0.069220551
Otu000283,0.044760033
Otu000284,0.001190006
Otu000285,0
Otu000286,0.045905906
Otu000287,0.055296073
Otu000288,0.045910445
Otu000289,0.00961941
Otu000290,0.000237082
Otu000291,0.026550117
Otu000292,0.005640846
Otu000293,0.04338517
Otu000294,0.000274758
Otu000295,0.078993527
Otu000296,0
Otu000297,0
Otu000298,0.041411254
Otu000299,0.053724901
Otu000300,0.01905761
Otu000301,0.008670509
Otu000302,0.00040464
Otu000303,0.000176545
Otu000304,0.001940692
Otu000305,0.025183411
Otu000306,0.00286647
Otu000307,0.000312435
Otu000308,0.000657677
Otu000309,0.000174595
Otu000310,0.002693588
Otu000311,0.008693649
Otu000312,0.012058453
Otu000313,0.081421785
Otu000314,0.065326605
Otu000315,0.000176545
Otu000316,0
Otu000317,0.05272737
Otu000318,0.000176545
Otu000319,0.008637798
Otu000320,0.047586924
Otu000321,0.011108353
Otu000322,0.030222305
Otu000323,8.72974E-05
Otu000324,0.052903188
Otu000325,0.00642026
Otu000326,0
Otu000327,0.019256645
Otu000328,0
Otu000329,0.014806971
Otu000330,0.026083097
Otu000331,0.00062487
Otu000332,0
Otu000333,0
Otu000334,0.025319478
Otu000335,0.000503416
Otu000336,0.00265691
Otu000337,0.001606501
Otu000338,0.006547182
Otu000339,0.003832769
Otu000340,0.0142138
Otu000341,0.015708361
Otu000342,0.000641095
Otu000343,0.024389936
Otu000344,0.024166259
Otu000345,0.046782048
Otu000346,0.01097565
Otu000347,0.023031494
Otu000348,0.003659128
Otu000349,0.000790499
Otu000350,0.000799465
Otu000351,0.000224691
Otu000352,0.154540933
Otu000353,0.040270423
Otu000354,0.10838722
Otu000355,0.006276651
Otu000356,0.000837142
Otu000357,0.018918767
Otu000358,0
Otu000359,0.032846744
Otu000360,0
Otu000361,6.24871E-05
Otu000362,0.091956919
Otu000363,0.005732425
Otu000364,0.002359592
Otu000365,0.037768655
Otu000366,0.003649467
Otu000367,0.000424543
Otu000368,0.047128852
Otu000369,0.02643886
Otu000370,0.04287496
Otu000371,0.026991431
Otu000372,0.000515682
Otu000373,0.015961946
Otu000374,0.000576278
Otu000375,0.055631768
Otu000376,0.049123355
Otu000377,0.023789611
Otu000378,0.000337246
Otu000379,0.045488922
Otu000380,0.027908802
Otu000381,0.043842802
Otu000382,0.000261892
Otu000383,0.049982553
Otu000384,0.001004555
Otu000385,0
Otu000386,0
Otu000387,0.00665057
Otu000388,0.043903965
Otu000389,0.04129553
Otu000390,8.72974E-05
Otu000391,0
Otu000392,0.029871854
Otu000393,0.000599613
Otu000394,0.015204095
Otu000395,0.046763614
Otu000396,0.025405895
Otu000397,0.000249948
Otu000398,0.034480901
Otu000399,0
Otu000400,0.032775762
Otu000401,0
Otu000402,0.033161117
Otu000403,0.025072517
Otu000404,0.000749844
Otu000405,0.000176545
Otu000406,0.047878378
Otu000407,0
Otu000408,0.066360278
Otu000409,0
Otu000410,0.000666379
Otu000411,0
Otu000412,0.031484089
Otu000413,0.036873761
Otu000414,0.000238001
Otu000415,0.027072717
Otu000416,0.037727524
Otu000417,0.000124974
Otu000418,0
Otu000419,0.001123454
Otu000420,0.000261892
Otu000421,0.001941655
Otu000422,0
Otu000423,0.002405304
Otu000424,0.000970346
Otu000425,0.01512564
Otu000426,0.137130005
Otu000427,0.023249996
Otu000428,0.008589124
Otu000429,0
Otu000430,0.001144749
Otu000431,0.024724913
Otu000432,0.008760201
Otu000433,0
Otu000434,0.000408821
Otu000435,0.052368094
Otu000436,0.025420204
Otu000437,0.000264427
Otu000438,0.00496275
Otu000439,0.038267273
Otu000440,0
Otu000441,8.72974E-05
Otu000442,0.02842784
Otu000443,0.008536556
Otu000444,8.72974E-05
Otu000445,0
Otu000446,0.033321326
Otu000447,0.001902
Otu000448,0
Otu000449,0
Otu000450,0
Otu000451,0.037264457
Otu000452,0.000124974
Otu000453,0.000149784
Otu000454,0.02507178
Otu000455,0.013189334
Otu000456,0
Otu000457,0.000187461
Otu000458,0.002951596
Otu000459,0.003784457
Otu000460,0.000874818
Otu000461,0.016416977
Otu000462,0.035432084
Otu000463,8.72974E-05
Otu000464,0.000174595
Otu000465,0.025318071
Otu000466,0.012894732
Otu000467,0.000374922
Otu000468,0.013309795
Otu000469,0.009680071
Otu000470,0.007959888
Otu000471,0
Otu000472,0
Otu000473,0
Otu000474,0
Otu000475,0
Otu000476,0.000174595
Otu000477,0.033256259
Otu000478,0.032001613
Otu000479,0
Otu000480,0
Otu000481,0.000374922
Otu000482,0.000924439
Otu000483,0
Otu000484,0.007183466
Otu000485,0
Otu000486,0
Otu000487,0.000174595
Otu000488,0.000174595
Otu000489,0.017318044
Otu000490,8.72974E-05
Otu000491,0
Otu000492,0.000986061
Otu000493,8.72974E-05
Otu000494,0.017009423
Otu000495,0
Otu000496,0.025023994
Otu000497,0.102775916
Otu000498,0.018743034
Otu000499,0
Otu000500,0.000649681
Otu000501,0.014147645
Otu000502,0.015396722
Otu000503,0.086842569
Otu000504,0.005312774
Otu000505,0.027299331
Otu000506,0.005171753
Otu000507,0
Otu000508,0
Otu000509,0.000187461
Otu000510,0.000187461
Otu000511,0.000462219
Otu000512,0.006145372
Otu000513,0.000261892
Otu000514,0
Otu000515,0
Otu000516,0.000862253
Otu000517,0
Otu000518,0.000565361
Otu000519,0
Otu000520,0.030588155
Otu000521,0.039983075
Otu000522,0.02443744
Otu000523,0.000606634
Otu000524,0.000636814
Otu000525,0.000174595
Otu000526,0.027800886
Otu000527,0.019692976
Otu000528,0
Otu000529,0
Otu000530,0.000255146
Otu000531,0
Otu000532,0
Otu000533,0.004385762
Otu000534,0.000156544
Otu000535,0
Otu000536,0.001625212
Otu000537,0
Otu000538,0
Otu000539,0.005050357
Otu000540,0
Otu000541,0.002763477
Otu000542,0.000174595
Otu000543,0.002608251
Otu000544,0.013812597
Otu000545,0.014540304
Otu000546,0.000399733
Otu000547,0.000174595
Otu000548,0
Otu000549,0.026230947
Otu000550,0.025025942
Otu000551,0.016692282
Otu000552,0.001361954
Otu000553,0
Otu000554,0.001407066
Otu000555,0.005025603
Otu000556,0.004253877
Otu000557,0.019395859
Otu000558,0.020617064
Otu000559,0.000124974
Otu000560,0.00035309
Otu000561,0
Otu000562,0
Otu000563,0
Otu000564,0.024083935
Otu000565,0.024370502
Otu000566,0.011690006
Otu000567,0.026254575
Otu000568,0.005053775
Otu000569,0
Otu000570,0.022017798
Otu000571,0.021655776
Otu000572,0
Otu000573,0.000174595
Otu000574,0.000174595
Otu000575,0.021520635
Otu000576,0
Otu000577,0
Otu000578,0
Otu000579,0
Otu000580,0.009727508
Otu000581,0
Otu000582,0
Otu000583,0
Otu000584,8.72974E-05
Otu000585,0.033093118
Otu000586,0.030148253
Otu000587,0
Otu000588,0.035168641
Otu000589,0.007663255
Otu000590,0
Otu000591,0.015706853
Otu000592,0.015920496
Otu000593,0.00982144
Otu000594,0
Otu000595,0.000437409
Otu000596,0
Otu000597,0.013736536
Otu000598,0.004704098
Otu000599,0
Otu000600,0
Otu000601,0
Otu000602,0
Otu000603,0.019004104
Otu000604,0.021233616
Otu000605,0
Otu000606,0.000124974
Otu000607,8.72974E-05
Otu000608,0.004720911
Otu000609,0
Otu000610,0
Otu000611,0
Otu000612,0.008351371
Otu000613,0
Otu000614,0
Otu000615,0.000556875
Otu000616,0.00035309
Otu000617,0.002543698
Otu000618,0.000165513
Otu000619,0
Otu000620,0
Otu000621,0.000499896
Otu000622,0
Otu000623,0.000277681
Otu000624,0.068094515
Otu000625,0.019897832
Otu000626,0.028644219
Otu000627,0.021803971
Otu000628,0.012810552
Otu000629,0.015128675
Otu000630,0.012062559
Otu000631,0.000932067
Otu000632,0
Otu000633,0
Otu000634,0.08220111
Otu000635,0.013631658
Otu000636,0.000189295
Otu000637,0.011474356
Otu000638,0.00062487
Otu000639,0
Otu000640,0.00970593
Otu000641,0.013526382
Otu000642,0.013670716
Otu000643,0
Otu000644,0
Otu000645,0.001187254
Otu000646,0.000174595
Otu000647,0.022155888
Otu000648,0.006122807
Otu000649,0
Otu000650,0.000174595
Otu000651,0
Otu000652,0
Otu000653,0.031267497
Otu000654,0.018666133
Otu000655,0
Otu000656,0
Otu000657,0.00904578
Otu000658,0.017167895
Otu000659,0.000261892
Otu000660,0.05610558
Otu000661,0
Otu000662,0
Otu000663,0.017136939
Otu000664,0.031772599
Otu000665,0.017423428
Otu000666,0.000303317
Otu000667,0
Otu000668,0.000349189
Otu000669,0.000263842
Otu000670,0
Otu000671,0
Otu000672,0.00289017
Otu000673,0
Otu000674,0
Otu000675,0.000184181
Otu000676,0
Otu000677,0.02587671
Otu000678,0.042984422
Otu000679,0.013034966
Otu000680,0.015483869
Otu000681,0.015568742
Otu000682,0.000687357
Otu000683,0
Otu000684,8.72974E-05
Otu000685,0
Otu000686,0.016585751
Otu000687,0
Otu000688,0
Otu000689,8.72974E-05
Otu000690,0
Otu000691,0.000249948
Otu000692,0
Otu000693,8.72974E-05
Otu000694,0.000541318
Otu000695,0
Otu000696,0.000124974
Otu000697,0.055200117
Otu000698,0.024103032
Otu000699,0.014352049
Otu000700,0.007404624
Otu000701,0.005088514
Otu000702,0.00583543
Otu000703,0.002610073
Otu000704,8.72974E-05
Otu000705,0.000174595
Otu000706,0.000229892
Otu000707,0.000124974
Otu000708,0.008831774
Otu000709,0
Otu000710,0
Otu000711,0
Otu000712,0.016472882
Otu000713,0.01549308
Otu000714,0.021290419
Otu000715,0.003013391
Otu000716,0.022189618
Otu000717,0.010118263
Otu000718,0.014352879
Otu000719,0.025086421
Otu000720,0
Otu000721,0
Otu000722,0
Otu000723,0
Otu000724,0
Otu000725,0.015801148
Otu000726,0.005164042
Otu000727,0
Otu000728,0
Otu000729,0
Otu000730,0.000867549
Otu000731,0
Otu000732,0
Otu000733,0
Otu000734,0.058743614
Otu000735,0.003604568
Otu000736,0.019920909
Otu000737,0.013382546
Otu000738,0.008800557
Otu000739,0
Otu000740,0.000249948
Otu000741,0.000187461
Otu000742,0
Otu000743,0.000249948
Otu000744,0
Otu000745,0.000408821
Otu000746,0
Otu000747,0
Otu000748,0
Otu000749,0
Otu000750,0.0107401
Otu000751,0.015534227
Otu000752,0.001312228
Otu000753,0
Otu000754,0
Otu000755,0
Otu000756,0.027252956
Otu000757,0.009233015
Otu000758,0.012073824
Otu000759,0.001788254
Otu000760,0.00031719
Otu000761,0
Otu000762,0.000774655
Otu000763,0
Otu000764,0.001076336
Otu000765,0.000174595
Otu000766,0.003283734
Otu000767,0
Otu000768,0
Otu000769,0.000970346
Otu000770,0.004758139
Otu000771,0.022193479
Otu000772,0.015234153
Otu000773,0
Otu000774,0.000364006
Otu000775,0.000187461
Otu000776,0
Otu000777,0
Otu000778,0
Otu000779,0.015115016
Otu000780,0.015935794
Otu000781,0
Otu000782,0
Otu000783,0
Otu000784,0
Otu000785,0
Otu000786,0.000229892
Otu000787,0
Otu000788,0
Otu000789,0
Otu000790,0
Otu000791,0.015542784
Otu000792,0
Otu000793,0.000747869
Otu000794,0.007660185
Otu000795,0.008940266
Otu000796,0.000238001
Otu000797,0
Otu000798,0.000176545
Otu000799,0
Otu000800,0
Otu000801,0
Otu000802,0
Otu000803,0.003345936
Otu000804,0
Otu000805,0
Otu000806,0.000947228
Otu000807,0
Otu000808,0.005484441
Otu000809,0.000140759
Otu000810,0
Otu000811,0
Otu000812,0.000139554
Otu000813,0
Otu000814,0.00067028
Otu000815,0.028955299
Otu000816,0.052665758
Otu000817,0.007125
Otu000818,0.012029245
Otu000819,0.018674963
Otu000820,0.0185542
Otu000821,0.017799596
Otu000822,0
Otu000823,0.001123844
Otu000824,0
Otu000825,8.72974E-05
Otu000826,0.013055202
Otu000827,0.004320688
Otu000828,0.007858302
Otu000829,0.000320572
Otu000830,0
Otu000831,0
Otu000832,0.000374922
Otu000833,0
Otu000834,0
Otu000835,0.032120013
Otu000836,0.009491943
Otu000837,0.040071465
Otu000838,0
Otu000839,0.012412222
Otu000840,0.002682208
Otu000841,0.000264427
Otu000842,0.008989313
Otu000843,0
Otu000844,8.72974E-05
Otu000845,0.036161758
Otu000846,0.000312435
Otu000847,0
Otu000848,0
Otu000849,0.002524262
Otu000850,0.007515926
Otu000851,0.015042139
Otu000852,0.003165548
Otu000853,0.008968283
Otu000854,0
Otu000855,0
Otu000856,6.24871E-05
Otu000857,0.002899187
Otu000858,0
Otu000859,0
Otu000860,0
Otu000861,0
Otu000862,0.001917042
Otu000863,0.009337813
Otu000864,0.005679422
Otu000865,0.029854028
Otu000866,0.011163695
Otu000867,0.007027432
Otu000868,0.014195186
Otu000869,0.012882377
Otu000870,0.014115249
Otu000871,0.009926472
Otu000872,0.008715302
Otu000873,0
Otu000874,0
Otu000875,8.72974E-05
Otu000876,0.004962948
Otu000877,8.72974E-05
Otu000878,0
Otu000879,0
Otu000880,0
Otu000881,0
Otu000882,0
Otu000883,0
Otu000884,0
Otu000885,0
Otu000886,0.005696124
Otu000887,0.014455763
Otu000888,0.01453439
Otu000889,0
Otu000890,0.000274758
Otu000891,0
Otu000892,0
Otu000893,0.000176545
Otu000894,8.72974E-05
Otu000895,0
Otu000896,0
Otu000897,0.000374922
Otu000898,0
Otu000899,0
Otu000900,0.000124974
Otu000901,0
Otu000902,0.00062487
Otu000903,0
Otu000904,0
Otu000905,0
Otu000906,0
Otu000907,0
Otu000908,0.001076336
Otu000909,0.03825378
Otu000910,0.028127005
Otu000911,0.020472037
Otu000912,0.012576124
Otu000913,0.002373433
Otu000914,0.001467983
Otu000915,0
Otu000916,0
Otu000917,0.00108709
Otu000918,0
Otu000919,0
Otu000920,0
Otu000921,0.000124974
Otu000922,0.024389956
Otu000923,0
Otu000924,0
Otu000925,0.006519843
Otu000926,0.010969729
Otu000927,0.014155807
Otu000928,0.000139554
Otu000929,0.012607999
Otu000930,0
Otu000931,0.000514118
Otu000932,0
Otu000933,0
Otu000934,0
Otu000935,0
Otu000936,6.24871E-05
Otu000937,0
Otu000938,0
Otu000939,0
Otu000940,8.72974E-05
Otu000941,0
Otu000942,8.72974E-05
Otu000943,0.009651032
Otu000944,0.009019206
Otu000945,0.021122188
Otu000946,0.002087789
Otu000947,0
Otu000948,0.000187461
Otu000949,0
Otu000950,0
Otu000951,0
Otu000952,0.017174917
Otu000953,0
Otu000954,0
Otu000955,0
Otu000956,0
Otu000957,0.001828208
Otu000958,0.00544087
Otu000959,0
Otu000960,0.012592818
Otu000961,0.009723906
Otu000962,0.006896823
Otu000963,0
Otu000964,0
Otu000965,0
Otu000966,0
Otu000967,0.00845081
Otu000968,0.001134849
Otu000969,0
Otu000970,0
Otu000971,0
Otu000972,0
Otu000973,0
Otu000974,0
Otu000975,0.012223065
Otu000976,0.004104389
Otu000977,0.02918592
Otu000978,0.00957023
Otu000979,0.019177085
Otu000980,0.009928091
Otu000981,0
Otu000982,0
Otu000983,0
Otu000984,0
Otu000985,0
Otu000986,0
Otu000987,0
Otu000988,8.72974E-05
Otu000989,0
Otu000990,0
Otu000991,0
Otu000992,0
Otu000993,0.014734483
Otu000994,0.018682361
Otu000995,0.010484746
Otu000996,0.014624907
Otu000997,0.016960088
Otu000998,0.003497199
Otu000999,0.00260717
Otu001000,0
Otu001001,0
Otu001002,0.00062487
Otu001003,0.000790499
Otu001004,0
Otu001005,0
Otu001006,0
Otu001007,0
Otu001008,0
Otu001009,0
Otu001010,0
Otu001011,0
Otu001012,0.010388085
Otu001013,0.006594422
Otu001014,0
Otu001015,0
Otu001016,0
Otu001017,0
Otu001018,0.001076625
Otu001019,0
Otu001020,0
Otu001021,0
Otu001022,0
Otu001023,0.009622655
Otu001024,0.005852119
Otu001025,0.011390928
Otu001026,0.011287529
Otu001027,0.006400846
Otu001028,0.012067261
Otu001029,0
Otu001030,0.00963668
Otu001031,0.001340038
Otu001032,0.002185042
Otu001033,0.004719033
Otu001034,0
Otu001035,0.00040464
Otu001036,0
Otu001037,0
Otu001038,0.000174595
Otu001039,0.013285149
Otu001040,0
Otu001041,0.000139554
Otu001042,0
Otu001043,0
Otu001044,0
Otu001045,0
Otu001046,0
Otu001047,0.03133815
Otu001048,0.016037338
Otu001049,0.00747888
Otu001050,0.010715306
Otu001051,0.006606667
Otu001052,0.010708112
Otu001053,0.005774469
Otu001054,0.003722589
Otu001055,0.000189295
Otu001056,0.041378982
Otu001057,0
Otu001058,0
Otu001059,0
Otu001060,0
Otu001061,0.031641002
Otu001062,0
Otu001063,0
Otu001064,0
Otu001065,0
Otu001066,0
Otu001067,0.00062487
Otu001068,0.011766167
Otu001069,0.009976858
Otu001070,0
Otu001071,0.00328068
Otu001072,0.048388302
Otu001073,0.001331875
Otu001074,0.000282116
Otu001075,0.010796034
Otu001076,0.009270949
Otu001077,0.004297758
Otu001078,0
Otu001079,0
Otu001080,0
Otu001081,0
Otu001082,0
Otu001083,0
Otu001084,0
Otu001085,0
Otu001086,0
Otu001087,0
Otu001088,0.009752526
Otu001089,0.048054716
Otu001090,0.007129818
Otu001091,0.015611687
Otu001092,0.006075433
Otu001093,0.002943228
Otu001094,0
Otu001095,0
Otu001096,0
Otu001097,0
Otu001098,0
Otu001099,0
Otu001100,0
Otu001101,0
Otu001102,0
Otu001103,0
Otu001104,0
Otu001105,0
Otu001106,0
Otu001107,0
Otu001108,0
Otu001109,0
Otu001110,0.026166994
Otu001111,0.005604663
Otu001112,0
Otu001113,0
Otu001114,0
Otu001115,0.000952005
Otu001116,0
Otu001117,0
Otu001118,0
Otu001119,0.000766554
Otu001120,0
Otu001121,0.001089113
Otu001122,0
Otu001123,0
Otu001124,0
Otu001125,0
Otu001126,0.012640438
Otu001127,0.010398199
Otu001128,0.010046993
Otu001129,0.01420606
Otu001130,0.009734267
Otu001131,0.003417179
Otu001132,0.005545757
Otu001133,0.000141058
Otu001134,0.00781075
Otu001135,0
Otu001136,0
Otu001137,0
Otu001138,0.001116436
Otu001139,0.000124974
Otu001140,0
Otu001141,0
Otu001142,0
Otu001143,0.000766554
Otu001144,0
Otu001145,0
Otu001146,0
Otu001147,0.02546293
Otu001148,0.041421767
Otu001149,0.011197337
Otu001150,0.00666103
Otu001151,0.004031568
Otu001152,0.003685756
Otu001153,0.003566627
Otu001154,0
Otu001155,0
Otu001156,0
Otu001157,0
Otu001158,0
Otu001159,0.000499896
Otu001160,0
Otu001161,0
Otu001162,0
Otu001163,0
Otu001164,0
Otu001165,0.000165513
Otu001166,0.011958423
Otu001167,0.053349186
Otu001168,0.015663749
Otu001169,0.006186495
Otu001170,0.005151872
Otu001171,0.012245378
Otu001172,0.039120644
Otu001173,0
Otu001174,0
Otu001175,0
Otu001176,0
Otu001177,0
Otu001178,0
Otu001179,0.000174595
Otu001180,0.001329592
Otu001181,0
Otu001182,0
Otu001183,0.000506511
Otu001184,0
Otu001185,0
Otu001186,0
Otu001187,0
Otu001188,0
Otu001189,0
Otu001190,0
Otu001191,0.001697738
Otu001192,0.000249948
Otu001193,0.007559787
Otu001194,0.024886148
Otu001195,0.008211251
Otu001196,0.008091737
Otu001197,0.012508262
Otu001198,0.006862356
Otu001199,0.016057651
Otu001200,0.017840214
Otu001201,0.000766554
Otu001202,0
Otu001203,0
Otu001204,0
Otu001205,0
Otu001206,0.001908324
Otu001207,0
Otu001208,0
Otu001209,0
Otu001210,0
Otu001211,0
Otu001212,0
Otu001213,0
Otu001214,0
Otu001215,0
Otu001216,0
Otu001217,0
Otu001218,0.015351956
Otu001219,0.0015964
Otu001220,0.007303778
Otu001221,0.00322773
Otu001222,0.007362318
Otu001223,0.011939995
Otu001224,0.005771093
Otu001225,0.00134298
Otu001226,0.003961503
Otu001227,0.009001031
Otu001228,0.000841709
Otu001229,0.005862788
Otu001230,0
Otu001231,0
Otu001232,0
Otu001233,0
Otu001234,0
Otu001235,0
Otu001236,0
Otu001237,0.000249948
Otu001238,0
Otu001239,0
Otu001240,0
Otu001241,0
Otu001242,0
Otu001243,0.029519462
Otu001244,0.013053078
Otu001245,0.017647009
Otu001246,0.010627798
Otu001247,0.001846698
Otu001248,0.007017349
Otu001249,0.036258158
Otu001250,0.006070447
Otu001251,0
Otu001252,0
Otu001253,0.000261892
Otu001254,0
Otu001255,0
Otu001256,0
Otu001257,0
Otu001258,0
Otu001259,0
Otu001260,0.000399733
Otu001261,0
Otu001262,0
Otu001263,0
Otu001264,0.013180326
Otu001265,0.013362764
Otu001266,0.035019761
Otu001267,0.004474669
Otu001268,0.002429373
Otu001269,0.005826696
Otu001270,0.003261872
Otu001271,0.005525954
Otu001272,0.001785499
Otu001273,0.013292532
Otu001274,0.004108187
Otu001275,0
Otu001276,0
Otu001277,0
Otu001278,0
Otu001279,0
Otu001280,0
Otu001281,0
Otu001282,0.000174595
Otu001283,0
Otu001284,0
Otu001285,0.000312435
Otu001286,0
Otu001287,0.000139554
Otu001288,0
Otu001289,0
Otu001290,0
Otu001291,0
Otu001292,0
Otu001293,0
Otu001294,0
Otu001295,0
Otu001296,0
Otu001297,0
Otu001298,0
Otu001299,0.007069608
Otu001300,0.00313018
Otu001301,0.008737223
Otu001302,0.005966657
Otu001303,0.005711884
Otu001304,0.0022793
Otu001305,0.000224691
Otu001306,8.72974E-05
Otu001307,0
Otu001308,0
