Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01183,Average,217732,1,4.013687864,4.013687864,0.026476621,0.026476621,,,,,,,,217732,ASV5364,ASV3967,ASV2453,ASV1483,ASV0018,ASV0057,ASV0870,ASV0126,ASV0364,ASV5504,ASV5301,ASV1073,ASV4436,ASV4425
K01183,Average,1033018,2,0.010920649,0.021841298,0.000144078,0.000144078,,,,,,,,1033018,ASV0390,ASV1214,ASV1260,ASV1138,ASV1983
K01183,Average,854050,1,0.003957262,0.003957262,2.61E-05,2.61E-05,,,,,,,,854050,ASV0114
K01183,Average,810759,1,0.003033901,0.003033901,2.00E-05,2.00E-05,,,,,,,,810759,ASV1836
K01183,Average,797229,1,0.094295918,0.094295918,0.000622031,0.000622031,,,,,,,,797229,ASV0008
K01183,Average,1074016,2,0.007721918,0.015443836,0.000101877,0.000101877,,,,,,,,1074016,ASV1060,ASV2289,ASV2264
K01183,Average,208171,3,1.871973596,5.615920788,0.037045882,0.037045882,,,,,,,,208171,ASV0042,ASV0040
K01183,Average,352304,1,0.001621955,0.001621955,1.07E-05,1.07E-05,,,,,,,,352304,ASV0856
K01183,Average,4481782,3,0.000761105,0.002283315,1.51E-05,1.51E-05,,,,,,,,4481782,ASV2172
K01183,Average,223804,1,0.001846722,0.001846722,1.22E-05,1.22E-05,,,,,,,,223804,ASV2588
K01183,Average,940662,1,0.00105527,0.00105527,6.96E-06,6.96E-06,,,,,,,,940662,ASV1664
K01183,Average,812105,1,0.001081303,0.001081303,7.13E-06,7.13E-06,,,,,,,,812105,ASV3829
K01183,Average,1040889,1,0.001091798,0.001091798,7.20E-06,7.20E-06,,,,,,,,1040889,ASV3310
K01183,Average,103802,1,0.000810977,0.000810977,5.35E-06,5.35E-06,,,,,,,,103802,ASV2206
K01183,Average,643362,2,0.001603189,0.003206378,2.12E-05,2.12E-05,,,,,,,,643362,ASV0595
K01183,Average,209573,1,0.002901992,0.002901992,1.91E-05,1.91E-05,,,,,,,,209573,ASV1908
K01183,Average,773575,1,0.000540652,0.000540652,3.57E-06,3.57E-06,,,,,,,,773575,ASV0762,ASV0830,ASV2966
K01183,Average,107450,1,0.00324391,0.00324391,2.14E-05,2.14E-05,,,,,,,,107450,ASV2831
K01183,Average,828667,1,0.001582904,0.001582904,1.04E-05,1.04E-05,,,,,,,,828667,ASV0209,ASV2739
K01183,Average,892370,1,0.00515391,0.00515391,3.40E-05,3.40E-05,,,,,,,,892370,ASV0755,ASV2742,ASV2305,ASV2265
K01183,Average,1141681,1,0.000923361,0.000923361,6.09E-06,6.09E-06,,,,,,,,1141681,ASV2592
K01183,Average,77498,1,0.002574741,0.002574741,1.70E-05,1.70E-05,,,,,,,,77498,ASV0974
K01183,Average,131516,1,0.000923361,0.000923361,6.09E-06,6.09E-06,,,,,,,,131516,ASV2478
K01183,Average,359098,1,0.003537368,0.003537368,2.33E-05,2.33E-05,,,,,,,,359098,ASV0606
K01183,Average,589277,1,0.011063912,0.011063912,7.30E-05,7.30E-05,,,,,,,,589277,ASV2398,ASV0529,ASV1534,ASV0659,ASV1100
K01183,Average,4308297,1,0.001450996,0.001450996,9.57E-06,9.57E-06,,,,,,,,4308297,ASV2952
K01183,Average,525371,1,0.002506266,0.002506266,1.65E-05,1.65E-05,,,,,,,,525371,ASV2099
K01183,Average,574742,1,0.002393882,0.002393882,1.58E-05,1.58E-05,,,,,,,,574742,ASV1772
K01183,Average,364538,1,0.001978631,0.001978631,1.31E-05,1.31E-05,,,,,,,,364538,ASV2474
K01183,Average,624227,1,0.041314894,0.041314894,0.000272537,0.000272537,,,,,,,,624227,ASV0101
K01183,Average,1111517,1,0.00254753,0.00254753,1.68E-05,1.68E-05,,,,,,,,1111517,ASV3373
K01183,Average,974121,2,0.003926915,0.00785383,5.18E-05,5.18E-05,,,,,,,,974121,ASV5585,ASV1324,ASV0186,ASV1394,ASV0495,ASV1205,ASV6268,ASV2363
K01183,Average,854368,1,0.000270326,0.000270326,1.78E-06,1.78E-06,,,,,,,,854368,ASV2410
K01183,Average,164660,2,0.002283314,0.004566628,3.01E-05,3.01E-05,,,,,,,,164660,ASV4270
K01183,Average,975335,1,0.002086152,0.002086152,1.38E-05,1.38E-05,,,,,,,,975335,ASV1349,ASV2622,ASV3274
K01183,Average,571698,1,0.002770083,0.002770083,1.83E-05,1.83E-05,,,,,,,,571698,ASV1316
K01183,Average,939811,3,3.033274522,9.099823566,0.060027732,0.060027732,,,,,,,,939811,ASV0556,ASV0024,ASV4239
K01183,Average,4395040,1,0.000727866,0.000727866,4.80E-06,4.80E-06,,,,,,,,4395040,ASV3670
K01183,Average,410196,3,0.001839101,0.005517303,3.64E-05,3.64E-05,,,,,,,,410196,ASV0814
K01183,Average,290401,1,0.003297718,0.003297718,2.18E-05,2.18E-05,,,,,,,,290401,ASV1714
K01183,Average,511866,1,0.001187178,0.001187178,7.83E-06,7.83E-06,,,,,,,,511866,ASV0797
K01183,Average,585394,3,0.001290216,0.003870648,2.55E-05,2.55E-05,,,,,,,,585394,ASV1952
K01183,Average,589071,2,0.010923895,0.02184779,0.000144121,0.000144121,,,,,,,,589071,ASV1104,ASV0942,ASV2191
K01183,Average,2224797,1,0.00148897,0.00148897,9.82E-06,9.82E-06,,,,,,,,2224797,ASV2376
K01183,Average,2297613,1,0.000131909,0.000131909,8.70E-07,8.70E-07,,,,,,,,2297613,ASV6451,ASV3123,ASV2114
K01183,Average,1052264,1,0.001351629,0.001351629,8.92E-06,8.92E-06,,,,,,,,1052264,ASV1488
K01183,Average,1051517,1,0.000810978,0.000810978,5.35E-06,5.35E-06,,,,,,,,1051517,ASV1575,ASV0578,ASV1859,ASV0428
K01183,Average,1025153,1,0.001351629,0.001351629,8.92E-06,8.92E-06,,,,,,,,1025153,ASV1725
K01183,Average,887484,1,0.006614377,0.006614377,4.36E-05,4.36E-05,,,,,,,,887484,ASV1141
K01183,Average,287021,2,0.000363933,0.000727866,4.80E-06,4.80E-06,,,,,,,,287021,ASV1933
K01183,Average,741010,3,0.007525305,0.022575915,0.000148924,0.000148924,,,,,,,,741010,ASV0342
K01183,Average,745482,1,0.001351629,0.001351629,8.92E-06,8.92E-06,,,,,,,,745482,ASV1782
K01183,Average,1129515,1,0.001892281,0.001892281,1.25E-05,1.25E-05,,,,,,,,1129515,ASV3533
K01183,Average,561830,1,0.001091798,0.001091798,7.20E-06,7.20E-06,,,,,,,,561830,ASV0768
K01183,Average,592139,1,0.002679438,0.002679438,1.77E-05,1.77E-05,,,,,,,,592139,ASV1286,ASV1491
K01183,Average,814909,1,0.006414146,0.006414146,4.23E-05,4.23E-05,,,,,,,,814909,ASV1591,ASV2851,ASV1861,ASV0518
K01183,Average,577170,1,0.002770083,0.002770083,1.83E-05,1.83E-05,,,,,,,,577170,ASV0528
K01183,Average,525816,1,0.00036782,0.00036782,2.43E-06,2.43E-06,,,,,,,,525816,ASV2096
K01183,Average,922761,1,0.002638175,0.002638175,1.74E-05,1.74E-05,,,,,,,,922761,ASV6454,ASV2927,ASV0763,ASV1502,ASV1895,ASV1018,ASV0306
K01183,Average,592129,1,0.000363933,0.000363933,2.40E-06,2.40E-06,,,,,,,,592129,ASV1178
K01183,Average,765455,1,0.00547658,0.00547658,3.61E-05,3.61E-05,,,,,,,,765455,ASV3148,ASV1404
K01183,Average,966091,2,0.00036782,0.00073564,4.85E-06,4.85E-06,,,,,,,,966091,ASV0474
K01183,Average,917443,1,0.000270326,0.000270326,1.78E-06,1.78E-06,,,,,,,,917443,ASV2640
K01183,Average,851567,1,0.001846722,0.001846722,1.22E-05,1.22E-05,,,,,,,,851567,ASV2277,ASV1176
K01183,Average,1010927,3,3.123742278,9.371226834,0.061818066,0.061818066,,,,,,,,1010927,ASV6330,ASV0035
K01183,Average,585063,1,0.002093209,0.002093209,1.38E-05,1.38E-05,,,,,,,,585063,ASV2608,ASV0542
K01183,Average,310558,1,0.005822925,0.005822925,3.84E-05,3.84E-05,,,,,,,,310558,ASV1366
K01183,Average,1074625,1,0.008732543,0.008732543,5.76E-05,5.76E-05,,,,,,,,1074625,ASV1330,ASV0590,ASV2533,ASV3578
K01183,Average,514272,1,0.00117491,0.00117491,7.75E-06,7.75E-06,,,,,,,,514272,ASV1987
K01183,Average,906197,1,0.000810977,0.000810977,5.35E-06,5.35E-06,,,,,,,,906197,ASV3672
K01183,Average,331093,1,0.002901992,0.002901992,1.91E-05,1.91E-05,,,,,,,,331093,ASV2215,ASV1023
K01183,Average,139292,1,0.00152221,0.00152221,1.00E-05,1.00E-05,,,,,,,,139292,ASV1191,ASV3052,ASV3508
K01183,Average,325947,2,0.001178798,0.002357596,1.56E-05,1.56E-05,,,,,,,,325947,ASV1510,ASV2051
K03791,Average,830893,2,0.001440881,0.002881762,0.030942356,0.030942356,,,,,,,,830893,ASV1923,ASV2045
K03791,Average,1124040,1,0.00964504,0.00964504,0.10356173,0.10356173,,,,,,,,1124040,ASV0705,ASV6601
K03791,Average,817734,2,0.001864565,0.00372913,0.040040804,0.040040804,,,,,,,,817734,ASV0372
K03791,Average,219331,2,0.001522209,0.003044418,0.032688843,0.032688843,,,,,,,,219331,ASV2112
K03791,Average,646549,1,0.008295113,0.008295113,0.089067153,0.089067153,,,,,,,,646549,ASV0822,ASV6270,ASV0649,ASV0554
K03791,Average,581409,1,0.007833636,0.007833636,0.084112134,0.084112134,,,,,,,,581409,ASV0767,ASV1099,ASV0742,ASV0576
K03791,Average,813980,2,0.001746839,0.003493678,0.037512684,0.037512684,,,,,,,,813980,ASV1894
K03791,Average,1033018,1,0.010920649,0.010920649,0.117258332,0.117258332,,,,,,,,1033018,ASV0390,ASV1214,ASV1260,ASV1138,ASV1983
K03791,Average,1074016,1,0.007721918,0.007721918,0.082912584,0.082912584,,,,,,,,1074016,ASV1060,ASV2289,ASV2264
K03791,Average,974121,1,0.003926915,0.003926915,0.042164482,0.042164482,,,,,,,,974121,ASV5585,ASV1324,ASV0186,ASV1394,ASV0495,ASV1205,ASV6268,ASV2363
K03791,Average,164660,1,0.002283314,0.002283314,0.024516637,0.024516637,,,,,,,,164660,ASV4270
K03791,Average,2111163,1,0.009420889,0.009420889,0.101154953,0.101154953,,,,,,,,2111163,ASV0235
K03791,Average,964989,1,0.003825353,0.003825353,0.04107398,0.04107398,,,,,,,,964989,ASV1078
K03791,Average,562576,1,0.000131909,0.000131909,0.001416347,0.001416347,,,,,,,,562576,ASV1046
K03791,Average,541859,1,0.00655079,0.00655079,0.070337826,0.070337826,,,,,,,,541859,ASV1143
K03791,Average,1129515,1,0.001892281,0.001892281,0.020317997,0.020317997,,,,,,,,1129515,ASV3533
K03791,Average,922761,1,0.002638175,0.002638175,0.028326888,0.028326888,,,,,,,,922761,ASV6454,ASV2927,ASV0763,ASV1502,ASV1895,ASV1018,ASV0306
K03791,Average,794948,1,0.001081303,0.001081303,0.011610279,0.011610279,,,,,,,,794948,ASV4030
K03791,Average,1088647,1,0.002638174,0.002638174,0.028326877,0.028326877,,,,,,,,1088647,ASV0919,ASV0233,ASV2026,ASV1395
K03791,Average,325947,1,0.001178798,0.001178798,0.012657113,0.012657113,,,,,,,,325947,ASV1510,ASV2051
K01452,Average,593437,1,0.014455906,0.014455906,0.001699509,0.001699509,,,,,,,,593437,ASV1151,ASV0107,ASV0280,ASV5241,ASV0999,ASV2923,ASV4939
K01452,Average,773900,1,0.205688504,0.205688504,0.02418177,0.02418177,,,,,,,,773900,ASV0065,ASV0757
K01452,Average,579705,1,0.004467968,0.004467968,0.000525277,0.000525277,,,,,,,,579705,ASV0271,ASV0978
K01452,Average,1108289,1,0.000761105,0.000761105,8.95E-05,8.95E-05,,,,,,,,1108289,ASV1935
K01452,Average,228207,1,0.003172318,0.003172318,0.000372954,0.000372954,,,,,,,,228207,ASV2288,ASV6456
K01452,Average,91845,1,0.001257482,0.001257482,0.000147836,0.000147836,,,,,,,,91845,ASV2794,ASV6585,ASV5540,ASV6582,ASV4755
K01452,Average,722628,1,0.013937074,0.013937074,0.001638512,0.001638512,,,,,,,,722628,ASV3618,ASV0344,ASV0043,ASV0123,ASV5170
K01452,Average,622288,1,0.001455731,0.001455731,0.000171143,0.000171143,,,,,,,,622288,ASV2402
K01452,Average,822584,1,0.003729973,0.003729973,0.000438514,0.000438514,,,,,,,,822584,ASV1839
K01452,Average,555568,1,0.00072044,0.00072044,8.47E-05,8.47E-05,,,,,,,,555568,ASV6495
K01452,Average,705967,1,0.09149026,0.09149026,0.010756053,0.010756053,,,,,,,,705967,ASV6224,ASV0403,ASV0088,ASV1132
K01452,Average,1087462,1,0.006595436,0.006595436,0.000775392,0.000775392,,,,,,,,1087462,ASV2118,ASV2391,ASV2513,ASV1713,ASV2198
K01452,Average,326605,1,0.00073564,0.00073564,8.65E-05,8.65E-05,,,,,,,,326605,ASV1398,ASV0302
K01452,Average,188150,1,0.032386114,0.032386114,0.003807474,0.003807474,,,,,,,,188150,ASV0343,ASV5631,ASV3957,ASV0425
K01452,Average,217239,1,0.003376554,0.003376554,0.000396965,0.000396965,,,,,,,,217239,ASV6092,ASV0109
K01452,Average,1097359,1,0.00631686,0.00631686,0.000742642,0.000742642,,,,,,,,1097359,ASV0743,ASV0985,ASV0393,ASV1459,ASV3909,ASV0266
K01452,Average,936354,1,0.009436834,0.009436834,0.001109441,0.001109441,,,,,,,,936354,ASV4905,ASV0315
K01452,Average,769643,1,0.005540166,0.005540166,0.00065133,0.00065133,,,,,,,,769643,ASV1967,ASV4825
K01452,Average,238484,1,0.000810977,0.000810977,9.53E-05,9.53E-05,,,,,,,,238484,ASV0411
K01452,Average,580625,1,0.000791452,0.000791452,9.30E-05,9.30E-05,,,,,,,,580625,ASV0561,ASV0658,ASV2928
K01452,Average,208315,1,0.000270326,0.000270326,3.18E-05,3.18E-05,,,,,,,,208315,ASV1125
K01452,Average,939811,1,3.033274522,3.033274522,0.35660694,0.35660694,,,,,,,,939811,ASV0556,ASV0024,ASV4239
K01452,Average,256215,1,0.001081303,0.001081303,0.000127123,0.000127123,,,,,,,,256215,ASV1783
K01452,Average,512485,1,0.00073564,0.00073564,8.65E-05,8.65E-05,,,,,,,,512485,ASV0623
K01452,Average,225487,1,0.010554051,0.010554051,0.001240787,0.001240787,,,,,,,,225487,ASV0486,ASV1914
K01452,Average,683891,1,0.003971776,0.003971776,0.000466942,0.000466942,,,,,,,,683891,ASV3596,ASV1117
K01452,Average,1848083,1,0.008193988,0.008193988,0.000963326,0.000963326,,,,,,,,1848083,ASV3805,ASV0371
K01452,Average,568345,1,4.535319932,4.535319932,0.53319492,0.53319492,,,,,,,,568345,ASV3649,ASV1013,ASV5399,ASV1381,ASV0178,ASV6348,ASV0052,ASV0400,ASV0001
K01452,Average,779725,1,0.000131909,0.000131909,1.55E-05,1.55E-05,,,,,,,,779725,ASV1720
K01452,Average,813945,1,0.002770083,0.002770083,0.000325665,0.000325665,,,,,,,,813945,ASV1903,ASV1233
K01452,Average,192970,1,0.00073564,0.00073564,8.65E-05,8.65E-05,,,,,,,,192970,ASV3845
K01452,Average,1011088,1,0.495099356,0.495099356,0.058206359,0.058206359,,,,,,,,1011088,ASV0168,ASV0436,ASV0141,ASV0700,ASV1806,ASV0458,ASV2675,ASV4713,ASV0817,ASV6271,ASV1024,ASV6448,ASV3182
K01452,Average,582083,1,0.005822924,0.005822924,0.000684572,0.000684572,,,,,,,,582083,ASV1338,ASV1848
K01452,Average,804175,1,0.000844138,0.000844138,9.92E-05,9.92E-05,,,,,,,,804175,ASV6570,ASV0712,ASV5837,ASV1485,ASV4686
