Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0039,0,0,0,0,0.027995521,0,0,0,0.012181752,0.134005146,0.010606141,0,0.086157381,0.072516316,0,0.031201248,0,0.012755102,0,0.017140898,0,0.046605562,0,0,0,0.190718373,0.015376336,0.031989763,0,0.004811856,0,0,0,0,0,0,0.017471827,0.019903798,0,0,0.119904077,0,0.246869516,0.436300175,0,0,0,0,0,0,0.010551862,0,0.027132133,0.010301844,3.378659636,4.413619168,0,0,0.561187545,0.185716349,0,0.662442396,2.131147541,4.412397762,0.073130861,0.697368421,1.615324137,0.488423723,0,0.018994856,0.068122101,0.117914228,0,0.743494424,0.347063659,0.282485876,0,1.867381343,2.754080119,2.27860574,0,0.23916579,0.435575365,0.309340576,0.004126775,1.002042076
ASV0131,0,0,0,0,0.00699888,0,0,0,0,0.010720412,0,0,0,0.072516316,0,0,0,0,0,0.017140898,0,0,0,0,0,0,0.015376336,0.010663254,0,0,0,0,0,0,0,0,0,0.0033173,0,0,0.059952038,0,0.041640641,0.17452007,0.003144753,0,0,0,0,0,0,0,0,0,0.700707645,1.115530119,0,0,0.09051412,0.059841935,0,0.072004608,0.409836066,1.054670684,0.008603631,0.184210526,0.393109856,0.152235966,0,0.003165809,0.016219548,0.008734387,0,0.29739777,0.054799525,0.088276836,0,0.6483963,0.528560831,0.517305087,0,0.05739979,0.060777958,0.045269353,0.004126775,0.149593959
ASV0598,0,0,0,0,0.00699888,0,0.014206563,0,0,0.010720412,0,0,0,0,0,0,0,0,0,0.025711347,0,0,0,0,0,0.063572791,0,0.010663254,0,0,0,0,0,0,0,0.013417416,0,0.0033173,0,0,0,0,0,0,0,0,0,0,0,0,0.021103725,0,0.009044044,0,0.13181629,0.271607333,0,0,0.018102824,0,0,0.08640553,0.027322404,0.043047783,0,0.026315789,0.03573726,0,0,0,0,0,0,0,0.018266508,0,0,0.025935852,0.009272997,0.012316788,0,0,0.01012966,0,0,0
ASV2166,0,0,0,0,0,0,0,0.013863857,0,0,0,0.051015203,0,0,0.018335167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091491308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021160438,0,0,0,0,0,0,0,0.003469572,0,0,0,0.004126775,0
ASV4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017290568,0,0,0,0,0,0,0,0
ASV4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018545994,0,0,0,0,0,0,0
ASV5144,0,0,0,0,0.00699888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009700262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013661202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008645284,0,0,0,0,0,0,0,0
ASV6497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008645284,0,0,0,0,0,0,0,0
ASV6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009566632,0,0,0,0
