# Constructed from biom file,,,,,,,,,,
#OTU ID,ASV2498,ASV1547,ASV1985,ASV2845,ASV4253,ASV4065,ASV3229,ASV4037,ASV1945,ASV2184
208492,1,1,0,0,0,0,0,0,0,0
207689,0,0,1,1,0,0,0,0,0,0
206209,0,0,0,0,1,0,0,0,0,0
709012,0,0,0,0,0,1,0,0,0,0
225404,0,0,0,0,0,0,1,0,0,0
744935,0,0,0,0,0,0,0,1,0,0
4409130,0,0,0,0,0,0,0,0,1,0
211527,0,0,0,0,0,0,0,0,0,1
