X,Y
0,0.0
1,-0.04045532399732887
2,-0.13328681334021317
3,-0.20279328884860975
4,0.09740301108634794
5,0.06101814627999201
6,0.024403828589087517
7,0.17195890049034082
8,0.08018185905205152
9,-0.05945358327805611
10,-0.3515198707526013
11,-0.10094347172568868
12,-0.11799927314927776
13,-0.06200121545368219
14,-0.048388973063775736
15,-0.1718512786553147
16,-0.0842263743281269
17,-0.10074477240722207
18,0.0049420327780294315
19,-0.060327616515601895
20,0.030275823415232717
