OTU,Simper contribution,Day 1 mean,Day 1 std,Day 2 mean,Day 2 std,Day 3 mean,Day 3 std,Day 4 mean,Day 4 std,kruskal stats,kruskal p
ASV000003,0.16008054268542785,31.812981309527288,5.9250287006006479,27.472909206685888,3.5572399786706317,17.990295873731629,2.9310924721749503,5.6434255630097176,1.3135507714726311,9.3589743589743577,0.024879945028018768
ASV000004,0.15172935036860932,19.657994379804773,7.0398031126120317,32.820514810350545,2.2801859974979415,19.553578433856416,3.1331521851847079,9.8940383020005118,2.7630782206305398,8.7435897435897516,0.032901591428189089
ASV000005,0.07510299635698882,1.9236954118773533,0.63527141808439158,2.6484378739093972,1.0537122063476343,11.981711197416947,5.9840602717792928,8.7944959245367649,3.0402800479184777,8.7435897435897516,0.032901591428189089
ASV000007,0.06212572236331517,5.1951493230658272,1.0982056581544488,7.0548157669784679,2.3932920061406766,8.8883308680688931,3.6860604693902403,14.882080157048122,3.4668722062345445,6.3846153846153868,0.094325761970281544
ASV000002,0.05129968003615248,0.066838265583026427,0.017364485877342482,0.66543967550850824,0.26604082034635834,5.2574097268553919,0.51362608770988716,8.3677613527505219,3.3936784451838289,9.6666666666666785,0.021622837607703175
ASV000011,0.04118773093969752,1.0282542849569509,0.20320150651498806,0.91926950935208263,0.18518522405911267,3.9421261755795336,1.7864233032339329,7.6348325420634842,4.1418197899214793,8.6410256410256352,0.034464733208554074
ASV000023,0.029457706959076183,4.9631578778700938,0.73878031113912701,3.4147645791367363,0.203965170261767,1.2666054981405026,0.22510542019768529,0.30990514896704413,0.16042442815054977,10.384615384615387,0.015564397458593152
ASV000012,0.028151689472540667,0.0015829046299960427,0.0022385651956835697,0.024355344475903429,0.034443658474091268,0.47902228837897098,0.19329262411336293,5.6313653829367212,0.47367017789064103,9.6980676328502486,0.021314981318921667
ASV000034,0.02405482060771347,0.031727995957145733,0.011705787907524964,0.14127460098702971,0.049922512917128355,0.79191737429043008,0.064882956644631756,4.6959824025314667,2.294611990319309,10.384615384615387,0.015564397458593152
ASV000025,0.017630314654633824,3.0780700367306344,0.5329022965414727,1.8866725216461384,0.3886896235980325,0.9672412793719789,0.26506454794458612,0.20998748809965187,0.04837133320558662,10.384615384615387,0.015564397458593152
ASV000001,0.017114748029398136,3.7876616584681764,0.23727311035226753,2.2144329904704958,0.084982112361450118,1.1595027425690898,0.060489497663587181,1.7726118933407939,0.4714188801680948,8.8974358974359049,0.030686074769364309
ASV000018,0.016843139406483017,0.44847364678192508,0.13349467084787833,1.9257948389822712,0.76422814252945448,1.5945814487902059,0.59976159794261896,2.8891548683050234,1.125709072715904,6.6923076923076934,0.08237920359884332
ASV000022,0.01642642815693951,0.075136198010619701,0.029970053666676721,0.36683768634602526,0.21401281905685307,2.1566715440553286,0.52567857406101404,1.9370039075738517,1.2841202897973796,8.7435897435897445,0.0329015914281892
ASV000024,0.014685159179440655,2.918149130781682,1.1470751848221414,1.1811596352077294,0.51771678231861784,0.9744643200379749,0.28800283012745748,0.99277595800268736,0.44806821394676194,6.3846153846153868,0.094325761970281544
ASV000039,0.014653164978519656,0.068343728210889007,0.040383968896108562,0.45768131942655338,0.20381269258303059,2.3000224005982006,0.36230988993624874,0.32802724360764729,0.081265301861321693,9.461538461538467,0.023744066476719852
ASV000019,0.013064117789864988,3.4127606243092039,0.42494436409188163,2.1846067764921382,0.60562500773890371,1.7460773159051577,0.18924829917765101,1.4736769269387058,0.16293024625500852,7.3076923076923137,0.062711090758981111
ASV000042,0.01194019491761634,2.0855726959388168,0.58159744769061961,0.67928556701966014,0.15814505836872528,0.55051848210220522,0.12328552260081044,0.13926217431291746,0.050933372452363762,9.461538461538467,0.023744066476719852
ASV000014,0.01124686781545319,0.96210933901781581,0.28101872619849605,1.1528566900795287,0.3218559743828639,1.3701898750264911,0.56581017566285985,2.7667083962357668,0.40196162180613643,6.5897435897435912,0.086189640819007485
ASV000035,0.010854837532562304,1.0618274717269818,0.43896231264510732,1.8420383064298769,0.80932303096188063,1.9955172264521515,0.47409780789383144,1.3481015500706066,0.73937743993321337,3.2051282051282044,0.36106678941578257
ASV000030,0.010802920474174187,0.24801756269734457,0.038253141169331428,0.14528101537807989,0.071270676267230618,0.99102282488210724,0.40298584977443097,1.8944332935105415,1.1770782316017576,8.9487179487179489,0.029980536916034497
ASV000031,0.009292667731207967,0.17229743846206325,0.035347905831364719,0.59687118572351683,0.49287051398164516,1.4601543367857908,0.20644427998145518,0.88303383673366886,0.53471983742361362,6.0769230769230802,0.10792713984524682
ASV000040,0.007589381702957682,1.2634400744547041,0.35849665509303535,0.49477797207451024,0.046347625195023126,0.17467914364950099,0.066271602648731845,0.083730542435320895,0.065284759882455606,9.6666666666666785,0.021622837607703175
