OTU,Simper contribution,Day 1 mean,Day 1 std,Day 2 mean,Day 2 std,Day 3 mean,Day 3 std,Day 4 mean,Day 4 std,kruskal stats,kruskal p
ASV000002,0.3358649107225344,1.9586542563762201,0.67818771050397209,29.199327398971203,7.8030099581036314,62.243756465393638,4.1402863952547433,76.412024016142581,0.33980210644220338,10.384615384615387,0.015564397458593152
ASV000004,0.09568836798446638,0.20523964747072318,0.29025269298976958,10.685704187969421,4.8815989254132841,13.613588562771733,4.7625906163931511,3.3795086464608084,1.359280813531649,9.4947368421052687,0.023387417560458312
ASV000001,0.06204098682008835,0.66431464601461798,0.92177179965456979,4.0266140934328867,1.6922526901730575,13.651309847027244,1.396996442830581,13.010927162072425,1.3862580849979032,9.6666666666666643,0.021622837607703345
ASV000006,0.05065855749046982,14.557342201898111,7.5479764062789281,4.7044922383118708,2.8744167690713334,0.25359907386609509,0.22763583668550824,0.6413468200934771,0.22639795187008829,8.3333333333333357,0.039602355207564111
ASV000003,0.047322928602875826,1.3960490538161003,1.0369104349352791,5.6651318703137603,3.2376206803590653,9.0892630586472869,1.2684812320792789,4.553816581210568,0.88315192823179212,7.461538461538467,0.058554972459289256
ASV000030,0.042570091154681834,15.445289548875204,21.842937954798739,0.0,0.0,0.0,0.0,0.00077328755471009448,0.0010935937474853424,2.2121212121212332,0.52956481834603952
ASV000011,0.0348016821726195,0.0080486136263028685,0.011382458548618416,8.6427107601639435,12.171174234630747,0.0018600964042498787,0.0013290879612024675,0.0,0.0,3.7304347826086959,0.29208208248100909
ASV000016,0.0243690435984375,7.8757500214017293,4.8360051826118395,1.4311038319192904,1.4012608503199742,0.091745280225039694,0.074105776009560906,0.053384740861570405,0.075497424550206013,7.9314420803782619,0.047450045450486963
ASV000024,0.019507688366132467,7.0845588515019804,8.3477070295109694,0.012325462645044284,0.017430836435144589,0.0,0.0,0.049211419102861607,0.06854955430355561,3.9855072463768106,0.26303334408917328
ASV000070,0.017078135173625,0.0,0.0,4.2407660738714092,5.9973488965206494,0.0,0.0,0.0,0.0,3.0000000000000053,0.39162517627108911
ASV000013,0.013622009596222015,5.0949001884285048,1.7586346235295907,0.31780259232812325,0.3936343098153316,0.01618908855431439,0.022894828595970453,0.10129054427440769,0.074313693638511397,8.1567251461988342,0.042881317632660162
ASV000007,0.0132575015598315,1.4130170137790634,1.9313715635539437,3.2234391442343107,4.284650633454433,0.0035281368917113986,0.0049895390421671165,0.042085156021752564,0.039593897671560678,6.4432367149758427,0.091928189819678111
ASV000015,0.012609436887117999,1.5694289583075902,1.2043380565207806,3.2879426170435138,2.2573428854047224,0.0,0.0,0.034797939961954252,0.049211718636840408,8.6842105263157929,0.033797912344113987
ASV000028,0.011940517164153652,2.6923644338997748,2.4707856384512543,1.6850657542161336,1.1678903259650939,0.061677830770747843,0.042542337926589478,0.064081396280305902,0.07163141124542452,6.6923076923076934,0.08237920359884332
ASV000033,0.011107461078647516,2.1118721461187215,2.9866382310390707,1.5722845428477392,2.0820060304239862,0.0,0.0,0.0,0.0,3.9317269076305386,0.26893139081308765
ASV000005,0.010871968154950484,2.4313657478390396,2.5861335706939315,1.5179450030086628,1.1059648074983011,0.041858011811008566,0.034575194642102257,0.065332897311962901,0.051945877696217557,8.3333333333333357,0.039602355207564111
ASV000026,0.010104531542668334,0.0,0.0,2.5091120384554433,3.5484202742972908,0.0,0.0,0.0,0.0,3.0000000000000053,0.39162517627108911
ASV000021,0.010081706777136485,0.48010945011981959,0.65353405532931119,2.4698942714984988,3.449472637874782,0.0,0.0,0.076309308087827418,0.064175196984355865,3.2138114209827489,0.35981975083098372
ASV000014,0.008816253946300685,1.856984761652883,1.2416290247651367,2.3283948990087406,1.7320926224973776,0.012600488898969281,0.017819782293453986,0.037319219454255488,0.051534914342261477,5.16787439613526,0.15990927342899569
ASV000025,0.008448331819699834,3.0729474065209526,3.6885885910581493,0.052823411335904069,0.07470358472204823,0.012600488898969281,0.017819782293453986,0.0,0.0,3.7211221122112357,0.29319522418606525
ASV000040,0.007973058505714333,2.9012983246360489,2.6400166606268201,0.048555474629764506,0.068667810748875693,0.0,0.0,0.024754501612914318,0.021965862087643864,3.7304347826086959,0.29208208248100909
ASV000017,0.0017009685332001834,1.706125251809133,1.1945199881837203,0.0,0.0,0.1756471025706525,0.2362212957141927,0.013239669811430306,0.016887115367576783,6.7543859649122835,0.080152317032990944
