Group,L0_G,L1_G,L8_G,L9_G,L10_G,L12_G,L13_G,L14_G,L17_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_G,L0_R,L1_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L18_R,L20_R,S16_R,S17_R,S20_R
Otu00001,0.960785856,0.622156281,0.761954262,0.934249264,0.894664535,0.019607843,0.102081269,0.85005291,0.491539753,0.393,0.439845845,0.171918939,0.010672219,0.046909108,0.022630116,0.129611469,0.942100098,0.328109696,0.862610402,0.973607038,0.960822723,0.961802155,0.955795678,0.98820059,0.975417896,0.794478528,0.181818182,0.20464135,0.125370188,0.13247012
Otu00002,0,0,0,0.007850834,0.022283452,0,0.482656095,0.057142857,0.015748031,0.04,0.092009864,0.029713124,0.068800176,0.253125319,0.470170359,0.757134487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002944063,0,0,0,0,0,0.000983284,0.001022495,0,0,0,0
Otu00004,0,0,0,0,0,0.006535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00005,0.000981354,0.00098912,0.006237006,0,0.019303163,0,0.170465808,0.024656085,0.006889764,0,0.000693001,0.470159869,0.254054469,0.518913768,0.18648332,0.045943225,0,0.114593536,0,0,0,0,0,0,0,0,0,0,0,0
Otu00006,0,0,0,0,0,0.006535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001964637,0,0,0,0,0,0,0
Otu00007,0.001959828,0,0,0,0,0,0,0,0.001968504,0,0,0,0,0,0,0,0,0.03036239,0.003925417,0,0,0,0,0,0,0,0,0,0,0
Otu00008,0.001307191,0.00098912,0.005197505,0.009813543,0.034289544,0,0.219028741,0.022116402,0.003444882,0,0.006711688,0.074859819,0.082687007,0.040355453,0.085233444,0.035144226,0.000981354,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00010,0,0.00098912,0,0.000981354,0,0.019607843,0.005946482,0.002539683,0.022958166,0.006,0.025985812,0.014335834,0.059086914,0.005577751,0.004285225,0.000654879,0.00686948,0,0.001962709,0.000977517,0.000979432,0,0.000982318,0,0.000983284,0,0,0.156118143,0.003948667,0.021912351
Otu00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329056,0,0.000979432,0,0,0,0,0,0,0,0,0,0,0,0.005976096
Otu00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00013,0,0,0,0,0,0,0,0,0,0,0.091343284,0.048052412,0.086568249,0.016720412,0.044080172,0.007875978,0,0,0,0,0,0,0,0,0,0,0.22020202,0.116033755,0.38005923,0.214143426
Otu00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00015,0.001305592,0.008902077,0.050935551,0.004906771,0.001966897,0.111111111,0.00099108,0.005291005,0.164425102,0.069,0.062366964,0.020368409,0.036314243,0.02001216,0.007253567,0.000658111,0.001962709,0,0.005888126,0.000977517,0.001958864,0,0,0,0,0.039877301,0.062626263,0.071729958,0.010858835,0.003984064
Otu00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00017,0,0.005934718,0.005197505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46718903,0,0,0,0,0,0,0,0,0,0,0,0
Otu00018,0,0,0,0.000981354,0,0,0,0,0,0.011,0.012564719,0.021585683,0.048015375,0.00819632,0.015174703,0.001311374,0,0,0,0,0,0,0,0,0,0,0.046464646,0.048523207,0.108588351,0.105577689
Otu00019,0,0,0,0,0,0,0,0,0.012016719,0.008,0,0.004442251,0.006276654,0,0,0.000327439,0,0,0,0,0,0,0,0,0,0,0.009090909,0.002109705,0,0.002988048
Otu00020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00022,0,0,0,0,0,0,0,0,0,0,0.010594807,0.007952122,0.117789767,0.01050031,0.00625697,0.000656495,0,0,0,0,0,0,0,0,0,0,0.156565657,0.066455696,0.089832182,0.19123506
Otu00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00024,0.002289827,0.026706231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489716,0,0,0,0,0,0,0,0,0,0,0,0
Otu00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00026,0,0,0,0,0,0,0.004955401,0,0,0.017,0.003397828,0.00148075,0.004020101,0.000328084,0.00494854,0,0.001962709,0,0,0,0,0,0,0,0,0.117586912,0,0.007383966,0,0
Otu00027,0,0,0,0,0,0.006535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005876592,0,0,0,0,0,0,0,0,0,0,0,0
Otu00030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00035,0,0,0,0,0,0,0,0,0,0,0,0.002467917,0,0,0,0,0,0.000979432,0,0,0,0,0,0,0,0,0,0,0,0
Otu00036,0,0,0,0,0,0,0,0,0,0,0,0.001009082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00038,0.005233889,0.113748764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000979432,0,0,0,0,0,0,0,0,0,0,0,0
Otu00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00040,0,0,0,0,0.001968504,0,0,0,0.087872,0.006,0.005934718,0,0.004892368,0.005578074,0.000660066,0,0,0,0,0,0.000979432,0,0,0,0,0.006134969,0,0,0,0.013944223
Otu00041,0,0,0,0.002944063,0,0,0,0,0,0.367,0.002967359,0.001513623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005923001,0
Otu00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00043,0,0,0.006237006,0,0,0,0,0,0,0,0.005046361,0,0,0,0,0.000327439,0,0,0,0,0,0,0,0,0,0,0.006060606,0,0,0
Otu00044,0,0,0,0,0,0.026143791,0,0,0,0,0,0.004442251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00045,0,0.00098912,0.014553015,0.001962709,0.003608924,0,0,0.005820106,0,0,0.007713575,0.004957749,0.007978247,0.002295301,0.003960396,0.000654879,0,0,0,0,0,0,0,0,0,0,0.01010101,0.002109705,0,0.015936255
Otu00046,0,0,0,0,0,0,0,0,0,0,0,0,0.000996016,0.002941176,0.001320132,0.00065714,0,0,0,0,0,0,0,0,0,0,0.003030303,0,0,0.039840637
Otu00047,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.000984578,0,0.003925417,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00050,0.001632387,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002944063,0.000979432,0.06673209,0.002932551,0.013712047,0.016650343,0.011787819,0.002949853,0.007866273,0,0,0,0,0
Otu00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00052,0,0.00098912,0,0.004906771,0,0,0,0,0.018778437,0.004,0.005046361,0,0.011089367,0.002952756,0.000329056,0,0.000981354,0,0,0.001955034,0.001958864,0,0,0,0,0.006134969,0,0.029535865,0,0.007968127
Otu00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00054,0,0,0.011434511,0,0.000325203,0,0,0,0.013061651,0,0,0,0,0.000656814,0.012782694,0.000654879,0.010794897,0,0,0,0,0,0,0,0,0,0,0.014767932,0.014807502,0.011952191
Otu00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000656814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00056,0.000979432,0.00098912,0,0,0.000650407,0,0,0.008148148,0.035807436,0.001,0.002984153,0.000493583,0.003682089,0.000985222,0.009570957,0.000983934,0,0.000979432,0,0,0,0,0.001964637,0,0,0,0,0,0.000987167,0.020916335
Otu00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00058,0,0,0,0,0,0,0,0,0,0,0,0.001513623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00059,0.000978474,0.074183976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00061,0,0,0,0,0,0.026143791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00062,0,0,0,0,0,0,0,0,0,0,0.02348937,0.00791925,0.005342433,0.000656814,0.005271758,0.000328084,0,0,0,0,0,0,0,0,0,0,0.02020202,0.009493671,0.024679171,0
Otu00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014691479,0,0,0,0,0,0,0,0,0,0,0,0
Otu00064,0.00130527,0.00098912,0.004158004,0,0.001312336,0.019607843,0,0.001481481,0.006792059,0,0,0.001009082,0.006018139,0.002951469,0.005899705,0.000654879,0.003925417,0,0,0,0,0,0,0,0,0.012269939,0,0,0,0
Otu00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00066,0,0.001978239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686948,0.008797654,0.00489716,0.007835455,0.013752456,0.000983284,0.002949853,0,0,0,0,0
Otu00067,0,0,0,0,0,0,0,0,0,0,0.009651628,0.00698687,0.001328021,0.000326797,0.003298375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013820336,0.007968127
Otu00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00069,0,0,0,0,0,0,0,0,0,0,0.001039501,0.003959625,0.026431793,0.003607637,0.000984578,0.000986195,0,0,0,0,0,0,0,0,0,0,0.008080808,0,0.008884501,0
Otu00070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00071,0,0.045499505,0,0.004906771,0.001312336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00072,0,0,0,0,0,0,0,0,0,0,0.001667478,0,0.008823805,0.005249344,0.007246436,0,0,0,0,0,0,0,0,0,0,0,0,0.008438819,0.014807502,0.001992032
Otu00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00077,0,0,0.017671518,0,0,0,0.002973241,0,0.000984252,0,0.000693001,0.003466041,0,0,0.031023102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00078,0,0,0.043659044,0,0,0,0,0,0,0,0.002425502,0,0,0,0,0.000329056,0,0,0,0,0,0,0,0,0,0,0,0.005274262,0,0.010956175
Otu00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002938296,0,0,0,0,0,0,0,0,0,0,0,0
Otu00080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00081,0,0,0,0,0,0,0,0,0,0,0.006867134,0.000504541,0.008153947,0.000326797,0.001316222,0,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0.003948667,0.017928287
Otu00082,0,0,0,0,0,0,0,0,0,0,0.01004851,0.001009082,0.002935421,0.000328407,0.001970134,0.000658111,0,0,0,0,0,0,0,0,0,0,0.01010101,0.003164557,0.001974334,0
Otu00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00084,0,0,0.002079002,0.000981354,0.001312336,0,0,0.002116402,0.000492126,0.013,0,0,0,0,0,0,0,0.000979432,0.012757605,0.000977517,0.000979432,0,0,0,0.000983284,0,0,0,0,0
Otu00085,0,0,0,0,0,0,0.003964321,0,0,0,0,0,0.000332005,0.000983289,0.002301461,0.002953737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00086,0.00163495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002944063,0.017629775,0,0,0,0,0,0,0,0,0,0,0,0
Otu00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00088,0.001632388,0.00098912,0.001039501,0.001962709,0.001303361,0,0,0.001269841,0.000492126,0,0.000676207,0,0,0,0,0,0.000981354,0.000979432,0.000981354,0.001955034,0.000979432,0.000979432,0.000982318,0.000983284,0.001966568,0,0,0,0,0
Otu00089,0.001632388,0.00098912,0.002079002,0.000981354,0.001633052,0,0,0.001269841,0.000492126,0.001,0.000676207,0,0,0,0,0,0.000981354,0,0.000981354,0.001955034,0.000979432,0.000979432,0.000982318,0.001966568,0.000983284,0,0,0,0,0
Otu00090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00091,0,0,0,0,0,0,0,0,0,0,0.002079002,0.005923001,0.005247763,0.000985222,0.000327761,0.000329056,0,0,0,0,0,0,0,0,0,0,0.014141414,0,0.010858835,0
Otu00092,0,0,0,0,0.000984252,0,0,0,0,0,0,0.001009082,0,0.000326797,0,0.000329056,0,0,0,0,0,0,0,0,0,0,0.006060606,0.012658228,0,0
Otu00093,0,0,0,0,0,0,0,0,0,0,0,0.007524283,0.000996016,0,0.001320132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014807502,0.012948207
Otu00094,0,0,0,0,0,0,0,0,0,0,0.002751045,0.000504541,0,0.002623709,0.00131234,0.000655523,0,0,0,0,0,0,0,0,0,0,0.013131313,0,0.007897335,0.000996016
Otu00095,0.000980394,0.00098912,0.007276507,0,0.000650407,0,0,0,0,0,0.002307946,0.001513623,0.000664011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00096,0.000979753,0.00098912,0.002079002,0.000981354,0.001304968,0,0,0.001269841,0.000492126,0.001,0.000676207,0,0,0,0,0,0.000981354,0,0.001962709,0.000977517,0.000979432,0.001958864,0.000982318,0.000983284,0.000983284,0.001022495,0,0,0,0
Otu00097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00099,0,0,0,0,0,0,0,0,0,0,0.004504505,0,0.00913242,0.002623385,0.000656817,0.000329056,0,0,0,0,0,0,0,0,0,0,0,0,0.004935834,0.003984064
Otu00100,0.005883642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002944063,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00101,0.000979753,0.00098912,0.001039501,0.000981354,0.000979765,0,0,0.001269841,0.000492126,0,0.000329707,0,0,0,0,0,0.000981354,0,0.000981354,0.000977517,0.000979432,0.000979432,0.000982318,0.000983284,0.000983284,0,0,0.001054852,0,0
Otu00102,0.000979753,0.00098912,0,0.000981354,0.000651681,0,0,0.001269841,0.000492126,0.001,0,0,0,0,0,0,0.000981354,0,0.000981354,0.000977517,0.000979432,0.000979432,0.000982318,0.000983284,0.000983284,0.001022495,0,0,0,0
Otu00103,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00104,0,0,0,0,0,0,0,0,0,0,0,0.014928034,0.006534852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004040404,0,0,0
Otu00105,0,0,0,0,0,0,0,0,0,0,0.0003465,0.001009082,0.000664011,0.000654881,0,0.000329056,0,0,0,0,0,0,0,0,0,0,0.004040404,0.001054852,0.011846002,0.002988048
Otu00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002624672,0.013192524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00111,0,0,0,0,0,0,0,0,0,0,0,0,0.000664011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008884501,0
Otu00112,0.000654236,0.020771513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00113,0,0,0,0.003925417,0,0,0,0,0,0,0,0,0.005025126,0,0.003958441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00114,0,0,0,0,0,0,0,0,0,0,0,0,0.006523157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021212121,0,0,0
Otu00115,0,0,0,0,0.000652955,0,0,0,0.017241379,0,0.00430513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035864979,0,0
Otu00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00118,0,0,0,0,0,0,0,0,0.000492126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00119,0,0,0,0,0,0,0,0,0.002089864,0,0,0,0.002988048,0.000326797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026371308,0,0
Otu00120,0.000654236,0.019782394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00121,0,0,0,0,0.001309455,0,0,0,0.007314525,0,0,0,0.003320053,0,0,0,0,0,0.004906771,0,0,0,0,0,0,0,0,0,0,0
Otu00122,0,0,0,0,0,0,0,0,0,0,0.011210023,0.003970582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00124,0,0,0.01039501,0,0.000981371,0,0,0,0,0,0,0,0.008153947,0,0,0,0,0,0.003925417,0,0,0.001958864,0,0,0,0,0,0,0,0.001992032
Otu00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00129,0,0,0,0,0.001312336,0,0,0,0.007314525,0,0,0.001009082,0,0.002624672,0.001645278,0,0,0,0,0,0,0,0,0,0,0,0,0.022151899,0,0
Otu00130,0,0,0,0,0,0.065359477,0.003964321,0,0,0,0.006384409,0.002018163,0,0.002624672,0,0,0,0,0,0,0,0,0,0,0.000983284,0,0.02020202,0,0,0
Otu00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00132,0,0,0,0,0,0,0,0,0,0,0.001978239,0,0.0065407,0.003609247,0,0.000329056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00133,0,0,0,0,0,0,0,0,0,0,0.002079002,0.007414709,0,0.000328407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008884501,0.003984064
Otu00134,0,0,0,0,0,0,0,0,0,0,0,0,0.003587736,0.000328407,0.001980198,0,0,0,0,0,0,0,0,0,0,0,0,0.011603376,0,0
Otu00135,0,0,0,0,0,0,0,0,0,0,0,0.00605449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00138,0,0,0,0,0,0,0,0,0,0,0.002079002,0,0.000990168,0.000326797,0.001978243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00139,0.000653276,0,0,0.000981354,0.000979765,0,0,0,0.000492126,0,0,0,0,0,0,0,0.000981354,0,0.000981354,0.000977517,0.000979432,0.000979432,0.000982318,0.000983284,0.000983284,0.001022495,0,0,0,0
Otu00140,0,0,0,0,0,0,0,0,0.000984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00141,0,0,0.01039501,0,0,0,0,0,0,0,0.001732502,0.001009082,0,0.000326797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009871668,0.008964143
Otu00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00143,0,0,0,0,0,0,0,0,0.044409613,0,0,0.001974334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006910168,0
Otu00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00145,0,0,0.001039501,0,0,0,0,0.001058201,0,0,0.001318826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042194093,0,0
Otu00146,0,0,0,0,0,0,0,0,0,0,0.003118503,0.002018163,0.000670017,0.000326797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00147,0.000653276,0,0,0,0.000328084,0,0,0.000529101,0,0,0,0,0,0,0,0,0.000981354,0,0.000981354,0.000977517,0.000979432,0.000979432,0.000982318,0.000983284,0.000983284,0.001022495,0,0,0,0
Otu00148,0,0,0,0,0,0,0,0,0,0,0,0,0.003587736,0,0.00330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00150,0,0,0,0,0,0,0,0,0,0,0,0,0.003350084,0,0,0,0.001962709,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00151,0,0,0,0,0,0,0.00099108,0,0,0,0,0,0,0,0.00098685,0.000984579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00154,0,0,0,0,0,0,0,0,0,0,0,0,0.005689136,0,0.000329056,0,0,0,0,0,0,0,0,0,0,0,0,0.005274262,0.003948667,0.002988048
Otu00155,0,0,0,0,0,0,0,0,0,0,0,0,0.008480104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003984064
Otu00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00157,0.000326477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007850834,0,0.001958864,0.001958864,0.001964637,0,0.000983284,0,0,0,0,0
Otu00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001647233,0.000329056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00161,0,0,0,0,0,0,0,0,0,0,0.005739362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0
Otu00162,0,0,0.014553015,0,0,0,0,0,0,0,0,0,0,0,0,0.000327439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00163,0,0,0,0,0,0,0,0,0,0,0.003362228,0,0,0,0.000329056,0,0,0,0,0,0,0,0,0,0,0,0,0.006329114,0,0
Otu00164,0,0,0,0.003925417,0,0,0,0,0.000984252,0,0,0,0,0.000656814,0,0,0,0,0,0,0,0,0,0,0,0,0.005050505,0,0,0
Otu00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00166,0,0,0,0,0,0,0,0,0,0,0.001978239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00168,0.000981354,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004906771,0.002938296,0,0,0,0,0,0,0,0,0,0,0,0
Otu00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
