Group,L0_G,L1_G,L3_G,L4_G,L6_G,L8_G,L9_G,L10_G,L11_G,L12_G,L13_G,L14_G,L16_G,L17_G,L18_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_G,L0_R,L1_R,L2_R,L3_R,L5_R,L6_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L16_R,L18_R,L19_R,L20_R,S16_R,S17_R,S18_R,S19_R,S20_R
Otu001954,0,0,0,0,0,0,0.006494139,0,0.004376559,0,0,0,0.011550012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124645892,0,0.020693223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001955,0,0,0,0.004508363,0,0,0,0,0,0,0.008316354,0.007917656,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0.019896538,0.010346611,0,0,0.018511662,0.072163089,0.028244598,0,0,0,0,0,0,0,0,0.004128478
Otu001956,0,0,0,0.003005575,0,0,0,0,0,0,0.008316354,0.011876485,0,0,0,0,0,0.002993967,0.005365526,0.005308701,0,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001957,0,0,0,0,0.00719321,0,0,0,0,0,0,0.011876485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169120573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001958,0,0.03045067,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0.169971671,0,0.010346611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0.001496984,0.012072435,0,0,0.005967121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04440826,0,0.064535559,0,0
Otu001962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077442671,0,0
Otu001963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330016,0
Otu001964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330016,0
Otu001965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330016,0
Otu001966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu001978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024770869
Otu001979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008604741,0,0
Otu001981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007218653,0,0,0,0,0,0,0,0,0,0,0.004852484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014802753,0,0,0,0
Otu001987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001496984,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008256956
Otu001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035542918,0
Otu002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082492236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002004,0.098007187,0.03045067,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0.002993967,0,0.005308701,0.002679528,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002005,0.04355875,0.015225335,0,0,0,0,0,0.003437017,0,0,0.020790885,0.011876485,0,0,0,0,0,0,0.004024145,0,0,0,0.074645434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002006,0.054448437,0,0,0.003005575,0.00719321,0,0.016235348,0.003437017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0.009948269,0.020693223,0.013933398,0,0,0.018040772,0,0,0,0,0,0,0,0,0,0
Otu002007,0.021779375,0,0,0.001502788,0,0.060422961,0.022729487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036081544,0.014122299,0,0.009350164,0,0,0.029605507,0,0,0,0
Otu002008,0.021779375,0,0,0,0,0,0,0.048118233,0,0,0,0,0,0.004472472,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002009,0.010889687,0,0,0.003005575,0,0,0.012988278,0.0206221,0,0,0.008316354,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0.039793076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002010,0.010889687,0,0,0.003005575,0,0,0.009741209,0.013748067,0,0,0,0,0,0,0,0,0,0.001496984,0.002682763,0,0,0,0,0,0,0,0,0,0,0.041386446,0,0,0,0,0,0,0,0.018450185,0,0.007401377,0,0,0,0
Otu002011,0.010889687,0.015225335,0,0.001502788,0,0,0.025976556,0.01031105,0,0,0,0,0,0.004472472,0,0,0.0088552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002012,0,0.015225335,0,0,0,0,0,0,0.00218828,0,0,0.003958828,0,0.008944944,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0.019896538,0,0.013933398,0,0.018511662,0.018040772,0.014122299,0,0.018700327,0,0.01391014,0,0.015620119,0,0,0.012385435
Otu002013,0,0,0,0.006011151,0,0,0,0.013748067,0,0,0.004158177,0.031670625,0,0,0,0,0,0,0,0.010617402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002014,0,0,0,0.001502788,0,0,0.006494139,0.003437017,0,0,0,0.007917656,0,0.008944944,0,0,0.01239728,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0,0.018511662,0.018040772,0.014122299,0,0,0,0,0,0,0,0,0
Otu002015,0,0,0,0,0,0,0.00324707,0.0206221,0.00218828,0,0.037423593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019896538,0,0,0,0.018511662,0,0,0,0,0,0,0,0,0,0,0
Otu002016,0,0,0,0,0,0,0,0.003437017,0,0,0,0,0,0,0,0,0,0,0.020120724,0.010617402,0.002679528,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0.010346611,0.013933398,0.020514925,0.129581636,0.072163089,0.014122299,0.010413412,0.009350164,0,0,0,0,0,0,0
Otu002018,0,0,0,0,0,0.120845921,0.022729487,0,0,0,0.024949062,0.011876485,0,0.004472472,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004472472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250382529,0,0,0,0,0
Otu002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048124353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0.119379228,0.07242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088552,0.002993967,0.00804829,0.005308701,0.002679528,0.014917803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097049689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002024,0,0,0,0,0,0.060422961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086047412,0,0
Otu002029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086047412,0,0
Otu002030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057757242,0
Otu002031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012385435
Otu002048,0.010889687,0,0,0,0,0,0,0.013748067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031039834,0.013933398,0.030772387,0.092558312,0,0,0,0,0,0,0,0,0,0,0
Otu002049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051628447,0,0
Otu002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009350164,0,0,0,0,0,0,0
Otu002059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062200107,0
Otu002064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022214324,0
Otu002065,0.098007187,0,0,0,0,0,0,0,0,0,0.008316354,0,0,0.004472472,0,0,0,0,0.004024145,0.005308701,0,0,0.074645434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002066,0.010889687,0.015225335,0,0,0,0,0.019482417,0.003437017,0.00218828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049763623,0,0,0,0,0,0.059689614,0,0,0.010257462,0,0,0,0,0,0,0,0,0,0,0,0
Otu002067,0.010889687,0,0,0,0,0,0.00324707,0.006874033,0,0,0,0.011876485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0.010346611,0,0.010257462,0.037023325,0,0,0,0.009350164,0,0,0.007401377,0.046860356,0,0,0.008256956
Otu002068,0.021779375,0,0,0.004508363,0,0,0,0.003437017,0,0,0.029107239,0.011876485,0,0.004472472,0,0,0.00177104,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002069,0.010889687,0.06090134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099527246,0,0.457875458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002070,0,0,0,0,0,0,0,0.044681217,0,0,0.004158177,0.003958828,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0.009948269,0.010346611,0,0,0,0,0.00706115,0,0,0,0,0,0,0,0,0
Otu002071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0.013933398,0.020514925,0.037023325,0.072163089,0.014122299,0,0,0,0.01391014,0.014802753,0.015620119,0,0,0.012385435
Otu002072,0,0,0,0.001502788,0,0,0.00324707,0.024059117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041800195,0.051287312,0.037023325,0,0,0,0,0,0,0,0,0,0,0
Otu002073,0,0,0,0,0,0,0,0.006874033,0.00218828,0,0,0.019794141,0,0,0,0,0.00177104,0.001496984,0.001341382,0.010617402,0,0,0,0,0,0,0,0,0.009948269,0,0,0.020514925,0.018511662,0,0,0,0,0,0,0.014802753,0,0,0,0
Otu002074,0,0,0,0,0,0.060422961,0.006494139,0.003437017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0,0.018511662,0,0,0.031240237,0.018700327,0,0,0.007401377,0.093720712,0,0,0.004128478
Otu002075,0,0,0,0,0,0,0.00324707,0,0,0,0.020790885,0.019794141,0,0,0,0,0,0,0,0.005308701,0,0,0,0,0,0,0,0,0,0,0.013933398,0,0.074046649,0,0,0,0,0,0,0.014802753,0,0,0,0
Otu002076,0,0.015225335,0,0.009016726,0.028772838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033994334,0.009948269,0,0.013933398,0.020514925,0,0,0,0,0,0,0,0,0,0,0,0
Otu002077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013933398,0.030772387,0,0,0,0,0,0.027675277,0.055640562,0.037006883,0.046860356,0,0,0
Otu002078,0,0,0,0.004508363,0,0,0.006494139,0,0,0,0.004158177,0.011876485,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0.041386446,0.013933398,0.030772387,0,0,0,0,0,0,0,0,0,0,0,0
Otu002079,0,0,0,0,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0.031039834,0,0.020514925,0.055534987,0,0.00706115,0,0.009350164,0,0,0.029605507,0,0.008604741,0,0
Otu002080,0,0,0,0.001502788,0,0,0,0,0,0,0,0.019794141,0,0.004472472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041386446,0,0.010257462,0,0,0.035305748,0,0.009350164,0,0,0.007401377,0,0,0,0
Otu002081,0,0,0,0,0,0,0,0,0,0,0.016632708,0,0,0,0,0.00853898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037023325,0.036081544,0.021183449,0.020826825,0,0.036900369,0.01391014,0,0,0,0,0
Otu002082,0,0.03045067,0,0.004508363,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274599542,0,0,0,0.02266289,0.029844807,0.010346611,0,0,0.018511662,0,0,0,0,0,0,0,0,0,0,0
Otu002083,0,0,0,0,0,0,0,0,0,0,0.004158177,0.007917656,0,0.013417416,0,0,0.00708416,0,0.001341382,0.005308701,0.005359057,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0.036081544,0,0,0,0,0,0,0,0,0,0
Otu002084,0,0.03045067,0,0.007513938,0,0,0,0,0,0,0,0,0.011550012,0,0,0,0,0,0,0,0.002679528,0,0,0.091533181,0,0,0,0,0.029844807,0.020693223,0,0,0,0,0.014122299,0,0,0,0.01391014,0,0,0,0,0
Otu002085,0,0.289281364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045718136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002087,0,0,0,0.003005575,0,0,0,0,0,0,0,0,0,0,0,0.00853898,0.00177104,0.002993967,0.005365526,0,0.010718114,0.005967121,0,0,0,0,0,0,0,0.020693223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002088,0,0,0,0,0,0,0.006494139,0,0,0,0,0,0,0,0,0.00853898,0,0.007484918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008256956
Otu002089,0,0,0.299760192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092197205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005308701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081745042,0,0
Otu002095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081745042,0,0
Otu002096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077442671,0,0
Otu002097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047326077,0,0
Otu002098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08441443,0
Otu002099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002105,0,0,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02220413,0,0,0,0
Otu002111,0,0,0,0,0,0,0,0.003437017,0,0,0,0,0,0,0,0,0,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088552,0,0,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02095777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021234804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007484918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531312,0,0,0.010617402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013328594,0
Otu002146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021511853,0,0
Otu002151,0.13067625,0.03045067,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091533181,0,0,0,0,0.009948269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002152,0.054448437,0,0,0,0,0,0,0,0,0,0,0,0,0.008944944,0,0,0.00708416,0,0,0,0,0,0.149290868,0,0,0,0,0,0.009948269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002153,0.010889687,0,0,0,0,0,0,0,0.004376559,0,0.033265416,0.011876485,0.011550012,0,0,0,0,0,0.001341382,0,0,0.005967121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002154,0.021779375,0,0,0.001502788,0,0,0,0,0.00218828,0,0,0,0,0,0,0,0.023023519,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002155,0.010889687,0,0,0,0,0,0,0,0,0,0.016632708,0.003958828,0,0.004472472,0,0,0,0,0.009389671,0,0.002679528,0.008950682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002156,0.010889687,0,0,0.004508363,0,0,0,0.024059117,0,0,0.012474531,0.015835313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002157,0.010889687,0,0,0.004508363,0,0,0,0.01031105,0,0,0.020790885,0.003958828,0,0,0,0,0,0,0.002682763,0,0.005359057,0,0,0.04576659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002158,0,0,0,0.003005575,0,0,0.016235348,0.017185083,0,0,0.004158177,0.015835313,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu002159,0,0,0,0,0,0,0.009741209,0.017185083,0,0,0.016632708,0.007917656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019896538,0,0,0.020514925,0,0,0,0,0,0,0,0,0,0,0,0
Otu002160,0,0,0,0.001502788,0,0.060422961,0.009741209,0.013748067,0,0,0.004158177,0,0,0,0.002406218,0,0,0,0.001341382,0,0,0,0,0,0,0,0,0,0.009948269,0,0.013933398,0.041029849,0,0,0,0,0,0,0,0,0,0,0,0
