Group,L0_G,L1_G,L3_G,L4_G,L6_G,L8_G,L9_G,L10_G,L11_G,L12_G,L13_G,L14_G,L16_G,L17_G,L18_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_G,L0_R,L1_R,L2_R,L3_R,L5_R,L6_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L16_R,L18_R,L19_R,L20_R,S16_R,S17_R,S18_R,S19_R,S20_R
Otu000795,0,0.045676005,0,0.082653322,0,0,0,0,0.008753118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0.027866797,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000796,0,0,0,0,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039985783,0
Otu000802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021511853,0,0
Otu000803,0,0.03045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020693223,0,0.030772387,0.074046649,0.126285405,0.211834487,0.031240237,0.121552127,0,0,0,0,0,0,0
Otu000804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004128478
Otu000805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028874612,0,0,0.004490951,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038721335,0,0
Otu000808,0,0,0,0,0.201409869,0,0,0.003437017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062079669,0.013933398,0.061544774,0.055534987,0.036081544,0.056489196,0,0.028050491,0.009225092,0.055640562,0,0,0,0,0
Otu000809,0,0,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022454754,0.005365526,0.031852206,0.008038585,0.008950682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71388102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000812,0,0,0,0,0,0,0,0,0.00218828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708416,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098954524,0,0
Otu000815,0.294021562,0.03045067,0.179856115,0.013525089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17417268,0.503432494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000816,0,0.426309379,0.299760192,0.004508363,0.050352467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005359057,0.014917803,0.074645434,0,0,0,0,0,0,0,0,0,0,0,0,0.04165365,0.009350164,0,0,0,0,0,0,0
Otu000817,0,0,0,0.04508363,0,0,0,0.006874033,0,0,0.012474531,0.031670625,0.023100023,0.004472472,0,0,0,0.001496984,0,0,0,0.002983561,0.049763623,0,0,0,0,0.011331445,0,0.010346611,0,0.020514925,0,0,0.042366897,0,0.009350164,0.009225092,0,0,0,0,0,0
Otu000818,0,0.03045067,0,0.003005575,0,0,0.006494139,0.017185083,0.006564839,0,0.045739948,0.035629454,0.011550012,0,0,0,0.00177104,0,0,0,0,0,0.024881811,0,0,0,0,0.033994334,0.019896538,0.082772892,0.013933398,0.010257462,0.037023325,0.018040772,0.042366897,0,0.009350164,0,0,0,0,0,0,0
Otu000819,0,0.015225335,0,0.001502788,0,0,0.009741209,0.11342155,0,0,0.045739948,0.027711797,0,0,0,0,0.0088552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009350164,0,0,0,0,0,0,0
Otu000820,0,0,0,0,0,0,0.051953112,0.0618663,0.026259355,0.080141048,0.008316354,0.023752969,0.034650035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000821,0,0,0,0,0,0,0.012988278,0.013748067,0.006564839,0,0.041581771,0.110847189,0.011550012,0.049197191,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075528701,0
Otu000823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088552,0.016466819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004128478
Otu000826,0.065338125,0,0,0.012022301,0,0.060422961,0.051953112,0.01031105,0.006564839,0,0,0,0,0,0,0,0,0.001496984,0,0,0,0,0,0,0,0,0,0,0.019896538,0,0,0.010257462,0.055534987,0,0.035305748,0.010413412,0.018700327,0,0,0.051809637,0,0,0,0.004128478
Otu000827,0.010889687,0.03045067,0,0.003005575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019896538,0.010346611,0.055733593,0.061544774,0.111069974,0,0.15534529,0,0,0,0,0.04440826,0.062480475,0,0,0.020642391
Otu000828,0,0,0,0.001502788,0,0,0,0.01031105,0.006564839,0,0.024949062,0.039588282,0,0,0,0.025616941,0,0,0,0,0,0,0,0,0,0,0,0,0.208913649,0.010346611,0.013933398,0,0.018511662,0.198448494,0,0,0,0,0,0,0,0,0,0
Otu000829,0,0,0,0,0,0,0,0,0.00218828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291149068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008038585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010478885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035542918,0
Otu000834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000835,0.261352499,0.045676005,0,0.006011151,0,0,0,0.0412442,0.006564839,0,0.029107239,0.007917656,0,0,0,0,0,0,0.001341382,0,0,0.002983561,0.074645434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000836,0.076227812,0.03045067,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124409057,0.04576659,0,0,0,0,0.039793076,0.051733057,0,0.205149246,0.018511662,0,0.049428047,0,0,0,0,0,0.109340831,0,0,0
Otu000837,0.04355875,0.593788063,0,0.012022301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099527246,0.228832952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0.013933398,0,0,0,0.028244598,0.010413412,0,0,0,0.007401377,0.328022493,0,0.00888573,0.119725869
Otu000839,0,0.03045067,0,0.08415611,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000840,0,0,0,0.001502788,0,0,0.016235348,0.01031105,0.00218828,0,0,0,0,0,0,0,0,0.004490951,0.002682763,0.010617402,0.005359057,0.05370409,0,0,0,0,0,0,0,0.082772892,0.041800195,0,0,0,0.042366897,0,0.009350164,0,0.027820281,0,0,0,0,0
Otu000841,0,0,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358137684,0.020693223,0.055733593,0.020514925,0.018511662,0.090203861,0,0.052067062,0,0,0,0,0.046860356,0,0,0
Otu000842,0,0,0,0.087161685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165975104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008038585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004128478
Otu000845,0,0.624238733,0.179856115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007484918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000849,0.010889687,0,0,0.027050178,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074645434,0,0,0,0,0,0.009948269,0,0.08360039,0.164119397,0.037023325,0,0.077672645,0,0,0,0,0,0,0,0,0
Otu000850,0.010889687,0,0,0,0,0,0.016235348,0.003437017,0.024071075,0.032056419,0,0.011876485,0,0.02236236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019896538,0,0,0,0.018511662,0,0.00706115,0.177028012,0.009350164,0.018450185,0,0.007401377,0.031240237,0,0,0.016513913
Otu000851,0,0,0,0,0,0,0.006494139,0.161539783,0.013129677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0.031039834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000852,0,0,0,0,0,0,0,0.013748067,0.00218828,0,0.004158177,0.011876485,0,0.013417416,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0.062079669,0.069666992,0.082059698,0.111069974,0,0.120039542,0.010413412,0,0,0.041730421,0,0,0,0,0
Otu000853,0,0,0,0,0,0,0.00324707,0.037807183,0,0,0.020790885,0.019794141,0,0.026834832,0,0,0,0.008981901,0.010731053,0.005308701,0.018756699,0.014917803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0.020693223,0.195067577,0.041029849,0.240651611,0.162366949,0.084733795,0.020826825,0,0,0.027820281,0,0,0,0,0
Otu000855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005987934,0,0,0,0,0,0,0,0,0,0.011331445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048871512,0
Otu000857,0,0,0,0,0,0,0,0,0,0,0,0,0.011550012,0,0.098654924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0.040418557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000863,0.021779375,0.015225335,0,0.033061329,0,0,0,0.01031105,0.013129677,0,0.008316354,0,0,0.008944944,0.048124353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000864,0.021779375,0.015225335,0,0.007513938,0,0,0.012988278,0,0,0,0.004158177,0,0,0.008944944,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0,0.013933398,0.041029849,0,0.036081544,0,0,0.084151473,0.009225092,0.055640562,0.103619273,0.046860356,0,0,0.008256956
Otu000865,0.010889687,0.274056029,0,0.039072479,0,0,0,0,0,0,0.004158177,0,0,0.017889888,0,0,0,0,0.001341382,0,0,0,0,0.137299771,0,0,0,0,0,0.010346611,0,0.030772387,0,0,0,0,0,0,0,0,0,0,0,0
Otu000866,0.021779375,0,0,0,0,0,0,0.003437017,0,0,0.008316354,0,0.011550012,0.040252247,0,0,0.070841598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257462,0,0,0.00706115,0,0,0.009225092,0,0,0,0,0,0
Otu000867,0.021779375,0,0,0.009016726,0.00719321,0,0.006494139,0.01031105,0.00218828,0.01602821,0.008316354,0,0.011550012,0.004472472,0,0.025616941,0.00708416,0,0.002682763,0.005308701,0.008038585,0.005967121,0,0.04576659,0,0,0,0.045325779,0.009948269,0.041386446,0,0,0.018511662,0,0.028244598,0.010413412,0.009350164,0,0.01391014,0,0.015620119,0,0,0.012385435
Otu000868,0,0,0,0,0,0,0.035717765,0.03093315,0.008753118,0,0.008316354,0.079176564,0,0.008944944,0,0.017077961,0.00531312,0.001496984,0,0,0,0,0.049763623,0,0,0,0,0,0,0.010346611,0.013933398,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000869,0,0,0,0,0,0.241691843,0.025976556,0.037807183,0.010941398,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134505949,0.041800195,0,0.037023325,0,0.049428047,0.020826825,0,0.018450185,0,0,0,0,0,0
Otu000870,0,0.03045067,0,0.006011151,0,0,0.022729487,0.03093315,0,0,0.024949062,0.031670625,0,0.013417416,0.002406218,0.00853898,0.00531312,0,0.001341382,0,0.002679528,0.005967121,0,0,0,0,0,0,0.009948269,0.010346611,0,0,0.074046649,0.018040772,0,0.010413412,0,0,0,0,0,0,0,0
Otu000871,0,0,0,0.012022301,0.014386419,0,0.019482417,0.013748067,0.008753118,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018040772,0.077672645,0.177028012,0,0,0,0.014802753,0.015620119,0,0,0
Otu000872,0,0,0,0.003005575,0,0,0.012988278,0,0,0,0.020790885,0.023752969,0.023100023,0.026834832,0,0.017077961,0.023023519,0.001496984,0.001341382,0.010617402,0.008038585,0.020884924,0,0,0,0,0,0,0,0,0,0.010257462,0,0.018040772,0,0,0,0.018450185,0,0,0,0,0,0
Otu000873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005987934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017209482,0,0.004128478
Otu000874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037006883,0,0,0,0
Otu000875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0.001341382,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731403,0,0
Otu000876,0,0,0.179856115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888573,0.008256956
Otu000880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000886,0.010889687,0,0,0.01953624,0,0,0.009741209,0.017185083,0.00218828,0,0,0,0.034650035,0,0,0.00853898,0.0088552,0.004490951,0.004024145,0,0,0.017901363,0.024881811,0,0,0,0,0.067988669,0,0,0.013933398,0,0.018511662,0,0,0,0,0,0,0.02220413,0.015620119,0,0,0
Otu000887,0,0,0,0.003005575,0,0,0.006494139,0.120295583,0.006564839,0,0.041581771,0.007917656,0.011550012,0,0,0.00853898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706115,0,0,0,0,0,0,0,0,0
Otu000888,0,0,0,0,0,0.060422961,0.006494139,0.01031105,0.010941398,0.048084629,0.087321718,0.015835313,0.023100023,0.013417416,0,0.00853898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276591615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0.007484918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0.002682763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026657189,0
Otu000896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008981901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01607717,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888573,0
Otu000900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002993967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051628447,0.004442865,0
Otu000901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262034161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014969836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01391014,0,0,0,0,0
Otu000905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330016,0
Otu000908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000909,0,0,0,0,0,0,0,0,0,0.641128386,0,0,0,0,0,0,0.00177104,0,0.004024145,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000910,0.283131874,0.06090134,0.059952038,0.007513938,0.043159258,0,0,0.013748067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223936303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000911,0.04355875,0.03045067,0,0,0,0,0,0.0206221,0,0,0.133061666,0.039588282,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000912,0.010889687,0,0,0.003005575,0,0.120845921,0.058447251,0.013748067,0.019694516,0,0,0,0,0.008944944,0,0,0.00354208,0,0,0,0,0,0,0,0,0,0,0,0,0.031039834,0.027866797,0,0.018511662,0,0.021183449,0.020826825,0,0.009225092,0.027820281,0,0,0,0.004442865,0
Otu000913,0,0,0,0.006011151,0,0,0.006494139,0.01031105,0,0,0.004158177,0,0,0,0,0,0,0,0.012072435,0.015926103,0.029474812,0.047736969,0,0,0,0,0,0.011331445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000914,0,0,0,0.001502788,0,0,0,0,0.004376559,0,0.012474531,0.003958828,0,0,0,0,0.00177104,0.001496984,0.004024145,0.010617402,0.010718114,0.065638333,0,0,0,0,0,0,0,0,0,0,0.055534987,0.036081544,0.021183449,0.020826825,0.028050491,0,0.01391014,0,0,0,0,0
Otu000915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262034161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0.023951737,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008256956
Otu000918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091575092,0,0.082987552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004024145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017771459,0
Otu000921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002993967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007401377,0,0,0,0
Otu000922,0,0.380633374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320366133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000925,0.032669062,0,0,0.001502788,0,0,0.00324707,0,0.006564839,0,0.008316354,0,0.011550012,0.031307304,0,0,0.00177104,0,0.001341382,0,0,0,0,0,0,0,0,0,0.049741345,0.020693223,0.013933398,0.010257462,0,0.018040772,0,0,0.028050491,0.138376384,0.083460843,0,0,0,0,0
Otu000926,0.010889687,0.076126675,0,0,0.165443821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137299771,1.465201465,0,0.331950207,0,0.019896538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000927,0,0,0,0,0,0,0.00324707,0.034370167,0,0,0.016632708,0.075217736,0.046200046,0.004472472,0,0.025616941,0.00708416,0,0.005365526,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0.010257462,0.018511662,0.018040772,0,0,0,0,0,0,0,0,0,0
Otu000928,0,0,0,0,0,0,0,0,0.00218828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031039834,0.195067577,0.287208945,0,0.036081544,0.042366897,0,0,0,0,0,0,0,0,0
Otu000929,0,0,0,0,0,0,0,0,0,0,0,0.122723674,0,0,0,0.00853898,0.01593936,0.002993967,0,0.005308701,0.002679528,0,0,0,0,0,0,0,0,0.031039834,0.013933398,0.041029849,0,0,0.00706115,0,0,0,0,0,0,0,0,0
Otu000930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600566572,0,0,0,0,0,0,0.00706115,0,0,0,0,0,0,0,0,0
Otu000931,0,0,0,0.003005575,0,0,0,0,0,0,0,0,0,0,0,0,0.00354208,0,0,0,0,0.005967121,0,0,0,0,0,0.521246459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232328013,0,0
Otu000933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081745042,0,0
Otu000936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000943,0,0,0,0.004508363,0,0,0,0.03093315,0.00218828,0,0.016632708,0.047505938,0,0.004472472,0,0,0.023023519,0.007484918,0.001341382,0.010617402,0,0.002983561,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000944,0,0.015225335,0,0.006011151,0,0,0,0.03093315,0,0,0.045739948,0.019794141,0,0.004472472,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0.041386446,0.013933398,0.041029849,0.111069974,0.018040772,0.021183449,0,0.009350164,0,0,0,0,0,0,0
Otu000945,0,0,0,0,0,0.302114804,0.113647433,0.01031105,0.021882796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038499483,0,0.01239728,0.008981901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
