Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0160,0,0,0,0,0,0,0,0,0,0.010720412,0,0,0,0.652646846,0.220022002,0,0,0,0,0,0,0,0,0.126786538,0.083255282,0,0.169139694,0,0,0.163603118,0.018682858,0,0.025614754,0,0,0,0,0.009951899,0.041649313,0.640439158,0.779376499,0,0,0,0,3.148301574,0.00719321,0,0,0,0,0,0.018088089,0,0,0,0,0,0,0.01238109,0,0,0,0,0.197883507,0,0,0,0.031089003,0.034823902,0,0.004367194,0,0,0.009133254,0,0.04781829,0,0,0,0.020817431,0.009566632,0,0,0,0.004749015
ASV0325,0,0,0,0,0,0,0,0,0,0.016080617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211721682,0,0,0,0,0,0,0,0,0.013883104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009044044,0,0,0,0,0,0,0.026825695,0,0,0,0,0.060225415,0,0,0,0,0.034823902,0,0,0,0,0,0,0,0,0,0.012316788,0,0,0,0,0,0.007123522
ASV0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011526049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091491308,0,0,0,0,0,0.165700083,0,0,0,0,0,0,0.009044044,0,0.006937699,0.019400524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071230708,0.012975638,0,0.012696263,0,0,0,0,0,0,0,0.03816529,0,0,0,0,0
ASV0998,0,0,0,0,0,0,0,0,0.012181752,0.005360206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007688168,0,0,0.0938312,0,0,0,0,0,0.006708708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018266508,0.004413842,0,0,0,0,0,0,0,0,0,0.007123522
ASV1121,0,0,0,0,0,0,0,0,0,0.005360206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031277067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019400524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036406806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004749015
ASV1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023064504,0,0,0.007217785,0,0,0,0,0,0,0,0,0.013883104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009700262,0,0,0,0.01238109,0,0,0,0,0,0,0,0,0,0.006331619,0,0,0,0,0.009133254,0,0,0,0,0,0,0,0,0,0,0.009498029
ASV1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18129079,0,0,0,0,0,0,0,0,0,0.023052098,0,0,0,0,0,0.038494851,0,0,0,0,0,0,0,0,0.013883104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018994856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026203162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
