#Sample	Metric	Value
L0_7	Weighted NSTI	0.0362651092081
L0_8	Weighted NSTI	0.0356824453905
L0_9	Weighted NSTI	0.0365203041245
L0_B	Weighted NSTI	0.0358523464074
L10_7	Weighted NSTI	0.0376771246927
L10_8	Weighted NSTI	0.037183545925
L10_9	Weighted NSTI	0.0371916862791
L10_B	Weighted NSTI	0.0365173939871
L11_7	Weighted NSTI	0.036592193514
L11_8	Weighted NSTI	0.0442552160954
L11_9	Weighted NSTI	0.0396505269775
L11_B	Weighted NSTI	0.0361268651016
L12_7	Weighted NSTI	0.0393380548588
L12_9	Weighted NSTI	0.0404480286323
L12_B	Weighted NSTI	0.0362022995047
L13_7	Weighted NSTI	0.041703598522
L13_8	Weighted NSTI	0.0390742800582
L13_9	Weighted NSTI	0.0378010331467
L13_B	Weighted NSTI	0.042497187483
L14_7	Weighted NSTI	0.0387878579971
L14_8	Weighted NSTI	0.0423304694816
L14_9	Weighted NSTI	0.0369411962644
L14_B	Weighted NSTI	0.0380568377232
L16_9	Weighted NSTI	0.0454518060378
L16_B	Weighted NSTI	0.0410597701
L1_7	Weighted NSTI	0.0427600625096
L17_8	Weighted NSTI	0.0396839199447
L17_9	Weighted NSTI	0.0434744839647
L1_8	Weighted NSTI	0.0418852702
L18_9	Weighted NSTI	0.0432459133004
L18_B	Weighted NSTI	0.0379452929181
L1_9	Weighted NSTI	0.0415328200058
L19_8	Weighted NSTI	0.0469627258523
L19_B	Weighted NSTI	0.0426357126978
L1_B	Weighted NSTI	0.0518690917532
L20_7	Weighted NSTI	0.036510300771
L20_8	Weighted NSTI	0.0373852235398
L20_9	Weighted NSTI	0.0377638372076
L20_B	Weighted NSTI	0.0372354633673
L2_B	Weighted NSTI	0.044604300798
L3_7	Weighted NSTI	0.0600539824282
L3_B	Weighted NSTI	0.0419859916885
L4_7	Weighted NSTI	0.037823590601
L4_8	Weighted NSTI	0.0378134432259
L4_9	Weighted NSTI	0.0428300364428
L5_B	Weighted NSTI	0.0407490843787
L6_7	Weighted NSTI	0.0355781912176
L6_B	Weighted NSTI	0.0880158848529
L8_9	Weighted NSTI	0.0621385972028
L8_B	Weighted NSTI	0.0412532714009
L9_7	Weighted NSTI	0.0391242252513
L9_8	Weighted NSTI	0.0380707275651
L9_9	Weighted NSTI	0.0369551863515
L9_B	Weighted NSTI	0.0370171303127
S16_4	Weighted NSTI	0.0670633294928
S16_5	Weighted NSTI	0.0479758028286
S16_A	Weighted NSTI	0.0378773053456
S17_4	Weighted NSTI	0.106411321121
S17_5	Weighted NSTI	0.110728052787
S17_6	Weighted NSTI	0.0754146896527
S17_A	Weighted NSTI	0.0377708339219
S18_4	Weighted NSTI	0.172180156827
S18_5	Weighted NSTI	0.127366088202
S18_6	Weighted NSTI	0.21730251745
S18_A	Weighted NSTI	0.0585686843546
S19_4	Weighted NSTI	0.153224063623
S19_5	Weighted NSTI	0.10036697293
S19_6	Weighted NSTI	0.168942452575
S19_A	Weighted NSTI	0.0447545716608
S20_1_4	Weighted NSTI	0.10763469189
S20_1_5	Weighted NSTI	0.111198804326
S20_1_6	Weighted NSTI	0.111168249763
S20_1_A	Weighted NSTI	0.0492652272775
S20_2_4	Weighted NSTI	0.118172312768
S20_2_5	Weighted NSTI	0.127696761569
S20_2_6	Weighted NSTI	0.133334857353
S20_2_A	Weighted NSTI	0.0512326806807
S20_3_4	Weighted NSTI	0.0933557063879
S20_3_5	Weighted NSTI	0.137747662109
S20_3_6	Weighted NSTI	0.145347645994
S20_3_A	Weighted NSTI	0.0446977918031
S20_4_4	Weighted NSTI	0.0825094391809
S20_4_5	Weighted NSTI	0.0774493206248
S20_4_6	Weighted NSTI	0.0889316268599
S20_4_A	Weighted NSTI	0.0456600569846
S16_6	Weighted NSTI	0.0462866061137
