X,Y
2,-0.0043572545629264325
5,0.00033408253313386386
8,0.0007869670586711126
11,0.07100831037102733
15,0.13221375503056174
19,0.6713242527727109
26,0.6150036284028876
34,1.512091596334133
42,1.9256642507822668
50,9.52352952553845
