X,Y
2,-0.0011268443285023487
4,-0.003381182605579635
6,-0.005913399800142445
8,-0.007825425141201582
10,-0.00921411294187563
12,-0.005053309232064235
14,0.008964003945868555
17,-0.0003748722037086183
20,0.004326763173442459
23,-0.003141690910947603
26,-0.01139707238960935
29,-0.03573675247261339
32,-0.11408564838405225
35,-0.14761764352240994
39,-0.2224691795568534
44,-0.312530246762866
50,-0.005140527885561928
