X,Y
2,0.004663261795780516
4,0.004795769009967529
6,0.0036923908354058108
8,0.0079812804703427
10,-0.0004899488227829984
12,-0.011407929818335848
14,0.011319315040023335
17,0.0003638741557875306
20,-0.0001993091447000002
23,-0.0010175849923597033
26,0.0032612760370305145
29,-0.05330676958786924
32,-0.08030399476844363
35,-0.14144461116539972
39,-0.1660807963864177
44,-0.2675479710300087
50,-0.015309535693720958
