Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu000045,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
Otu000046,Eukaryota,Bicosoecida,NA,NA,NA,NA,NA
Otu000047,Eukaryota,Ochrophyta,Chrysophyceae,Ochromonadales,Ochromonadales_fa,NA,NA
Otu000048,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,NA
Otu000049,Eukaryota,MAST-12,MAST-12A,NA,NA,NA,NA
Otu000050,Eukaryota,Protalveolata,Perkinsidae,Perkinsidae_or,Perkinsidae_fa,Parvilucifera,NA
Otu000051,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000052,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
Otu000053,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma,NA
Otu000054,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Delphinella,NA
Otu000055,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
Otu000056,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Carchesium,NA
Otu000057,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA
Otu000058,Eukaryota,Phragmoplastophyta,Embryophyta,Liliopsida,Zingiberales_fa,Musa,NA
Otu000059,Eukaryota,Chytridiomycota,Incertae_Sedis,Rhizophydiales,NA,NA,NA
Otu000060,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Telotrochidium,NA
Otu000061,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Carchesium,NA
Otu000062,Eukaryota,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Sistotrema,NA
Otu000063,Eukaryota,Vertebrata,Actinopterygii,NA,NA,NA,NA
Otu000064,Eukaryota,Ochrophyta,Chrysophyceae,Chrysocapsales,Chrysocapsales_fa,Hydrurus,NA
Otu000065,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Otu000066,Eukaryota,Phragmoplastophyta,Embryophyta,NA,NA,NA,NA
Otu000067,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,NA
Otu000068,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000069,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Stokesia,NA
Otu000070,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,NA,NA
Otu000071,Eukaryota,Ochrophyta,Dictyochophyceae,Pedinellales,NA,NA,NA
Otu000072,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,NA
Otu000073,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
Otu000074,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,NA
Otu000075,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
Otu000076,Eukaryota,Porifera,Demospongiae,Spongillida,NA,NA,NA
Otu000077,Eukaryota,Ochrophyta,NA,NA,NA,NA,NA
Otu000078,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000079,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,NA
Otu000080,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,NA
Otu000081,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Litonotus,NA
Otu000082,Eukaryota,Phragmoplastophyta,Embryophyta,Liliopsida,Zingiberales_fa,Costus,NA
Otu000083,Eukaryota,Phragmoplastophyta,Embryophyta,Caryophyllales,Caryophyllales_fa,NA,NA
Otu000084,Eukaryota,Opisthokonta_ph,Aphelidea,Aphelidea_or,Aphelidea_fa,NA,NA
Otu000085,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Diatoma,NA
Otu000086,Eukaryota,Basidiomycota,Exobasidiomycetes,Entylomatales,Incertae_Sedis,Tilletiopsis,NA
Otu000087,Eukaryota,Phragmoplastophyta,Embryophyta,Sapindales,Sapindales_fa,NA,NA
Otu000088,Eukaryota,Stramenopiles_ph,Placididea,NA,NA,NA,NA
Otu000089,Eukaryota,Phragmoplastophyta,Embryophyta,Liliopsida,Poales_fa,Oryza,NA
Otu000090,Eukaryota,Phragmoplastophyta,Embryophyta,NA,NA,NA,NA
Otu000091,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Extremaceae,NA,NA
Otu000092,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Dileptus,NA
Otu000093,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000094,Eukaryota,Ochrophyta,Chrysophyceae,Chrysocapsales,Chrysocapsales_fa,Hydrurus,NA
Otu000095,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,NA
Otu000096,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_fa,NA,NA
Otu000097,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000098,Eukaryota,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Hyphodontia,NA
Otu000099,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA
Otu000100,Eukaryota,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,NA
Otu000101,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,NA
Otu000102,Eukaryota,Ochrophyta,Dictyochophyceae,Pedinellales,NA,NA,NA
Otu000103,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Loxophyllum,NA
Otu000104,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000105,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Incertae_Sedis,NA,NA
Otu000106,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,NA,NA
Otu000107,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Carchesium,NA
Otu000108,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,NA
Otu000109,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,NA,NA
Otu000110,Eukaryota,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,NA,NA
Otu000111,Eukaryota,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinales_fa,Spumella,NA
Otu000112,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000113,Eukaryota,Ochrophyta,Chrysophyceae,Ochromonadales,Ochromonadales_fa,Paraphysomonas,NA
Otu000114,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Carchesium,NA
Otu000115,Eukaryota,Ochrophyta,Chrysophyceae,Synurales,Synurales_fa,Synura,NA
Otu000116,Eukaryota,Basidiomycota,Cystobasidiomycetes,Incertae_Sedis,Incertae_Sedis,Symmetrospora,NA
Otu000117,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
Otu000118,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,NA,NA,NA
Otu000119,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000120,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA
Otu000121,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,NA
Otu000122,Eukaryota,Phragmoplastophyta,Embryophyta,NA,NA,NA,NA
Otu000123,Eukaryota,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinales_fa,Pedospumella,NA
Otu000124,Eukaryota,Chytridiomycota,Incertae_Sedis,NA,NA,NA,NA
Otu000125,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
Otu000126,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,NA,NA
Otu000127,Eukaryota,Ochrophyta,Chrysophyceae,Chrysocapsales,Chrysocapsales_fa,Hydrurus,NA
Otu000128,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Loxophyllum,NA
Otu000129,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA
Otu000130,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula,NA
Otu000131,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000132,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000133,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA
Otu000134,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora-Candida_clade,NA
Otu000135,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
Otu000136,Eukaryota,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Phragmotaenium,NA
Otu000137,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Fragilaria,NA
Otu000138,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000139,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000140,Eukaryota,Chlorophyta_ph,Ulvophyceae,Ulotrichales,Ulotrichales_fa,Hazenia,NA
Otu000141,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,NA,NA
Otu000142,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Amphileptus,NA
Otu000143,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA
Otu000144,Eukaryota,Basidiomycota,Exobasidiomycetes,Entylomatales,Incertae_Sedis,Tilletiopsis,NA
Otu000145,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,NA,NA,NA
Otu000146,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000147,Eukaryota,Phragmoplastophyta,Embryophyta,Cucurbitales,Cucurbitales_fa,Cucumis,NA
Otu000148,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Ulnaria,NA
Otu000149,Eukaryota,Phragmoplastophyta,Embryophyta,Liliopsida,Zingiberales_fa,Musa,NA
Otu000150,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000151,Eukaryota,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA
Otu000152,Eukaryota,Cryptomonadales,Cryptomonadales_cl,Cryptomonadales_or,Cryptomonadales_fa,Cryptomonas,NA
Otu000153,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,NA,NA
Otu000154,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
Otu000155,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000156,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,NA,NA
Otu000157,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
Otu000158,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Urostyla,NA
Otu000159,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
Otu000160,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,NA,NA,NA
Otu000161,Eukaryota,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Ruineniaceae,Ruinenia,NA
Otu000162,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
Otu000163,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Carchesium,NA
Otu000164,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA
Otu000165,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000166,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Pseudocohnilembus,NA
Otu000167,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Telotrochidium,NA
Otu000168,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Fragilaria,NA
Otu000169,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000170,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Melosirids,Melosira,NA
Otu000171,Eukaryota,Phragmoplastophyta,Embryophyta,Liliopsida,Poales_fa,NA,NA
Otu000172,Eukaryota,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,NA
Otu000173,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,NA
Otu000174,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces_clade,NA
Otu000175,Eukaryota,Klebsormidiophyceae,Klebsormidiophyceae_cl,Klebsormidiales,Klebsormidiales_fa,Klebsormidium,NA
Otu000176,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
Otu000177,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
Otu000178,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000179,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA
Otu000180,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Gonostomum,NA
Otu000181,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
Otu000182,Eukaryota,Arthropoda,Maxillopoda,Harpacticoida,NA,NA,NA
Otu000183,Eukaryota,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Otu000184,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA
Otu000185,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,NA,NA
Otu000186,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000187,Eukaryota,Phragmoplastophyta,Embryophyta,NA,NA,NA,NA
Otu000188,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA
Otu000189,Eukaryota,Phragmoplastophyta,Embryophyta,Liliopsida,Poales_fa,NA,NA
Otu000190,Eukaryota,Chlorophyta_ph,Ulvophyceae,Ulotrichales,Ulotrichales_fa,Urospora,NA
Otu000191,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA
Otu000192,Eukaryota,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiales_fa,Erythrobasidiaceae,NA
Otu000193,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000194,Eukaryota,Chytridiomycota,Incertae_Sedis,Gromochytriales,Gromochytriaceae,NA,NA
Otu000195,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula,NA
Otu000196,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA
Otu000197,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,NA
Otu000198,Eukaryota,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Otu000199,Eukaryota,Ochrophyta,Chrysophyceae,NA,NA,NA,NA
Otu000200,Eukaryota,Phragmoplastophyta,Embryophyta,Asterales,Asterales_fa,Helianthus,NA
Otu000201,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Pseudouroleptus,NA
Otu000202,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,NA
Otu000203,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000204,Eukaryota,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Otu000205,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_fa,Polytoma,NA
Otu000206,Eukaryota,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Sistotrema,NA
Otu000207,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000208,Eukaryota,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinales_fa,Spumella,NA
Otu000209,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula,NA
Otu000210,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Carchesium,NA
Otu000211,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
Otu000212,Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae_or,Cercomonadidae_fa,Cercomonas,NA
Otu000213,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Neophaeosphaeria,NA
Otu000214,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Hemiophrys,NA
Otu000215,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000216,Eukaryota,Arthropoda,Maxillopoda,NA,NA,NA,NA
Otu000217,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000218,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA
Otu000219,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000220,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Telotrochidium,NA
Otu000221,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Otu000222,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000223,Eukaryota,Peronosporomycetes,Peronosporomycetes_cl,Peronosporomycetes_or,Peronosporomycetes_fa,NA,NA
Otu000224,Eukaryota,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,NA
Otu000225,Eukaryota,Phragmoplastophyta,Embryophyta,NA,NA,NA,NA
Otu000226,Eukaryota,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,NA
Otu000227,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma,NA
Otu000228,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,NA
Otu000229,Eukaryota,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,NA
Otu000230,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma,NA
Otu000231,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000232,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Cylindrotheca,NA
Otu000233,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,NA
Otu000234,Eukaryota,Cercozoa,Phytomyxea,Phytomyxea_or,Phytomyxea_fa,Plasmodiophora,NA
Otu000235,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000236,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula,NA
Otu000237,Eukaryota,Protalveolata,Perkinsidae,A31,NA,NA,NA
Otu000238,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA
Otu000239,Eukaryota,Phragmoplastophyta,Embryophyta,NA,NA,NA,NA
Otu000240,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000241,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000242,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
Otu000243,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
Otu000244,Eukaryota,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,NA
Otu000245,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
Otu000246,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Tetrahymena,NA
Otu000247,Eukaryota,Bicosoecida,NA,NA,NA,NA,NA
Otu000248,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Heterocephalacria,NA
Otu000249,Eukaryota,Peronosporomycetes,Peronosporomycetes_cl,Peronosporomycetes_or,Peronosporomycetes_fa,Pythium,NA
Otu000250,Eukaryota,Arthropoda,Ellipura,Collembola,NA,NA,NA
Otu000251,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
Otu000252,Eukaryota,Basidiomycota,Microbotryomycetes,Incertae_Sedis,Chrysozymaceae,NA,NA
Otu000253,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
Otu000254,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Pelagostrobilidium,NA
Otu000255,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
Otu000256,Eukaryota,Cercozoa,Cercomonadidae,Cercomonadidae_or,Cercomonadidae_fa,NA,NA
Otu000257,Eukaryota,Protalveolata,Perkinsidae,A31,NA,NA,NA
Otu000258,Eukaryota,Vertebrata,Actinopterygii,NA,NA,NA,NA
Otu000259,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000260,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000261,Eukaryota,Chlorophyta_ph,Trebouxiophyceae,Chlorellales,Chlorellales_fa,Chloroidium,NA
Otu000262,Eukaryota,Incertae_Sedis,NA,NA,NA,NA,NA
Otu000263,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Bistichella,NA
Otu000264,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000265,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,NA,NA,NA
Otu000266,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,NA
Otu000267,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Otu000268,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000269,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula,NA
Otu000270,Eukaryota,NA,NA,NA,NA,NA,NA
Otu000271,Eukaryota,NA,NA,NA,NA,NA,NA
