Group,Day 1,Day 2,Day 3,Day 4
Otu000001,0.66431464601461798,4.0266140934328867,13.651309847027244,13.010927162072425
Otu000002,1.9586542563762201,29.199327398971203,62.243756465393638,76.412024016142581
Otu000003,1.3960490538161003,5.6651318703137603,9.0892630586472869,4.553816581210568
Otu000004,0.20523964747072318,10.685704187969421,13.613588562771733,3.3795086464608084
Otu000005,2.4313657478390396,1.5179450030086628,0.041858011811008566,0.065332897311962901
Otu000006,14.557342201898111,4.7044922383118708,0.25359907386609509,0.6413468200934771
Otu000007,1.4130170137790634,3.2234391442343107,0.0035281368917113986,0.042085156021752564
Otu000008,0.0,0.0,0.0,0.0
Otu000009,0.0,0.0,0.0,0.033251364852534063
Otu000010,0.27572776178448705,1.0073661434457228,0.0,0.024711303386654174
Otu000011,0.0080486136263028685,8.6427107601639435,0.0018600964042498787,0.0
Otu000012,0.0,0.0,0.0,0.00029403030276300274
Otu000013,5.0949001884285048,0.31780259232812325,0.01618908855431439,0.10129054427440769
Otu000014,1.856984761652883,2.3283948990087406,0.012600488898969281,0.037319219454255488
Otu000015,1.5694289583075902,3.2879426170435138,0.0,0.034797939961954252
Otu000016,7.8757500214017293,1.4311038319192904,0.091745280225039694,0.053384740861570405
Otu000017,1.706125251809133,0.0,0.1756471025706525,0.013239669811430306
Otu000018,0.0,0.0,0.0,0.0
Otu000019,0.11637440820968552,0.26253198447981213,0.0045361760036289403,0.00474275870789387
Otu000020,0.0,0.0,0.010297799488971702,0.0
Otu000021,0.48010945011981959,2.4698942714984988,0.0,0.076309308087827418
Otu000022,0.0,0.072833211944646759,0.0,0.015323397839895206
Otu000023,0.0,0.0,0.0,0.0
Otu000024,7.0845588515019804,0.012325462645044284,0.0,0.049211419102861607
Otu000025,3.0729474065209526,0.052823411335904069,0.012600488898969281,0.0
Otu000026,0.0,2.5091120384554433,0.0,0.0
Otu000027,0.0,0.0,0.0,0.0
Otu000028,2.6923644338997748,1.6850657542161336,0.061677830770747843,0.064081396280305902
Otu000029,0.016097227252605737,0.0,0.0,0.0
Otu000030,15.445289548875204,0.0,0.0,0.00077328755471009448
Otu000031,0.0,0.0,0.0,0.0
Otu000032,0.0,0.0,0.0,0.0
Otu000033,2.1118721461187215,1.5722845428477392,0.0,0.0
Otu000034,0.0,0.0,0.0,0.0
Otu000035,0.0,0.4533212227209476,0.0,0.0
Otu000036,0.0,0.0,0.0,0.0
