Software Version,3.00.19,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\RW\C3\CC9_d2_a_td48.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\RW_chitinase_fluorescence.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,26/02/2018,,,,,,,,,,,,,
Time,13:53:19,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,Unknown,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Fluorescence Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,
,"    Excitation: 360/40,  Emission: 460/40",,,,,,,,,,,,,
,"    Optics: Top,  Gain: 55",,,,,,,,,,,,,
,"Light Source: Tungsten,  Standard Dynamic Range",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10",,,,,,,,,,,,,
,Read Height: 1 mm,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,41,4414,17157,29398,51224,59944,49,4569,15298,29266,48281,61117,"360/40,460/40"
,B,8,425,197,151,139,172,183,164,186,154,178,7,"360/40,460/40"
,C,7,155,205,112,146,136,122,135,137,145,159,11,"360/40,460/40"
,D,7,175,182,171,236,227,161,240,248,189,217,9,"360/40,460/40"
,E,11,7403,6558,11624,4433,6019,6828,8506,6735,6071,8403,9,"360/40,460/40"
,F,8,6498,7234,4452,6868,4720,5240,6689,7191,4115,6565,9,"360/40,460/40"
,G,8,12359,6053,6337,4351,6618,6009,5621,15413,8487,13755,10,"360/40,460/40"
,H,10,8,8,10,9,9,9,8,8,9,9,9,"360/40,460/40"
