Group,L0_G,L0_L,L0_R,L10_G,L10_L,L10_R,L11_G,L11_L,L11_R,L12_G,L12_L,L12_R,L13_G,L13_L,L13_R,L14_G,L14_L,L14_R,L16_G,L16_L,L16_R,L17_G,L17_L,L18_G,L18_L,L18_R,L19_G,L19_L,L19_R,L1_G,L1_L,L1_R,L20_G,L20_L,L20_R,L2_L,L2_R,L3_G,L3_L,L3_R,L4_G,L4_L,L5_L,L5_R,L6_G,L6_L,L6_R,L7_L,L8_G,L8_L,L8_R,L9_G,L9_L,L9_R,S16_G,S16_R,S17_G,S17_R,S18_G,S18_R,S19_G,S19_R,S20_1_G,S20_1_R,S20_2_G,S20_2_R,S20_3_G,S20_3_R,S20_4_G,S20_4_R
Otu000011,0.0,0.0,0.0,0.040575059327478548,0.0,0.034482758620689655,0.050162750686730088,0.0,0.033732317736670292,0.020887158431750208,0.0,0.053475935828877004,0.01779366697806934,0.0,0.20350877192982456,0.020107682925406,0.0,0.051724137931034482,0.014999999999999999,0.0,0.025922233300099701,0.017235095555950358,0.0,0.043558850787766452,0.0,0.034313725490196081,0.031730769230769229,0.0,0.0496031746031746,0.00028011204481792721,0.0,0.0,0.0083697153259684343,0.0,0.052788844621513946,0.0,0.0,0.086316928840613233,0.0,0.0,0.089576350977598154,0.0,0.0,0.0071111111111111115,0.00092764378478664194,0.021396396396396396,0.0,0.0,0.030549898167006109,0.0,0.042222222222222223,0.050441195585185707,0.0,0.038209606986899562,0.0,0.001937984496124031,0.0,0.026759167492566897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu000012,0.0,0.0,0.0,0.0,0.0,0.010011123470522803,0.0,0.0,0.020674646354733407,0.0,0.0,0.0,0.0,0.0,0.030409356725146199,0.0,0.0,0.023706896551724137,0.0,0.0,0.088733798604187439,0.0,0.0,0.00092678405931417981,0.0019588638589618022,0.26372549019607844,0.0,0.0,0.20734126984126985,0.0,0.0,0.0,0.0,0.0,0.15936254980079681,0.0,0.003524229074889868,0.0,0.0,0.0,0.00029577048210588586,0.0,0.00092936802973977691,0.0,0.0027829313543599257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39341085271317827,0.0,0.1159563924677899,0.0,0.091079812206572769,0.0,0.13701236917221693,0.0,0.0019138755980861245,0.0,0.060804490177736203,0.0,0.029411764705882353,0.0,0.054079696394686905
Otu000013,0.0,0.0,0.0,0.0098223142501799882,0.059732234809474767,0.0,0.0032062762559216459,0.17366946778711484,0.0,0.0,0.032786885245901641,0.013903743315508022,0.0038636966469493862,0.067079961317249442,0.0035087719298245615,0.0071656771582013215,0.017671517671517672,0.0010775862068965517,0.001,0.046812749003984064,0.0,0.0092677850815969139,0.043522267206477734,0.012048192771084338,0.068560235063663072,0.0,0.0057692307692307696,0.012845849802371542,0.00099206349206349201,0.011678390364410226,0.0,0.027722772277227723,0.0041782594356451217,0.031853281853281852,0.00099601593625498006,0.0076408787010506206,0.0052863436123348016,0.010535557506584723,0.015549076773566569,0.0,0.0022470908766837267,0.042074363992172209,0.052973977695167283,0.0,0.0,0.015765765765765764,0.009765625,0.0030211480362537764,0.0,0.064420218037661056,0.0022222222222222222,0.0050753559717341065,0.2265625,0.0032751091703056767,0.011097694222377363,0.0,0.042482701954100838,0.0,0.022983615727335982,0.0018779342723004694,0.01980790667734288,0.0,0.0052173443213847986,0.0,0.013373494088696329,0.0,0.017818727624116844,0.0,0.034527206344221101,0.00094876660341555979
Otu000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001008096241212152,0.0,0.010194624652455977,0.0,0.0019607843137254902,0.0057692307692307696,0.0,0.003968253968253968,0.00040016006402561022,0.0,0.0,0.0019324678963654723,0.0,0.0019920318725099601,0.0,0.0,0.001792772176492775,0.00097181729834791054,0.0,0.00094339622641509424,0.00097847358121330719,0.0083643122676579917,0.0035555555555555557,0.00092764378478664194,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062189783666471354,0.025193798449612403,0.035595515568241309,0.002973240832507433,0.13422925941253797,0.024413145539906103,0.14758686197855339,0.010466222645099905,0.011995866829750257,0.0,0.008737893599390258,0.0028063610851262861,0.040033671026857065,0.0028462998102466793,0.084325285280569526,0.0056925996204933585
Otu000015,0.014942140081980249,0.022403258655804479,0.030991735537190084,0.0213142750329634,0.021627188465499485,0.03114571746384872,0.013028619075227657,0.014005602240896359,0.02720348204570185,0.0092894137788800228,0.02151639344262295,0.032085561497326207,0.008828002670841939,0.019808622181503536,0.0093567251461988306,0.019493679442550055,0.02390852390852391,0.028017241379310345,0.017000000000000001,0.0069721115537848604,0.0089730807577268201,0.012617446257709195,0.013157894736842105,0.014828544949026877,0.013712047012732615,0.0088235294117647058,0.022115384615384617,0.024703557312252964,0.010912698412698412,0.022274254054238773,0.0082474226804123713,0.013861386138613862,0.032831476732122507,0.026061776061776062,0.023904382470119521,0.00095510983763132757,0.0061674008810572688,0.010535557506584723,0.021379980563654033,0.0,0.019335839937898818,0.015655577299412915,0.0083643122676579917,0.019555555555555555,0.025046382189239332,0.021396396396396396,0.0078125,0.03726082578046324,0.012219959266802444,0.018830525272547076,0.02,0.020341393290427858,0.0066964285714285711,0.024017467248908297,0.0062392020210036954,0.018410852713178296,0.0066917443572503182,0.018830525272547076,0.0042922121637738661,0.0084507042253521118,0.0016495140753300991,0.0085632730732635581,0.0026025132182870385,0.0038277511961722489,0.0072197992006108489,0.01216089803554724,0.0013244310503240919,0.0037950664136622392,0.0013288709170854271,0.011385199240986717
Otu000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018535681186283596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042400659887678875,0.0038610038610038611,0.0019920318725099601,0.0,0.0,0.0013537906137184115,0.0,0.0,0.0,0.0,0.0027881040892193307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012211635581370459,0.0,0.0094254347578507595,0.0019821605550049554,0.00064724919093851134,0.10046948356807511,0.0003297065611605671,0.00095147478591817321,0.0013227513227513227,0.0019138755980861245,0.0,0.0037418147801683817,0.0,0.00094876660341555979,0.00032552083333333332,0.0047438330170777986
Otu000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001762114537444934,0.0,0.0,0.5805555555555556,0.00029577048210588586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064459768567933862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085388994307400382,0.0,0.0
Otu000018,0.00038008361839604712,0.0,0.0,0.0010727254451103824,0.0,0.0011123470522803114,0.0025906050674263221,0.014939309056956116,0.0,0.0032459015261734519,0.0,0.0,0.0032825374706623007,0.0091021530004580849,0.0,0.0017936067510211796,0.0010395010395010396,0.0010775862068965517,0.0089999999999999993,0.0049800796812749003,0.0029910269192422734,0.004552676328011979,0.0,0.018535681186283594,0.014691478942213516,0.0019607843137254902,0.010576923076923078,0.0029644268774703555,0.003968253968253968,0.0093434251570233221,0.0010309278350515464,0.01782178217821782,0.0019361733670297243,0.0038610038610038611,0.0019920318725099601,0.0,0.0,0.00443894352827073,0.00097181729834791054,0.0,0.003984055054203765,0.0029354207436399216,0.0074349442379182153,0.0,0.0018552875695732839,0.0011261261261261261,0.01953125,0.0010070493454179255,0.0,0.00099108027750247768,0.0,0.0010091336807400194,0.0066964285714285711,0.0010917030567685589,0.0032528159062647048,0.003875968992248062,0.0060787370320373223,0.017839444995044598,0.010106252539133607,0.020657276995305163,0.020123875465121756,0.026641294005708849,0.010054482933595043,0.02583732057416268,0.011818847417938318,0.080449017773620207,0.012536066345688482,0.024667931688804556,0.027168184673366836,0.076850094876660335
Otu000019,0.0,0.0,0.0010330578512396695,0.018837695638978514,0.0,0.0,0.055976301370162372,0.0,0.0,0.086346244453533949,0.0,0.0,0.044292285336298719,0.0,0.0,0.050983180801090766,0.0,0.0,0.049000000000000002,0.0,0.0,0.087476459988325178,0.0,0.00092678405931417981,0.0,0.0,0.0,0.0,0.0,0.0011983856903643,0.0,0.0079207920792079209,0.0,0.0,0.0,0.0,0.13744493392070484,0.0013537906137184115,0.0,0.0,0.024831915675205197,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.040733197556008148,0.0,0.0,0.04815657229403511,0.0,0.0,0.0048691120322187772,0.0,0.00064525288265477254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu000020,0.00038008361839604712,0.0,0.0010330578512396695,0.0042927975807263586,0.0,0.0011123470522803114,0.022595096726811693,0.0,0.001088139281828074,0.010211883201046558,0.0,0.0,0.0017439498739615044,0.0,0.0,0.003139331580886555,0.0,0.0,0.059999999999999998,0.0,0.0029910269192422734,0.049494682876069132,0.0,0.0064874884151992582,0.0,0.0,0.072115384615384609,0.0,0.001984126984126984,0.016651692816704276,0.0,0.0029702970297029703,0.014169004222876022,0.0,0.00099601593625498006,0.0,0.0044052863436123352,0.031060322722763333,0.0,0.0,0.0099655323797508636,0.0,0.0,0.0035555555555555557,0.0027829313543599257,0.0045045045045045045,0.0,0.0,0.074338085539714868,0.0,0.0,0.035623826523251599,0.0,0.0010917030567685589,0.0099212529609802556,0.0,0.0049188590191243898,0.00099108027750247768,0.021458114859953015,0.0018779342723004694,0.02078917620460647,0.0,0.00097362772138804936,0.0,0.0033595519426497552,0.0,0.021495719562517002,0.00094876660341555979,0.019227871126465661,0.0
Otu000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu000022,0.011933819690866833,0.0,0.0082644628099173556,0.0076648035793152195,0.0,0.011123470522803115,0.015813651951175223,0.0,0.0087051142546245922,0.019057320817433894,0.0,0.0021390374331550803,0.010462016918754443,0.0,0.0011695906432748538,0.0075290818275546212,0.0,0.0032327586206896551,0.010999999999999999,0.0,0.0039880358923230306,0.018503591279409152,0.0,0.019462465245597776,0.0,0.0019607843137254902,0.010576923076923078,0.0,0.0059523809523809521,0.0026509042551823305,0.0010309278350515464,0.0,0.014838491728696579,0.0,0.0029880478087649402,0.0,0.0,0.0061825878042364099,0.0,0.0,0.0089892367424795703,0.0,0.0,0.0035555555555555557,0.014842300556586271,0.0067567567567567571,0.0,0.0,0.014256619144602852,0.0,0.014444444444444444,0.0080945966967287709,0.0,0.0032751091703056767,0.011681959614098241,0.0048449612403100775,0.0073751655644636654,0.0089197224975222991,0.0054332707955287171,0.014084507042253521,0.0019782393669634025,0.017126546146527116,0.0,0.0,0.0003138731952291274,0.0093545369504209538,0.0033036963839152569,0.023719165085388995,0.0046499293341708547,0.026565464895635674
Otu000023,0.0,0.0010183299389002036,0.0010330578512396695,0.0,0.0,0.0077864293659621799,0.0,0.0,0.0097932535364526653,0.0,0.0,0.020320855614973262,0.0,0.0,0.15204678362573099,0.0,0.0,0.0096982758620689658,0.0,0.0,0.034895314057826518,0.0,0.0,0.0,0.0,0.028431372549019607,0.0,0.0,0.013888888888888888,0.0,0.003092783505154639,0.0049504950495049506,0.0,0.0,0.056772908366533863,0.0,0.0026431718061674008,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.00092764378478664194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021834061135371178,0.0,0.02616279069767442,0.0,0.14469772051536176,0.0,0.048826291079812206,0.0,0.12369172216936251,0.0,0.00095693779904306223,0.0,0.0084190832553788595,0.0,0.011385199240986717,0.0,0.084440227703984821
Otu000024,0.0,0.0,0.0,0.00034867503486750347,0.0020597322348094747,0.0,0.00033400133600534399,0.0018674136321195146,0.0,0.00046554934823091247,0.0,0.0,0.001059873386493941,0.0015518908739247722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052029136316337154,0.0010121457489878543,0.0018535681186283596,0.0019588638589618022,0.0,0.00096153846153846159,0.0029644268774703555,0.00099206349206349201,0.0031191539976872288,0.0,0.00099009900990099011,0.0,0.0,0.0,0.00095510983763132757,0.001762114537444934,0.0,0.0,0.0,0.0015391587714519738,0.00097847358121330719,0.00092936802973977691,0.012444444444444444,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.00032425421530479895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu000025,0.0,0.0,0.0,0.00071578223016853135,0.0,0.0011123470522803114,0.00031655587211142766,0.0,0.0032644178454842221,0.0027825094965163617,0.0,0.0021390374331550803,0.0,0.0,0.0,0.00034153005464480874,0.0,0.0010775862068965517,0.0,0.0,0.0,0.0025039973604730845,0.0,0.0,0.0,0.00098039215686274508,0.00096153846153846159,0.0,0.00099206349206349201,0.0,0.0,0.0,0.0093452454232908436,0.0,0.00099601593625498006,0.0,0.0,0.0,0.0,0.0,0.00033738191632928474,0.0,0.0,0.0,0.0,0.0011261261261261261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013100436681222707,0.0098499621670654642,0.0077519379844961239,0.0042706447529112191,0.0,0.0042700208941562076,0.0037558685446009389,0.0036326597899298194,0.0,0.012969412438057028,0.17990430622009571,0.0075321204230369846,0.014967259120673527,0.0043020008150092808,0.029411764705882353,0.0046376544179229477,0.0018975332068311196
Otu000026,0.00038491147036181676,0.0030549898167006109,0.0,0.00034867503486750347,0.0,0.0,0.0035577181476545215,0.0018674136321195146,0.0,0.0013966480446927375,0.0020491803278688526,0.0010695187165775401,0.0,0.0031735124955463941,0.0,0.0,0.0010395010395010396,0.0010775862068965517,0.0,0.0049800796812749003,0.0029910269192422734,0.0,0.0050607287449392713,0.0,0.00097943192948090111,0.0039215686274509803,0.0,0.038537549407114624,0.002976190476190476,0.0017845889503643516,0.0,0.0,0.0,0.00096525096525096527,0.0019920318725099601,0.0,0.001762114537444934,0.0021949078138718174,0.0,0.0,0.0041278531452900932,0.0,0.0,0.00088888888888888893,0.0027829313543599257,0.0,0.0078125,0.012084592145015106,0.0,0.0,0.0,0.011939639077901562,0.0011160714285714285,0.0010917030567685589,0.0,0.029069767441860465,0.0,0.0039643211100099107,0.0,0.011267605633802818,0.0,0.018078020932445291,0.0,0.068899521531100474,0.0,0.11506080449017773,0.0,0.091081593927893736,0.0,0.027514231499051234
Otu000027,0.0,0.0,0.0,0.00069735006973500695,0.0,0.0,0.0025615309303252567,0.0,0.0,0.0018621973929236499,0.0,0.0,0.0010909640468595673,0.0,0.0,0.0017936067510211796,0.0,0.0,0.0089999999999999993,0.0,0.0,0.0015283876043755236,0.0,0.0037071362372567192,0.0,0.0019607843137254902,0.004807692307692308,0.0,0.00099206349206349201,0.0,0.0,0.0,0.0022514471627131595,0.0,0.00099601593625498006,0.0,0.0,0.0,0.00097181729834791054,0.0,0.00033738191632928474,0.0,0.00092936802973977691,0.0,0.0,0.0011261261261261261,0.001953125,0.0,0.0,0.0,0.0,0.0033368114735078517,0.0,0.0,0.0052376761028609499,0.00096899224806201549,0.0075159933284643689,0.0,0.0074210677178971896,0.00093896713615023472,0.015181220856295039,0.00095147478591817321,0.035313578490739274,0.016267942583732056,0.021361258087496986,0.01028999064546305,0.016864533112210173,0.0018975332068311196,0.014599717336683417,0.00094876660341555979
Otu000028,0.0,0.0,0.0,0.0067684913453811028,0.0,0.0011123470522803114,0.0022507869407342109,0.0065359477124183009,0.001088139281828074,0.0041899441340782122,0.0010245901639344263,0.0,0.0017846858644107292,0.0034351300452995365,0.0011695906432748538,0.0028181969149556059,0.0010395010395010396,0.0043103448275862068,0.0030000000000000001,0.0,0.0019940179461615153,0.00097560975609756097,0.0010121457489878543,0.0027803521779425394,0.00097943192948090111,0.0019607843137254902,0.0028846153846153848,0.00098814229249011851,0.0,0.0,0.0,0.0,0.00096623394818273615,0.0057915057915057912,0.0019920318725099601,0.0,0.0,0.0017804902013610012,0.00097181729834791054,0.0,0.0025096930862164289,0.0,0.0018587360594795538,0.0,0.0018552875695732839,0.0033783783783783786,0.0009765625,0.0,0.0010183299389002036,0.0,0.0,0.0020249508282716507,0.0,0.0010917030567685589,0.0032936018840890452,0.00096899224806201549,0.003622430486698048,0.0,0.001004994095993065,0.0,0.0,0.00095147478591817321,0.0,0.00095693779904306223,0.0003138731952291274,0.0,0.0,0.0,0.0,0.0
