Group,L0_G,L0_L,L0_R,L10_G,L10_L,L10_R,L11_G,L11_L,L11_R,L12_G,L12_L,L12_R,L13_G,L13_L,L13_R,L14_G,L14_L,L14_R,L16_G,L16_L,L16_R,L17_G,L17_L,L18_G,L18_L,L18_R,L19_G,L19_L,L19_R,L1_G,L1_L,L1_R,L20_G,L20_L,L20_R,L2_L,L2_R,L3_G,L3_L,L3_R,L4_G,L4_L,L5_L,L5_R,L6_G,L6_L,L6_R,L7_L,L8_G,L8_L,L8_R,L9_G,L9_L,L9_R,S16_G,S16_R,S17_G,S17_R,S18_G,S18_R,S19_G,S19_R,S20_1_G,S20_1_R,S20_2_G,S20_2_R,S20_3_G,S20_3_R,S20_4_G,S20_4_R
Donghicola,23.119973044729424,32.48472505091651,42.97520661157026,30.779750544786577,24.20185375901133,42.936596218020014,19.621359516516257,18.76750700280112,38.62894450489661,13.978734016426685,21.82377049180328,43.31550802139039,13.842868384855404,20.2671654705553,10.643274853801167,30.423725060412732,27.546777546777545,40.40948275862069,24.6,13.247011952191235,11.864406779661019,18.857846247557166,15.182186234817818,25.393883225208526,17.14005876591577,12.156862745098037,30.961538461538456,32.70750988142292,14.78174603174603,17.163559638731527,18.24742268041237,18.21782178217822,47.94814368194618,35.61776061776062,27.78884462151394,3.151862464183381,9.07488986784141,2.9488626098642485,26.239067055393583,0.0,30.349595694109553,17.90606653620352,13.940520446096654,26.48888888888889,38.868274582560296,33.8963963963964,9.9609375,42.497482376636455,13.747454175152745,19.821605550049554,31.77777777777778,30.13300254949552,7.589285714285715,35.04366812227074,8.464132074101792,25.872093023255815,10.803266886163785,22.993062438057482,3.709195615575675,13.427230046948354,2.639124393575432,14.652711703139865,4.020627075421968,6.889952153110047,2.2377093251555467,19.363891487371372,1.156620803275769,6.7362428842504745,1.8225096838358459,17.836812144212523
Bacteria_unclassified,25.790212419659404,3.462321792260692,13.533057851239663,14.813813869165642,0.0,10.344827586206891,26.34738612415008,0.09337068160597572,16.32208922742112,31.37668853324773,0.0,7.165775401069517,18.899176234458825,0.1952969919071614,9.824561403508762,16.907124672850614,0.2079002079002079,8.836206896551724,17.700000000000003,0.199203187250996,6.779661016949155,28.92596634603184,0.10121457489878542,33.92029657089898,0.0979431929480901,3.9215686274509802,14.326923076923073,0.0,6.646825396825394,7.337638452993689,7.422680412371137,3.465346534653467,22.44731138449621,0.0,6.872509960159362,1.1461318051575933,0.881057268722467,11.958444135238015,0.0,0.0,6.415784907553706,0.4892367906066536,0.5576208178438662,2.666666666666667,24.11873840445269,13.963963963963955,0.1953125,0.0,29.124236252545842,0.09910802775024777,22.11111111111111,14.305896885027055,0.8928571428571427,8.733624454148476,19.70970045634105,6.78294573643411,12.963332369792543,12.685827552031714,9.190758120307484,23.098591549295776,3.4297332516917094,27.30732635585157,0.1616567612088268,1.8181818181818181,0.7991595601354153,16.744621141253507,5.223137468904556,39.4686907020873,9.544537793132326,42.220113851992416
Cellvibrionaceae_unclassified,0.0,0.10183299389002036,0.10330578512396695,0.8452418650933021,0.10298661174047373,0.3337041156840934,0.2578976394219173,0.5602240896358543,0.3264417845484222,1.9494825024205114,0.0,0.32085561497326204,0.07130124777183601,0.20924314144653128,0.0,0.18023565969045757,0.0,0.0,2.7,0.0,0.09970089730807577,0.6861754777797519,0.20242914979757085,0.6487488415199258,1.4691478942213516,0.09803921568627451,0.576923076923077,0.2964426877470355,0.0,0.145251856481803,0.0,0.09900990099009901,0.7728051322608808,0.19305019305019305,0.099601593625498,0.0,0.0881057268722467,0.18050541516245489,0.0,0.0,0.925760027451911,0.0,0.929368029739777,0.17777777777777778,0.0,1.0135135135135136,13.4765625,0.0,0.20366598778004072,0.19821605550049554,0.0,0.3393232908708311,0.6696428571428572,0.6550218340611353,11.778634950769835,0.9689922480620154,18.515031069175905,0.0,5.864542566803334,0.7511737089201878,11.222485202455529,0.09514747859181732,20.55758099925885,0.0,32.923190146497966,0.0,20.733105491261586,0.18975332068311196,10.729080297319934,0.0
Thalassotalea,0.0,0.0,0.0,0.1788507675278914,0.10298661174047373,0.11123470522803114,0.1916785604728867,0.3734827264239029,0.3264417845484222,0.9298043053175313,0.10245901639344263,0.21390374331550802,0.0,0.847457627118644,0.0,0.06830601092896176,0.2079002079002079,0.10775862068965517,0.1,2.290836653386454,0.0,0.5495799598994949,0.30364372469635625,0.09267840593141798,0.0979431929480901,0.09803921568627451,0.09615384615384616,0.0,0.0992063492063492,0.6988764284409815,0.0,0.891089108910891,1.2881905800534426,0.09652509652509653,0.099601593625498,0.0,0.4405286343612335,0.0,0.0,0.0,1.1073230227350146,0.0,0.37174721189591076,0.0,0.0927643784786642,0.22522522522522523,0.29296875,0.0,0.10183299389002036,0.0,0.0,0.03242542153047989,0.11160714285714285,1.746724890829694,8.385827297839837,1.550387596899225,3.634770049170297,0.0,7.447369755083838,1.0328638497652582,9.437555932363052,1.0466222645099905,34.79103455278604,35.02392344497608,28.811797849193315,8.044901777362021,18.260760908396673,7.969639468690702,6.263230213567839,2.5616698292220113
Crocinitomix,0.0,0.0,0.0,0.5150349693508597,0.0,0.0,0.5152131089585195,0.0,0.0,0.8364787038139667,0.0,0.0,1.6107218110375447,0.0,0.0,1.2508665085826407,0.0,0.0,0.8,0.099601593625498,0.0,0.7056673688485063,0.10121457489878542,0.6487488415199258,0.6856023506366308,0.0,0.19230769230769232,0.0,0.0,0.48019207683073234,0.0,0.0,0.6756226695950649,1.2548262548262548,0.0,0.0,0.0,0.0,0.0,0.0,14.76207873125105,0.0,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.20366598778004072,0.0,0.0,0.10306609315486367,0.0,0.0,18.085645275995134,0.0,8.450379023664993,0.0,15.897948538757783,2.2535211267605635,13.527487321997707,0.0,1.9889631678286421,0.09569377990430622,2.5975741320553003,0.0,11.549631989442021,0.0,9.266895676298155,0.0
Terasakiella,8.032143070009901,0.10183299389002036,2.9958677685950414,7.772536927837098,0.10298661174047373,0.0,0.8474708802077489,0.09337068160597572,0.0,0.6030568341263637,0.0,0.0,20.128456514680686,0.1952969919071614,0.0,6.472733374265919,0.0,0.0,2.5,0.398406374501992,0.0,2.7674424506992206,7.28744939271255,1.9462465245597778,0.0,0.0,0.6730769230769231,0.1976284584980237,0.0,8.198820391333761,0.10309278350515465,0.49504950495049505,0.12908038930058455,0.0,0.0,0.0,0.0,3.258606098832658,0.0,0.0,2.2574304171755553,0.19569471624266144,0.09293680297397769,0.17777777777777778,0.0,14.41441441441441,0.0,1.2084592145015105,1.731160896130346,0.0,0.0,0.338950314278426,0.0,0.0,8.938951150314422,0.0,16.915820801174135,0.0,14.789449169032236,1.971830985915493,17.755581461071074,0.0,7.540898828166247,0.09569377990430622,9.493403408565392,0.28063610851262866,11.371403334546013,0.0,16.287252669597986,0.0
Rhodovulum,0.03849114703618168,0.10183299389002036,0.10330578512396695,0.0,28.733264675592178,0.0,0.0,7.656395891690009,0.0,0.0,36.065573770491795,0.0,0.0,2.6538911793149085,0.0,0.0,12.266112266112266,0.0,0.0,0.8964143426294819,0.09970089730807577,0.0,22.570850202429156,0.0,5.484818805093046,0.0,0.0,15.118577075098813,0.0,0.08663153048179786,14.74226804123711,0.0,0.0,1.5444015444015444,0.0,65.42502387774596,0.1762114537444934,0.2707581227436823,54.22740524781342,0.0,0.11830819284235435,52.73972602739724,26.6728624535316,0.0,0.0,0.0,5.46875,22.45720040281974,0.0,28.44400396432112,0.0,0.0,11.049107142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridiales_unclassified,0.14598410615763222,0.9164969450101833,0.0,2.956305428979751,0.0,5.116796440489433,8.070736707442745,0.0,1.8498367791077255,3.4381617574725203,0.0,4.705882352941177,1.1722943242279433,0.0,3.1578947368421053,0.25262074836219117,0.0,10.021551724137929,0.8,0.0,22.93120638085743,0.25689703307022665,0.0,0.6487488415199258,0.0,26.17647058823529,0.9615384615384616,0.0,18.551587301587297,2.97966385819709,0.2061855670103093,0.19801980198019803,0.5802994367571838,0.0,10.258964143426294,0.0,1.4096916299559472,1.381722202324542,0.0,0.0,1.7467742411767777,0.0,0.0,1.1555555555555554,1.0204081632653061,0.6756756756756757,0.0,0.0,8.655804480651733,0.0,0.1111111111111111,14.94921936697257,0.0,8.187772925764191,0.6505293143418189,0.29069767441860467,0.38896143303551234,0.39643211100099107,0.19873802197890664,0.6572769953051643,0.5282173865259918,0.8563273073263558,0.0,0.09569377990430622,0.032237266279819474,0.0,0.4288918058792104,0.18975332068311196,5.801252355527637,0.6641366223908919
Marinobacter,0.0,0.0,0.0,0.9254349090395022,0.0,0.11123470522803114,0.5128873743170895,0.6535947712418301,0.1088139281828074,0.8379888268156425,0.10245901639344263,0.0,0.3925877967680638,0.8614037766580139,0.11695906432748539,0.7068075137573724,0.10395010395010396,0.5387931034482759,6.000000000000001,0.29880478087649404,0.19940179461615154,0.8585061292860587,0.20242914979757085,1.4828544949026876,0.3917727717923604,0.39215686274509803,2.1153846153846154,0.1976284584980237,0.0992063492063492,0.04001600640256102,0.0,0.0,0.7716869965657963,1.8339768339768339,0.29880478087649404,0.0,0.0,0.17804902013610013,0.1943634596695821,0.0,0.31428454846515996,0.0,0.2788104089219331,0.0,0.1855287569573284,0.7882882882882883,0.9765625,0.0,0.10183299389002036,0.0,0.0,0.5686016517084301,0.0,0.10917030567685589,2.168512319983839,0.1937984496124031,2.4610746607418936,0.0,1.449590286812806,0.09389671361502347,2.244555916662742,0.19029495718363465,4.568047771050927,1.7224880382775118,2.7933482788857287,1.028999064546305,2.3485008636257856,0.18975332068311196,2.023123429648241,0.09487666034155598
Cloacimonetes_unclassified,8.057965591986488,5.295315682281061,3.0991735537190084,6.254256210019024,0.0,5.561735261401558,7.238057629620899,0.0,4.570184983677912,3.5752377796532064,0.0,7.058823529411764,3.1301768429859744,0.0,27.719298245614066,3.3504841233655243,0.0,9.91379310344827,2.6,0.0,10.767696909272187,3.508794193040786,0.0,5.4680259499536605,0.0,5.784313725490195,5.096153846153846,0.0,8.829365079365076,0.6792248579872721,10.824742268041234,4.455445544554456,4.731776984840931,0.0,8.665338645418325,0.19102196752626552,1.1453744493392073,14.889200736601557,0.0,0.0,11.922776995405245,0.0,0.0,1.6,0.1855287569573284,2.815315315315315,0.0,0.0,5.600814663951121,0.0,6.222222222222222,7.929358758987492,0.0,6.331877729257643,0.03171582619727244,0.6782945736434108,0.0,9.316154608523291,0.0,0.18779342723004694,0.0,0.47573739295908657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3282732447817838
