Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0005,0,0,0,0,0.272956327,0.631632137,0.312544396,0,0.316725545,0.664665523,0.519700907,0,0.947731189,0.652646846,0,1.294851794,0.050241158,2.691326531,0,0.831333562,0.722267648,1.211744602,0,0.795297372,0,1.144310235,0.691935112,0.661121774,0.029129042,0.639976903,0,0,0.230532787,0,0,0.469609553,0.847383594,0.640238846,0.013883104,0,0,0,23.40204039,13.0017452,7.26123463,0,0,0.011325028,0.180072029,0,0.200485386,0.048477797,0.027132133,0,16.01221035,17.3925696,0,0,9.497948347,15.47429892,0,19.47004608,19.48087432,6.758501937,2.142304052,13.85526316,15.71009935,9.305423406,0.008882572,2.409180847,2.335614883,1.026290506,0.088873841,3.791821561,2.904374829,1.249117232,0,20.16080228,9.773738872,6.010592437,0,13.01061896,5.95623987,7.416628942,0.033014196,18.70636843
ASV0011,0,0,0,0,0.00699888,0,0,0.027727714,0,0,0,0,0,0,0.036670334,0,0,0,0.017844397,0,0,0,0.049209139,0.080682342,0.114476012,0.063572791,0.069193511,0.106632544,0,0.945529785,0.12143858,0,0.503756831,0.313277435,0.045392646,0.194552529,0.200926007,0.23884558,0.222129668,0,0.299760192,0,0.252818179,0,0.009434259,0.414250207,0.050352467,0.124575311,0.06002401,0.019780437,0,0,0,0.020603688,0.402386569,0.737219905,2.151730257,5.218027816,0.651701665,3.743216194,0.639326368,3.499423963,12.63661202,25.20447697,2.120794975,12.32894737,10.04931742,19.40374247,0.888257239,0.780371983,1.278100367,1.026290506,0.05501714,1.040892193,0.657594301,1.059322034,0.358637179,4.167026887,6.008902077,1.650449563,0.225522171,6.62010906,13.13816856,3.146220009,0.519973589,0.629244432
ASV0013,0,0.036873156,0,0.197579649,0.853863382,3.423446185,0.781360989,0,3.8616153,9.739493997,2.699262873,0,6.806433084,10.91370558,0,1.747269891,4.471463023,6.951530612,0,8.330476517,3.70673208,3.448811558,0,4.668049793,0,0.063572791,7.726608749,9.159735551,0.291290417,0.050524492,0,0.062227754,0,0,0.817067635,0,0,0,0,20.49405306,0,0,2.382439547,2.617801047,2.333406711,0,0,0,4.681872749,0,5.518624037,6.534807058,2.360495614,0,0.263632579,0.339509167,0,0,0.10258267,0.05365139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719475709
ASV0016,0.029620853,0.036873156,0.030921459,0.098789825,0,0,0,0.9011507,0,0,0,0.99989797,0,0,2.420242024,0,0,0,15.16773733,0,0,0,1.033391916,0,3.538349464,0,0,0,0,0,2.933208781,0,0,1.409748457,0.635497049,0,0,0,5.63654033,0.365965233,0,0,0,0,0,0.497100249,0.115091354,0,0,0,0,0,0,0.236942413,0,0,2.528837622,0,0,0,14.57975986,0,0,0,4.727695087,0,0,0,12.32012791,0,0,0,0.114266368,0,0,0,0.836820084,0,0,0,1.14148914,0,0,0,8.331957742,0
ASV0018,0,0,0,0,0.601903695,0.656897423,1.037079131,0,0.109635766,0.278730703,0.625762316,0,0.229753016,0,0.036670334,0.686427457,0.612942122,0.510204082,0,0.359958862,1.526301445,0.901040858,0,1.071922545,0,1.907183725,0.207580534,1.354233312,0.87387125,0.909440862,0,0.995644057,0.461065574,0,0,0.456192137,0.349436534,0.374854868,0,0,1.738609113,0,0.356919782,0.17452007,1.292493475,0,0,0.011325028,0.06002401,0.009890219,0.390418909,0.649602482,0.289409424,0,0.360760372,1.0185275,0,6.734288403,2.118030413,2.37304224,0,1.353686636,2.896174863,1.592767972,0.17637443,1.723684211,1.2936888,2.067871868,0.026647717,0.599920855,0.470366886,0.275133199,0,2.527881041,2.402045849,0.847457627,0,2.429324803,1.307492582,1.046926961,0,2.190758634,4.477309562,1.999396409,0,1.248990834
ASV0030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007029877,0.011526049,0.02081382,0.063572791,0.053817175,0.021326509,0,0.185256472,0.037365717,0,0.145150273,0.046070211,0,0.013417416,0.017471827,0.023221098,0.055532417,0,0.119904077,0,0.05948663,0.087260035,0,0,0.014386419,0,0.06002401,0,0,0,0,0,0.145691689,0.164904452,0.347530316,1.484889679,0.150856867,0.895565506,0.109153282,0.748847926,3.183060109,5.832974602,0.524821475,2.710526316,2.172825388,4.827148747,0.18653402,0.21527503,0.301683589,0.227094069,0.021160438,0.074349442,0.118732304,0.242761299,0.035863718,1.089305784,1.428041543,0.455721148,0.058982722,1.454128002,3.504862237,0.724309642,0.160944206,0.121099872
ASV0044,0.088862559,0.368731563,0.092764378,0.148184737,1.17581187,0.770591208,0.653501918,0.097046998,2.095261299,2.438893654,2.625019887,0.051015203,1.464675474,2.755620015,0.018335167,0.265210608,0.53255627,1.428571429,0,0.539938293,0.272553829,0.062140749,0,0.092208391,0.041627641,0,0.115322519,0.383877159,0,0.115484554,0.186828585,0,0.008538251,0.138210633,0.363141171,0.013417416,0.017471827,0.036490297,0.569207275,0.731930467,0,0,0,0,0.012579012,0,1.043015393,0.011325028,0.480192077,0.039560874,0.960219479,0.814426992,0.370805824,0.030905532,0.548078257,0.368609952,0.022182786,0.365993935,0.126719768,0.072223025,0.046779978,0.028801843,0,0,0.098941753,0,0,0,0,0,0,0,0,0,0,0,0,0.008645284,0,0,0.194296024,0,0,0,0.243479696,0.270693831
ASV0053,0,0,0,0,0.356942889,0.404244568,0.468816593,0.346596423,0.450724814,0.814751286,0.477276343,0.326497296,0.919012062,2.066715011,0.073340667,0.046801872,0.020096463,0.522959184,0.62455389,0.222831676,0.327064595,0.434985242,0.281195079,0.461041955,0.218545114,0,0.415161067,0.831733845,0,0.880569724,0.252218589,0,0.170765027,0.138210633,0.226963232,0.489735677,0.742552634,0.766296235,0.09718173,3.202195791,0,0,0.312304809,0.436300175,0.452844429,0.57995029,0.841605524,0,0.780312125,0.34615765,0.590904295,1.085902657,0.62403907,0.391470073,0,0.009700262,0.029577048,0,0,0,0.015593326,0,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0057,0,0,0,0,0.265957447,0.176856998,0.227305015,0,0.024363503,0.06432247,0.095455269,0,0.143595635,0,0,0.280811232,0.070337621,0.114795918,0,0.111415838,0.327064595,0.27963337,0,0.276625173,0,0.381436745,0.046129007,0.309234378,0.203903292,0.216533539,0,0.062227754,0.119535519,0,0,0.181135113,0.10483096,0.082932493,0,0,0.539568345,0,0.104101603,0,0.223277462,0,0,0.011325028,0.06002401,0,0.084414899,0.16482451,0.018088089,0,0.090190093,0.291007857,0,1.735856949,0.555153271,0.555085533,0,0.360023041,0.778688525,0.473525613,0.043018154,0.407894737,0.25730827,0.431335236,0,0.166204986,0.103805106,0.052406324,0,0.743494424,0.602794776,0.203036723,0,0.579234028,0.176186944,0.246335756,0,0.650530948,1.205429498,0.497962879,0,0.296813411
ASV0063,0,0.036873156,0.061842919,0.049394912,0,0,0,0.18023014,0,0,0.00530307,0.214263851,0,0,0.146681335,0,0,0,0.089221984,0,0,0,0.309314587,0,0.052034551,0.190718373,0,0,0.058258083,0,0.084072863,0,0,0.092140422,0,0,0,0,0.013883104,0,0,0,0.142767913,0.087260035,0.040881789,0.248550124,0.762480219,0,0,0.029670656,0,0,0,0.05150922,0,0,0.695060633,0,0,0,1.590519258,0,0,0,1.320657317,0,0,0,0.85272695,0,0,0,0.097338017,0,0,0,0.848774656,0,0,0,0.5794185,0,0,0,2.418289865,0
ASV0078,0,0,0,0.024697456,0.258958567,0.113693785,0.198891888,0,0.267998538,0.51457976,0.270456594,0,0.057438254,0,0,0.171606864,0.170819936,0.076530612,0,0.977031196,0.640501499,0.481590803,0,0.541724297,0,0,4.020911817,2.260609938,0,0.428255221,0,0,0.008538251,0,0,0.073795787,0.034943653,0.046442196,0,0,0,0,0,0,0.006289506,0,0,0,0,0,0.126622349,0.261780105,0.090440445,0,0.027750798,0.019400524,0,0,0,0,0,0,0,0,0.012905446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111601843
ASV0083,0,0,0,0,0.300951848,0.972713492,0.284131269,0,1.498355464,3.484133791,1.357586042,0,0.344629523,0.978970268,0,0.015600624,0.160771704,0.165816327,0,0.128556736,0.054510766,0.015535187,0,0.011526049,0,0,0.061505343,0.042653018,0,0,0,0,0,0,0,0,0,0,0,0.457456542,0,0,0,0,0,0,0,0,0,0,0.400970771,0.475082412,0.208013023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0087,0,0,0,0,0,0,0,0.374324137,0,0.010720412,0.010606141,0.306091215,0.114876508,0,0.183351669,0.015600624,0.050241158,0.357142857,0.981441827,0.18854988,0.804033797,0.699083424,0.934973638,0.391885662,0.457904048,0,0.107634351,1.514182128,0,0.310364739,0.326950023,0,0.324453552,0.239565097,0.317748525,0.03354354,0.02620774,0.056394095,0.29154519,6.312900274,0,0,0,0,0,0.745650373,0.618616026,0,0,1.31539907,0,0,0,0.432677449,0,0,0.044365572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
