Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01183,L3_B,1051517,1,0.029114907,0.029114907,0.75,9.00E-06,,,,,,,
K01183,L4_7,106281,1,0.092204277,0.092204277,0.027927928,2.85E-05,,,,,,,
K01183,L4_7,275246,3,0.594866304,1.784598911,0.540540541,0.000551477,,,,,,,
K01183,L4_7,4447049,1,0.005948663,0.005948663,0.001801802,1.84E-06,,,,,,,
K01183,L4_7,217732,1,0.838761488,0.838761488,0.254054054,0.000259194,,,,,,,
K01183,L4_7,160321,1,0.014871658,0.014871658,0.004504505,4.60E-06,,,,,,,
K01183,L4_7,4198891,1,0.029743315,0.029743315,0.009009009,9.19E-06,,,,,,,
K01183,L4_7,4424725,1,0.014871658,0.014871658,0.004504505,4.60E-06,,,,,,,
K01183,L4_7,939811,3,0.008922995,0.026768984,0.008108108,8.27E-06,,,,,,,
K01183,L4_7,4416230,1,0.065435293,0.065435293,0.01981982,2.02E-05,,,,,,,
K01183,L4_7,1051517,1,0.011897326,0.011897326,0.003603604,3.68E-06,,,,,,,
K01183,L4_7,590482,1,0.044614973,0.044614973,0.013513514,1.38E-05,,,,,,,
K01183,L4_7,2252883,1,0.285535826,0.285535826,0.086486486,8.82E-05,,,,,,,
K01183,L4_7,814909,1,0.002974332,0.002974332,0.000900901,9.19E-07,,,,,,,
K01183,L4_7,1010927,3,0.023794652,0.071383956,0.021621622,2.21E-05,,,,,,,
K01183,L4_7,331093,1,0.011897326,0.011897326,0.003603604,3.68E-06,,,,,,,
K01183,L4_8,106281,1,0.087260035,0.087260035,0.012987013,2.70E-05,,,,,,,
K01183,L4_8,275246,3,1.919720768,5.759162304,0.857142857,0.001779697,,,,,,,
K01183,L4_8,217732,1,0.34904014,0.34904014,0.051948052,0.00010786,,,,,,,
K01183,L4_8,590482,1,0.17452007,0.17452007,0.025974026,5.39E-05,,,,,,,
K01183,L4_8,2252883,1,0.17452007,0.17452007,0.025974026,5.39E-05,,,,,,,
K01183,L4_8,922761,1,0.17452007,0.17452007,0.025974026,5.39E-05,,,,,,,
K01183,L4_9,106281,1,0.408817887,0.408817887,0.033827739,0.000126333,,,,,,,
K01183,L4_9,275246,3,2.691908551,8.075725652,0.668227947,0.002495562,,,,,,,
K01183,L4_9,217732,1,2.827132929,2.827132929,0.233931824,0.000873641,,,,,,,
K01183,L4_9,854050,1,0.009434259,0.009434259,0.00078064,2.92E-06,,,,,,,
K01183,L4_9,208171,3,0.018868518,0.056605554,0.004683841,1.75E-05,,,,,,,
K01183,L4_9,4198891,1,0.009434259,0.009434259,0.00078064,2.92E-06,,,,,,,
K01183,L4_9,624227,1,0.003144753,0.003144753,0.000260213,9.72E-07,,,,,,,
K01183,L4_9,4424725,1,0.053460801,0.053460801,0.004423627,1.65E-05,,,,,,,
K01183,L4_9,939811,3,0.015723765,0.047171295,0.003903201,1.46E-05,,,,,,,
K01183,L4_9,1101451,1,0.006289506,0.006289506,0.000520427,1.94E-06,,,,,,,
K01183,L4_9,287021,2,0.006289506,0.012579012,0.001040853,3.89E-06,,,,,,,
K01183,L4_9,590482,1,0.389949369,0.389949369,0.032266458,0.000120502,,,,,,,
K01183,L4_9,2252883,1,0.169816661,0.169816661,0.014051522,5.25E-05,,,,,,,
K01183,L4_9,922761,1,0.015723765,0.015723765,0.001301067,4.86E-06,,,,,,,
K01183,L5_B,817734,1,0.828500414,0.828500414,0.217391304,0.000256023,,,,,,,
K01183,L5_B,275246,3,0.331400166,0.994200497,0.260869565,0.000307228,,,,,,,
K01183,L5_B,646549,1,0.414250207,0.414250207,0.108695652,0.000128012,,,,,,,
K01183,L5_B,217732,1,0.248550124,0.248550124,0.065217391,7.68E-05,,,,,,,
K01183,L5_B,854050,1,0.082850041,0.082850041,0.02173913,2.56E-05,,,,,,,
K01183,L5_B,3859,1,0.165700083,0.165700083,0.043478261,5.12E-05,,,,,,,
K01183,L5_B,2252883,1,0.248550124,0.248550124,0.065217391,7.68E-05,,,,,,,
K01183,L5_B,922761,1,0.828500414,0.828500414,0.217391304,0.000256023,,,,,,,
K01183,L6_7,106281,1,0.028772838,0.028772838,0.032520325,8.89E-06,,,,,,,
K01183,L6_7,357342,1,0.021579629,0.021579629,0.024390244,6.67E-06,,,,,,,
K01183,L6_7,275246,3,0.028772838,0.086318515,0.097560976,2.67E-05,,,,,,,
K01183,L6_7,217732,1,0.028772838,0.028772838,0.032520325,8.89E-06,,,,,,,
K01183,L6_7,939811,3,0.071932096,0.215796288,0.243902439,6.67E-05,,,,,,,
K01183,L6_7,590482,1,0.287728384,0.287728384,0.325203252,8.89E-05,,,,,,,
K01183,L6_7,2252883,1,0.215796288,0.215796288,0.243902439,6.67E-05,,,,,,,
K01183,L6_B,106281,1,1.257078143,1.257078143,0.014132926,0.000388463,,,,,,,
K01183,L6_B,275246,3,25.95696489,77.87089468,0.875477464,0.024063679,,,,,,,
K01183,L6_B,217732,1,1.313703284,1.313703284,0.014769544,0.000405961,,,,,,,
K01183,L6_B,208171,3,0.06795017,0.20385051,0.002291826,6.30E-05,,,,,,,
K01183,L6_B,4481782,3,0.06795017,0.20385051,0.002291826,6.30E-05,,,,,,,
K01183,L6_B,79309,2,0.113250283,0.226500566,0.002546473,7.00E-05,,,,,,,
K01183,L6_B,4424725,1,0.475651189,0.475651189,0.005347594,0.000146986,,,,,,,
K01183,L6_B,939811,3,2.185730464,6.557191393,0.073720397,0.002026305,,,,,,,
K01183,L6_B,139292,1,0.838052095,0.838052095,0.009421951,0.000258975,,,,,,,
K01183,L8_9,275246,3,0.360144058,1.080432173,0.461538462,0.000333875,,,,,,,
K01183,L8_9,217732,1,0.180072029,0.180072029,0.076923077,5.56E-05,,,,,,,
K01183,L8_9,4198891,1,0.420168067,0.420168067,0.179487179,0.00012984,,,,,,,
K01183,L8_9,4424725,1,0.420168067,0.420168067,0.179487179,0.00012984,,,,,,,
K01183,L8_9,590482,1,0.120048019,0.120048019,0.051282051,3.71E-05,,,,,,,
K01183,L8_9,2252883,1,0.120048019,0.120048019,0.051282051,3.71E-05,,,,,,,
K01183,L8_B,106281,1,0.039560874,0.039560874,0.048780488,1.22E-05,,,,,,,
K01183,L8_B,217732,1,0.296706557,0.296706557,0.365853659,9.17E-05,,,,,,,
K01183,L8_B,939811,3,0.059341311,0.178023934,0.219512195,5.50E-05,,,,,,,
K01183,L8_B,590482,1,0.20769459,0.20769459,0.256097561,6.42E-05,,,,,,,
K01183,L8_B,2252883,1,0.089011967,0.089011967,0.109756098,2.75E-05,,,,,,,
K01183,L9_7,817734,1,0.010551862,0.010551862,0.001666667,3.26E-06,,,,,,,
K01183,L9_7,275246,3,1.287327213,3.86198164,0.61,0.00119343,,,,,,,
K01183,L9_7,217732,1,0.886356442,0.886356442,0.14,0.000273902,,,,,,,
K01183,L9_7,839235,1,0.04220745,0.04220745,0.006666667,1.30E-05,,,,,,,
K01183,L9_7,160321,1,0.010551862,0.010551862,0.001666667,3.26E-06,,,,,,,
K01183,L9_7,4198891,1,0.622559882,0.622559882,0.098333333,0.000192384,,,,,,,
K01183,L9_7,4424725,1,0.073863037,0.073863037,0.011666667,2.28E-05,,,,,,,
K01183,L9_7,939811,3,0.126622349,0.379867047,0.06,0.000117387,,,,,,,
K01183,L9_7,590482,1,0.26379656,0.26379656,0.041666667,8.15E-05,,,,,,,
K01183,L9_7,2252883,1,0.04220745,0.04220745,0.006666667,1.30E-05,,,,,,,
K01183,L9_7,922761,1,0.010551862,0.010551862,0.001666667,3.26E-06,,,,,,,
K01183,L9_7,1010927,3,0.04220745,0.126622349,0.02,3.91E-05,,,,,,,
K01183,L9_8,106281,1,0.009695559,0.009695559,0.003816794,3.00E-06,,,,,,,
K01183,L9_8,275246,3,0.077564475,0.232693426,0.091603053,7.19E-05,,,,,,,
K01183,L9_8,217732,1,1.512507272,1.512507272,0.595419847,0.000467395,,,,,,,
K01183,L9_8,4198891,1,0.252084545,0.252084545,0.099236641,7.79E-05,,,,,,,
K01183,L9_8,624227,1,0.009695559,0.009695559,0.003816794,3.00E-06,,,,,,,
K01183,L9_8,939811,3,0.019391119,0.058173357,0.022900763,1.80E-05,,,,,,,
K01183,L9_8,590482,1,0.407213496,0.407213496,0.160305344,0.000125837,,,,,,,
K01183,L9_8,2252883,1,0.058173357,0.058173357,0.022900763,1.80E-05,,,,,,,
K01183,L9_9,106281,1,0.018088089,0.018088089,0.004237288,5.59E-06,,,,,,,
K01183,L9_9,817734,1,0.009044044,0.009044044,0.002118644,2.79E-06,,,,,,,
K01183,L9_9,275246,3,0.596906937,1.79072081,0.419491525,0.000553369,,,,,,,
K01183,L9_9,646549,1,0.018088089,0.018088089,0.004237288,5.59E-06,,,,,,,
K01183,L9_9,217732,1,0.642127159,0.642127159,0.150423729,0.00019843,,,,,,,
K01183,L9_9,839235,1,0.018088089,0.018088089,0.004237288,5.59E-06,,,,,,,
K01183,L9_9,854050,1,0.009044044,0.009044044,0.002118644,2.79E-06,,,,,,,
K01183,L9_9,797229,1,0.036176178,0.036176178,0.008474576,1.12E-05,,,,,,,
K01183,L9_9,160321,1,0.018088089,0.018088089,0.004237288,5.59E-06,,,,,,,
K01183,L9_9,4198891,1,0.271321335,0.271321335,0.063559322,8.38E-05,,,,,,,
K01183,L9_9,4424725,1,0.235145157,0.235145157,0.055084746,7.27E-05,,,,,,,
K01183,L9_9,939811,3,0.144704712,0.434114136,0.101694915,0.00013415,,,,,,,
K01183,L9_9,1051517,1,0.018088089,0.018088089,0.004237288,5.59E-06,,,,,,,
K01183,L9_9,590482,1,0.280365379,0.280365379,0.065677966,8.66E-05,,,,,,,
K01183,L9_9,2252883,1,0.135660667,0.135660667,0.031779661,4.19E-05,,,,,,,
K01183,L9_9,922761,1,0.009044044,0.009044044,0.002118644,2.79E-06,,,,,,,
K01183,L9_9,1010927,3,0.108528534,0.325585602,0.076271186,0.000100613,,,,,,,
K01183,L9_B,106281,1,0.030905532,0.030905532,0.014018692,9.55E-06,,,,,,,
K01183,L9_B,275246,3,0.473884825,1.421654476,0.644859813,0.00043932,,,,,,,
K01183,L9_B,217732,1,0.350262697,0.350262697,0.158878505,0.000108238,,,,,,,
K01183,L9_B,208171,3,0.05150922,0.15452766,0.070093458,4.78E-05,,,,,,,
K01183,L9_B,4198891,1,0.010301844,0.010301844,0.004672897,3.18E-06,,,,,,,
K01183,L9_B,328043,3,0.020603688,0.061811064,0.028037383,1.91E-05,,,,,,,
K01183,L9_B,590482,1,0.133923972,0.133923972,0.060747664,4.14E-05,,,,,,,
K01183,L9_B,2252883,1,0.020603688,0.020603688,0.009345794,6.37E-06,,,,,,,
K01183,L9_B,139292,1,0.020603688,0.020603688,0.009345794,6.37E-06,,,,,,,
K01183,S16_4,275246,3,24.85083946,74.55251838,0.888245991,0.023038234,,,,,,,
K01183,S16_4,217732,1,0.811710837,0.811710837,0.00967102,0.000250835,,,,,,,
K01183,S16_4,839235,1,0.020813098,0.020813098,0.000247975,6.43E-06,,,,,,,
K01183,S16_4,797229,1,1.200222006,1.200222006,0.014299884,0.000370893,,,,,,,
K01183,S16_4,1074016,2,0.027750798,0.055501596,0.000661266,1.72E-05,,,,,,,
K01183,S16_4,208171,3,0.235881782,0.707645345,0.008431146,0.000218677,,,,,,,
K01183,S16_4,545460,1,0.013875399,0.013875399,0.000165317,4.29E-06,,,,,,,
K01183,S16_4,624227,1,0.048563896,0.048563896,0.000578608,1.50E-05,,,,,,,
K01183,S16_4,1111517,1,0.006937699,0.006937699,8.27E-05,2.14E-06,,,,,,,
K01183,S16_4,939811,3,1.137782711,3.413348134,0.040667879,0.001054794,,,,,,,
K01183,S16_4,4395040,1,0.013875399,0.013875399,0.000165317,4.29E-06,,,,,,,
K01183,S16_4,589071,2,0.006937699,0.013875399,0.000165317,4.29E-06,,,,,,,
K01183,S16_4,940348,1,0.013875399,0.013875399,0.000165317,4.29E-06,,,,,,,
K01183,S16_4,1025153,1,0.006937699,0.006937699,8.27E-05,2.14E-06,,,,,,,
K01183,S16_4,590482,1,0.034688497,0.034688497,0.000413291,1.07E-05,,,,,,,
K01183,S16_4,741010,3,0.006937699,0.020813098,0.000247975,6.43E-06,,,,,,,
K01183,S16_4,814909,1,0.020813098,0.020813098,0.000247975,6.43E-06,,,,,,,
K01183,S16_4,851567,1,0.006937699,0.006937699,8.27E-05,2.14E-06,,,,,,,
K01183,S16_4,1010927,3,0.985153323,2.955459969,0.035212432,0.000913297,,,,,,,
K01183,S16_4,331093,1,0.013875399,0.013875399,0.000165317,4.29E-06,,,,,,,
K01183,S16_5,820370,1,0.019400524,0.019400524,0.000260485,6.00E-06,,,,,,,
K01183,S16_5,275246,3,21.04956834,63.14870501,0.847877051,0.019514225,,,,,,,
K01183,S16_5,913174,1,0.019400524,0.019400524,0.000260485,6.00E-06,,,,,,,
K01183,S16_5,716006,1,0.009700262,0.009700262,0.000130242,3.00E-06,,,,,,,
K01183,S16_5,12457,1,0.019400524,0.019400524,0.000260485,6.00E-06,,,,,,,
K01183,S16_5,807821,1,0.009700262,0.009700262,0.000130242,3.00E-06,,,,,,,
K01183,S16_5,217732,1,2.347463382,2.347463382,0.031518625,0.000725414,,,,,,,
K01183,S16_5,1033018,2,0.019400524,0.038801048,0.000520969,1.20E-05,,,,,,,
K01183,S16_5,797229,1,2.638471239,2.638471239,0.035425892,0.000815341,,,,,,,
K01183,S16_5,208171,3,0.135803667,0.407411,0.005470175,0.000125898,,,,,,,
K01183,S16_5,643362,2,0.009700262,0.019400524,0.000260485,6.00E-06,,,,,,,
K01183,S16_5,773575,1,0.019400524,0.019400524,0.000260485,6.00E-06,,,,,,,
K01183,S16_5,359098,1,0.009700262,0.009700262,0.000130242,3.00E-06,,,,,,,
K01183,S16_5,624227,1,0.009700262,0.009700262,0.000130242,3.00E-06,,,,,,,
K01183,S16_5,939811,3,1.319235619,3.957706858,0.053138838,0.001223011,,,,,,,
K01183,S16_5,1010927,3,0.601416238,1.804248715,0.024225059,0.000557549,,,,,,,
K01183,S16_A,106281,1,0.022182786,0.022182786,0.003764115,6.85E-06,,,,,,,
K01183,S16_A,212764,1,0.007394262,0.007394262,0.001254705,2.28E-06,,,,,,,
K01183,S16_A,836783,2,0.051759834,0.103519669,0.017565872,3.20E-05,,,,,,,
K01183,S16_A,275246,3,1.671103224,5.013309672,0.850690088,0.001549214,,,,,,,
K01183,S16_A,646549,1,0.029577048,0.029577048,0.005018821,9.14E-06,,,,,,,
K01183,S16_A,581409,2,0.007394262,0.014788524,0.00250941,4.57E-06,,,,,,,
K01183,S16_A,941487,2,0.051759834,0.103519669,0.017565872,3.20E-05,,,,,,,
K01183,S16_A,217732,1,0.022182786,0.022182786,0.003764115,6.85E-06,,,,,,,
K01183,S16_A,839235,1,0.007394262,0.007394262,0.001254705,2.28E-06,,,,,,,
K01183,S16_A,1033018,2,0.022182786,0.044365572,0.007528231,1.37E-05,,,,,,,
K01183,S16_A,208171,3,0.044365572,0.133096717,0.022584693,4.11E-05,,,,,,,
K01183,S16_A,589277,1,0.029577048,0.029577048,0.005018821,9.14E-06,,,,,,,
K01183,S16_A,4198891,1,0.014788524,0.014788524,0.00250941,4.57E-06,,,,,,,
K01183,S16_A,624227,1,0.014788524,0.014788524,0.00250941,4.57E-06,,,,,,,
K01183,S16_A,543740,2,0.022182786,0.044365572,0.007528231,1.37E-05,,,,,,,
K01183,S16_A,590482,1,0.022182786,0.022182786,0.003764115,6.85E-06,,,,,,,
K01183,S16_A,922761,1,0.236616386,0.236616386,0.040150565,7.31E-05,,,,,,,
K01183,S16_A,1074625,1,0.007394262,0.007394262,0.001254705,2.28E-06,,,,,,,
K01183,S16_A,906197,1,0.022182786,0.022182786,0.003764115,6.85E-06,,,,,,,
K01183,S17_4,275246,3,68.68137614,206.0441284,0.87620064,0.063671797,,,,,,,
K01183,S17_4,746675,2,0.020913939,0.041827878,0.000177873,1.29E-05,,,,,,,
K01183,S17_4,217732,1,15.71682526,15.71682526,0.066835646,0.004856816,,,,,,,
K01183,S17_4,797229,1,0.020913939,0.020913939,8.89E-05,6.46E-06,,,,,,,
K01183,S17_4,208171,3,0.135940604,0.407821813,0.001734258,0.000126025,,,,,,,
K01183,S17_4,4481782,3,0.031370909,0.094112726,0.000400213,2.91E-05,,,,,,,
K01183,S17_4,624227,1,0.031370909,0.031370909,0.000133404,9.69E-06,,,,,,,
K01183,S17_4,939811,3,3.785422984,11.35626895,0.048292423,0.003509316,,,,,,,
K01183,S17_4,585394,3,0.104569696,0.313709087,0.001334045,9.69E-05,,,,,,,
K01183,S17_4,1010927,3,0.376450905,1.129352714,0.004802561,0.000348993,,,,,,,
K01183,S17_5,820370,1,0.012068549,0.012068549,0.000106157,3.73E-06,,,,,,,
K01183,S17_5,275246,3,34.32295438,102.9688631,0.905732484,0.031819458,,,,,,,
K01183,S17_5,217732,1,4.930002414,4.930002414,0.04336518,0.00152347,,,,,,,
K01183,S17_5,797229,1,0.096548395,0.096548395,0.000849257,2.98E-05,,,,,,,
K01183,S17_5,208171,3,0.416364953,1.249094859,0.010987261,0.000385996,,,,,,,
K01183,S17_5,939811,3,0.808592807,2.425778421,0.02133758,0.000749615,,,,,,,
K01183,S17_5,687206,1,0.006034275,0.006034275,5.31E-05,1.86E-06,,,,,,,
K01183,S17_5,590482,1,0.012068549,0.012068549,0.000106157,3.73E-06,,,,,,,
K01183,S17_5,851567,1,0.012068549,0.012068549,0.000106157,3.73E-06,,,,,,,
K01183,S17_5,1010927,3,0.65773594,1.97320782,0.017356688,0.000609761,,,,,,,
K01183,S17_6,106281,1,0.03301624,0.03301624,0.00155144,1.02E-05,,,,,,,
K01183,S17_6,817734,1,0.00825406,0.00825406,0.00038786,2.55E-06,,,,,,,
K01183,S17_6,275246,3,2.45145581,7.354367429,0.345583244,0.002272648,,,,,,,
K01183,S17_6,217732,1,5.356884918,5.356884918,0.251721129,0.001655386,,,,,,,
K01183,S17_6,839235,1,0.01650812,0.01650812,0.00077572,5.10E-06,,,,,,,
K01183,S17_6,854050,1,0.00825406,0.00825406,0.00038786,2.55E-06,,,,,,,
K01183,S17_6,797229,1,3.854646004,3.854646004,0.181130612,0.001191163,,,,,,,
K01183,S17_6,208171,3,0.109366295,0.328098884,0.015417434,0.000101389,,,,,,,
K01183,S17_6,875867,1,0.002063515,0.002063515,9.70E-05,6.38E-07,,,,,,,
K01183,S17_6,773575,1,0.00825406,0.00825406,0.00038786,2.55E-06,,,,,,,
K01183,S17_6,828667,1,0.00412703,0.00412703,0.00019393,1.28E-06,,,,,,,
K01183,S17_6,939811,3,1.106044035,3.318132106,0.155919713,0.00102537,,,,,,,
K01183,S17_6,1051517,1,0.03301624,0.03301624,0.00155144,1.02E-05,,,,,,,
K01183,S17_6,851567,1,0.00412703,0.00412703,0.00019393,1.28E-06,,,,,,,
K01183,S17_6,1010927,3,0.309527249,0.928581746,0.043634248,0.000286951,,,,,,,
K01183,S17_6,585063,1,0.02063515,0.02063515,0.00096965,6.38E-06,,,,,,,
K01183,S17_6,310558,1,0.002063515,0.002063515,9.70E-05,6.38E-07,,,,,,,
K01183,S17_A,275246,3,0.031186652,0.093559956,0.133333333,2.89E-05,,,,,,,
K01183,S17_A,797229,1,0.202713239,0.202713239,0.288888889,6.26E-05,,,,,,,
K01183,S17_A,208171,3,0.031186652,0.093559956,0.133333333,2.89E-05,,,,,,,
K01183,S17_A,585394,3,0.031186652,0.093559956,0.133333333,2.89E-05,,,,,,,
K01183,S17_A,590482,1,0.218306565,0.218306565,0.311111111,6.75E-05,,,,,,,
K01183,S18_4,106281,1,0.043202765,0.043202765,0.000720634,1.34E-05,,,,,,,
K01183,S18_4,275246,3,16.41705069,49.25115207,0.82152294,0.015219601,,,,,,,
K01183,S18_4,716006,1,0.014400922,0.014400922,0.000240211,4.45E-06,,,,,,,
K01183,S18_4,581409,2,0.014400922,0.028801843,0.000480423,8.90E-06,,,,,,,
K01183,S18_4,217732,1,3.21140553,3.21140553,0.053567139,0.000992389,,,,,,,
K01183,S18_4,1033018,2,0.028801843,0.057603687,0.000960846,1.78E-05,,,,,,,
K01183,S18_4,797229,1,0.187211982,0.187211982,0.003122748,5.79E-05,,,,,,,
K01183,S18_4,1074016,2,0.115207373,0.230414747,0.003843382,7.12E-05,,,,,,,
K01183,S18_4,208171,3,0.100806452,0.302419355,0.005044439,9.35E-05,,,,,,,
K01183,S18_4,624227,1,0.043202765,0.043202765,0.000720634,1.34E-05,,,,,,,
K01183,S18_4,939811,3,1.958525346,5.875576037,0.098006245,0.001815672,,,,,,,
K01183,S18_4,1117491,1,0.014400922,0.014400922,0.000240211,4.45E-06,,,,,,,
K01183,S18_4,1010927,3,0.230414747,0.69124424,0.011530147,0.000213608,,,,,,,
K01183,S18_5,275246,3,9.68579235,29.05737705,0.714477662,0.008979316,,,,,,,
K01183,S18_5,217732,1,6.775956284,6.775956284,0.166610682,0.002093907,,,,,,,
K01183,S18_5,208171,3,0.31420765,0.942622951,0.023177696,0.00029129,,,,,,,
K01183,S18_5,4481782,3,0.027322404,0.081967213,0.002015452,2.53E-05,,,,,,,
K01183,S18_5,939811,3,0.887978142,2.663934426,0.065502183,0.00082321,,,,,,,
K01183,S18_5,1010927,3,0.382513661,1.147540984,0.028216325,0.000354613,,,,,,,
K01183,S18_6,275246,3,5.510116229,16.53034869,0.396080454,0.005108212,,,,,,,
K01183,S18_6,217732,1,3.788204907,3.788204907,0.090768437,0.001170632,,,,,,,
K01183,S18_6,208171,3,0.215238915,0.645716746,0.015471893,0.00019954,,,,,,,
K01183,S18_6,773575,1,0.086095566,0.086095566,0.002062919,2.66E-05,,,,,,,
K01183,S18_6,877752,1,0.021523892,0.021523892,0.00051573,6.65E-06,,,,,,,
K01183,S18_6,939811,3,6.586310805,19.75893242,0.473439917,0.006105909,,,,,,,
K01183,S18_6,1010927,3,0.301334481,0.904003444,0.02166065,0.000279355,,,,,,,
K01183,S18_A,1130804,1,0.154865353,0.154865353,0.007260992,4.79E-05,,,,,,,
K01183,S18_A,499899,1,0.0559236,0.0559236,0.002622025,1.73E-05,,,,,,,
K01183,S18_A,275246,3,1.393788179,4.181364536,0.196046793,0.001292126,,,,,,,
K01183,S18_A,913174,1,0.021509077,0.021509077,0.001008471,6.65E-06,,,,,,,
K01183,S18_A,4433019,3,0.060225415,0.180676245,0.008471158,5.58E-05,,,,,,,
K01183,S18_A,581409,2,0.021509077,0.043018154,0.002016942,1.33E-05,,,,,,,
K01183,S18_A,217732,1,0.395767014,0.395767014,0.018555869,0.0001223,,,,,,,
K01183,S18_A,1033018,2,0.137658092,0.275316183,0.012908431,8.51E-05,,,,,,,
K01183,S18_A,854050,1,0.034414523,0.034414523,0.001613554,1.06E-05,,,,,,,
K01183,S18_A,797229,1,14.06693625,14.06693625,0.659540137,0.004346967,,,,,,,
K01183,S18_A,208171,3,0.021509077,0.06452723,0.003025413,1.99E-05,,,,,,,
K01183,S18_A,517156,1,0.034414523,0.034414523,0.001613554,1.06E-05,,,,,,,
K01183,S18_A,643362,2,0.012905446,0.025810892,0.001210165,7.98E-06,,,,,,,
K01183,S18_A,828667,1,0.017207261,0.017207261,0.000806777,5.32E-06,,,,,,,
K01183,S18_A,892370,1,0.23229803,0.23229803,0.010891489,7.18E-05,,,,,,,
K01183,S18_A,589277,1,0.107545384,0.107545384,0.005042356,3.32E-05,,,,,,,
K01183,S18_A,624227,1,0.025810892,0.025810892,0.001210165,7.98E-06,,,,,,,
K01183,S18_A,974121,2,0.038716338,0.077432677,0.003630496,2.39E-05,,,,,,,
K01183,S18_A,79436,1,0.215090768,0.215090768,0.010084712,6.65E-05,,,,,,,
K01183,S18_A,939811,3,0.060225415,0.180676245,0.008471158,5.58E-05,,,,,,,
K01183,S18_A,410196,3,0.098941753,0.29682526,0.013916902,9.17E-05,,,,,,,
K01183,S18_A,304089,1,0.0559236,0.0559236,0.002622025,1.73E-05,,,,,,,
K01183,S18_A,962736,1,0.021509077,0.021509077,0.001008471,6.65E-06,,,,,,,
K01183,S18_A,590482,1,0.008603631,0.008603631,0.000403388,2.66E-06,,,,,,,
K01183,S18_A,592139,1,0.163468984,0.163468984,0.007664381,5.05E-05,,,,,,,
K01183,S18_A,814909,1,0.086036307,0.086036307,0.004033885,2.66E-05,,,,,,,
K01183,S18_A,525816,1,0.077432677,0.077432677,0.003630496,2.39E-05,,,,,,,
K01183,S18_A,765455,1,0.004301815,0.004301815,0.000201694,1.33E-06,,,,,,,
K01183,S18_A,1010927,3,0.051621784,0.154865353,0.007260992,4.79E-05,,,,,,,
K01183,S18_A,1074625,1,0.017207261,0.017207261,0.000806777,5.32E-06,,,,,,,
K01183,S18_A,331093,1,0.051621784,0.051621784,0.002420331,1.60E-05,,,,,,,
K01183,S19_4,106281,1,0.013157895,0.013157895,0.000212495,4.07E-06,,,,,,,
K01183,S19_4,275246,3,17.98684211,53.96052632,0.871440714,0.016674892,,,,,,,
K01183,S19_4,217732,1,3.986842105,3.986842105,0.06438589,0.001232015,,,,,,,
K01183,S19_4,208171,3,0.486842105,1.460526316,0.02358691,0.000451332,,,,,,,
K01183,S19_4,939811,3,0.289473684,0.868421053,0.014024649,0.00026836,,,,,,,
K01183,S19_4,545538,1,0.026315789,0.026315789,0.000424989,8.13E-06,,,,,,,
K01183,S19_4,1010927,3,0.526315789,1.578947368,0.025499363,0.000487927,,,,,,,
K01183,S19_4,1074625,1,0.026315789,0.026315789,0.000424989,8.13E-06,,,,,,,
K01183,S19_5,106281,1,0.014294904,0.014294904,0.000186237,4.42E-06,,,,,,,
K01183,S19_5,4432518,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,817734,1,0.021442356,0.021442356,0.000279356,6.63E-06,,,,,,,
K01183,S19_5,275246,3,21.4423558,64.3270674,0.838066859,0.019878363,,,,,,,
K01183,S19_5,646549,1,0.042884712,0.042884712,0.000558711,1.33E-05,,,,,,,
K01183,S19_5,581409,2,0.007147452,0.014294904,0.000186237,4.42E-06,,,,,,,
K01183,S19_5,217732,1,2.916160389,2.916160389,0.037992364,0.000901152,,,,,,,
K01183,S19_5,839235,1,0.021442356,0.021442356,0.000279356,6.63E-06,,,,,,,
K01183,S19_5,1033018,2,0.014294904,0.028589808,0.000372474,8.83E-06,,,,,,,
K01183,S19_5,797229,1,0.142949039,0.142949039,0.001862371,4.42E-05,,,,,,,
K01183,S19_5,208171,3,0.893431492,2.680294475,0.034919452,0.000828265,,,,,,,
K01183,S19_5,517156,1,0.014294904,0.014294904,0.000186237,4.42E-06,,,,,,,
K01183,S19_5,1106362,1,0.028589808,0.028589808,0.000372474,8.83E-06,,,,,,,
K01183,S19_5,773575,1,0.021442356,0.021442356,0.000279356,6.63E-06,,,,,,,
K01183,S19_5,4452842,1,0.028589808,0.028589808,0.000372474,8.83E-06,,,,,,,
K01183,S19_5,359098,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,877752,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,589277,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,624227,1,0.03573726,0.03573726,0.000465593,1.10E-05,,,,,,,
K01183,S19_5,1080980,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,220524,1,0.007147452,0.007147452,9.31E-05,2.21E-06,,,,,,,
K01183,S19_5,939811,3,1.115002502,3.345007505,0.043579477,0.001033675,,,,,,,
K01183,S19_5,410196,3,0.007147452,0.021442356,0.000279356,6.63E-06,,,,,,,
