# Constructed from biom file,,,,,,,,,,,,,
#OTU ID,ASV1462,ASV3238,ASV3445,ASV1864,ASV3003,ASV0967,ASV0326,ASV0668,ASV2517,ASV2220,ASV2286,ASV2757,ASV3993
834742,1,1,1,0,0,0,0,0,0,0,0,0,0
1127936,0,0,0,1,0,0,0,0,0,0,0,0,0
45149,0,0,0,0,1,0,0,0,0,0,0,0,0
580909,0,0,0,0,0,1,1,1,0,0,0,0,0
4419793,0,0,0,0,0,0,0,0,1,0,0,0,0
120505,0,0,0,0,0,0,0,0,0,1,1,0,0
4354194,0,0,0,0,0,0,0,0,0,0,0,1,0
799024,0,0,0,0,0,0,0,0,0,0,0,0,1
