Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0071,0,0,0,0.074092368,0.111982083,0.303183426,0.227305015,0.152502426,0.475088318,0.396655232,0.318184229,0.19385777,0.287191269,0.253807107,0.183351669,0.046801872,0.140675241,0.178571429,0.62455389,0.205690778,0.231670755,0.372844493,0.182776801,0.50714615,1.175980851,0.063572791,0.345967556,0.36255065,0,0.601482052,0.298925736,0.497822029,0.256147541,0.313277435,0.045392646,0.449483429,0.47173932,0.626969647,0.596973483,0,0,0,0,0,0.022013271,0.165700083,0.36685369,0,0.120048019,0.089011967,0.232140973,0.145433392,0.009044044,0.05150922,0.034688497,0.009700262,0.199645075,0,0.024137099,0,1.294246063,0,0.013661202,0,0.180676245,0,0,0.006343165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059362682
ASV0077,0,0,0,0,0.020996641,0.012632643,0.028413127,0.013863857,0.036545255,0.091123499,0.148485973,0.010203041,0.287191269,0.072516316,0,0.07800312,0.20096463,0.280612245,0,1.242715118,0.136276915,0.124281498,0,0.218994929,0,0.826446281,1.091719843,0.447856686,0.757355083,0.64478876,0,0.062227754,2.68954918,0.018428084,0,0.140882866,0.227133747,0.169182286,0,0.182982617,1.378896882,0,0.110050266,0,0.106921601,0,0.028772838,0,0.06002401,0,0.021103725,0.009695559,0.0813964,0,0.090190093,0.038801048,0.007394262,0,0.108616944,0.132064959,0,0.129608295,0.095628415,0.107619458,0.025810892,0,0.028589808,0.063431652,0,0.007914523,0,0,0,0,0.018266508,0,0,0,0.018545994,0,0,0,0,0.015089784,0,0.049864653
ASV0121,0,0,0,0.024697456,0.034994401,0,0,0.013863857,0.109635766,0.332332762,0.127273691,0.010203041,0.114876508,0,0.018335167,0.031201248,0.030144695,0.06377551,0.124910778,0.119986287,0.040883074,0.046605562,0.056239016,0.046104195,0.083255282,0,0.33059122,0.330560887,0,0.32239438,0.009341429,0,0.204918033,0.184280844,0,0.348852811,0.410587927,0.381489468,0.083298626,0,0,0,0.110050266,0,0.081763577,0.414250207,0.338080852,0,0.300120048,0.029670656,0.137174211,0.067868916,0.208013023,0.010301844,0.020813098,0.019400524,0,0,0.012068549,0.00412703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0174,0,0,0,0.024697456,0.216965286,0.063163214,0.099445944,0,0.328907297,0.519939966,0.456064061,0,0.028719127,0,0,0.109204368,0.221061093,0.06377551,0,0.051422695,0.054510766,0,0,0.046104195,0,0,0.192204198,0.266581361,0,0.115484554,0,0.124455507,0.18784153,0,0,0.040252247,0,0.029855697,0,0,0,0,0,0,0,0,0,0,0.120048019,0,0.242692835,0.135737832,0.045220222,0,0.034688497,0.019400524,0,0,0.024137099,0,0,0,0,0,0,0,0,0.025372661,0,0,0,0,0,0,0,0,0,0,0.018545994,0,0,0.066966421,0.111426256,0.052814245,0,0.014247044
ASV0179,0.177725118,0,0.123685838,0.098789825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445009536,0,0,2.184678124,0,0,0.062227754,0,0,1.543349977,0,0,0,0,1.189387008,3.057553957,0,0.639481277,0.523560209,0.022013271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0202,0,0.036873156,0,0,0.055991041,0.088428499,0.056826254,0.194093997,0.182726276,0.166166381,0.143182903,0.153045608,0.028719127,0,0.036670334,0.015600624,0.050241158,0.038265306,0.142755175,0.137127185,0.109021532,0.124281498,0.014059754,0.057630244,0.01040691,0,0.015376336,0.031989763,0.262161375,0.014435569,0,0.497822029,0.025614754,0.009214042,0.090785293,0,0.07862322,0.043124896,0,0,0.35971223,0,0.044614973,0,0.201264191,1.15990058,0.208603079,0,0.180072029,0.079121749,0.094966762,0.096955594,0.036176178,0.133923972,0,0,0,0,0,0,0.140339935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190718373,0,0,0.17477425,0,0,0.248911014,0,0,0.136177939,0,0,0,0,0.731930467,1.918465228,0,0.434252402,0.087260035,0.418252146,0.497100249,0.172637031,0,0,0.009890219,0.021103725,0,0.036176178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186683261,0,0,0,0,0,0,0,0.914913083,2.697841727,0,0.2736385,0.261780105,0.35850184,0,0.086318515,0,0,0,0.031655587,0.048477797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0365,0,0,0,0,0,0,0,0,0.097454014,0.12864494,0.015909211,0,0,0.290065265,0,0.031201248,0.020096463,0.051020408,0,0.28282482,0.054510766,0.015535187,0,0.011526049,0,0.063572791,0.115322519,0.085306035,0,0.129920123,0,0,0,0,0,0,0,0,0,0,0,0,0.002974332,0,0,0,0.028772838,0,0,0.019780437,0.010551862,0,0,0,0.006937699,0.038801048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0389,0,0,0,0,0.01399776,0,0,0,0.024363503,0.021440823,0.063636846,0,0.057438254,0,0,0.031201248,0.190916399,0.191326531,0,0.18854988,0.109021532,0.015535187,0,0,0,0,0.007688168,0.042653018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071383956,0.436300175,0.103776848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
