OTU,Simper contribution,LG mean,LG std,LR mean,LR std,SG mean,SG std,SR mean,SR std,kruskal stats,kruskal p
Otu000001,0.113264244048097,24.295009172602121,10.866311835620708,24.822718255780309,14.721479992085357,5.2589784435178313,5.5754625898024557,17.540921510606967,3.97422059054229,27.001385754594025,5.8834186517617955e-06
Otu000002,0.08414425397664199,17.74604180792069,10.475248227925336,6.1434134372815903,5.4313130494753699,10.639722024736463,8.3520102394442901,22.173796700943587,12.46314942420916,21.202352253684523,9.5564900854101543e-05
Otu000005,0.05644754944018767,1.6592186742762993,4.307823540200256,0.0014828313279225758,0.0040845292156758547,12.536472778051611,5.600170331511193,0.43684016416147287,0.85281754726996384,43.148939766813463,2.2881699930817744e-09
Otu000007,0.049986049162044,4.0617006798132236,6.1799169701801366,0.21139916946081122,0.70407336977639801,11.464136113295273,4.7359342948279295,0.22713585132926095,0.4542717026585219,43.321170387676631,2.1033736273353098e-09
Otu000011,0.046248058707177665,0.083326483973469992,0.18105720291036792,0.089845621681835755,0.11706218379879856,7.8272542943777896,7.2424924822728505,1.2640164858107901,0.72209939863585026,45.480355318531132,7.3142646431227624e-10
Otu000004,0.043815171761725835,0.48008912228025175,0.62381960208149911,0.84698324690618698,3.0336627512837113,10.735200132776159,7.4276302406894725,0.34006778547074623,0.35209421818461262,34.396158277340255,1.6341083134965404e-07
Otu000009,0.027254794953093648,0.011721914264765858,0.04243959908626118,4.6398487295722779,7.8697645632962265,0.0039666591402380217,0.010830605757029625,15.348877629263631,11.465770146440688,36.073189654674621,7.226252598679623e-08
Otu000003,0.02698097422130068,0.17249647010889596,0.40881618541061804,0.12728682336803956,0.24481829624324247,6.1931509170393912,2.6649165787847844,0.94950435338758932,0.77399249253136115,40.350612637009213,8.979035323169038e-09
Otu000012,0.0178802369127128,0.64665785043979684,0.86981501293802965,5.0740537290261267,8.0544647695260672,1.476280275185667,2.1050469424940981,0.49924480012264072,0.30377802132736509,1.6381882934942493,0.65076221035117876
Otu000010,0.017746076099750836,2.8934607082224137,2.8433822680053162,3.519894107937982,4.2951199826017712,0.0075003984586206147,0.013540426903563291,0.52251980299793943,0.9567583521296289,24.129320012549599,2.3474201693614507e-05
Otu000016,0.013566773550844652,0.005743427639937522,0.020280907947027492,2.1102683376921259,3.5877655501829864,0.0,0.0,8.4976756445964696,4.5048891865715932,51.937960309495281,3.0876666349748347e-11
Otu000013,0.011581130244721833,3.1411836362082211,3.2088831029929992,1.2652176676057691,4.8111369610044239,0.098590100954336818,0.19493853089498703,0.0,0.0,27.182655972694313,5.3904297906509583e-06
Otu000015,0.0090115065612305,2.4170990073252807,4.3319962879402807,1.1715612519773695,2.0816009823515351,0.00067531064289572704,0.0025267810553578564,0.0,0.0,24.525165650669859,1.9404731177385534e-05
Otu000017,0.00877747706191,0.0048671156945922136,0.015910332778655251,2.6310836808801867,10.450976498231427,0.0067076922374248423,0.015507521884564474,0.0,0.0,2.6434109263971464,0.44992982631626266
Otu000034,0.008721561443506333,0.14083628921031313,0.2149627622125436,0.038988884815419608,0.12925591421034163,2.0522038079052805,2.4945531919116388,0.026671255269723821,0.053342510539447642,19.073855744879221,0.00026395178922982549
Otu000030,0.008632238824964682,0.023670831904390323,0.044280108426591976,0.0098124730799173839,0.017902195235828582,1.8747794022501327,1.7393429416903254,0.2657966599585414,0.15204472771311883,47.444952979027569,2.794954954020528e-10
Otu000022,0.006900862927550666,1.0375151936695084,1.7491759159130167,0.021275161660419865,0.024581860224587221,1.5528073076214404,1.1194090039888864,0.022261441732122168,0.027836202659249489,39.861079594015457,1.1402579718067828e-08
Otu000014,0.005878477059427633,0.37018352380377395,0.41336800386588823,0.31761628447851115,0.61098012619191211,1.3392782335119839,1.0609930111432642,2.7904537717864875,2.4077082097402331,27.158329483992439,5.4541156766824711e-06
Otu000008,0.004695898855972317,0.48840577489755166,1.7283083555697285,0.022265854948882145,0.071349137328434259,0.64274032263719549,1.1142135118457721,3.029518910834506,5.5239666165138921,18.890041646531202,0.00028809070772044612
Otu000026,0.0025547438813620167,0.11127163868473929,0.25782815876314286,0.0078883415858208867,0.022262732274832383,1.5310802394025358,1.8791435624526398,0.1519341822533031,0.28368509203609377,36.956808926771316,4.6992222919341853e-08
Otu000018,0.0022469299567515,0.59594755503775221,0.49545621538746182,0.0034050341521434076,0.0089891558347928811,2.2299319145233651,1.5083750720566098,0.040604429437671799,0.068665044880514475,49.463302599873685,1.0394176350897718e-10
Otu000039,0.002180431027454,0.042491750873661416,0.085954930162899831,0.000605990825298905,0.00242396330119562,1.3688273657339056,1.4667470616259626,0.01545152714729538,0.028883921739420872,39.427483689470918,1.4089445066899535e-08
Otu000027,0.0019165743930863333,0.021769106277224767,0.094898928406409871,1.9138231777358763,2.5477093461818878,0.00087719298245614026,0.0032821556024332818,0.91558892697751693,1.3440365728415018,37.777957386582308,3.1495672885178786e-08
Otu000024,0.0017092303288243499,0.05463142721048142,0.091136876035432968,0.03826844787288159,0.14349970748914612,1.01783600014577,0.80647048018487566,0.0060225415125182832,0.012045083025036566,42.549660164345887,3.0670149834089383e-09
