Group,L0_G,L1_G,L8_G,L9_G,L10_G,L13_G,L14_G,L17_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_G,L0_R,L1_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L18_R,L20_R,S16_R,S17_R,S20_R
Otu000170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063109581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398809524
Otu000171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014606413,0,0,0,0,0,0,0,0,0,0,0,1.01749788,0,0
Otu000172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005737235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000173,0,0,0,0,0.082049752,0,0,0,0,0.24219591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000174,0,0,0,0,0,0,0,0,0,0,0.164718171,0,0.046727688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000175,0,0.047284677,0,0,0,0,0,0,0,0,0,0.296534256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000178,0,0,0,0,0,0,0,0,0,0,0.124543008,0,0.071465875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000182,0,0,0,0,0,0,0,0,0,0,0.2209634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083189902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453623015,0
Otu000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000185,0,0,0,0,0,0,0,0,0,0,0.032140131,0,0.019240813,0.002868617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674465799,0
Otu000186,0,0.33572121,0,0.002208676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000187,0,0,0,0,0,0,0,0,0,0,0,0.030888985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000188,0,0,0.575594781,0,0,0,0,0,0,0.316200215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000189,0,0,0,0,0.014918137,0,0,0,0,0,0.188823269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056178513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146299484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847558792,0
Otu000194,0,0,0,0,0,0,0,0,0,0.020182992,0,0.037066782,0,0.031554791,0,0,0,0,0,0,0,0,0,0,0,0.111964171,0,0.029843619,0.074404762
Otu000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055054943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000197,0,0,0,0,0.033565808,0,0,0.143725815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011040269,0,0,0,0,0
Otu000198,0,0,0,0,0,0,0,0,0,0.322927879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000199,0,0,0,0,0,0,0,0,0,0.040365985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007677543,0,0,0
Otu000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151631478,0,0,0
Otu000203,0,0,0,0,0,0,0,0,0,0,0.016070065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0.525247702,0.014880952
Otu000204,0,0,0,0,0,0,0,0,0,0,0,0.290356459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000205,0,0,0,0,0,0,0,0,0,0.074004306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319897633,0,0,0
Otu000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094664372,0,0,0,0,0,0,0.0099992,0,0,0,0,0,0,0,0
Otu000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000208,0,0,0,0,0,0,0,0,0,0,0,0.284178662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000209,0,0,0,0,0,0,0,0,0,0,0.004017516,0.006177797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787871553,0
Otu000210,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060240964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161155545,0.05952381
Otu000211,0,0,0,0,0,0.50282841,0,0,0,0.215285253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967690339,0,0,0
Otu000213,0,0,0,0,0,0,0,0,0,0,0.184805753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022471405,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101190476
Otu000215,0,0,0,0,0,0,0,0,0,0,0,0.006177797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01749788,0,0
Otu000217,0,0,0,0,0,0,0,0,0,0,0,0.160622722,0,0.057372347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000218,0,0,0,0,0,0,0,0,0,0,0.028122615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000219,0,0,0,0,0,0,0,0,0,0.201829925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063659629,0,0,0
Otu000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000223,0,0,0,0,0,0,0,0,0,0,0,0.265645271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015994882,0,0,0
Otu000224,0,0,0,0,0,0,0,0,0,0.296017223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000225,0,0,0.230237913,0,0.014918137,0,0,0,0,0,0,0,0,0,0.039324959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023316062,0,0,0,0,0,0,0,0,0,0
Otu000227,0,0,0,0,0,0,0,0,0,0.134553283,0,0.024711188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000228,0,0,0,0,0,0,0,0.179657269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000229,0,0,0,0,0,0,0,0,0,0,0,0,0.060471125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000230,0,0,0,0,0,0,0,0,0,0,0.172753204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000231,0,0,0,0,0,0,0,0,0,0,0.128560524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011937448,0
Otu000233,0,0,0,0,0,0,0,0,0,0,0.072315295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04381924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047189951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04269567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000238,0,0,0,0,0,0,0,0,0,0,0,0.24711188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000239,0,0,0,0,0,0,0,0,0,0,0.164718171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000240,0,0,0,0,0,0,0,0,0,0.006727664,0.144630589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029843619,0
Otu000241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959692898,0,0,0
Otu000242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038201389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935700576,0,0,0
Otu000244,0,0,0,0,0,0,0,0,0,0,0,0.24711188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114744693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000246,0,0,0,0,0,0,0,0,0,0.168191604,0.012052549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000247,0.053691665,0.014185403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000248,0,0,0,0,0,0,0,0,0,0,0.156683138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04381924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000250,0,0,0,0,0,0,0,0,0.975402884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000251,0,0,0,0,0,0,0,0,0,0.255651238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000252,0,0,0,0,0,0,0,0,0,0,0.152665622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000253,0,0,0,0,0,0,0,0.149253731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911708253,0,0,0
Otu000255,0,0,0,0,0,0,0,0,0,0,0.152665622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000256,0,0,0,0,0,0,0,0,0,0,0.152665622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000257,0,0,0,0,0,0,0,0,0,0,0.152665622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000258,0,0,0,0,0,0,0,0,0,0,0,0.234756286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097532989,0,0,0,0,0,0,0.01599872,0,0,0,0,0,0,0,0
Otu000261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101202469,0,0,0,0,0
Otu000262,0,0,0,0,0,0,0,0,0,0,0,0,0.002748688,0.100401606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656559628,0
Otu000264,0,0,0,0,0,0,0,0,0,0,0.148648106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000265,0,0,0,0,0,0,0,0,0,0.208557589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25297619
Otu000266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64462218,0
Otu000267,0,0,1.41980046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000269,0,0,0,0,0,0,0,0,0,0,0.008035033,0.006177797,0,0.002868617,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0.023874896,0.014880952
Otu000270,0,0,0,0,0,0,0,0,0,0.24219591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000271,0,0,0,0,0,0,0,0,0,0,0.140613073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567028769,0
Otu000274,0,0,0,0,0,0,0,0,0,0.074004306,0,0,0,0.017211704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100401606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000277,0,0,0,0,0,0,0,0.008291874,0,0,0,0,0.090706688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038201389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.517857143
Otu000281,0,0,0,0,0,0,0,0,0,0.228740581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000285,0,0,0,0,0,0,0,0,0,0.215285253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000286,0,0,0,0,0,0,0,0,0,0.222012917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000287,0,0,0,0,0,0,0,0,0,0.215285253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7837492,0,0,0
Otu000289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091795754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755415093,0,0
Otu000291,0,0,0,0,0,0,0,0,0,0,0,0.203867301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037077818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000293,0,0,0,0,0,0,0,0,0,0.16146394,0,0,0.0219895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029212827,0,0,0,0,0,0.02599792,0,0,0,0,0,0,0,0
Otu000297,0.00725563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13035112,0,0,0,0,0,0.001522835,0,0,0,0,0,0
Otu000299,0,0,0,0,0,0,0.18307129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759756878,0,0,0
Otu000301,0,0,0,0,0,0,0,0,0,0,0,0.080311361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310373642,0.014880952
Otu000302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555091321,0
Otu000303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091795754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033707108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000305,0,0,0,0,0,0,0,0,0,0.026910657,0.024105098,0,0,0.011474469,0,0,0,0,0,0,0,0,0,0,0,0.231925784,0,0,0
Otu000308,0,0,0,0,0,0,0,0,0,0.16146394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133928571
Otu000309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735764555,0,0,0
Otu000310,0,0,0,0,0,0,0,0,0,0,0,0.037066782,0.019240813,0.034423408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157851827,0,0,0,0,0,0,0,0,0
Otu000314,0,0,0,0,0,0,0,0,0,0.201829925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000315,0,0,0,0,0,0,0,0,0,0,0,0,0.079711938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000316,0,0,0,0,0,0,0,0,0,0,0,0,0.082460625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000317,0,0,0,0,0,0,0,0,0,0,0,0.18533391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08605852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53718515,0
Otu000321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014880952
Otu000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342261905
Otu000324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080321285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67833192,0,0
Otu000326,0,0,0,0,0,0.015713388,0.00538445,0,0,0,0,0,0,0,0,0,0,0,0.000863558,0,0,0,0,0,0,0,0,0,0
Otu000327,0,0,0,0,0,0,0,0,0,0.033638321,0.080350327,0,0,0,0.004494281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000328,0,0,0,0,0,0,0,0,0,0.19510226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007708317,0,0
Otu000329,0,0,0,0,0,0,0,0,0,0,0,0,0.079711938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519278978,0
Otu000331,0,0,0,0,0,0,0.226146888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68777991,0,0,0
Otu000333,0,0,0,0,0,0,0,0,0,0,0.036157647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000334,0,0,0,0,0,0,0,0,0,0.188374596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67978247,0,0,0
Otu000336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50734153,0
Otu000337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031459967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014880952
Otu000339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0.417810672,0
Otu000341,0,0,0,0,0,0,0,0,0,0,0.012052549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080321285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000343,0,0,0,0,0,0,0,0,0,0,0,0,0.068717188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000344,0,0,0,0,0,0,0,0,0,0.188374596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000345,0,0,0,0,0,0,0,0,0,0.067276642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316342366,0
Otu000346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033678756,0,0,0,0,0,0,0.343889955,0,0,0
Otu000347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077452668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000348,0,0,0,0,0,0,0,0,0,0,0.108472942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000349,0,0,0,0,0.003729534,0,0.00538445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000350,0,0,0,0,0,0,0.220762438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000351,0,0,0,0,0,0,0,0,0,0.134553283,0.028122615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000352,0,0,0,0,0,0,0,0,0,0.181646932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000353,0,0,0,0,0,0,0,0,0,0,0,0.160622722,0.002748688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030336397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000359,0,0.03073504,0,0,0,0,0,0,0,0.148008611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000360,0,0,0,0,0,0,0,0,0,0.181646932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616665382,0,0
Otu000363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477497911,0
Otu000365,0,0,0,0,0,0,0,0,0,0,0,0.160622722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000366,0.001451126,0.002364234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011273957,0,0,0.001727116,0.008673177,0.05199584,0.027174375,0.025888193,0.004600112,0,0,0,0,0
Otu000367,0,0,0,0,0,0,0,0,0,0,0,0.160622722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465560463,0
Otu000369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029212827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000370,0,0,0,0,0,0,0,0,0.653095844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155179905,0,0,0,0,0,0,0,0,0,0,0,0
Otu000372,0,0,0,0,0,0,0,0,0,0.174919268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000373,0,0,0,0,0,0,0,0,0,0.174919268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615802943,0,0,0
Otu000375,0,0,0,0,0,0,0,0,0,0,0,0.160622722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026965686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001522835,0,0,0,0,0,0
Otu000378,0.036278152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000379,0,0,0,0,0,0,0,0.105030404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000380,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071715433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000383,0,0,0,0,0,0,0,0,0.636132316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000384,0,0,0,0,0,0,0,0,0,0,0,0,0.068717188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116071429
Otu000386,0,0,0,0,0,0,0,0,0,0.168191604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441685568,0
Otu000388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071715433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58381318,0,0,0
Otu000390,0,0,0,0,0,0,0,0,0,0,0,0,0.0659685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014880952
Otu000391,0.008706756,0,0,0.002208676,0.011188603,0,0.00538445,0.008291874,0.008481764,0.006727664,0,0,0,0,0,0.011273957,0,0,0.003454231,0.010407813,0.00599952,0.005095195,0.00609134,0.005520135,0,0,0,0,0
Otu000392,0,0,0,0,0,0,0,0,0.610687023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000393,0,0,0,0,0,0,0,0,0.610687023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551823417,0,0.005968724,0
Otu000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417810672,0
