OTU,Simper contribution,LG mean,LG std,LR mean,LR std,SG mean,SG std,SR mean,SR std,kruskal stats,kruskal p
Otu000001,0.33252342580710131,69.982051363385452,29.445215262021101,81.886267136981644,26.922597175186414,6.9037334621940447,6.3938521316618973,16.004769821326196,3.6156927859140269,30.230609284332672,1.2341925713566418e-06
Otu000002,0.107770558506968,5.7850742960280348,11.124684180608135,0.0047027929741071525,0.014071819484761642,31.955117469872047,28.1018384491463,0.0,0.0,25.092430212580869,1.4768428979346919e-05
Otu000003,0.085032061403862658,1.6813065770030606,3.91908850201624,1.0361748785824272,3.271617843919838,27.524656204752436,21.967415213860345,0.0025688450472667488,0.0036328955054795906,27.247054771011086,5.2253942633748562e-06
Otu000006,0.052480971462087384,1.0090828804327101,3.2305678364482588,1.3384807770604317,4.2326478598630155,3.2913215348367038,3.2710364998881105,14.38480631483978,8.9238433617986814,27.303718163227362,5.0843561090826059e-06
Otu000013,0.027068349811308002,0.24269439438986776,0.52894831577526613,0.36124782969184355,1.1250446030909738,1.7974533893892801,3.0758449416014511,8.2887345132420922,2.4447888825915904,19.42881031692913,0.00022288899553570693
Otu000005,0.025667325355334485,0.73472334370005887,1.4916292883124453,0.11601357168152654,0.18086319326240088,3.0756846215370475,6.6520850815931087,5.6705695379451653,6.2404596395103766,8.0608749347221611,0.044770215859540129
Otu000004,0.023479202693730838,2.233675836549879,4.8957954853304502,0.0,0.0,5.789460858492931,5.9903496462242121,0.0,0.0,20.970481927710843,0.00010677266350167576
Otu000016,0.020640067735752998,0.30427078624284637,1.003008149497997,0.3926016402024079,1.2415153961575385,0.41983379719532438,0.4998066405560323,7.0723616275786796,2.5198872104318593,18.551449631449636,0.00033844676684750054
Otu000017,0.019566446667727999,0.086026256418495983,0.35469534178992818,0.80774152271273181,2.5543029724648614,1.3173385787205298,4.5686229497963851,5.0228502882696322,3.2039402601707123,20.766649164916487,0.00011770085820386816
Otu000014,0.0164542033021635,0.0016736625762353303,0.0069006875834616375,0.67905542953527598,2.1473618148354463,1.4922093732816024,4.1038059690404101,4.7686286320779461,2.2063713522855766,28.353708398728291,3.0612148129007987e-06
Otu000007,0.012950948849334834,1.6052294995034913,3.0302678609016431,0.71837783787339071,1.4330359515062459,1.0736098145105799,1.5416044930577877,2.0009286555114927,1.9642793730328931,2.6788451321928246,0.44383432185744265
Otu000031,0.01163299734064735,1.7080193653042879,6.7662770425054681,0.0,0.0,0.0,0.0,0.20293661215232184,0.28699570920786222,6.0937260063616838,0.10713823189918945
Otu000008,0.011168116057793149,0.062612588942995775,0.17384352612669421,4.2226840430018084,13.337264187460294,0.0,0.0,0.0,0.0,3.4173082999521003,0.33164637831280047
Otu000015,0.0084072619797198496,1.8898722832214685,4.7093898606746079,0.3126097184625351,0.61659161451190503,0.4426607977739348,0.86287187303182011,0.94687535642748777,1.0264046399991207,4.4247136759565162,0.21910476690453584
Otu000025,0.0026996154548349833,1.1480111204387577,3.7194397854682895,0.064611042756721915,0.16874698084857484,0.22628423920898838,0.48598725404435467,0.47619047619047622,0.67343502970147384,0.47623123123121275,0.92408140137408046
Otu000023,0.0022421574338863334,0.024600904161622257,0.069779128239841962,1.1949559185219021,1.9680867672730116,0.0,0.0,0.0,0.0,24.296342659096577,2.1662551893632652e-05
Otu000012,0.0016833095782004834,0.036485844161930202,0.15043498931946367,0.0049797297926845946,0.014057496091869924,1.5545191881245535,5.2178478594936584,0.2414714344430744,0.34149217751508154,4.7768214200357857,0.18888805508351039
Otu000018,0.0016760183940598332,0.74709738659329938,2.7326685806920361,0.0043262276611472777,0.013680733085648534,0.0,0.0,0.0,0.0,4.5924512531979307,0.20419060860841987
