Group,Control,Control,Control
ASV000911,0,0,0
ASV000912,0,0,0
ASV000913,0,0,0
ASV000914,0,0,0
ASV000915,0,0,0
ASV000916,0,0,0.090687244
ASV000917,0.079001422,0.029478762,0
ASV000918,0.078315058,0.04455199,0.62441573
ASV000919,0.011850213,0.022290039,0.013190872
ASV000920,0.104438642,0.0214391,0
ASV000921,0.035748332,0.025586002,0
ASV000922,0,0.090909091,0
ASV000923,0,0.047684224,0
ASV000924,0,0.047684224,0
ASV000925,0,0,0
ASV000926,0,0,0
ASV000927,0,0,0
ASV000928,0,0,0
ASV000929,0,0,0
ASV000930,0,0,0
ASV000931,0,0,0
ASV000932,0,0,0
ASV000933,0.320282916,0,0
ASV000934,0.166767434,0,0
ASV000935,0.111959493,0.011758791,0.024732885
ASV000936,0.040705328,0.021459227,0.004946577
ASV000937,0,0.04374381,0
ASV000938,0,0.046801183,0
ASV000939,0,0.046801183,0
ASV000940,0,0.045035101,0
ASV000941,0,0.041502936,0
ASV000942,0,0.096475948,0
ASV000943,0,0,0
ASV000944,0,0,0
ASV000945,0,0,0
ASV000946,0,0,0
ASV000947,0.189327657,0,0
ASV000948,0.030914205,0.000825355,0
ASV000949,0.118327289,0.019808518,0
ASV000950,0.309818875,0,0
ASV000951,0,0.042918455,0
ASV000952,0,0.028062067,0
ASV000953,0,0.045918142,0
ASV000954,0,0.045918142,0
ASV000955,0,0.042385977,0
ASV000956,0,0.03708773,0
ASV000957,0,0.014128659,0
ASV000958,0,0,0
ASV000959,0,0,0
ASV000960,0,0,0
ASV000961,0,0,0
ASV000962,0,0,0
ASV000963,0,0,0
ASV000964,0.021303792,0.131314485,0
ASV000965,0.047919107,0.015894741,0
ASV000966,0.182310269,0.026798874,0
ASV000967,0.095328885,0,0
ASV000968,0,0.015820217,0
ASV000969,0,0.0420931,0
ASV000970,0,0.024760647,0
ASV000971,0,0.045035101,0
ASV000972,0,0.045035101,0
ASV000973,0,0.04415206,0
ASV000974,0,0.030906442,0
ASV000975,0,0,0
ASV000976,0,0,0
ASV000977,0,0,0
ASV000978,0,0,0
ASV000979,0,0,0
ASV000980,0,0,0
ASV000981,0,0,0
ASV000982,0,0,0
ASV000983,0,0,0.084091808
ASV000984,0,0,0
ASV000985,0,0,0
ASV000986,0.033154005,0,0
ASV000987,0.082951493,0,0
ASV000988,0.039332601,0.025638958,0
ASV000989,0,0.04415206,0
ASV000990,0,0.04415206,0
ASV000991,0,0.04415206,0
ASV000992,0,0.04415206,0
ASV000993,0,0,0
ASV000994,0,0,0
ASV000995,0,0,0
ASV000996,0,0,0
ASV000997,0,0,0
ASV000998,0,0,0
ASV000999,0,0,0
ASV001000,0,0,0.08079409
ASV001001,0,0,0
ASV001002,0,0,0
ASV001003,0.274326553,0.000825355,0
ASV001004,0.102497423,0,0
ASV001005,0.039500711,0.013205678,0
ASV001006,0.038712135,0.047324169,0
ASV001007,0.003263708,0.011554969,0
ASV001008,0,0.05036302,0
ASV001009,0,0.019876683,0
ASV001010,0,0.04044239,0
ASV001011,0,0.043269018,0
ASV001012,0,0,0
ASV001013,0,0,0
ASV001014,0,0,0.08079409
ASV001015,0.149126545,0.028062067,0
ASV001016,0.063911376,0.112555273,0
ASV001017,0.022568007,0.037970771,0
ASV001018,0.006527415,0,0
ASV001019,0,0.039617035,0
ASV001020,0,0.042385977,0
ASV001021,0,0.042385977,0
ASV001022,0,0.042385977,0
ASV001023,0,0.053597749,0
ASV001024,0,0,0
ASV001025,0,0,0
ASV001026,0,0,0
ASV001027,0,0,0
ASV001028,0,0,0
ASV001029,0,0,0
ASV001030,0,0,0
ASV001031,0,0,0
ASV001032,0,0,0
ASV001033,0,0,0
ASV001034,0,0,0
ASV001035,0.05325948,0,1.385927505
ASV001036,0.090851635,0.004126775,0
ASV001037,0.03555064,0.019426906,0
ASV001038,0.062010444,0.017660824,0
ASV001039,0.01305483,0,0
ASV001040,0,0.01906539,0
ASV001041,0,0.018659744,0
ASV001042,0,0.041502936,0
ASV001043,0,0.041502936,0
ASV001044,0,0.041502936,0
ASV001045,0,0.014128659,0
ASV001046,0,0.11523516,0
ASV001047,0,0,0
ASV001048,0,0,0
ASV001049,0,0,0
ASV001050,0,0,0
ASV001051,0,0,0
ASV001052,0,0,0
ASV001053,0,0,0
ASV001054,0,0,0
ASV001055,0,0,0
ASV001056,0,0,0
ASV001057,0,0,0
ASV001058,0.244814223,0.011554969,0
ASV001059,0.031600569,0.033555565,0
ASV001060,0.080556182,0,0
ASV001061,0.061390845,0.032158649,0
ASV001062,0.125119161,0.02207603,0
ASV001063,0,0.037966326,0
ASV001064,0,0.040619895,0
ASV001065,0,0.040619895,0
ASV001066,0,0.039736854,0
ASV001067,0,0.018543865,0
ASV001068,0,0,0
ASV001069,0,0,0
ASV001070,0,0,0
ASV001071,0,0,0
ASV001072,0,0,0
ASV001073,0,0,0
ASV001074,0,0,0
ASV001075,0,0,0
ASV001076,0,0,0.223214286
ASV001077,0,0,0
ASV001078,0,0,0.028030603
ASV001079,0,0,0
ASV001080,0.086901564,0,0
ASV001081,0,0.018254097,0
ASV001082,0,0.037140971,0
ASV001083,0,0.037198657,0
ASV001084,0,0.031363486,0
ASV001085,0,0.039736854,0
ASV001086,0,0.039736854,0
ASV001087,0,0.120594935,0
ASV001088,0,0,0
ASV001089,0,0,0
ASV001090,0,0,0
ASV001091,0,0,0
ASV001092,0,0,0
ASV001093,0,0,0
ASV001094,0,0,0
ASV001095,0,0,0
ASV001096,0,0,0
ASV001097,0.10614759,0,0
ASV001098,0.023700427,0.027316591,0
ASV001099,0.015800284,0.077716736,0
ASV001100,0.067333242,0.032158649,0
ASV001101,0.016318538,0.012362577,0.041221475
ASV001102,0.035748332,0,0
ASV001103,0,0.033839551,0
ASV001104,0,0.014031033,0
ASV001105,0,0.038853813,0
ASV001106,0,0.038853813,0
ASV001107,0,0.038853813,0
ASV001108,0,0.03708773,0
ASV001109,0,0.032672524,0
ASV001110,0,0,0
ASV001111,0,0,0
ASV001112,0.07110128,0.014031033,0
ASV001113,0.078146948,0.023089809,0
ASV001114,0.090428861,0.024118987,0
ASV001115,0.027650498,0.0214391,0.026381744
ASV001116,0.007900142,0.035800885,0
ASV001117,0.149256285,0,0
ASV001118,0.052219321,0,0
ASV001119,0.035900783,0.058957524,0
ASV001120,0.071496663,0,0
ASV001121,0,0.008264463,0
ASV001122,0,0.015820217,0
ASV001123,0,0.037970771,0
ASV001124,0,0.03708773,0
ASV001125,0,0.030023401,0
ASV001126,0,0,0
ASV001127,0,0,0
ASV001128,0,0,0
ASV001129,0,0,0
ASV001130,0,0,0
ASV001131,0,0,0
ASV001132,0,0,0
ASV001133,0,0,0
ASV001134,0,0,0
ASV001135,0,0,0
ASV001136,0,0,0
ASV001137,0.094801706,0,0
ASV001138,0.120911367,0,0.204081633
ASV001139,0.092903992,0.005359775,0
ASV001140,0.137075718,0,0
ASV001141,0.009791123,0,0
ASV001142,0.003263708,0.033014196,0
ASV001143,0,0.008264463,0.03297718
ASV001144,0,0.03708773,0
ASV001145,0,0.03708773,0
ASV001146,0,0.03708773,0
ASV001147,0,0,0
ASV001148,0,0,0
ASV001149,0,0,0
ASV001150,0,0,0
ASV001151,0,0,0
ASV001152,0,0,0
ASV001153,0,0,0
ASV001154,0,0,0
ASV001155,0.035900783,0,0
ASV001156,0,0.033839551,0
ASV001157,0,0.033839551,0
ASV001158,0,0.033839551,0
ASV001159,0,0.027236712,0
ASV001160,0,0.036204689,0
ASV001161,0,0.036204689,0
ASV001162,0,0.036204689,0
ASV001163,0,0.036204689,0
ASV001164,0,0.031789483,0
ASV001165,0,0.030023401,0
ASV001166,0,0.034838537,0
ASV001167,0,0,0
ASV001168,0,0,0
ASV001169,0,0,0
ASV001170,0,0,0
ASV001171,0,0,0
ASV001172,0,0,0
ASV001173,0,0,0
ASV001174,0.238968196,0,0
ASV001175,0.099632774,0.012362577,0
ASV001176,0.100460291,0.034838537,0
ASV001177,0.093779123,0.012362577,0
ASV001178,0.003950071,0.030595818,0
ASV001179,0.022845953,0.055044636,0
ASV001180,0.016318538,0.010729614,0
ASV001181,0.003263708,0.101835723,0
ASV001182,0.107244995,0,0
ASV001183,0,0.000405647,0
ASV001184,0,0.029712776,0.006595436
ASV001185,0,0.031998036,0
ASV001186,0,0.017332453,0
ASV001187,0,0.039586843,0
ASV001188,0,0.035321648,0
ASV001189,0,0.033555565,0
ASV001190,0,0.031789483,0
ASV001191,0,0.000883041,0
ASV001192,0,0.034838537,0
ASV001193,0,0,0
ASV001194,0,0,0
ASV001195,0,0,0
ASV001196,0,0,0
ASV001197,0,0,0
ASV001198,0,0,0
ASV001199,0,0,0
ASV001200,0,0,0.49833887
ASV001201,0,0,0
ASV001202,0,0,0
ASV001203,0,0,0
ASV001204,0,0,0
ASV001205,0,0,0
ASV001206,0.011850213,0.030023401,0
ASV001207,0.011850213,0.031789483,0
ASV001208,0.007900142,0.028275065,0.001648859
ASV001209,0.062427352,0.015073228,0
ASV001210,0.01305483,0.005182875,0
ASV001211,0.053622498,0.032158649,0
ASV001212,0,0.015820217,0
ASV001213,0,0.032188841,0
ASV001214,0,0.034438607,0
ASV001215,0,0.034438607,0
ASV001216,0,0.034438607,0
ASV001217,0,0.034438607,0
ASV001218,0,0,0
ASV001219,0,0,0
ASV001220,0,0,0
ASV001221,0,0,0
ASV001222,0,0,0
ASV001223,0,0,0
ASV001224,0,0,0
ASV001225,0,0,0
ASV001226,0,0,0
ASV001227,0,0,0
ASV001228,0,0,0
ASV001229,0,0,0
ASV001230,0,0,0
ASV001231,0,0,0
ASV001232,0.131924682,0.009078904,0
ASV001233,0.03555064,0,0.3125
ASV001234,0.031600569,0.024760647,0
ASV001235,0.017004901,0.061341297,0
ASV001236,0.12075718,0,0
ASV001237,0.005958055,0.014642502,0
ASV001238,0,0.031363486,0
ASV001239,0,0.048054279,0
ASV001240,0,0.033555565,0
ASV001241,0,0.019426906,0
ASV001242,0,0.101835723,0
ASV001243,0,0,0
ASV001244,0,0,0
ASV001245,0,0,0
ASV001246,0,0,0
ASV001247,0,0,0
ASV001248,0,0,0
ASV001249,0,0,0
ASV001250,0,0,0
ASV001251,0,0,0
ASV001252,0,0,0
ASV001253,0.082951493,0.005298247,0
ASV001254,0.009908126,0.030906442,0
ASV001255,0.058746736,0,0
ASV001256,0.065538608,0.040198312,0.004946577
ASV001257,0.029790276,0.026411357,0
ASV001258,0,0.030538131,0
ASV001259,0,0.018983163,0
ASV001260,0,0.016507098,0.014839731
ASV001261,0,0.030981875,0
ASV001262,0,0.032672524,0
ASV001263,0,0.030023401,0
ASV001264,0,0,0
ASV001265,0,0,0
ASV001266,0,0,0
ASV001267,0,0,0
ASV001268,0,0,0
ASV001269,0,0,0
ASV001270,0,0,0
ASV001271,0,0,0
ASV001272,0,0,0
ASV001273,0,0,0
ASV001274,0,0,0
ASV001275,0,0,0
ASV001276,0,0,0
ASV001277,0,0,0
ASV001278,0,0,0.061007783
ASV001279,0,0,0
ASV001280,0,0,0
ASV001281,0.074563272,0.024627528,0
ASV001282,0.019750356,0,0
ASV001283,0.114229765,0,0
ASV001284,0.081592689,0,0
ASV001285,0.065274151,0,0
ASV001286,0.055483029,0,0
ASV001287,0.113203051,0,0.891824749
ASV001288,0.029790276,0.023842112,0
ASV001289,0,0.029712776,0
ASV001290,0,0.029712776,0
ASV001291,0,0.029712776,0
ASV001292,0,0.037130907,0
ASV001293,0,0.031789483,0
ASV001294,0,0.031789483,0
ASV001295,0,0.031789483,0
ASV001296,0,0.031789483,0
ASV001297,0,0.027374277,0
ASV001298,0,0.008039662,0.001648859
ASV001299,0,0,0
ASV001300,0,0,0
ASV001301,0,0,0
ASV001302,0,0,0
ASV001303,0,0,0
ASV001304,0,0,0
ASV001305,0,0,0.59793011
ASV001306,0,0,0
ASV001307,0.117170856,0.064317299,0
ASV001308,0.195499838,0,0
ASV001309,0.053080094,0,0
ASV001310,0.134302417,0,0
ASV001311,0.027650498,0.022284582,0
ASV001312,0.084689154,0.009690372,0
ASV001313,0.081074436,0,0
ASV001314,0.114229765,0,0
ASV001315,0.048955614,0.016507098,0
ASV001316,0.039164491,0,0
ASV001317,0.131229668,0.002679887,0
ASV001318,0.026109661,0,0.001648859
ASV001319,0.022845953,0.012362577,0.019786308
ASV001320,0.017874166,0.004462113,0
ASV001321,0,0.028887422,0
ASV001322,0,0.028887422,0
ASV001323,0,0.028887422,0
ASV001324,0,0.026485902,0.003297718
ASV001325,0,0.004184461,0
ASV001326,0,0.030906442,0
ASV001327,0,0.030906442,0
ASV001328,0,0.030906442,0
ASV001329,0,0.015894741,0
ASV001330,0,0.001766082,0.054412347
ASV001331,0,0.083076511,0
ASV001332,0,0,0
ASV001333,0,0,0
ASV001334,0,0,0
ASV001335,0,0,0
ASV001336,0,0,0
ASV001337,0,0,0
ASV001338,0,0,0
ASV001339,0.234341713,0,0
ASV001340,0.026970434,0,0
ASV001341,0.075569604,0,0
ASV001342,0.040705328,0.006008229,0
ASV001343,0.110966057,0,0
ASV001344,0.053622498,0.020633873,0
ASV001345,0,0.028062067,0
ASV001346,0,0.028062067,0
ASV001347,0,0.030023401,0
ASV001348,0,0.029140359,0
ASV001349,0,0.028257318,0
ASV001350,0,0,0
ASV001351,0,0,0
ASV001352,0,0,0
ASV001353,0,0,0
ASV001354,0,0,0
ASV001355,0,0,0
ASV001356,0,0,0
ASV001357,0,0,0
ASV001358,0,0,0
ASV001359,0,0,0
ASV001360,0.074563272,0,0
ASV001361,0.055139185,0.012362577,0
ASV001362,0.126402275,0,0
ASV001363,0.049978197,0.053597749,0
ASV001364,0.039500711,0,0.073672056
ASV001365,0.029373368,0.018983163,0
ASV001366,0.095328885,0,0
ASV001367,0,0.013386338,0
ASV001368,0,0.013386338,0
ASV001369,0,0.027236712,0
ASV001370,0,0.017390139,0
ASV001371,0,0.029140359,0
ASV001372,0,0.029140359,0
ASV001373,0,0.029140359,0
ASV001374,0,0.02207603,0
ASV001375,0,0.016079325,0
ASV001376,0,0,0
ASV001377,0,0,0
ASV001378,0,0,0
ASV001379,0,0,0
ASV001380,0,0,0
ASV001381,0,0,0
ASV001382,0,0,0
ASV001383,0,0,0
ASV001384,0,0,0
ASV001385,0,0,0
ASV001386,0,0,0
ASV001387,0,0,0
ASV001388,0,0,0
ASV001389,0,0,0
ASV001390,0,0,0
ASV001391,0,0,0
ASV001392,0,0,0
ASV001393,0,0,0
ASV001394,0,0,0.054412347
ASV001395,0,0,0.034626039
ASV001396,0,0,0
ASV001397,0,0,0
ASV001398,0,0,0
ASV001399,0.170430337,0,0
ASV001400,0.086901564,0.01071955,0
ASV001401,0.011850213,0.02207603,0
ASV001402,0.065472711,0.008039662,0
ASV001403,0.003950071,0.020558439,0.006595436
ASV001404,0.026109661,0,0
ASV001405,0.006527415,0.024760647,0
ASV001406,0.011916111,0.023842112,0
ASV001407,0,0.012980691,0
ASV001408,0,0.026411357,0
ASV001409,0,0.024760647,0
ASV001410,0,0.024760647,0
ASV001411,0,0.028257318,0
ASV001412,0,0.028257318,0
ASV001413,0,0.028257318,0
ASV001414,0,0.028257318,0
ASV001415,0,0,0
ASV001416,0,0,0
ASV001417,0,0,0
ASV001418,0,0,0
ASV001419,0,0,0
ASV001420,0,0,0
ASV001421,0,0,0
ASV001422,0,0,2.380952381
ASV001423,0,0,0
ASV001424,0,0,0
ASV001425,0,0,0
ASV001426,0,0,0.036274898
ASV001427,0,0,0
ASV001428,0,0,0
ASV001429,0.021303792,0.050004056,0
ASV001430,0.010651896,0.005015273,0
ASV001431,0.122452204,0,0
ASV001432,0.098751778,0,0
ASV001433,0.051350924,0.048237974,0
ASV001434,0.043450782,0.014856388,0
ASV001435,0.044487289,0.013337909,0
ASV001436,0.007900142,0.025608195,0
ASV001437,0.003263708,0,0
ASV001438,0.154909438,0,0
ASV001439,0.131077216,0,0
ASV001440,0,0.012575045,0
ASV001441,0,0.012169398,0
ASV001442,0,0.025586002,0
ASV001443,0,0.025586002,0
ASV001444,0,0.027374277,0
ASV001445,0,0.027374277,0
ASV001446,0,0.027374277,0
ASV001447,0,0.024725153,0.004946577
ASV001448,0,0.083076511,0
ASV001449,0,0.083076511,0
ASV001450,0,0.083076511,0
ASV001451,0,0,0
ASV001452,0,0,0
ASV001453,0,0,0
ASV001454,0,0,0
ASV001455,0,0,0
ASV001456,0,0,0
ASV001457,0,0,0
ASV001458,0,0,0
ASV001459,0.103412087,0,0
ASV001460,0.021303792,0,0
ASV001461,0.118502133,0,0
ASV001462,0.114552062,0,0
ASV001463,0.045524664,0.007978135,0
ASV001464,0.097911227,0,0
ASV001465,0.09464752,0,0
ASV001466,0.09464752,0,0
ASV001467,0,0.006566111,0
ASV001468,0,0.011358105,0
ASV001469,0,0.024760647,0
ASV001470,0,0.023935292,0
ASV001471,0,0.013205678,0
ASV001472,0,0.026491236,0
ASV001473,0,0.026491236,0
ASV001474,0,0.026491236,0
ASV001475,0,0.026491236,0
ASV001476,0,0.002679887,0
ASV001477,0,0,0
ASV001478,0,0,0
ASV001479,0,0,0
ASV001480,0,0,0
ASV001481,0,0,0
ASV001482,0,0,0
ASV001483,0,0,0
ASV001484,0,0,0
ASV001485,0,0,0
ASV001486,0,0,0
ASV001487,0,0,0
ASV001488,0,0,2.579365079
ASV001489,0,0,0.001648859
ASV001490,0,0,0
ASV001491,0,0,0
ASV001492,0,0,0
ASV001493,0,0,0
ASV001494,0.223689817,0,0
ASV001495,0.095867064,0,0
ASV001496,0.021303792,0.001766082,0
ASV001497,0.079001422,0,0
ASV001498,0.063201138,0,0.008244295
ASV001499,0.039500711,0,0
ASV001500,0.056688513,0.002533751,0
ASV001501,0.003950071,0.007707285,1.224489796
ASV001502,0.09464752,0,0
ASV001503,0.078328982,0,0
ASV001504,0.076620902,0,0
ASV001505,0.009791123,0.020633873,0
ASV001506,0.009791123,0,0
ASV001507,0.172783603,0,0
ASV001508,0.172783603,0,0
ASV001509,0.059580553,0.050917861,0
ASV001510,0,0.004952129,0
ASV001511,0,0.025608195,0
ASV001512,0,0.077716736,0
ASV001513,0,0.077716736,0
ASV001514,0,0.061637411,0
ASV001515,0,0,0
ASV001516,0,0,0
ASV001517,0,0,0
ASV001518,0,0,0
ASV001519,0,0,0
ASV001520,0,0,0
ASV001521,0,0,0
ASV001522,0,0,0
ASV001523,0,0,0
ASV001524,0,0,0
ASV001525,0,0,0
ASV001526,0.298253089,0,0
ASV001527,0.063911376,0,0
ASV001528,0.079001422,0,0
ASV001529,0.031600569,0,0
ASV001530,0.091383812,0,0
ASV001531,0.091383812,0,0
ASV001532,0.005958055,0.020806931,0
ASV001533,0,0.016814313,0
ASV001534,0,0.023109937,0
ASV001535,0,0.023109937,0
ASV001536,0,0.022284582,0
ASV001537,0,0.034237133,0
ASV001538,0,0.024725153,0
ASV001539,0,0.024725153,0
ASV001540,0,0.024725153,0
ASV001541,0,0.024725153,0
ASV001542,0,0.024725153,0
ASV001543,0,0.024725153,0
ASV001544,0,0.021192989,0
ASV001545,0,0.075036848,0
ASV001546,0,0.075036848,0
ASV001547,0,0.075036848,0
ASV001548,0,0.045558087,0
ASV001549,0,0.034838537,0
ASV001550,0,0.008039662,0
ASV001551,0,0,0
ASV001552,0,0,0
ASV001553,0,0,0
ASV001554,0,0,0
ASV001555,0,0,0
ASV001556,0,0,0
ASV001557,0,0,0
ASV001558,0,0,0
ASV001559,0,0,0
ASV001560,0,0,0
ASV001561,0,0,0
ASV001562,0,0,0
ASV001563,0,0,0
ASV001564,0,0,0
ASV001565,0,0,0
ASV001566,0,0,0
ASV001567,0,0,0.992063492
ASV001568,0,0,0
ASV001569,0,0,0
ASV001570,0.10651896,0,0.583090379
ASV001571,0.042607584,0.018759212,0
ASV001572,0.07110128,0,0
ASV001573,0.092940308,0,0
ASV001574,0.054964775,0,0
ASV001575,0.084856397,0,0
ASV001576,0.039164491,0,0
ASV001577,0.026109661,0.015681743,0
ASV001578,0.022845953,0,0
ASV001579,0.160867493,0,0
ASV001580,0.089370829,0,0
ASV001581,0.005958055,0.011554969,0
ASV001582,0,0.010952458,0
ASV001583,0,0.022284582,0
ASV001584,0,0.022284582,0
ASV001585,0,0.022284582,0
ASV001586,0,0.022284582,0
ASV001587,0,0.022284582,0
ASV001588,0,0.000825355,1.130648688
ASV001589,0,0.023842112,0
ASV001590,0,0.023842112,0
ASV001591,0,0.023842112,0
ASV001592,0,0.022959071,0
ASV001593,0,0.022959071,0
ASV001594,0,0.058012955,0
ASV001595,0,0.072356961,0
ASV001596,0,0.072356961,0
ASV001597,0,0.053597749,0
ASV001598,0,0.01071955,0
ASV001599,0,0,0
ASV001600,0,0,0
ASV001601,0,0,0
ASV001602,0,0,0
ASV001603,0,0,0
ASV001604,0,0,0
ASV001605,0,0,0
ASV001606,0,0,0
ASV001607,0,0,0
ASV001608,0,0,0
ASV001609,0,0,0
ASV001610,0,0,0
ASV001611,0,0,0
ASV001612,0,0,0
ASV001613,0,0,0.246951966
ASV001614,0,0,0
ASV001615,0,0,0
ASV001616,0,0,0
ASV001617,0.010651896,0.018157808,0
ASV001618,0.102701849,0,0
ASV001619,0.048955614,0.009713453,0
ASV001620,0.045691906,0,0
ASV001621,0.050511242,0.00330142,0
ASV001622,0.029373368,0,0
ASV001623,0.083412774,0,0
ASV001624,0.029790276,0.002476065,0
ASV001625,0,0.010546812,0
ASV001626,0,0.021459227,0
ASV001627,0,0.021459227,0
ASV001628,0,0.021459227,0
ASV001629,0,0.056695346,0
ASV001630,0,0.022959071,0
ASV001631,0,0.022959071,0
ASV001632,0,0.022959071,0
ASV001633,0,0.022959071,0
ASV001634,0,0.022959071,0
ASV001635,0,0.022959071,0
ASV001636,0,0.021192989,0
ASV001637,0,0.019426906,0
ASV001638,0,0.018543865,0
ASV001639,0,0.053597749,0
ASV001640,0,0,0
ASV001641,0,0,0
ASV001642,0,0,0
ASV001643,0,0,0
ASV001644,0,0,0
ASV001645,0,0,0
ASV001646,0,0,0
ASV001647,0,0,0
ASV001648,0,0,0
ASV001649,0,0,0
ASV001650,0,0,0
ASV001651,0,0,0
ASV001652,0,0,0
ASV001653,0,0,0
ASV001654,0,0,0
ASV001655,0,0,0
ASV001656,0,0,0
ASV001657,0,0,0
ASV001658,0,0,0
ASV001659,0,0,0
ASV001660,0,0,0
ASV001661,0.095867064,0,0
ASV001662,0.079001422,0,0
ASV001663,0.043450782,0,0
ASV001664,0.04860547,0,0.006595436
ASV001665,0.019750356,0.016507098,0
ASV001666,0.019750356,0,0
ASV001667,0.034696166,0.011364163,0
ASV001668,0.003950071,0,0
ASV001669,0.003950071,0.019808518,0
ASV001670,0.055483029,0,0
ASV001671,0.111230514,0,0
ASV001672,0.042428198,0.01071955,0
ASV001673,0.039164491,0,0
ASV001674,0.016318538,0.007601253,0
ASV001675,0,0.004132231,0
ASV001676,0,0.020633873,0
ASV001677,0,0.020633873,0
ASV001678,0,0.020633873,0
ASV001679,0,0.020633873,0
ASV001680,0,0.020633873,0
ASV001681,0,0.004952129,0
ASV001682,0,0.020904557,0
ASV001683,0,0.02207603,0
ASV001684,0,0.02207603,0
ASV001685,0,0.021192989,0
ASV001686,0,0.066997186,0
ASV001687,0,0.066997186,0
ASV001688,0,0.066997186,0
ASV001689,0,0,0
ASV001690,0,0,0
ASV001691,0,0,0
ASV001692,0,0,0
ASV001693,0,0,0
ASV001694,0,0,0
ASV001695,0,0,0
ASV001696,0,0,0
ASV001697,0,0,0
ASV001698,0,0,0
ASV001699,0,0,0
ASV001700,0,0,0
ASV001701,0,0,0
ASV001702,0,0,0
ASV001703,0,0,0
ASV001704,0,0,0
ASV001705,0,0,0
ASV001706,0,0,0
ASV001707,0,0,0
ASV001708,0,0,0
ASV001709,0,0,0
ASV001710,0,0,0
ASV001711,0,0,0
ASV001712,0,0,0
ASV001713,0,0,0
ASV001714,0,0,0
ASV001715,0,0,0
ASV001716,0.097065382,0,0
ASV001717,0.146059936,0,0
ASV001718,0.05325948,0.016777783,0
ASV001719,0.094801706,0,0
ASV001720,0.023014063,0.0150117,0
ASV001721,0.019750356,0.010729614,0
ASV001722,0.078328982,0,0
ASV001723,0.078328982,0,0
ASV001724,0.068537859,0,0
ASV001725,0.066829779,0,0
ASV001726,0.016318538,0,0
ASV001727,0,0.009735518,0
ASV001728,0,0.019808518,0
ASV001729,0,0.019808518,0
ASV001730,0,0.017332453,0
ASV001731,0,0.006602839,0
ASV001732,0,0.058753701,0
ASV001733,0,0.021192989,0
ASV001734,0,0.021192989,0
ASV001735,0,0.021192989,0
ASV001736,0,0.021192989,0
ASV001737,0,0.021192989,0
ASV001738,0,0.020309947,0
ASV001739,0,0.017660824,0
ASV001740,0,0.017660824,0
ASV001741,0,0.064317299,0
ASV001742,0,0.064317299,0
ASV001743,0,0.061637411,0.001648859
ASV001744,0,0.061637411,0
ASV001745,0,0.029478762,0
ASV001746,0,0,0
ASV001747,0,0,0
ASV001748,0,0,0
ASV001749,0,0,0
ASV001750,0,0,0
ASV001751,0,0,0
ASV001752,0,0,0
ASV001753,0,0,0
ASV001754,0,0,0
ASV001755,0,0,0
ASV001756,0,0,0
ASV001757,0,0,0
ASV001758,0,0,0
ASV001759,0,0,0
ASV001760,0,0,0
ASV001761,0,0,0
ASV001762,0,0,0
ASV001763,0,0,0
ASV001764,0,0,0
ASV001765,0,0,0
ASV001766,0,0,0.003297718
ASV001767,0,0,0
ASV001768,0,0,0
ASV001769,0,0,0
ASV001770,0,0,0
ASV001771,0,0,0
ASV001772,0,0,0
ASV001773,0,0,0
ASV001774,0.244993609,0,0
ASV001775,0.090851635,0,0
ASV001776,0.090851635,0,0
ASV001777,0.059251067,0,0
ASV001778,0.054614632,0.0214391,0
ASV001779,0.083301637,0,0
ASV001780,0.075065274,0,0
ASV001781,0.062010444,0,0
ASV001782,0.058746736,0,0
ASV001783,0.055483029,0,0
ASV001784,0.05149751,0.013337909,0
ASV001785,0.006527415,0,0
ASV001786,0.029790276,0,0
ASV001787,0,0.018983163,0
ASV001788,0,0.018983163,0
ASV001789,0,0.018983163,0
ASV001790,0,0.018157808,0
ASV001791,0,0.019098535,0
ASV001792,0,0.014856388,0
ASV001793,0,0.014031033,0
ASV001794,0,0.020252261,0
ASV001795,0,0.020309947,0
ASV001796,0,0.020309947,0
ASV001797,0,0.020309947,0
ASV001798,0,0.019426906,0
ASV001799,0,0.019426906,0
ASV001800,0,0.018543865,0
ASV001801,0,0.017660824,0
ASV001802,0,0.007947371,0
ASV001803,0,0.061637411,0
ASV001804,0,0.061637411,0
ASV001805,0,0.061637411,0
ASV001806,0,0.061637411,0
ASV001807,0,0.058957524,0
ASV001808,0,0,0
ASV001809,0,0,0
ASV001810,0,0,0
ASV001811,0,0,0
ASV001812,0,0,0
ASV001813,0,0,0
ASV001814,0,0,0
ASV001815,0,0,0
ASV001816,0,0,0
ASV001817,0,0,0
ASV001818,0,0,0
ASV001819,0,0,0
ASV001820,0,0,0
ASV001821,0,0,0
ASV001822,0,0,0
ASV001823,0,0,0
ASV001824,0,0,0
ASV001825,0,0,0
ASV001826,0,0,0.031328321
ASV001827,0,0,0
ASV001828,0,0,0
ASV001829,0,0,0
ASV001830,0,0,0
ASV001831,0,0,0.006595436
ASV001832,0,0,1.271986272
ASV001833,0,0,0
ASV001834,0,0,0
ASV001835,0,0,0
ASV001836,0,0,0
ASV001837,0,0,0
ASV001838,0,0,0
ASV001839,0,0,0
ASV001840,0,0,0
ASV001841,0,0,0
ASV001842,0,0,0
ASV001843,0,0,0
ASV001844,0.234341713,0,0
ASV001845,0.010651896,0.013205678,0
ASV001846,0.086901564,0,0
ASV001847,0.059251067,0,0.011542013
ASV001848,0.051350924,0.002028233,0
