Group,Control,Control,Control
ASV001849,0.011850213,0.006490346,0.001648859
ASV001850,0.011850213,0.015050147,0
ASV001851,0.007900142,0,0.003297718
ASV001852,0.039698403,0.012362577,0
ASV001853,0.099278956,0.008039662,0
ASV001854,0.071801567,0,0
ASV001855,0.071801567,0,0
ASV001856,0.055483029,0,0
ASV001857,0.131077216,0,0
ASV001858,0.095328885,0,0
ASV001859,0.059580553,0.016079325,0
ASV001860,0,0.018157808,0
ASV001861,0,0.014856388,0.001648859
ASV001862,0,0.012668755,0
ASV001863,0,0.019426906,0
ASV001864,0,0.019426906,0
ASV001865,0,0.019426906,0
ASV001866,0,0.019426906,0
ASV001867,0,0.019426906,0
ASV001868,0,0.018543865,0
ASV001869,0,0.057160678,0
ASV001870,0,0.058957524,0
ASV001871,0,0.058957524,0
ASV001872,0,0.058957524,0
ASV001873,0,0.058957524,0
ASV001874,0,0.058957524,0
ASV001875,0,0.042878199,0
ASV001876,0,0.026798874,0
ASV001877,0,0.005359775,0.024732885
ASV001878,0,0,0
ASV001879,0,0,0
ASV001880,0,0,0
ASV001881,0,0,0
ASV001882,0,0,0
ASV001883,0,0,0
ASV001884,0,0,0
ASV001885,0,0,0
ASV001886,0,0,0
ASV001887,0,0,0
ASV001888,0,0,0
ASV001889,0,0,0
ASV001890,0,0,0
ASV001891,0,0,0
ASV001892,0,0,0
ASV001893,0,0,0
ASV001894,0,0,0
ASV001895,0,0,0
ASV001896,0,0,0
ASV001897,0,0,0
ASV001898,0,0,0
ASV001899,0,0,0
ASV001900,0,0,0
ASV001901,0,0,0.070162641
ASV001902,0,0,0.024732885
ASV001903,0,0,0
ASV001904,0,0,0
ASV001905,0,0,0
ASV001906,0,0,0
ASV001907,0,0,0
ASV001908,0,0,0
ASV001909,0,0,0
ASV001910,0,0,0
ASV001911,0,0,0
ASV001912,0.10222007,0,0
ASV001913,0.085215168,0,0.635730483
ASV001914,0.038995057,0.000883041,0
ASV001915,0.082951493,0,0
ASV001916,0.079001422,0.002679887,0
ASV001917,0.059251067,0,0
ASV001918,0.097007382,0,0
ASV001919,0.031600569,0.013399437,0
ASV001920,0.068537859,0,0
ASV001921,0.068537859,0,0
ASV001922,0.068537859,0,0
ASV001923,0.058746736,0,0
ASV001924,0.006527415,0,0
ASV001925,0.125119161,0,0
ASV001926,0.119161106,0,0
ASV001927,0.071496663,0,0
ASV001928,0.005958055,0.007716626,0
ASV001929,0,0.017332453,0
ASV001930,0,0.017332453,0
ASV001931,0,0.017332453,0
ASV001932,0,0.014856388,0
ASV001933,0,0.011554969,0
ASV001934,0,0.009904259,0
ASV001935,0,0.005777484,0
ASV001936,0,0.00165071,0
ASV001937,0,0.018543865,0
ASV001938,0,0.018543865,0
ASV001939,0,0.018543865,0
ASV001940,0,0.056277636,0
ASV001941,0,0.056277636,0
ASV001942,0,0.056277636,0
ASV001943,0,0.026798874,0.223214286
ASV001944,0,0.013399437,0
ASV001945,0,0.002679887,0
ASV001946,0,0,0
ASV001947,0,0,0
ASV001948,0,0,0
ASV001949,0,0,0
ASV001950,0,0,0
ASV001951,0,0,0
ASV001952,0,0,0
ASV001953,0,0,0
ASV001954,0,0,0
ASV001955,0,0,0
ASV001956,0,0,0
ASV001957,0,0,0
ASV001958,0,0,0
ASV001959,0,0,0
ASV001960,0,0,0.178571429
ASV001961,0,0,0
ASV001962,0,0,0
ASV001963,0,0,0
ASV001964,0,0,0
ASV001965,0,0,0
ASV001966,0,0,0
ASV001967,0,0,0
ASV001968,0,0,0
ASV001969,0,0,0
ASV001970,0,0,0
ASV001971,0,0,0
ASV001972,0,0,0
ASV001973,0.213037921,0,0
ASV001974,0.213037921,0,0
ASV001975,0.213037921,0,0
ASV001976,0.079001422,0,0
ASV001977,0.079001422,0,0
ASV001978,0.055300995,0,0
ASV001979,0.049408837,0,0
ASV001980,0.039500711,0.008830412,0
ASV001981,0.011850213,0,0
ASV001982,0.009908126,0.014914075,0
ASV001983,0.065274151,0,0
ASV001984,0.065274151,0,0
ASV001985,0.062010444,0,0
ASV001986,0.062010444,0,0
ASV001987,0.016318538,0.018759212,0
ASV001988,0,0.016507098,0
ASV001989,0,0.016507098,0
ASV001990,0,0.016507098,0
ASV001991,0,0.016507098,0
ASV001992,0,0.017545451,0
ASV001993,0,0.017660824,0
ASV001994,0,0.017660824,0
ASV001995,0,0.017660824,0
ASV001996,0,0.017660824,0
ASV001997,0,0.017660824,0
ASV001998,0,0.017660824,0
ASV001999,0,0.000883041,0
ASV002000,0,0.053597749,0
ASV002001,0,0.045558087,0
ASV002002,0,0.029478762,0
ASV002003,0,0.008039662,0
ASV002004,0,0,0
ASV002005,0,0,0
ASV002006,0,0,0
ASV002007,0,0,0
ASV002008,0,0,0
ASV002009,0,0,0
ASV002010,0,0,0
ASV002011,0,0,0
ASV002012,0,0,0
ASV002013,0,0,0
ASV002014,0,0,0
ASV002015,0,0,0
ASV002016,0,0,0
ASV002017,0,0,0
ASV002018,0,0,0
ASV002019,0,0,0.198412698
ASV002020,0,0,0
ASV002021,0,0,0
ASV002022,0,0,0
ASV002023,0,0,0
ASV002024,0,0,0
ASV002025,0,0,0.03297718
ASV002026,0,0,0.03297718
ASV002027,0,0,0.580357143
ASV002028,0,0,0
ASV002029,0,0,0
ASV002030,0,0,0
ASV002031,0,0,0
ASV002032,0,0,0
ASV002033,0,0,0
ASV002034,0,0,0
ASV002035,0.202386025,0,0
ASV002036,0.202386025,0,0
ASV002037,0.075051351,0,0
ASV002038,0.019750356,0.008830412,0
ASV002039,0.015113921,0.006602839,0
ASV002040,0.062010444,0,0
ASV002041,0.062010444,0,0
ASV002042,0.062010444,0,0
ASV002043,0.058746736,0,0
ASV002044,0.058746736,0,0
ASV002045,0.045691906,0,0
ASV002046,0.039164491,0.005777484,0
ASV002047,0.082995866,0,0
ASV002048,0.006527415,0,0
ASV002049,0.006527415,0.000825355,0
ASV002050,0.113203051,0,0
ASV002051,0.059580553,0.005359775,0
ASV002052,0,0.015681743,0
ASV002053,0,0.015681743,0
ASV002054,0,0.015681743,0
ASV002055,0,0.015681743,0
ASV002056,0,0.015681743,0
ASV002057,0,0.015681743,0
ASV002058,0,0.015681743,0
ASV002059,0,0.004126775,0
ASV002060,0,0.016777783,0
ASV002061,0,0.050917861,0
ASV002062,0,0.050917861,0
ASV002063,0,0.048237974,0
ASV002064,0,0.037518424,0
ASV002065,0,0,0
ASV002066,0,0,0
ASV002067,0,0,0
ASV002068,0,0,0
ASV002069,0,0,0
ASV002070,0,0,0
ASV002071,0,0,0
ASV002072,0,0,0
ASV002073,0,0,0
ASV002074,0,0,0
ASV002075,0,0,0
ASV002076,0,0,0
ASV002077,0,0,0
ASV002078,0,0,0
ASV002079,0,0,0
ASV002080,0,0,0
ASV002081,0,0,0
ASV002082,0,0,0
ASV002083,0,0,0
ASV002084,0,0,0
ASV002085,0,0,0
ASV002086,0,0,0
ASV002087,0,0,0
ASV002088,0,0,0.49833887
ASV002089,0,0,0
ASV002090,0,0,0
ASV002091,0,0,0.031328321
ASV002092,0,0,0.675195451
ASV002093,0,0,0
ASV002094,0,0,0
ASV002095,0,0,0
ASV002096,0,0,0
ASV002097,0,0,0
ASV002098,0,0,0
ASV002099,0,0,0
ASV002100,0,0,0
ASV002101,0,0,0
ASV002102,0.191734129,0,0
ASV002103,0.191734129,0,0
ASV002104,0.191734129,0,0
ASV002105,0.042607584,0.008253549,0
ASV002106,0.07110128,0,0
ASV002107,0.07110128,0,0
ASV002108,0.07110128,0,0
ASV002109,0.07110128,0,0
ASV002110,0.07110128,0,0
ASV002111,0.063201138,0,0
ASV002112,0.063201138,0,0
ASV002113,0.043450782,0,0
ASV002114,0.097205074,0,0
ASV002115,0.015800284,0,0
ASV002116,0.011850213,0,0
ASV002117,0.03727351,0,0
ASV002118,0.003950071,0.0150117,0
ASV002119,0.058746736,0,0
ASV002120,0.058746736,0,0
ASV002121,0.058746736,0,0
ASV002122,0.058746736,0,0
ASV002123,0.058746736,0,0
ASV002124,0.052219321,0,0.37593985
ASV002125,0.048955614,0.001766082,0
ASV002126,0.085690213,0,0
ASV002127,0.009791123,0.034838537,0
ASV002128,0.009791123,0.010729614,0
ASV002129,0.003263708,0.013245618,0
ASV002130,0.107244995,0,0
ASV002131,0.107244995,0,0
ASV002132,0.083412774,0,0
ASV002133,0.077454719,0,0
ASV002134,0.035748332,0,0
ASV002135,0.029790276,0,0
ASV002136,0,0.007301639,0
ASV002137,0,0.014856388,0
ASV002138,0,0.014031033,0
ASV002139,0,0.013205678,0
ASV002140,0,0.015894741,0
ASV002141,0,0.015894741,0
ASV002142,0,0.015894741,0
ASV002143,0,0.015894741,0
ASV002144,0,0.015894741,0
ASV002145,0,0.013245618,0
ASV002146,0,0.008830412,0
ASV002147,0,0.048237974,0
ASV002148,0,0.048237974,0
ASV002149,0,0.048237974,0
ASV002150,0,0.045558087,0
ASV002151,0,0,0
ASV002152,0,0,0
ASV002153,0,0,0
ASV002154,0,0,0
ASV002155,0,0,0
ASV002156,0,0,0
ASV002157,0,0,0
ASV002158,0,0,0
ASV002159,0,0,0
ASV002160,0,0,0
ASV002161,0,0,0
ASV002162,0,0,0
ASV002163,0,0,0
ASV002164,0,0,0
ASV002165,0,0,0
ASV002166,0,0,0
ASV002167,0,0,0
ASV002168,0,0,0
ASV002169,0,0,0
ASV002170,0,0,0
ASV002171,0,0,0
ASV002172,0,0,0
ASV002173,0,0,0.642066649
ASV002174,0,0,0
ASV002175,0,0,0
ASV002176,0,0,0
ASV002177,0,0,0
ASV002178,0,0,0.029679462
ASV002179,0,0,0.001648859
ASV002180,0,0,0
ASV002181,0,0,0
ASV002182,0,0,0
ASV002183,0,0,0
ASV002184,0,0,0
ASV002185,0,0,0
ASV002186,0,0,0
ASV002187,0,0,0
ASV002188,0,0,0
ASV002189,0,0,0
ASV002190,0,0,0
ASV002191,0,0,0
ASV002192,0,0,0
ASV002193,0,0,0
ASV002194,0,0,0
ASV002195,0,0,0
ASV002196,0,0,0
ASV002197,0,0,0
ASV002198,0,0,0
ASV002199,0.181082233,0,0
ASV002200,0.063911376,0,0
ASV002201,0.107362158,0,0
ASV002202,0.010651896,0,0
ASV002203,0.067151209,0,0
ASV002204,0.063201138,0,0
ASV002205,0.059251067,0,0
ASV002206,0.047400853,0,0
ASV002207,0.087231051,0,0
ASV002208,0.028855115,0,0
ASV002209,0.055483029,0,0
ASV002210,0.055483029,0,0
ASV002211,0.055483029,0,0
ASV002212,0.048955614,0,0
ASV002213,0.050511242,0.002679887,0
ASV002214,0.026109661,0.007428194,0
ASV002215,0.10128694,0,0
ASV002216,0.10128694,0,0
ASV002217,0.10128694,0,0
ASV002218,0.10128694,0,0
ASV002219,0.10128694,0,0
ASV002220,0.077454719,0,0
ASV002221,0.029790276,0.002679887,0
ASV002222,0,0.014031033,0
ASV002223,0,0.014146406,0
ASV002224,0,0.012380324,0
ASV002225,0,0.007428194,0
ASV002226,0,0.0150117,0
ASV002227,0,0.014128659,0
ASV002228,0,0.045558087,0
ASV002229,0,0.045558087,0
ASV002230,0,0,0
ASV002231,0,0,0
ASV002232,0,0,0
ASV002233,0,0,0
ASV002234,0,0,0
ASV002235,0,0,0
ASV002236,0,0,0
ASV002237,0,0,0
ASV002238,0,0,0
ASV002239,0,0,0
ASV002240,0,0,0
ASV002241,0,0,0
ASV002242,0,0,0
ASV002243,0,0,0
ASV002244,0,0,0
ASV002245,0,0,0
ASV002246,0,0,0
ASV002247,0,0,0
ASV002248,0,0,0
ASV002249,0,0,0
ASV002250,0,0,0
ASV002251,0,0,0
ASV002252,0,0,0
ASV002253,0,0,0
ASV002254,0,0,0
ASV002255,0,0,0
ASV002256,0,0,0
ASV002257,0,0,0
ASV002258,0,0,0
ASV002259,0,0,0.003297718
ASV002260,0,0,0
ASV002261,0,0,0
ASV002262,0,0,0
ASV002263,0,0,0
ASV002264,0,0,0
ASV002265,0,0,0
ASV002266,0,0,0
ASV002267,0,0,0
ASV002268,0,0,0
ASV002269,0,0,0
ASV002270,0.170430337,0,0
ASV002271,0.063201138,0,0
ASV002272,0.063201138,0,0
ASV002273,0.063201138,0,0
ASV002274,0.071233074,0,0
ASV002275,0.023700427,0.00330142,0
ASV002276,0.015800284,0.008039662,0
ASV002277,0.019063992,0.00165071,0.003297718
ASV002278,0.089304932,0,0
ASV002279,0.049641977,0,0.001648859
ASV002280,0.013171834,0.013307146,0
ASV002281,0.052219321,0,0
ASV002282,0.052219321,0,0
ASV002283,0.052219321,0,0
ASV002284,0.052219321,0,0
ASV002285,0.052219321,0,0
ASV002286,0.039164491,0.01071955,0
ASV002287,0.019582245,0,0
ASV002288,0.016318538,0,0
ASV002289,0.089940189,0,0
ASV002290,0.068802316,0,0
ASV002291,0.095328885,0,0
ASV002292,0.095328885,0,0
ASV002293,0.095328885,0,0
ASV002294,0.011916111,0,0
ASV002295,0,0.013205678,0
ASV002296,0,0.013205678,0
ASV002297,0,0.00330142,0
ASV002298,0,0.014128659,0
ASV002299,0,0.014128659,0
ASV002300,0,0.014128659,0
ASV002301,0,0.014128659,0
ASV002302,0,0.013245618,0
ASV002303,0,0.000883041,0
ASV002304,0,0.042878199,0
ASV002305,0,0.042878199,0
ASV002306,0,0.042878199,0
ASV002307,0,0.042878199,0
ASV002308,0,0.042878199,0
ASV002309,0,0.040198312,0.001648859
ASV002310,0,0.040198312,0
ASV002311,0,0.037518424,0
ASV002312,0,0,0
ASV002313,0,0,0
ASV002314,0,0,0
ASV002315,0,0,0
ASV002316,0,0,0
ASV002317,0,0,0
ASV002318,0,0,0
ASV002319,0,0,0
ASV002320,0,0,0
ASV002321,0,0,0
ASV002322,0,0,0
ASV002323,0,0,0
ASV002324,0,0,0
ASV002325,0,0,0
ASV002326,0,0,0
ASV002327,0,0,0
ASV002328,0,0,0
ASV002329,0,0,0
ASV002330,0,0,0
ASV002331,0,0,0
ASV002332,0,0,0
ASV002333,0,0,0
ASV002334,0,0,0
ASV002335,0,0,0
ASV002336,0,0,0
ASV002337,0,0,0
ASV002338,0,0,0
ASV002339,0,0,0
ASV002340,0,0,0
ASV002341,0,0,0
ASV002342,0,0,0
ASV002343,0,0,0
ASV002344,0,0,0.01648859
ASV002345,0,0,0
ASV002346,0,0,0
ASV002347,0,0,0
ASV002348,0,0,0.419909423
ASV002349,0,0,0.006595436
ASV002350,0,0,0.5346979
ASV002351,0,0,0
ASV002352,0,0,0
ASV002353,0,0,0
ASV002354,0,0,0
ASV002355,0,0,0
ASV002356,0,0,0
ASV002357,0,0,0
ASV002358,0,0,0
ASV002359,0,0,0
ASV002360,0,0,0
ASV002361,0,0,0
ASV002362,0,0,0
ASV002363,0,0,0
ASV002364,0,0,0
ASV002365,0,0,0
ASV002366,0.149126545,0,0
ASV002367,0.10651896,0,0.001648859
ASV002368,0.059251067,0,0
ASV002369,0.059251067,0,0
ASV002370,0.059251067,0,0
ASV002371,0.059251067,0,0
ASV002372,0.059251067,0,0
ASV002373,0.059251067,0,0
ASV002374,0.055300995,0,0
ASV002375,0.051350924,0,0
ASV002376,0.043450782,0.000883041,0
ASV002377,0.052555541,0,0
ASV002378,0.041574592,0.004415206,0
ASV002379,0.015800284,0.009078904,0
ASV002380,0.007900142,0,0
ASV002381,0.048955614,0,0
ASV002382,0.048955614,0,0
ASV002383,0.048955614,0,0
ASV002384,0.048955614,0,0
ASV002385,0.048955614,0,0
ASV002386,0.048955614,0,0
ASV002387,0.048955614,0,0
ASV002388,0.048955614,0,0
ASV002389,0.048955614,0,0
ASV002390,0.048955614,0,0
ASV002391,0.048955614,0,0
ASV002392,0.048955614,0,0
ASV002393,0.045691906,0,0
ASV002394,0.045691906,0,0
ASV002395,0.019582245,0,0
ASV002396,0.089370829,0,0
ASV002397,0.089370829,0,0
ASV002398,0.089370829,0,0
ASV002399,0.089370829,0,0
ASV002400,0.089370829,0,0
ASV002401,0.065538608,0,0
ASV002402,0.005958055,0.026798874,0
ASV002403,0,0.012380324,0
ASV002404,0,0.012380324,0
ASV002405,0,0.012380324,0
ASV002406,0,0.013245618,0
ASV002407,0,0.013245618,0
ASV002408,0,0.013245618,0
ASV002409,0,0.007947371,0
ASV002410,0,0.004415206,0
ASV002411,0,0.040198312,0
ASV002412,0,0.040198312,0
ASV002413,0,0.040198312,0
ASV002414,0,0.040198312,0
ASV002415,0,0.040198312,0
ASV002416,0,0.037518424,0
ASV002417,0,0.0214391,0
ASV002418,0,0,0
ASV002419,0,0,0
ASV002420,0,0,0
ASV002421,0,0,0
ASV002422,0,0,0
ASV002423,0,0,0
ASV002424,0,0,0
ASV002425,0,0,0
ASV002426,0,0,0
ASV002427,0,0,0
ASV002428,0,0,0
ASV002429,0,0,0
ASV002430,0,0,0
ASV002431,0,0,0
ASV002432,0,0,0
ASV002433,0,0,0
ASV002434,0,0,0
ASV002435,0,0,0
ASV002436,0,0,0
ASV002437,0,0,0
ASV002438,0,0,0
ASV002439,0,0,0
ASV002440,0,0,0
ASV002441,0,0,0
ASV002442,0,0,0
ASV002443,0,0,0
ASV002444,0,0,0
ASV002445,0,0,0
ASV002446,0,0,0
ASV002447,0,0,0
ASV002448,0,0,0
ASV002449,0,0,0
ASV002450,0,0,0
ASV002451,0,0,0
ASV002452,0,0,0.982719958
ASV002453,0,0,0
ASV002454,0,0,0
ASV002455,0,0,0
ASV002456,0,0,0
ASV002457,0,0,0
ASV002458,0,0,0
ASV002459,0,0,0.560957367
ASV002460,0,0,0
ASV002461,0,0,0
ASV002462,0,0,0
ASV002463,0,0,0
ASV002464,0,0,0
ASV002465,0,0,0
ASV002466,0,0,0
ASV002467,0,0,0
ASV002468,0,0,0
ASV002469,0,0,0
ASV002470,0,0,0
ASV002471,0,0,0
ASV002472,0,0,0
ASV002473,0,0,0
ASV002474,0,0,0
ASV002475,0,0,0
ASV002476,0,0,0
ASV002477,0,0,0
ASV002478,0,0,0
ASV002479,0,0,0
ASV002480,0,0,0
ASV002481,0,0,0
ASV002482,0,0,0
ASV002483,0,0,0
ASV002484,0,0,0
ASV002485,0,0,0
ASV002486,0,0,0
ASV002487,0,0,0
ASV002488,0,0,0
ASV002489,0,0,0
ASV002490,0.149126545,0,0
ASV002491,0.149126545,0,0
ASV002492,0.095867064,0.01071955,0
ASV002493,0.042607584,0,0
ASV002494,0.055300995,0,0
ASV002495,0.055300995,0,0
ASV002496,0.055300995,0,0
ASV002497,0.055300995,0,0
ASV002498,0.055300995,0,0
ASV002499,0.047400853,0,0
ASV002500,0.025591407,0.003505242,0
ASV002501,0.003950071,0,0
ASV002502,0.045691906,0,0
ASV002503,0.045691906,0,0
ASV002504,0.045691906,0,0
ASV002505,0.045691906,0,0
ASV002506,0.045691906,0,0
ASV002507,0.045691906,0,0
ASV002508,0.035900783,0.000825355,0
ASV002509,0.009791123,0.008253549,0
ASV002510,0.083412774,0,0
ASV002511,0.083412774,0,0
ASV002512,0.083412774,0,0
ASV002513,0.083412774,0,0
ASV002514,0.083412774,0,0
ASV002515,0.083412774,0,0
ASV002516,0.011916111,0,0
ASV002517,0,0.011554969,0
ASV002518,0,0.011554969,0
ASV002519,0,0.011554969,0
ASV002520,0,0.011554969,0
ASV002521,0,0.011554969,0
ASV002522,0,0.010729614,0
ASV002523,0,0.010729614,0
ASV002524,0,0.035663892,0
ASV002525,0,0.012362577,0
ASV002526,0,0.012362577,0
ASV002527,0,0.012362577,0
ASV002528,0,0.011479536,0
ASV002529,0,0.007947371,0
ASV002530,0,0.037518424,0
ASV002531,0,0.037518424,0
ASV002532,0,0.018759212,0
ASV002533,0,0.013399437,0.001648859
ASV002534,0,0,0
ASV002535,0,0,0
ASV002536,0,0,0
ASV002537,0,0,0
ASV002538,0,0,0
ASV002539,0,0,0
ASV002540,0,0,0
ASV002541,0,0,0
ASV002542,0,0,0
ASV002543,0,0,0
ASV002544,0,0,0
ASV002545,0,0,0
ASV002546,0,0,0
ASV002547,0,0,0
ASV002548,0,0,0
ASV002549,0,0,0
ASV002550,0,0,0
ASV002551,0,0,0
ASV002552,0,0,0
ASV002553,0,0,0
ASV002554,0,0,0
ASV002555,0,0,0
ASV002556,0,0,0
ASV002557,0,0,0
ASV002558,0,0,0
ASV002559,0,0,0
ASV002560,0,0,0
ASV002561,0,0,0
ASV002562,0,0,0
ASV002563,0,0,0
ASV002564,0,0,0
ASV002565,0,0,0
ASV002566,0,0,0
ASV002567,0,0,0
ASV002568,0,0,0
ASV002569,0,0,0
ASV002570,0,0,0
ASV002571,0,0,0
ASV002572,0,0,0
ASV002573,0,0,0
ASV002574,0,0,0
ASV002575,0,0,0.023084026
ASV002576,0,0,0.006595436
ASV002577,0,0,0
ASV002578,0,0,0
ASV002579,0,0,0
ASV002580,0,0,0
ASV002581,0,0,0
ASV002582,0,0,0
ASV002583,0,0,0
ASV002584,0,0,0
ASV002585,0,0,0
ASV002586,0,0,0
ASV002587,0,0,0
ASV002588,0,0,0
ASV002589,0,0,0
ASV002590,0,0,0
ASV002591,0,0,0
ASV002592,0,0,0
ASV002593,0,0,0
ASV002594,0,0,0
ASV002595,0,0,0
ASV002596,0,0,0
ASV002597,0,0,0
ASV002598,0,0,0
ASV002599,0.087618103,0.00165071,0
ASV002600,0.045871292,0.0214391,0
ASV002601,0.064592764,0,0
ASV002602,0.051350924,0,0
ASV002603,0.051350924,0,0
ASV002604,0.051350924,0,0
ASV002605,0.051350924,0,0
ASV002606,0.051350924,0,0
ASV002607,0.051350924,0,0
ASV002608,0.007900142,0.00305477,0
ASV002609,0.003950071,0.009713453,0
ASV002610,0.042428198,0,0
ASV002611,0.042428198,0,0
ASV002612,0.042428198,0,0
ASV002613,0.042428198,0,0
ASV002614,0.039164491,0,0
ASV002615,0.039164491,0,0
ASV002616,0.018443526,0,0
ASV002617,0.077454719,0,0
ASV002618,0.077454719,0,0
ASV002619,0.077454719,0,0
ASV002620,0.077454719,0,0
ASV002621,0.077454719,0,0
ASV002622,0.071496663,0,0.001648859
ASV002623,0.023832221,0,0.014839731
ASV002624,0,0.053719008,0
ASV002625,0,0.005273406,0
ASV002626,0,0.010729614,0
ASV002627,0,0.010729614,0
ASV002628,0,0.009078904,0
ASV002629,0,0.006660526,0
ASV002630,0,0.021856809,0
ASV002631,0,0.011479536,0
ASV002632,0,0.011479536,0
ASV002633,0,0.011479536,0
ASV002634,0,0.011479536,0
ASV002635,0,0.011479536,0
ASV002636,0,0.011479536,0
ASV002637,0,0.011479536,0
ASV002638,0,0.011479536,0
ASV002639,0,0.011479536,0
ASV002640,0,0.010596494,0
ASV002641,0,0.034838537,0
ASV002642,0,0.034838537,0
ASV002643,0,0.034838537,0
ASV002644,0,0.034838537,0
ASV002645,0,0.032158649,0.001648859
ASV002646,0,0.032158649,0
ASV002647,0,0.029478762,0
ASV002648,0,0,0
ASV002649,0,0,0
ASV002650,0,0,0
ASV002651,0,0,0
ASV002652,0,0,0
ASV002653,0,0,0
ASV002654,0,0,0
ASV002655,0,0,0
ASV002656,0,0,0
ASV002657,0,0,0
ASV002658,0,0,0
ASV002659,0,0,0
ASV002660,0,0,0
ASV002661,0,0,0
ASV002662,0,0,0
ASV002663,0,0,0
ASV002664,0,0,0
ASV002665,0,0,0
ASV002666,0,0,0
ASV002667,0,0,0
ASV002668,0,0,0
ASV002669,0,0,0
ASV002670,0,0,0
ASV002671,0,0,0
ASV002672,0,0,0
ASV002673,0,0,0
ASV002674,0,0,0
ASV002675,0,0,0
ASV002676,0,0,0
ASV002677,0,0,0
ASV002678,0,0,0
ASV002679,0,0,0
ASV002680,0,0,0
ASV002681,0,0,0
ASV002682,0,0,0
ASV002683,0,0,0.021435167
ASV002684,0,0,0
ASV002685,0,0,0
ASV002686,0,0,0
ASV002687,0,0,0
ASV002688,0,0,0
ASV002689,0,0,0
ASV002690,0,0,0
ASV002691,0,0,0
ASV002692,0,0,0
ASV002693,0,0,0
ASV002694,0,0,0
ASV002695,0,0,0
ASV002696,0,0,0
ASV002697,0,0,0
ASV002698,0,0,0
ASV002699,0,0,0
ASV002700,0,0,0
ASV002701,0,0,0
ASV002702,0,0,0
ASV002703,0,0,0
ASV002704,0,0,0
ASV002705,0,0,0
ASV002706,0,0,0
ASV002707,0,0,0
ASV002708,0.127822752,0,0
ASV002709,0.026970434,0,0
ASV002710,0.010651896,0,0
ASV002711,0.047400853,0,0
ASV002712,0.047400853,0,0
ASV002713,0.047400853,0,0
ASV002714,0.047400853,0,0
ASV002715,0.047400853,0,0
ASV002716,0.047400853,0,0
ASV002717,0.047400853,0,0
ASV002718,0.047400853,0,0
ASV002719,0.047400853,0,0
ASV002720,0.047400853,0,0
ASV002721,0.043450782,0,0
ASV002722,0.03555064,0,0
ASV002723,0.059514656,0,0
ASV002724,0.007900142,0.006181288,0
ASV002725,0.039164491,0,0
ASV002726,0.039164491,0,0
ASV002727,0.039164491,0,0
ASV002728,0.039164491,0,0
ASV002729,0.039164491,0,0
ASV002730,0.039164491,0,0
ASV002731,0.039164491,0,0
ASV002732,0.039164491,0,0
ASV002733,0.044553186,0,0
ASV002734,0.029373368,0,0
ASV002735,0.026109661,0,0.006595436
ASV002736,0.026109661,0,0
ASV002737,0.009791123,0.016528926,0
ASV002738,0.006527415,0,0
ASV002739,0.018443526,0,0
ASV002740,0.003263708,0,0
ASV002741,0.071496663,0,0
ASV002742,0.071496663,0,0
ASV002743,0.071496663,0,0
ASV002744,0.071496663,0,0
ASV002745,0.071496663,0,0
ASV002746,0.065538608,0,0
ASV002747,0.017874166,0,0
ASV002748,0.011916111,0,0
ASV002749,0.005958055,0.009713453,0
ASV002750,0,0.000405647,0
ASV002751,0,0.009904259,0
ASV002752,0,0.009904259,0
ASV002753,0,0.009904259,0
ASV002754,0,0.009078904,0
ASV002755,0,0.010596494,0
ASV002756,0,0.010596494,0
ASV002757,0,0.010596494,0
ASV002758,0,0.009713453,0
ASV002759,0,0.009713453,0
ASV002760,0,0.032158649,0
ASV002761,0,0.032158649,0
ASV002762,0,0.032158649,0
ASV002763,0,0.032158649,0
ASV002764,0,0.032158649,0
ASV002765,0,0.032158649,0
ASV002766,0,0.032158649,0
ASV002767,0,0.024118987,0
ASV002768,0,0.008039662,0
ASV002769,0,0,0
ASV002770,0,0,0
ASV002771,0,0,0
ASV002772,0,0,0
ASV002773,0,0,0
ASV002774,0,0,0
ASV002775,0,0,0
ASV002776,0,0,0
ASV002777,0,0,0
ASV002778,0,0,0
ASV002779,0,0,0
ASV002780,0,0,0
ASV002781,0,0,0
ASV002782,0,0,0
ASV002783,0,0,0
ASV002784,0,0,0
ASV002785,0,0,0
ASV002786,0,0,0
ASV002787,0,0,0
ASV002788,0,0,0
ASV002789,0,0,0
ASV002790,0,0,0
ASV002791,0,0,0
ASV002792,0,0,0
ASV002793,0,0,0
ASV002794,0,0,0
ASV002795,0,0,0
ASV002796,0,0,0
ASV002797,0,0,0
ASV002798,0,0,0
ASV002799,0,0,0
ASV002800,0,0,0
ASV002801,0,0,0
ASV002802,0,0,0
ASV002803,0,0,0
ASV002804,0,0,0
ASV002805,0,0,0
ASV002806,0,0,0
ASV002807,0,0,0
ASV002808,0,0,0
ASV002809,0,0,0
ASV002810,0,0,0
ASV002811,0,0,0
ASV002812,0,0,0
ASV002813,0,0,0
ASV002814,0,0,0
ASV002815,0,0,0
ASV002816,0,0,0
ASV002817,0,0,0
ASV002818,0,0,0
ASV002819,0,0,0
ASV002820,0,0,0
ASV002821,0,0,0
ASV002822,0,0,0.019786308
ASV002823,0,0,0.019786308
ASV002824,0,0,0.019786308
ASV002825,0,0,0
ASV002826,0,0,0
ASV002827,0,0,0
ASV002828,0,0,0
ASV002829,0,0,0
ASV002830,0,0,0
ASV002831,0,0,0
ASV002832,0,0,0
ASV002833,0,0,0
