Group,Class,Long,Short,Daily
ASV3110,Actinobacteria,0,0,0
ASV3111,Clostridia,0,0,0
ASV3113,NA,0,0,0
ASV3114,Clostridia,0,0,0
ASV3116,Bacteroidia,0,0,0
ASV3117,Clostridia,0,0,0
ASV3121,Clostridia,0,0,0
ASV3122,Clostridia,0,0,0
ASV3123,Actinobacteria,0,0,0
ASV3124,Bacteroidia,0,0,0
ASV3125,Gammaproteobacteria,0,0,0
ASV3127,Actinobacteria,0,0,0.000363933
ASV3128,Gammaproteobacteria,0,0,0
ASV3131,Actinobacteria,0,0.000462513,0
ASV3132,Gammaproteobacteria,0,0,0
ASV3133,Alphaproteobacteria,0,0,0
ASV3134,Gammaproteobacteria,0,0,0
ASV3135,Clostridia,0,0,0
ASV3136,Gammaproteobacteria,0,0,0
ASV3137,Bacteroidia,0,0,0
ASV3140,Bacteroidia,0,0,0
ASV3142,Spirochaetia,0.000362633,0,0
ASV3143,Actinobacteria,0,0,0
ASV3145,Bacteroidia,0,0,0
ASV3146,Anaerolineae,0,0,0
ASV3147,Alphaproteobacteria,0,0,0
ASV3148,Bacteroidia,0,0,0
ASV3153,Deltaproteobacteria,0.005314603,0,0
ASV3154,Deltaproteobacteria,0.002745251,0,0
ASV3163,Deltaproteobacteria,0.002361814,0,0
ASV3168,Gammaproteobacteria,0.000189159,0.004619079,0.00142596
ASV3169,Cloacimonadia,0.000847632,0,0
ASV3178,Gammaproteobacteria,0,0,0
ASV3182,Alphaproteobacteria,0.001689882,0.000637775,0.000797219
ASV3200,Alphaproteobacteria,0,0,0
ASV3203,Alphaproteobacteria,0.000787271,0,0
ASV3205,Actinobacteria,0.000585226,0,0
ASV3206,Verrucomicrobiae,0.000520201,0.000422878,0
ASV3207,Gammaproteobacteria,0.000325125,0,0
ASV3208,Gammaproteobacteria,0.000781947,0.000633202,0.000270326
ASV3210,Actinobacteria,8.96568E-05,0,0.002911462
ASV3212,Bacteroidia,0,0,0
ASV3213,Actinobacteria,0.000169987,0.000646684,0
ASV3217,Clostridia,0,0.000462513,0.002162606
ASV3218,Gammaproteobacteria,0,0.000462513,0.000923361
ASV3219,Bacteroidia,0,0.001728917,0
ASV3223,Gammaproteobacteria,0,0.005195504,0.000628741
ASV3224,Gammaproteobacteria,0,0.001238109,0
ASV3225,Alphaproteobacteria,0,0,0
ASV3226,Clostridia,0,0.000476497,0
ASV3227,Gammaproteobacteria,0,0,0
ASV3228,Bacilli,0,0,0
ASV3229,Microgenomatia,0,0,0
ASV3230,Bacteroidia,0,0,0
ASV3231,Clostridia,0,0,0.001187179
ASV3232,Bacteroidia,0,0,0.001187179
ASV3233,Clostridia,0,0,0.001187179
ASV3235,Gammaproteobacteria,0,0,0.001255501
ASV3237,Gammaproteobacteria,0,0,0.002432932
ASV3238,Saccharimonadia,0,0,0.002162606
ASV3240,Clostridia,0,0,0.003275395
ASV3241,Clostridia,0,0,0.003275395
ASV3245,Verrucomicrobiae,0,0,0
ASV3247,Campylobacteria,0,0,0
ASV3248,Clostridia,0,0,0
ASV3250,Clostridia,0,0,0.003310381
ASV3251,Deltaproteobacteria,0,0,0
ASV3253,Gammaproteobacteria,0,0,0
ASV3254,Actinobacteria,0,0,0
ASV3255,Clostridia,0,0,0
ASV3256,Actinobacteria,0,0,0
ASV3258,Verrucomicrobiae,0,0,0
ASV3261,Clostridia,0,0,0
ASV3262,Bacteroidia,0,0,0
ASV3265,Alphaproteobacteria,0,0,0
ASV3268,Gracilibacteria,0,0,0
ASV3269,NA,0,0,0
ASV3272,Gammaproteobacteria,0,0,0
ASV3274,Bacteroidia,0,0,0
ASV3275,Clostridia,0,0,0
ASV3276,Deltaproteobacteria,8.96568E-05,0,0
ASV3281,Alphaproteobacteria,0,0,0
ASV3283,NA,0,0,0
ASV3284,Anaerolineae,0,0,0
ASV3285,Clostridia,0,0,0
ASV3286,Clostridia,0,0,0
ASV3287,Bacteroidia,0,0,0
ASV3290,Actinobacteria,0,0,0
ASV3291,Negativicutes,0,0,0
ASV3293,Gammaproteobacteria,0.000776193,0,0.00103143
ASV3295,Clostridia,0,0,0
ASV3297,Verrucomicrobiae,0,0,0
ASV3300,Alphaproteobacteria,0.000472212,0.000899374,0.000540652
ASV3301,Gammaproteobacteria,0,0,0.00254753
ASV3302,Bacteroidia,0,0,0
ASV3303,Acidimicrobiia,0,0,0
ASV3304,Deltaproteobacteria,0,0,0
ASV3305,Bacilli,0,0,0
ASV3310,Clostridia,0,0,0.001091798
ASV3313,Bacteroidia,0,0,0
ASV3318,Actinobacteria,0,0,0
ASV3319,Deltaproteobacteria,0,0,0
ASV3321,Bacteroidia,0,0,0
ASV3324,Gammaproteobacteria,0.002375106,0,0
ASV3344,Gammaproteobacteria,0,0,0
ASV3352,Bacteroidia,0.002012832,0,0
ASV3354,Deltaproteobacteria,0.001033638,0.000910747,0
ASV3365,Actinobacteria,0,0,0
ASV3366,Alphaproteobacteria,0.002930303,0,0
ASV3370,Bacilli,0,0,0
ASV3374,Bacteroidia,0,0,0
ASV3379,Anaerolineae,0,0,0
ASV3381,Bacilli,0,0,0
ASV3382,Bacteroidia,0,0,0
ASV3384,Clostridia,0,0,0
ASV3385,Alphaproteobacteria,0,0,0.00105527
ASV3386,Actinobacteria,0,0,0.00105527
ASV3388,Spirochaetia,0,0,0.00105527
ASV3390,Clostridia,0,0,0.00105527
ASV3392,Gammaproteobacteria,0,0,0.00105527
ASV3394,Alphaproteobacteria,0,0,0.002911462
ASV3395,Gammaproteobacteria,0,0,0.002911462
ASV3403,Spirochaetia,0,0,0
ASV3404,Alphaproteobacteria,0,0,0
ASV3405,Verrucomicrobiae,0,0,0
ASV3406,Bacteroidia,0,0,0
ASV3407,Gammaproteobacteria,0,0,0
ASV3408,Bacteroidia,0,0,0
ASV3410,Gammaproteobacteria,0,0,0
ASV3413,Bacteroidia,0,0,0
ASV3417,Bacteroidia,0,0,0
ASV3418,Gammaproteobacteria,0,0,0
ASV3420,Alphaproteobacteria,0,0,0.00077275
ASV3422,Bacteroidia,0.000195075,0,0
ASV3429,Deltaproteobacteria,0,0,0
ASV3431,Actinobacteria,0.001709982,0,0
ASV3435,Deltaproteobacteria,0,0,0
ASV3443,Verrucomicrobiae,0,0,0
ASV3445,Saccharimonadia,0,0,0
ASV3447,Verrucomicrobiae,0,0,0
ASV3450,Bacteroidia,0,0,0
ASV3451,Gammaproteobacteria,0,0,0
ASV3456,Bacteroidia,0.000800564,0,0
ASV3459,Deltaproteobacteria,0.002619558,0,0
ASV3471,Alphaproteobacteria,0.001351707,0,0
ASV3473,Deltaproteobacteria,0.001055293,0,0
ASV3476,Deltaproteobacteria,0.001718184,0,0
ASV3481,Gammaproteobacteria,0.000758962,0.001275551,0.001594439
ASV3483,Gammaproteobacteria,0.000434611,0,0
ASV3493,Deltaproteobacteria,0.004172999,0.001267083,0
ASV3500,Bacilli,0,0,0
ASV3501,Bacteroidia,0,0,0
ASV3502,Bacteroidia,0,0,0
ASV3503,Bacteroidia,0,0,0
ASV3508,Bacteroidia,0,0,0
ASV3511,Alphaproteobacteria,0,0,0
ASV3512,Bacilli,0,0,0
ASV3514,Alphaproteobacteria,0,0,0
ASV3515,Bacilli,0,0,0
ASV3517,Gammaproteobacteria,0,0.001551962,0.003055609
ASV3518,Alphaproteobacteria,0,0,0
ASV3519,Alphaproteobacteria,0,0.001313032,0.003458046
ASV3520,Bacteroidia,0,0,0
ASV3521,Bacilli,0,0,0
ASV3523,Negativicutes,0,0.000952994,0
ASV3524,Acidimicrobiia,0,0,0
ASV3528,Chlamydiae,0,0,0
ASV3529,Deltaproteobacteria,0,0,0.000270326
ASV3531,Actinobacteria,0,0,0.000923361
ASV3533,Bacteroidia,0,0,0.001892281
ASV3535,Deltaproteobacteria,0,0,0.001892281
ASV3537,Deltaproteobacteria,0,0.000949803,0.000270326
ASV3540,Bacteroidia,0,0,0.00254753
ASV3542,Gammaproteobacteria,0,0,0.00254753
ASV3545,Bacteroidia,0,0,0
ASV3546,Bacteroidia,0,0,0
ASV3549,Bacteroidia,0,0,0
ASV3550,Bacilli,0,0,0
ASV3551,Bacteroidia,0,0,0
ASV3555,Deltaproteobacteria,0,0,0
ASV3557,Bacteroidia,0,0.001108103,0
ASV3558,Spirochaetia,0,0.001108103,0
ASV3565,Clostridia,0,0,0
ASV3572,Gammaproteobacteria,0,0,0
ASV3573,Alphaproteobacteria,0,0,0
ASV3578,Actinobacteria,0,0,0.001455731
ASV3581,Bacteroidia,0,0,0
ASV3582,Acidimicrobiia,0,0,0
ASV3584,Gammaproteobacteria,0,0,0
ASV3585,Clostridia,0,0,0
ASV3589,Alphaproteobacteria,0,0,0
ASV3591,Clostridia,0,0,0
ASV3592,Alphaproteobacteria,0,0,0
ASV3595,Deltaproteobacteria,0,0,0
ASV3596,Alphaproteobacteria,0,0,0
ASV3598,Gammaproteobacteria,0,0,0
ASV3599,Actinobacteria,0,0,0
ASV3609,NA,0,0,0
ASV3611,Phycisphaerae,0.000831153,0,0
ASV3613,Deltaproteobacteria,0.004269129,0,0
ASV3618,Alphaproteobacteria,0.00232822,0,0
ASV3620,Deltaproteobacteria,0.006330169,0,0
ASV3623,Gammaproteobacteria,0.003406814,0,0
ASV3628,Gammaproteobacteria,0.000692398,0,0.001026399
ASV3629,Alphaproteobacteria,0.000668521,0,0
ASV3637,Bacteroidia,0.001616491,0,0
ASV3645,Gammaproteobacteria,0.005879701,0,0
ASV3649,Alphaproteobacteria,0.001189941,0.000502993,0.000628741
ASV3650,Alphaproteobacteria,0.000466869,0,0
ASV3653,Campylobacteria,0,0,0
ASV3661,Bacteroidia,0,0,0
ASV3662,Planctomycetacia,0.000482324,0,0
ASV3663,Alphaproteobacteria,0,0,0
ASV3667,Bacteroidia,0,0,0
ASV3672,Gammaproteobacteria,0,0,0.000810977
ASV3675,Bacteroidia,0,0,0
ASV3681,Bacteroidia,0,0,0
ASV3683,Deltaproteobacteria,0,0,0.000791452
ASV3684,Actinobacteria,0,0,0.000791452
ASV3691,Bacteroidia,0,0,0.001621955
ASV3694,Planctomycetacia,0,0,0
ASV3696,Gammaproteobacteria,0,0,0
ASV3697,Bacteroidia,0,0,0
ASV3699,Gammaproteobacteria,0,0,0
ASV3701,Verrucomicrobiae,0,0,0
ASV3711,Deltaproteobacteria,0,0,0
ASV3713,Actinobacteria,0,0,0
ASV3716,Alphaproteobacteria,0,0,0
ASV3718,Erysipelotrichia,0,0,0
ASV3720,Bacteroidia,0,0,0
ASV3721,Gammaproteobacteria,0,0,0
ASV3722,Clostridia,0,0,0
ASV3724,Parcubacteria,0,0,0.000395726
ASV3733,Clostridia,0,0,0
ASV3734,Actinobacteria,0,0.001083327,0
ASV3741,Campylobacteria,0,0,0
ASV3742,Clostridia,0,0,0
ASV3743,Bacteroidia,0,0,0
ASV3777,Bacteroidia,0.001573566,0,0
ASV3783,Bacilli,0.000579482,0,0.00077275
ASV3786,Gammaproteobacteria,0.000839577,0,0
ASV3791,Bacteroidia,0.004899751,0,0
ASV3805,Alphaproteobacteria,0.000980087,0,0
ASV3808,Gammaproteobacteria,0.001099701,0,0
ASV3811,Alphaproteobacteria,0,0,0
ASV3816,Gammaproteobacteria,0.000524302,0.001281067,0
ASV3818,Gammaproteobacteria,0.0002601,0,0
ASV3820,Bacteroidia,0,0.000422878,0.000904659
ASV3822,Planctomycetacia,0.001153818,0,0
ASV3823,Gammaproteobacteria,0.000461527,0.000412703,0
ASV3827,Alphaproteobacteria,0,0,0
ASV3829,NA,8.96568E-05,0,0.001081303
ASV3830,Actinobacteria,0.004860976,0.000925027,0
ASV3831,Alphaproteobacteria,8.03874E-05,0,0
ASV3842,Clostridia,0,0.000687838,0
ASV3843,Gammaproteobacteria,0,0,0
ASV3849,Deltaproteobacteria,0,0,0
ASV3850,Bacteroidia,0,0,0
ASV3858,Bacteroidia,0,0,0.000659544
ASV3859,Clostridia,0,0,0.001351629
ASV3860,Alphaproteobacteria,0,0,0.001351629
ASV3864,Clostridia,0,0,0.001819664
ASV3865,Deltaproteobacteria,0,0.0001583,0.001091798
ASV3866,Anaerolineae,0,0,0
ASV3867,Alphaproteobacteria,0,0,0
ASV3870,Mollicutes,0,0,0
ASV3875,Deltaproteobacteria,0,0,0.001839101
ASV3876,Alphaproteobacteria,0,0,0
ASV3879,Actinobacteria,0,0,0
ASV3880,Actinobacteria,0,0,0
ASV3888,Bacteroidia,0,0,0
ASV3890,Clostridia,0,0,0
ASV3892,Gammaproteobacteria,0,0.0001583,0
ASV3897,Phycisphaerae,0,0,0
ASV3898,Phycisphaerae,0,0,0
ASV3899,Alphaproteobacteria,0,0,0
ASV3909,Gammaproteobacteria,0,0.000925027,0
ASV3913,Phycisphaerae,0,0,0
ASV3915,Bacteroidia,0,0.000952994,0
ASV3918,Clostridia,0,0,0
ASV3919,Gammaproteobacteria,0,0,0
ASV3922,Alphaproteobacteria,0,0,0
ASV3924,Cloacimonadia,0.003594271,0,0
ASV3931,Cloacimonadia,0.003455273,0,0
ASV3934,Alphaproteobacteria,0.004176885,0,0
ASV3943,Gammaproteobacteria,0.000274152,0,0
ASV3957,Alphaproteobacteria,0.001187792,0,0
ASV3964,Deltaproteobacteria,0.00209708,0,0
ASV3965,Clostridia,0.003919801,0,0
ASV3967,Bacteroidia,0.000271574,0.000877193,0
ASV3979,Alphaproteobacteria,0.000787271,0,0
ASV3981,Actinobacteria,0.000415577,0,0
ASV3984,Alphaproteobacteria,0.000923054,0,0
ASV3985,Alphaproteobacteria,0,0,0
ASV3987,Bacteroidia,0.000358627,0,0
ASV3989,Alphaproteobacteria,0,0,0
ASV3990,Alphaproteobacteria,0,0,0
ASV3991,Alphaproteobacteria,0,0,0
ASV3992,Bacteroidia,0,0,0
ASV3993,Saccharimonadia,0,0,0
ASV3994,Gammaproteobacteria,0,0,0
ASV3995,Deltaproteobacteria,8.49933E-05,0,0
ASV3998,Alphaproteobacteria,0,0,0
ASV4009,Bacteroidia,0,0,0
ASV4010,Alphaproteobacteria,0,0.001850053,0
ASV4016,Deltaproteobacteria,0,0.000550271,0
ASV4026,Gammaproteobacteria,0,0,0.000527635
ASV4029,Clostridia,0,0,0.001081303
ASV4030,Gammaproteobacteria,0,0,0.001081303
ASV4032,Bacteroidia,0,0,0.001081303
ASV4033,Ignavibacteria,0,0,0.001081303
ASV4035,Bacteroidia,0,0,0.001455731
ASV4037,Microgenomatia,0,0,0
ASV4040,Alphaproteobacteria,0,0,0
ASV4047,Gammaproteobacteria,0,0,0
ASV4048,Campylobacteria,0,0,0
ASV4051,Bacteroidia,0,0,0
ASV4052,Bacteroidia,0,0,0
ASV4054,Gammaproteobacteria,0,0,0
ASV4059,Anaerolineae,0,0,0
ASV4062,Clostridia,0,0,0
ASV4065,Microgenomatia,0,0,0
ASV4068,Bacilli,0,0,0
ASV4074,Alphaproteobacteria,0,0,0
ASV4075,Clostridia,0,0,0
ASV4079,Deltaproteobacteria,0,0,0
ASV4091,Alphaproteobacteria,0.001587835,0,0
ASV4092,Deltaproteobacteria,0.002793707,0,0
ASV4131,Alphaproteobacteria,0.000181316,0,0
ASV4144,Gammaproteobacteria,0.000421638,0.000646684,0
ASV4145,Gammaproteobacteria,0.000421638,0.001394263,0
ASV4167,Gammaproteobacteria,0.000679831,0.000646684,0
ASV4170,Bacteroidia,0.00125961,0,0
ASV4181,Gammaproteobacteria,0.00062303,0.000646684,0
ASV4185,Deltaproteobacteria,0.001803177,0,0
ASV4187,Actinobacteria,0.000623365,0,0
ASV4189,Alphaproteobacteria,0.000415577,0,0
ASV4192,Alphaproteobacteria,0.002361814,0,0
ASV4194,Planctomycetacia,0,0,0
ASV4198,Gammaproteobacteria,0.00026897,0,0
ASV4201,Clostridia,8.96568E-05,0,0
ASV4204,Clostridia,0,0,0
ASV4205,Alphaproteobacteria,0,0,0
ASV4206,Spirochaetia,0,0,0
ASV4208,Alphaproteobacteria,0.00025498,0,0
ASV4211,Actinobacteria,0.000583233,0,0
ASV4214,Clostridia,0,0,0
ASV4225,Alphaproteobacteria,0.000244434,0.000877193,0
ASV4230,Alphaproteobacteria,0,0.001940052,0
ASV4231,Alphaproteobacteria,0,0.001606746,0
ASV4239,Gammaproteobacteria,0,0.00273224,0
ASV4240,Alphaproteobacteria,0,0.00273224,0
ASV4251,Alphaproteobacteria,0,0.001268633,0
ASV4252,Deltaproteobacteria,0,0,0.000395726
ASV4253,Microgenomatia,0,0,0.000395726
ASV4256,Clostridia,0,0,0.000395726
ASV4258,Alphaproteobacteria,0,0,0.000810977
ASV4270,Gammaproteobacteria,0,0,0.002283314
ASV4279,Planctomycetacia,0,0,0
ASV4282,Alphaproteobacteria,0,0.001508978,0.001886223
ASV4284,Bacteroidia,0,0,0
ASV4285,Clostridia,0,0,0
ASV4289,Campylobacteria,0,0,0
ASV4290,Bacteroidia,0.000181316,0,0
ASV4295,Bacteroidia,0,0,0.000270326
ASV4301,Clostridia,0,0,0
ASV4302,Actinobacteria,0,0,0
ASV4313,Cloacimonadia,0.001601127,0,0
ASV4317,Deltaproteobacteria,0.000885557,0,0
ASV4336,Cloacimonadia,0.00167143,0,0
ASV4346,Cloacimonadia,0.00167143,0,0
ASV4358,Gammaproteobacteria,0.000262042,0,0
ASV4370,Gammaproteobacteria,0.000378318,0,0
ASV4425,Bacteroidia,0.000767922,0,0
ASV4426,Gammaproteobacteria,0.000767922,0,0
ASV4436,Bacteroidia,0.000767922,0,0
ASV4442,Deltaproteobacteria,0.000615595,0,0
ASV4447,Alphaproteobacteria,0,0,0
ASV4485,Bacteroidia,0.001552385,0,0
ASV4496,Alphaproteobacteria,0,0,0
ASV4611,Deltaproteobacteria,0.000516819,0,0
ASV4613,Gammaproteobacteria,0.000736632,0,0
ASV4680,Deltaproteobacteria,0,0,0
ASV4686,Alphaproteobacteria,0.003436367,0,0
ASV4713,Alphaproteobacteria,0.003363662,0,0
ASV4714,Gammaproteobacteria,0.000230764,0.000910747,0
ASV4723,Bacteroidia,0.000181316,0,0
ASV4725,Gammaproteobacteria,0.000472212,0,0
ASV4731,Anaerolineae,8.96568E-05,0.000462513,0
ASV4737,Gammaproteobacteria,0,0.000675311,0.000844138
ASV4739,Clostridia,0,0,0
ASV4746,Alphaproteobacteria,8.49933E-05,0,0
ASV4747,Alphaproteobacteria,0,0,0
ASV4751,Gammaproteobacteria,0,0,0
ASV4755,Alphaproteobacteria,0.003244541,0,0
ASV4782,Deltaproteobacteria,0.000547228,0,0
ASV4791,Cloacimonadia,0.000488867,0,0
ASV4793,Deltaproteobacteria,0,0,0
ASV4798,Deltaproteobacteria,0,0,0
ASV4801,Deltaproteobacteria,0,0,0
ASV4810,Bacteroidia,0,0,0
ASV4811,Acidimicrobiia,0,0.000646684,0
ASV4816,Alphaproteobacteria,0,0.000925027,0
ASV4818,Gammaproteobacteria,0,0.001293368,0
ASV4824,Clostridia,0,0,0
ASV4825,Gammaproteobacteria,0,0,0
ASV4832,Alphaproteobacteria,0,0.001394263,0
ASV4837,NA,0,0.002132057,0
ASV4841,Gammaproteobacteria,0,0.00080457,0
ASV4883,Bacteroidia,0,0.000952994,0
ASV4884,Bacilli,0,0.000952994,0
ASV4894,Clostridia,0,0.000422878,0.00036782
ASV4896,Gammaproteobacteria,0,0,0
ASV4899,Gammaproteobacteria,0,0,0.000540652
ASV4901,Bacteroidia,0,0,0
ASV4905,Gammaproteobacteria,0,0,0
ASV4935,Clostridia,0,0,0
ASV4936,Bacteroidia,0,0,0
ASV4939,Alphaproteobacteria,0,0.001275551,0.001594439
ASV4950,Gammaproteobacteria,0,0.001350621,0.001688277
ASV4955,Alphaproteobacteria,0,0.001005986,0.001257482
ASV4962,Alphaproteobacteria,0,0,0
ASV4963,Bacilli,0,0,0
ASV5009,Gammaproteobacteria,0.000800564,0,0
ASV5010,Gammaproteobacteria,0.000800564,0,0
ASV5015,Deltaproteobacteria,0.000800564,0,0
ASV5027,Cloacimonadia,0.000996572,0,0
ASV5032,Alphaproteobacteria,0.000996572,0,0
ASV5038,Clostridia,0.000996572,0,0
ASV5047,Deltaproteobacteria,0.000996572,0,0
ASV5049,Deltaproteobacteria,0.000996572,0,0
ASV5057,Deltaproteobacteria,0.000835715,0,0
ASV5087,Alphaproteobacteria,0.000835715,0,0
ASV5089,Deltaproteobacteria,0.000835715,0,0
ASV5099,Deltaproteobacteria,0.000835715,0,0
ASV5103,Deltaproteobacteria,0.000835715,0,0
ASV5107,Alphaproteobacteria,0,0,0
ASV5114,Deltaproteobacteria,0,0,0
ASV5117,Gammaproteobacteria,0,0,0
ASV5133,Cloacimonadia,0,0,0
ASV5145,Gammaproteobacteria,0.000189159,0,0
ASV5170,Alphaproteobacteria,0.000341423,0,0
ASV5241,Alphaproteobacteria,0.000383961,0,0
ASV5262,Alphaproteobacteria,0.000383961,0,0
ASV5301,Bacteroidia,0,0,0
ASV5332,Alphaproteobacteria,0.000143326,0,0
ASV5364,Bacteroidia,0,0,0
ASV5384,Deltaproteobacteria,0,0,0
ASV5399,Alphaproteobacteria,0,0,0
ASV5441,Deltaproteobacteria,0,0,0
ASV5459,Alphaproteobacteria,0.000421638,0,0
ASV5478,Gammaproteobacteria,0.000421638,0,0
ASV5503,Gammaproteobacteria,0.000421638,0,0
ASV5504,Bacteroidia,0.000421638,0,0
ASV5509,Gammaproteobacteria,0.000421638,0,0
ASV5516,Gammaproteobacteria,0.000421638,0,0
ASV5540,Alphaproteobacteria,0.000271574,0,0
ASV5550,Alphaproteobacteria,0.000271574,0,0
ASV5585,Gammaproteobacteria,0.000344732,0,0
ASV5626,Cloacimonadia,0,0,0
ASV5631,Alphaproteobacteria,0,0,0
ASV5679,Alphaproteobacteria,0.000231634,0,0
ASV5686,Alphaproteobacteria,0.000231634,0,0
ASV5687,Alphaproteobacteria,0.000231634,0,0
ASV5717,Gammaproteobacteria,0.000368316,0,0
ASV5767,Alphaproteobacteria,0.00041987,0,0
ASV5776,Alphaproteobacteria,0.00041987,0,0
ASV5805,Bacteroidia,0.00041987,0,0
ASV5806,Alphaproteobacteria,0.00041987,0,0
ASV5837,Alphaproteobacteria,0.00041987,0,0
ASV5848,Alphaproteobacteria,0,0,0
ASV5862,Gammaproteobacteria,0,0,0
ASV5904,Alphaproteobacteria,0.000311515,0,0
ASV5912,Gammaproteobacteria,0.000311515,0,0
ASV5935,Alphaproteobacteria,0.001718184,0,0
ASV5968,Gammaproteobacteria,0.000288196,0,0
ASV5983,Gammaproteobacteria,6.50251E-05,0,0
ASV5985,Gammaproteobacteria,6.50251E-05,0,0
ASV5996,Alphaproteobacteria,0.001681831,0,0
ASV6022,Gammaproteobacteria,0,0,0
ASV6029,Alphaproteobacteria,0,0,0
ASV6033,Bacteroidia,0,0,0
ASV6040,Gammaproteobacteria,0.000181316,0,0
ASV6049,Bacteroidia,8.96568E-05,0,0
ASV6052,Gammaproteobacteria,8.96568E-05,0,0
ASV6057,Bacteroidia,8.96568E-05,0,0
ASV6058,Gammaproteobacteria,8.96568E-05,0,0
ASV6081,Gammaproteobacteria,8.49933E-05,0,0
ASV6090,Deltaproteobacteria,8.49933E-05,0,0
ASV6092,Alphaproteobacteria,8.49933E-05,0,0
ASV6096,Alphaproteobacteria,0,0,0
ASV6143,Gammaproteobacteria,0,0,0
ASV6148,Gammaproteobacteria,0,0,0
ASV6179,Alphaproteobacteria,0.000285185,0,0
ASV6216,Deltaproteobacteria,0.000262042,0,0
ASV6222,Deltaproteobacteria,0.000244434,0,0
ASV6224,Alphaproteobacteria,0,0,0
ASV6228,Gammaproteobacteria,0,0,0
ASV6258,Gammaproteobacteria,0,0,0
ASV6264,Deltaproteobacteria,0,0,0
ASV6265,Alphaproteobacteria,0,0,0
ASV6266,Alphaproteobacteria,0,0,0
ASV6267,Gammaproteobacteria,0,0,0
ASV6268,Gammaproteobacteria,0,0,0
ASV6269,Alphaproteobacteria,0,0,0
ASV6270,Gammaproteobacteria,0,0,0
ASV6271,Alphaproteobacteria,0,0,0
ASV6272,Alphaproteobacteria,0,0,0
ASV6274,Bacteroidia,0,0.000462513,0
ASV6305,Gammaproteobacteria,0,0,0
ASV6327,Alphaproteobacteria,0,0.000402285,0
ASV6330,Gammaproteobacteria,0,0.000402285,0
ASV6348,Alphaproteobacteria,0,0,0
ASV6361,Alphaproteobacteria,0,0.000960061,0
ASV6370,Alphaproteobacteria,0,0.000910747,0
ASV6434,Alphaproteobacteria,0,0.000877193,0
ASV6442,Gammaproteobacteria,0,0.000476497,0
ASV6448,Alphaproteobacteria,0,0.000422878,0
ASV6451,Actinobacteria,0,0,0.000131909
ASV6454,Gammaproteobacteria,0,0,0.000131909
ASV6456,Gammaproteobacteria,0,0,0.000270326
ASV6458,Gammaproteobacteria,0,0,0
ASV6464,Gammaproteobacteria,0,0,0.000761105
ASV6471,Alphaproteobacteria,0,0,0.000761105
ASV6474,Alphaproteobacteria,0,0,0
ASV6486,Gammaproteobacteria,0,0,0.00072044
ASV6487,Alphaproteobacteria,0,0,0.00072044
ASV6495,Alphaproteobacteria,0,0,0.00072044
ASV6501,Bacteroidia,0,0,0.00077275
ASV6505,Deltaproteobacteria,0,0,0.00077275
ASV6516,Gammaproteobacteria,0,0,0.00077275
ASV6558,Gammaproteobacteria,0,0.000637775,0.000797219
ASV6570,Alphaproteobacteria,0,0.000675311,0.000844138
ASV6582,Alphaproteobacteria,0,0.000502993,0.000628741
ASV6585,Alphaproteobacteria,0,0.000502993,0.000628741
ASV6594,Gammaproteobacteria,0,0.000502993,0.000628741
ASV6595,Alphaproteobacteria,0,0.000502993,0.000628741
ASV6601,Gammaproteobacteria,0,0,0
ASV6602,Bacteroidia,0,0,0
ASV6603,Cloacimonadia,0,0,0
ASV6605,Alphaproteobacteria,0,0.0001583,0
