Group,Class,Long,Short,Daily
ASV0760,Bacilli,0.000325763,0,0.012391574
ASV0761,Bacteroidia,0,0,0.000540652
ASV0762,Bacteroidia,8.96568E-05,0.005532977,0
ASV0763,Gammaproteobacteria,0,0,0
ASV0764,Actinobacteria,0.001105426,0,0
ASV0765,Bacteroidia,0.000179313,0,0.000270326
ASV0766,Gammaproteobacteria,0.003372483,0,0
ASV0767,Gammaproteobacteria,0,0,0
ASV0769,Gammaproteobacteria,0.000996572,0,0
ASV0773,Gammaproteobacteria,0,0,0
ASV0777,Bacteroidia,0,0.000675311,0.000844138
ASV0778,Gammaproteobacteria,0,0,0.000727866
ASV0781,Bacteroidia,0,0,0.002506266
ASV0782,Gammaproteobacteria,0,0.001857804,0.00270589
ASV0783,NA,0,0,0.00389841
ASV0785,Gammaproteobacteria,0,0.000646684,0.001091798
ASV0786,Bacteroidia,0.000236106,0,0
ASV0787,Clostridia,0,0,0
ASV0790,Gammaproteobacteria,0,0,0
ASV0795,Deltaproteobacteria,0.009181895,0,0
ASV0796,Actinobacteria,0.000244434,0,0.002911462
ASV0797,Bacteroidia,0,0.000422878,0.001187179
ASV0798,Bacteroidia,0.000181316,0,0
ASV0799,Clostridia,0,0,0
ASV0801,Bacteroidia,0,0,0
ASV0802,Actinobacteria,0,0,0
ASV0805,Bacteroidia,0,0,0.005935892
ASV0806,Gammaproteobacteria,0.000780301,0.000951398,0.00073564
ASV0809,Gammaproteobacteria,8.03874E-05,0.020225479,0.019953611
ASV0810,Verrucomicrobiae,0,0,0
ASV0811,Bacteroidia,0,0,0
ASV0812,Actinobacteria,0.000143326,0,0
ASV0814,Bacilli,0.000688395,0.000476497,0.001839101
ASV0815,Cloacimonadia,0.029737875,0,0
ASV0816,Verrucomicrobiae,0.054089157,0.004404133,0.005884082
ASV0817,Alphaproteobacteria,0.007317568,0.00128446,0.000797219
ASV0822,Gammaproteobacteria,0,0.000422878,0.000402235
ASV0823,Bacteroidia,0.000448284,0.001741305,0.001846722
ASV0824,Gammaproteobacteria,0,0,0
ASV0825,NA,8.96568E-05,0,0
ASV0829,Negativicutes,0.000329237,0,0
ASV0830,Bacteroidia,0,0.00142949,0.000540652
ASV0831,Bacteroidia,0,0,0
ASV0832,Clostridia,0,0.001596487,0.003337138
ASV0834,Bacteroidia,0,0,0.00408917
ASV0838,Cloacimonadia,0,0,0
ASV0839,Deltaproteobacteria,0.012747688,0,0
ASV0843,Alphaproteobacteria,0,0.00142949,0.002638174
ASV0844,Gammaproteobacteria,8.96568E-05,0.001754386,0
ASV0845,Gammaproteobacteria,0.037139103,0,0
ASV0846,Clostridia,0,0.000791502,0
ASV0848,Bacteroidia,0,0,0
ASV0850,Deltaproteobacteria,0.007719059,0,0
ASV0851,Deltaproteobacteria,0.015448683,0,0
ASV0855,Alphaproteobacteria,0,0.001850053,0.004003261
ASV0856,Clostridia,0,0.0001583,0.001621955
ASV0857,Gammaproteobacteria,0.002977543,0,0
ASV0858,Alphaproteobacteria,0,0,0
ASV0860,Bacteroidia,0,0,0
ASV0861,Spirochaetia,0,0,0
ASV0862,Clostridia,0.000236106,0.004274113,0
ASV0865,Deltaproteobacteria,0.030660894,0.000402285,0
ASV0870,Bacteroidia,0.014496742,0.002314396,0.002948169
ASV0874,Bacilli,0,0,0.000270326
ASV0876,Actinobacteria,0.005097082,0,0
ASV0877,Bacteroidia,8.96568E-05,0.000476497,0.005613972
ASV0878,Alphaproteobacteria,0,0,0
ASV0879,Bacteroidia,0,0,0
ASV0881,Deltaproteobacteria,0,0,0
ASV0882,Bacilli,0,0,0
ASV0883,Anaerolineae,0,0,0
ASV0885,Actinobacteria,0,0,0
ASV0888,Gammaproteobacteria,0.014927211,0,0
ASV0889,Actinobacteria,0,0,0
ASV0893,Ignavibacteria,0.000181316,0.000275135,0
ASV0894,Clostridia,8.96568E-05,0,0
ASV0895,Alphaproteobacteria,0,0,0
ASV0897,Bacteroidia,0,0.000949803,0
ASV0898,Gammaproteobacteria,0,0.003266196,0.002163226
ASV0899,Bacilli,0,0,0
ASV0901,Actinobacteria,0,0,0
ASV0902,Bacteroidia,0,0.001583005,0
ASV0903,Alphaproteobacteria,0,0,0
ASV0905,Bacteroidia,0,0,0.000810977
ASV0906,Clostridia,0,0,0
ASV0907,Bacilli,0,0,0
ASV0908,Gammaproteobacteria,0.001105426,0,0
ASV0909,Erysipelotrichia,0.039287665,0.000835581,0
ASV0915,Negativicutes,0,0,0.00036782
ASV0916,Alphaproteobacteria,0,0,0
ASV0917,Gammaproteobacteria,8.96568E-05,0.002955685,0.001091798
ASV0918,Actinobacteria,0,0,0
ASV0919,Bacteroidia,0,0,0.002638174
ASV0920,Gammaproteobacteria,0,0.000412703,0.001206704
ASV0922,Alphaproteobacteria,0.025049144,0,0
ASV0924,Gammaproteobacteria,0,0,0
ASV0930,Alphaproteobacteria,0,0,0
ASV0931,Gammaproteobacteria,0.000528014,0.001140768,0.002416727
ASV0932,Alphaproteobacteria,0,0,0
ASV0934,Clostridia,0,0,0
ASV0935,Actinobacteria,0,0,0
ASV0936,Actinobacteria,0,0.0001583,0.000540652
ASV0937,Deltaproteobacteria,0,0,0
ASV0938,Clostridia,0,0,0
ASV0939,Gammaproteobacteria,0,0,0
ASV0941,Bacteroidia,0,0,0.00073564
ASV0942,Bacteroidia,8.96568E-05,0,0.00160243
ASV0946,Alphaproteobacteria,0.002144216,0.00277508,0.00299349
ASV0947,Bacteroidia,0,0.000462513,0.00463752
ASV0949,Gammaproteobacteria,0,0,0
ASV0950,Alphaproteobacteria,0,0,0
ASV0951,Alphaproteobacteria,0,0,0
ASV0952,Clostridia,0.017639104,0,0
ASV0953,Cloacimonadia,0,0,0
ASV0955,Bacteroidia,0,0,0.001081303
ASV0956,Clostridia,0,0,0
ASV0957,Actinobacteria,0.00014487,0.005213123,0
ASV0961,Alphaproteobacteria,0.009986714,0.001036942,0.001026399
ASV0962,Spirochaetia,0.007083224,0,0
ASV0963,Verrucomicrobiae,0,0,0
ASV0964,Cloacimonadia,0,0,0
ASV0965,Gammaproteobacteria,0,0,0.001819664
ASV0966,Gammaproteobacteria,0,0,0
ASV0967,Saccharimonadia,0.008101627,0.002693337,0.000131909
ASV0968,Gammaproteobacteria,0.00116552,0,0
ASV0973,Bacteroidia,0,0,0.000131909
ASV0974,Bacteroidia,0,0,0.002574741
ASV0977,Clostridia,0.029974729,0,0
ASV0978,Alphaproteobacteria,0.009828885,0.001109197,0
ASV0982,Bacteroidia,0,0,0
ASV0983,Bacteroidia,0,0,0
ASV0984,Bacteroidia,0,0.000925027,0.005546675
ASV0985,Gammaproteobacteria,0,0,0
ASV0986,Erysipelotrichia,0,0.001925947,0.000761105
ASV0987,Spirochaetia,0,0.001293368,0.002973584
ASV0988,Bacteroidia,8.96568E-05,0,0.001450996
ASV0990,Bacteroidia,0,0,0
ASV0991,Spirochaetia,0,0,0
ASV0992,Gammaproteobacteria,0,0,0
ASV0999,Alphaproteobacteria,0.002677634,0,0
ASV1000,Bacteroidia,0,0,0
ASV1001,Clostridia,0,0,0
ASV1002,Gammaproteobacteria,0,0.001583005,0.002770083
ASV1003,Acidimicrobiia,0.000362633,0.0015846,0
ASV1004,Clostridia,0,0,0
ASV1005,Bacteroidia,0,0,0.001455731
ASV1008,Alphaproteobacteria,0,0,0
ASV1009,Gammaproteobacteria,0,0,0
ASV1010,Alphaproteobacteria,0,0,0
ASV1011,Clostridia,0,0,0
ASV1013,Alphaproteobacteria,0.00677265,0,0
ASV1014,Bacteroidia,0,0,0
ASV1016,Erysipelotrichia,0,0,0
ASV1018,Gammaproteobacteria,0.001105723,0,0.001978631
ASV1019,Bacteroidia,0,0,0
ASV1020,Bacteroidia,0,0,0
ASV1021,Gammaproteobacteria,0,0,0
ASV1022,Verrucomicrobiae,0,0,0
ASV1023,Actinobacteria,0.009882727,0.000462513,0.001450996
ASV1024,Alphaproteobacteria,0.006010284,0.000402285,0
ASV1029,Cloacimonadia,0,0,0
ASV1032,Bacilli,0.002244097,0,0
ASV1034,Bacteroidia,0,0.00142949,0
ASV1035,Bacteroidia,0.000415577,0,0
ASV1036,Bacteroidia,0,0,0.002506266
ASV1037,Gammaproteobacteria,0,0,0.001351629
ASV1038,Bacteroidia,0.000179313,0,0
ASV1039,Alphaproteobacteria,0.013644207,0.002063515,0
ASV1040,Alphaproteobacteria,0,0,0
ASV1041,Gammaproteobacteria,0.000143326,0,0
ASV1043,Gammaproteobacteria,0,0,0
ASV1045,Negativicutes,0,0,0
ASV1046,Alphaproteobacteria,0,0.001394263,0.000131909
ASV1055,Gammaproteobacteria,0.000194411,0.000137568,0
ASV1057,Bacteroidia,0,0,0
ASV1058,Gammaproteobacteria,0,0,0
ASV1059,Campylobacteria,0,0,0
ASV1060,Gammaproteobacteria,0,0.004765272,0.002739735
ASV1061,Alphaproteobacteria,0.032496164,0,0
ASV1062,Gammaproteobacteria,0,0,0
ASV1066,Verrucomicrobiae,0,0.000462513,0
ASV1067,Clostridia,0,0.001583005,0.001819664
ASV1073,Bacteroidia,0.001367872,0.025770554,0.012962869
ASV1074,Bacteroidia,0.000289741,0,0.004880623
ASV1076,Alphaproteobacteria,0.009521516,0.000550271,0
ASV1077,Deltaproteobacteria,0.004413914,0,0
ASV1078,Bacteroidia,0,0,0.003825353
ASV1079,Bacteroidia,0,0,0.006067801
ASV1080,Bacteroidia,0,0.000462513,0.002901992
ASV1081,Gammaproteobacteria,0,0,0
ASV1082,Bacteroidia,0,0,0
ASV1084,Bacteroidia,0,0,0.001892281
ASV1085,Alphaproteobacteria,0,0,0
ASV1087,Bacteroidia,0,0,0
ASV1091,Gammaproteobacteria,0.016033624,0.000697131,0
ASV1092,Deltaproteobacteria,0.006239634,0,0
ASV1094,Negativicutes,0,0,0
ASV1095,Gammaproteobacteria,0,0,0.002706496
ASV1096,Bacteroidia,0,0,0.005935892
ASV1097,Bacteroidia,0,0,0.001455731
ASV1098,Actinobacteria,0,0.001293368,0.000263817
ASV1099,Gammaproteobacteria,0,0.001597837,0.002419174
ASV1100,Bacteroidia,0,0,0.002184764
ASV1101,Bacteroidia,0,0,0
ASV1102,Bacteroidia,0,0,0.007088787
ASV1103,Deltaproteobacteria,0,0,0.000810977
ASV1104,Bacteroidia,0,0.001100289,0.005344678
ASV1105,Gammaproteobacteria,0,0,0
ASV1106,Clostridia,0,0,0
ASV1108,Clostridia,0,0,0
ASV1110,Deltaproteobacteria,0.02687421,0.000646684,0
ASV1111,Deltaproteobacteria,0.00575614,0,0
ASV1112,Gammaproteobacteria,0,0.001347904,0.00158764
ASV1113,Bacteroidia,0,0.00138754,0.00105527
ASV1114,Gracilibacteria,0,0,0.002911462
ASV1115,Gammaproteobacteria,0.000977735,0,0
ASV1117,Alphaproteobacteria,0,0.000646684,0.001985888
ASV1118,Bacteroidia,0,0.000476497,0
ASV1120,Alphaproteobacteria,0,0,0.001026399
ASV1122,Gammaproteobacteria,0,0,0.001081303
ASV1124,Bacteroidia,0,0,0.000363933
ASV1126,Deltaproteobacteria,0.012982071,0,0
ASV1132,Alphaproteobacteria,0.005695642,0,0
ASV1134,Campylobacteria,0.008021851,0,0
ASV1135,Verrucomicrobiae,0,0,0.000727866
ASV1137,Bacteroidia,0,0,0
ASV1138,Gammaproteobacteria,0.00114661,0,0
ASV1139,Actinobacteria,0,0.000316601,0.002123556
ASV1141,Bacteroidia,0,0,0.006614377
ASV1143,Gammaproteobacteria,0.000787271,0.000646684,0.006550791
ASV1144,Clostridia,0,0,0
ASV1145,Gammaproteobacteria,0,0,0
ASV1146,Gammaproteobacteria,0,0,0
ASV1148,Campylobacteria,0.042541275,0,0
ASV1151,Alphaproteobacteria,0.004140529,0,0
ASV1153,Gammaproteobacteria,0.003663022,0.017453528,0.007654434
ASV1154,Clostridia,0,0.000925027,0.00211054
ASV1156,Bacteroidia,0,0,0
ASV1159,Bacteroidia,0,0.001266404,0
ASV1160,Clostridia,0,0,0
ASV1162,Gammaproteobacteria,0,0,0
ASV1164,Bacilli,0,0,0.000540652
ASV1166,Deltaproteobacteria,0.012281624,0,0
ASV1172,Bacteroidia,0.040177959,0,0
ASV1173,Bacteroidia,0,0,0
ASV1174,Clostridia,0,0.000646684,0
ASV1175,Alphaproteobacteria,0,0,0
ASV1176,Actinobacteria,0,0.000137568,0.000923361
ASV1178,Verrucomicrobiae,0,0,0.000363933
ASV1181,Gammaproteobacteria,0,0.000697131,0
ASV1182,Bacilli,0,0.002246362,0.002713753
ASV1183,Gammaproteobacteria,0.000520201,0,0
ASV1184,Gammaproteobacteria,0,0,0
ASV1185,Mollicutes,0,0,0.000540652
ASV1190,Clostridia,0,0.000275135,0
ASV1191,Bacteroidia,0.001743623,0,0.000761105
ASV1192,Bacteroidia,0,0.00223288,0.003809957
ASV1194,Deltaproteobacteria,0.025558746,0,0
ASV1199,Deltaproteobacteria,0.016491642,0,0
ASV1200,Gammaproteobacteria,0.018322382,0.004155735,0.002314879
ASV1202,Bacteroidia,0,0,0
ASV1203,Bacteroidia,0,0,0
ASV1204,Bacteroidia,0,0,0.001081303
ASV1205,Gammaproteobacteria,0,0,0
ASV1206,Clostridia,0.0019599,0,0
ASV1207,Clostridia,0,0,0
ASV1208,Actinobacteria,0,0,0.000395726
ASV1209,Bacteroidia,0,0,0.000363933
ASV1211,Erysipelotrichia,0,0.00262396,0
ASV1212,Gammaproteobacteria,0,0,0
ASV1213,Gammaproteobacteria,0,0,0
ASV1214,Gammaproteobacteria,0,0,0
ASV1215,Bacteroidia,0,0,0
ASV1216,Spirochaetia,0,0,0
ASV1222,Alphaproteobacteria,0.0075613,0,0
ASV1223,Bacteroidia,0.012262698,0,0
ASV1224,Alphaproteobacteria,0.005927068,0.000646684,0
ASV1229,Gammaproteobacteria,0.006021241,0,0
ASV1230,Bacteroidia,0,0,0
ASV1231,Bacteroidia,0,0,0
ASV1233,Gammaproteobacteria,0,0,0
ASV1234,Bacteroidia,0,0,0
ASV1235,Actinobacteria,0,0.001069562,0
ASV1236,Bacteroidia,0,0,0.000131909
ASV1237,Bacteroidia,0,0.000633202,0
ASV1238,Gammaproteobacteria,0,0,0
ASV1240,Gammaproteobacteria,0,0,0
ASV1242,Alphaproteobacteria,0,0,0
ASV1251,Bacteroidia,0,0,0
ASV1252,Gammaproteobacteria,0,0.000476497,0.00408917
ASV1253,Gammaproteobacteria,0.00026897,0.003158322,0
ASV1255,Actinobacteria,0,0,0.000727866
ASV1256,Bacteroidia,0,0.000925027,0.001081303
ASV1258,Bacilli,0,0,0
ASV1260,Gammaproteobacteria,8.96568E-05,0.000791502,0.000263817
ASV1264,Cloacimonadia,0.013536551,0,0
ASV1271,Bacteroidia,0.005675304,0,0
ASV1276,Bacteroidia,0,0,0.00280736
ASV1277,Alphaproteobacteria,0,0,0
ASV1278,Alphaproteobacteria,0,0,0
ASV1281,Bacteroidia,0,0,0
ASV1282,Gammaproteobacteria,0.000179313,0.000825406,0.003077686
ASV1283,Gammaproteobacteria,0,0,0
ASV1284,Clostridia,0,0,0.001081303
ASV1285,Bacilli,0,0.004449537,0.003657299
ASV1286,Clostridia,0,0,0
ASV1287,Alphaproteobacteria,0.000143326,0,0.001301756
ASV1290,Bacilli,0,0,0
ASV1292,Bacteroidia,0,0,0
ASV1293,Clostridia,0,0,0
ASV1294,Alphaproteobacteria,0,0,0
ASV1296,Gammaproteobacteria,0,0,0
ASV1298,Actinobacteria,0,0.001159645,0
ASV1302,Alphaproteobacteria,0.006127918,0.001797673,0
ASV1304,Gammaproteobacteria,0.002340903,0,0
ASV1305,Alphaproteobacteria,0.000230764,0,0
ASV1306,Bacteroidia,8.96568E-05,0,0.002770083
ASV1307,Bacteroidia,0,0,0
ASV1311,Gammaproteobacteria,0.000143326,0,0
ASV1312,Campylobacteria,0,0,0.001455731
ASV1313,Bacteroidia,0,0.001513244,0
ASV1317,Clostridia,0,0,0.000923361
ASV1318,Bacteroidia,0,0,0
ASV1319,Bacteroidia,0,0.001387244,0
ASV1320,Alphaproteobacteria,0.00045229,0.00142949,0
ASV1321,Clostridia,0,0,0
ASV1322,Erysipelotrichia,0,0,0
ASV1324,Gammaproteobacteria,0,0,0.00105527
ASV1325,Bacteroidia,8.96568E-05,0.000476497,0.00438553
ASV1328,Gammaproteobacteria,0,0,0
ASV1330,Actinobacteria,0,0,0
ASV1335,Clostridia,0.01487293,0,0
ASV1338,Alphaproteobacteria,0,0,0.002911462
ASV1339,Bacilli,0,0,0
ASV1340,Bacteroidia,0,0,0
ASV1341,Bacteroidia,0,0,0.002216836
ASV1346,NA,0,0,0
ASV1349,Bacteroidia,0,0,0.001043076
ASV1355,Deltaproteobacteria,0.001926008,0.000422878,0
ASV1359,Gammaproteobacteria,0,0,0
ASV1360,Bacteroidia,0,0,0.002911462
ASV1362,Gammaproteobacteria,0.000311515,0,0
ASV1363,Gammaproteobacteria,0,0,0
ASV1364,Alphaproteobacteria,0,0,0
ASV1365,Bacteroidia,0,0,0
ASV1366,Bacteroidia,0,0.000137568,0.005822925
ASV1367,Gammaproteobacteria,0,0,0
ASV1368,Gammaproteobacteria,0,0,0
ASV1374,Deltaproteobacteria,0,0,0
ASV1375,Bacteroidia,0,0,0
ASV1381,Alphaproteobacteria,0.008642255,0,0
ASV1387,Alphaproteobacteria,0.003534645,0,0
ASV1391,Alphaproteobacteria,0.003270395,0,0
ASV1392,Bacteroidia,0.002145828,0,0
ASV1393,Actinobacteria,0,0,0
ASV1394,Gammaproteobacteria,0,0,0
ASV1395,Bacteroidia,0,0,0
ASV1396,Clostridia,0,0,0
ASV1398,Gammaproteobacteria,0,0,0.00073564
ASV1399,Bacilli,0.000179313,0.000646684,0.001714813
ASV1400,Gammaproteobacteria,0.000533891,0,0.0015455
ASV1401,Clostridia,0,0.001905987,0
ASV1402,Bacteroidia,0,0,0.000761105
ASV1403,Actinobacteria,0,0,0
ASV1404,Bacteroidia,0,0.002382484,0.00273829
ASV1405,Clostridia,0,0,0
ASV1407,Bacteroidia,0,0,0
ASV1408,Clostridia,0,0,0
ASV1410,Bacteroidia,0.000179313,0,0
ASV1413,Bacteroidia,0,0,0
ASV1414,Bacteroidia,0,0,0
ASV1417,Alphaproteobacteria,0.005921736,0,0
ASV1422,Alphaproteobacteria,0.00097995,0.000633202,0.004014923
ASV1423,Bacteroidia,0.002573782,0,0
ASV1424,Alphaproteobacteria,0.000966585,0,0
ASV1425,Gammaproteobacteria,0.000181316,0.000637775,0.003350859
ASV1426,Bacteroidia,0,0,0.002703258
ASV1428,Bacilli,0,0,0.003825353
ASV1429,Deltaproteobacteria,0,0.000476497,0.001351629
ASV1432,Bacilli,0,0.000825406,0
ASV1433,Deltaproteobacteria,0,0,0
ASV1434,Clostridia,0,0.001109197,0
ASV1436,Bacteroidia,0,0,0
ASV1437,Spirochaetia,0,0,0
ASV1438,Negativicutes,0,0.000791502,0
ASV1439,Deltaproteobacteria,0,0,0
ASV1440,Bacteroidia,0,0,0
ASV1441,Planctomycetacia,0,0,0
ASV1442,Bacilli,0,0,0
ASV1443,Clostridia,0,0,0
ASV1445,Clostridia,0,0,0
ASV1448,Alphaproteobacteria,0,0,0
ASV1449,Gammaproteobacteria,0,0,0
ASV1453,Alphaproteobacteria,0.000285185,0,0
ASV1454,Bacteroidia,0.030378457,0,0
ASV1455,Bacteroidia,8.96568E-05,0.004749015,0
ASV1456,Actinobacteria,0,0,0
ASV1459,Gammaproteobacteria,0,0.00138754,0.001450996
ASV1460,Clostridia,8.96568E-05,0,0.004198756
ASV1462,Saccharimonadia,0,0,0.000270326
ASV1466,Bacteroidia,8.96568E-05,0,0
ASV1468,Gammaproteobacteria,0.000379432,0,0
ASV1469,Bacteroidia,0,0,0
ASV1471,Bacteroidia,0.000236106,0,0
ASV1473,Deltaproteobacteria,0,0,0
ASV1474,Alphaproteobacteria,0,0,0
ASV1475,Bacilli,0,0,0
ASV1476,Spirochaetia,0,0,0
ASV1480,Alphaproteobacteria,0.003068016,0.002184232,0.002532415
ASV1481,Deltaproteobacteria,0.007844863,0,0
ASV1483,Bacteroidia,0.006306225,0.000697131,0
ASV1485,Alphaproteobacteria,0.006626236,0,0
ASV1488,Bacteroidia,0.000585226,0,0.001351629
ASV1489,Gammaproteobacteria,0,0,0.006546055
ASV1491,Clostridia,0,0,0.002679438
ASV1493,Bacteroidia,0,0,0
ASV1494,Bacteroidia,0,0,0.00105527
ASV1497,Alphaproteobacteria,0,0,0
ASV1498,Alphaproteobacteria,0.00102251,0,0
ASV1499,Bacteroidia,0,0.000422878,0.004533417
ASV1501,Alphaproteobacteria,0.000143326,0,0
ASV1502,Gammaproteobacteria,0,0,0
ASV1504,Gammaproteobacteria,0,0.001266404,0
ASV1505,Bacilli,0,0,0
ASV1506,Clostridia,0,0,0.000363933
ASV1507,Gammaproteobacteria,0,0,0
ASV1508,Clostridia,0,0,0
ASV1509,Gammaproteobacteria,0,0,0
ASV1510,Gammaproteobacteria,0.001495577,0,0
ASV1514,Bacteroidia,0,0,0.000791452
ASV1516,Alphaproteobacteria,0.002040873,0.001574324,0.000131909
ASV1519,Bacteroidia,0.00501091,0,0
ASV1522,Bacteroidia,8.96568E-05,0.000675311,0.000844138
ASV1523,Bacteroidia,0,0,0
ASV1524,Clostridia,0,0,0
ASV1525,Bacteroidia,0,0,0
ASV1527,Alphaproteobacteria,0,0,0.000540652
ASV1528,Alphaproteobacteria,0,0.000422878,0.001091798
ASV1530,Alphaproteobacteria,0,0,0
ASV1531,Clostridia,0,0,0
ASV1533,Actinobacteria,0,0,0
ASV1534,Bacteroidia,0,0,0
ASV1535,Clostridia,0,0,0
ASV1536,Gammaproteobacteria,0,0,0.000131909
ASV1537,Clostridia,0,0,0
ASV1540,Alphaproteobacteria,0,0,0
ASV1541,Alphaproteobacteria,0,0,0
ASV1543,Bacteroidia,0,0,0
ASV1544,Bacteroidia,0,0.000633202,0
ASV1545,Bacteroidia,0,0,0
ASV1546,Phycisphaerae,0,0,0
ASV1547,Microgenomatia,0,0,0
ASV1548,Negativicutes,0,0,0.004003261
ASV1549,Actinobacteria,0,0.00138754,0.001582905
ASV1553,Alphaproteobacteria,0.005772659,0.005526603,0
ASV1566,Alphaproteobacteria,0.01497175,0,0
ASV1567,Bacteroidia,0,0.003116982,0
ASV1571,Gammaproteobacteria,0,0,0
ASV1572,Clostridia,0,0,0
ASV1573,Bacteroidia,0.001180529,0,0.000761105
ASV1574,Clostridia,0,0,0.001450996
ASV1575,Bacilli,0,0,0.000270326
ASV1576,Bacteroidia,0,0.000476497,0
ASV1577,Bacteroidia,0,0,0
ASV1578,Alphaproteobacteria,0,0,0.001819664
ASV1580,Bacteroidia,0,0,0
ASV1581,Acidimicrobiia,0,0.000793098,0
ASV1582,Alphaproteobacteria,0,0,0
ASV1583,Gammaproteobacteria,0,0,0
ASV1584,Gammaproteobacteria,0,0,0
ASV1588,Alphaproteobacteria,0.005323744,0,0
ASV1590,Clostridia,0,0,0
ASV1591,Actinobacteria,0,0,0
ASV1592,Actinobacteria,0,0,0.000270326
ASV1593,Alphaproteobacteria,0,0,0.000270326
ASV1594,Alphaproteobacteria,0,0.000462513,0.000270326
ASV1596,Alphaproteobacteria,0,0,0
ASV1597,Bacteroidia,0,0,0
ASV1598,Bacteroidia,0,0,0
ASV1600,Gammaproteobacteria,0.005489405,0,0
ASV1610,Gammaproteobacteria,0.000344732,0,0
ASV1611,Clostridia,0.001755677,0,0
ASV1612,Alphaproteobacteria,0.000339973,0,0
ASV1613,Alphaproteobacteria,0,0,0
ASV1614,Bacteroidia,0,0.000462513,0.00467538
ASV1615,Gammaproteobacteria,0,0,0
ASV1617,Gammaproteobacteria,6.50251E-05,0,0
ASV1618,Bacteroidia,0,0,0
ASV1619,Anaerolineae,0,0,0
ASV1621,Bacilli,0.000236106,0.000877193,0.000727866
ASV1622,Bacteroidia,8.96568E-05,0,0
ASV1623,Bacilli,0,0,0
ASV1624,Bacteroidia,0,0,0.000131909
ASV1625,Alphaproteobacteria,0,0,0
ASV1626,Bacteroidia,0,0,0
ASV1627,Clostridia,0,0,0
ASV1630,Bacilli,0,0,0
ASV1632,Clostridia,0,0,0
ASV1636,Actinobacteria,0,0,0
ASV1638,Clostridia,0,0,0
ASV1639,Clostridia,0,0,0
ASV1643,Deltaproteobacteria,0.00750014,0,0
ASV1649,Gammaproteobacteria,0.004647988,0.001313086,0.002361798
ASV1653,Alphaproteobacteria,0.000623296,0.000697131,0
ASV1654,Phycisphaerae,0,0,0
ASV1655,Bacteroidia,0.011607049,0,0
ASV1660,Bacilli,0,0,0.002610268
ASV1661,Gammaproteobacteria,0,0,0.005822925
ASV1663,Actinobacteria,0,0,0.000804469
ASV1664,NA,0,0,0.00105527
ASV1665,Bacilli,0,0,0
ASV1666,Negativicutes,0,0,0
ASV1667,Bacteroidia,0,0,0
ASV1669,Gammaproteobacteria,0,0,0
ASV1670,Bacteroidia,0,0,0
ASV1672,Anaerolineae,0,0,0
ASV1673,Bacteroidia,0,0.001424704,0.001081303
ASV1676,Gammaproteobacteria,0,0,0
ASV1677,Gammaproteobacteria,0,0,0
ASV1679,Actinobacteria,0,0,0
ASV1681,Gammaproteobacteria,0.000181316,0.000137568,0
ASV1683,Clostridia,0,0,0
ASV1685,Actinobacteria,0,0.000476497,0
ASV1686,Bacteroidia,0,0,0
ASV1690,Deltaproteobacteria,0.016530014,0,0
ASV1692,Deltaproteobacteria,0.028934923,0,0
ASV1708,Bacteroidia,0,0,0.002162606
ASV1710,Deltaproteobacteria,0,0,0
ASV1712,Alphaproteobacteria,0,0,0.001621955
ASV1713,Bacteroidia,0,0,0.003297718
ASV1714,Bacteroidia,0,0,0.003297718
ASV1717,Bacteroidia,0,0.000412703,0.000727866
ASV1720,Alphaproteobacteria,0,0,0.000131909
ASV1722,Clostridia,0,0,0
ASV1724,Clostridia,0,0.001268633,0
ASV1725,Bacteroidia,0,0.000462513,0.001351629
ASV1726,Bacteroidia,0,0.00142949,0
ASV1727,Gammaproteobacteria,0,0,0
ASV1731,Gammaproteobacteria,0,0,0.001978631
ASV1732,Bacteroidia,0,0,0
ASV1734,Alphaproteobacteria,0,0,0
ASV1737,Gammaproteobacteria,0,0,0
ASV1738,Bacteroidia,0,0.000646684,0
ASV1739,Alphaproteobacteria,0,0.002588637,0.003235796
ASV1742,Spirochaetia,0,0,0
ASV1743,Planctomycetacia,0,0,0
ASV1744,Bacteroidia,0,0,0
ASV1760,Alphaproteobacteria,0.005376582,0.003082328,0.000844138
ASV1761,Gammaproteobacteria,0.001681831,0,0
ASV1762,Deltaproteobacteria,0.004876754,0,0
ASV1764,Negativicutes,0,0,0
ASV1766,Alphaproteobacteria,0,0,0.002374357
ASV1768,Deltaproteobacteria,0,0,0.003165809
ASV1770,Clostridia,0,0,0.003165809
ASV1772,Clostridia,0,0,0.002393882
ASV1773,Bacilli,0,0,0
ASV1775,Bacteroidia,0,0,0
ASV1777,NA,8.96568E-05,0,0.001091798
ASV1778,Deltaproteobacteria,0,0,0.00036782
ASV1779,Bacteroidia,0,0,0
ASV1780,Clostridia,0,0,0
ASV1781,Spirochaetia,0,0,0.001455731
ASV1782,Bacteroidia,0,0,0.001351629
ASV1783,Gammaproteobacteria,0.000362633,0,0.001081303
ASV1788,Deltaproteobacteria,0,0,0
ASV1789,Gammaproteobacteria,0,0,0
ASV1790,Gammaproteobacteria,0,0.000462513,0
ASV1792,Clostridia,0,0,0
ASV1796,Actinobacteria,0,0,0
ASV1797,Gammaproteobacteria,0,0,0
ASV1798,Clostridia,0.000231634,0,0
ASV1804,Gammaproteobacteria,0,0,0
ASV1806,Alphaproteobacteria,0,0,0
ASV1807,Bacteroidia,0,0,0
