#Sample	Metric	Value
L0_7	Weighted NSTI	0.183342520998
L0_8	Weighted NSTI	0.121366896552
L0_9	Weighted NSTI	0.185718481018
L0_B	Weighted NSTI	0.223260277694
L10_7	Weighted NSTI	0.209586446092
L10_8	Weighted NSTI	0.22889571443
L10_9	Weighted NSTI	0.145919998852
L10_B	Weighted NSTI	0.248410751035
L11_7	Weighted NSTI	0.204399639712
L11_8	Weighted NSTI	0.204198343463
L11_9	Weighted NSTI	0.231420932968
L11_B	Weighted NSTI	0.265931384096
L12_7	Weighted NSTI	0.242333076834
L12_9	Weighted NSTI	0.166688325925
L12_B	Weighted NSTI	0.29060505516
L13_7	Weighted NSTI	0.30896
L13_8	Weighted NSTI	0.30896
L13_9	Weighted NSTI	0.306901414148
L13_B	Weighted NSTI	0.283902148755
L14_7	Weighted NSTI	0.312019999976
L14_8	Weighted NSTI	0.30896
L14_9	Weighted NSTI	0.30896
L14_B	Weighted NSTI	0.296095838924
L16_9	Weighted NSTI	0.306708423303
L16_B	Weighted NSTI	0.295520512434
L1_7	Weighted NSTI	0.185639023407
L17_8	Weighted NSTI	0.286315555392
L17_9	Weighted NSTI	0.30896
L1_8	Weighted NSTI	0.269050419205
L18_9	Weighted NSTI	0.294348435974
L18_B	Weighted NSTI	0.285789633124
L1_9	Weighted NSTI	0.188282147481
L19_8	Weighted NSTI	0.28735419688
L19_B	Weighted NSTI	0.28484442582
L1_B	Weighted NSTI	0.206808274801
L20_7	Weighted NSTI	0.257601869142
L20_8	Weighted NSTI	0.289137585252
L20_9	Weighted NSTI	0.197979826196
L20_B	Weighted NSTI	0.280459903748
L2_B	Weighted NSTI	0.194542535738
L3_7	Weighted NSTI	0.191424202068
L3_B	Weighted NSTI	0.18761408846
L4_7	Weighted NSTI	0.216001582993
L4_8	Weighted NSTI	0.248737486906
L4_9	Weighted NSTI	0.239270448146
L5_B	Weighted NSTI	0.253914475796
L6_7	Weighted NSTI	0.199877749939
L6_B	Weighted NSTI	nan
L8_9	Weighted NSTI	0.136579829045
L8_B	Weighted NSTI	0.202369031852
L9_7	Weighted NSTI	0.1265505572
L9_8	Weighted NSTI	0.139980941729
L9_9	Weighted NSTI	0.122079579223
L9_B	Weighted NSTI	0.2706852
S16_4	Weighted NSTI	0.189114369602
S16_5	Weighted NSTI	0.252251054735
S16_A	Weighted NSTI	0.269354511727
S17_4	Weighted NSTI	0.105383738327
S17_5	Weighted NSTI	0.295892611969
S17_6	Weighted NSTI	0.255389601796
S17_A	Weighted NSTI	0.270134655174
S18_4	Weighted NSTI	0.11141019849
S18_5	Weighted NSTI	0.116834512384
S18_6	Weighted NSTI	0.108582014931
S18_A	Weighted NSTI	0.23609586768
S19_4	Weighted NSTI	0.141303722234
S19_5	Weighted NSTI	0.134959127901
S19_6	Weighted NSTI	0.150105689134
S19_A	Weighted NSTI	0.250975773999
S20_1_4	Weighted NSTI	0.177234746598
S20_1_5	Weighted NSTI	0.110740254985
S20_1_6	Weighted NSTI	0.0886311401864
S20_1_A	Weighted NSTI	0.130021744223
S20_2_4	Weighted NSTI	0.10516
S20_2_5	Weighted NSTI	0.131102868521
S20_2_6	Weighted NSTI	0.146795998159
S20_2_A	Weighted NSTI	0.22162165866
S20_3_4	Weighted NSTI	0.160053498452
S20_3_5	Weighted NSTI	0.138575216754
S20_3_6	Weighted NSTI	0.139337639755
S20_3_A	Weighted NSTI	0.205271357541
S20_4_4	Weighted NSTI	0.226744277709
S20_4_5	Weighted NSTI	0.162580316128
S20_4_6	Weighted NSTI	0.166237946933
S20_4_A	Weighted NSTI	0.266429366036
S16_6	Weighted NSTI	0.174877262972
