Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0009,0,0,0,0,0,0,0,0.679328989,0,0,0,1.989592899,0,0,0.238357169,0,0,0,3.104925054,0,0,0,2.221441125,0,8.387969612,0,0,0,0,0.086613415,26.21205044,0,0,20.34460518,0.045392646,0.013417416,0,0,15.10481744,0.54894785,0,0,0,0.087260035,0,0,0.237375917,0,0,0,0,0,0.009044044,0,0,0,37.56285123,0,0,0,11.50787463,0,0,0,8.823023316,0,0,0,13.68804406,0,0,0,0.190443946,0,0,0,6.072922893,0,0.009272997,0,2.952605648,0.019133263,0,0,5.162594916,0.040366624
ASV0012,0.029620853,0,0.061842919,0.074092368,0.433930571,0.214754927,0.014206563,0.027727714,0.84054087,1.420454545,2.253804953,0.112233446,1.005169443,1.849166062,1.026769344,0.436817473,1.386655949,1.25,2.640970735,0.119986287,0.190787681,0.10874631,8.358523726,0.749193177,21.92735977,1.271455817,0.123010687,0.287907869,4.252840082,0.654412472,24.39981317,2.302426882,0.392759563,17.27632913,0.090785293,0.563531464,0.384380187,0.683363742,9.343329168,0.091491308,0,0,0,0.17452007,0.069184566,0.828500414,0.014386419,0,0.120048019,0.019780437,0.105518624,0.106651154,0.054264267,0.041207376,0.159567088,0.601416238,0.096125407,0,0.627564567,0.431274633,0.187119913,0.216013825,0.150273224,0.193715024,0.632366859,0.697368421,0.371667501,0.780209324,0.874933381,0.004748714,0,0,0,0,0.073066033,0,0,0.752139708,0.352373887,0.33255327,0.194296024,5.405146848,6.290518639,5.198430662,0.705678442,1.021038135
ASV0015,0,0,0,0,2.666573348,4.345629106,0.53984941,4.46416193,10.91484956,4.148799314,3.781089251,1.091725334,2.642159678,1.232777375,3.703703704,0.031201248,0.231109325,0.153061224,0.071377587,0,0.013627691,0,1.110720562,0.046104195,0.093662192,0,0,0.106632544,0,0.055336349,0,0,0.648907104,0,0.090785293,0.053669663,0.017471827,0.0033173,0,1.463860933,0.35971223,0,1.335474852,1.570680628,1.355388534,0.082850041,0.985469717,0,8.763505402,0.079121749,16.15490134,15.59045957,11.68490549,7.664571958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012966,0,0,0
ASV0034,0,0.036873156,0,0,0.139977604,0.050530571,0.028413127,0.013863857,0.365452552,0.573542024,0.503791695,0,0.201033889,0,0,0,0,0,0,0,0,0,0,0,0,0.381436745,0.007688168,0,0.203903292,0,0,0.87118855,0,0.009214042,0.090785293,0,0,0.0033173,0,0.54894785,0.239808153,0,0.026768984,0,0.03144753,0,0,0,0.300120048,0,0.506489395,0.232693426,0.506466492,0,0,0,0,6.56697689,0.006034275,0.00412703,0,0.69124424,1.215846995,5.122686182,0.133356276,1.197368421,0.85054678,1.040279099,0,0.015829046,0.035683005,0.043671936,0,0.074349442,0.155265321,0.19420904,0.131500299,0.873173684,0.788204748,0.714373691,0,1.597627475,7.080632091,5.409687641,0,0
ASV0079,0,0,0,0.049394912,0,0,0,1.400249549,0,0.010720412,0,1.969186818,0,0,0.29336267,0,0,0,0.28551035,0,0,0,0.984182777,0,0.01040691,0.381436745,0,0,0.52432275,0,0.009341429,0.311138768,0,0,0.090785293,0,0,0,0,1.463860933,2.458033573,0,0.898248119,1.570680628,1.106953049,6.710853355,1.057401813,0,0,0,0.010551862,0.019391119,0.018088089,0.030905532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004126775,0
ASV0080,0,0,0,0,0.076987682,0,0,0,0.085272262,0.107204117,0.32879037,0,0,0,0,0,0.100482315,0.102040816,0,0.09427494,0.027255383,0,0,0.656984786,0,0.445009536,0.36903206,0.437193431,0.436935625,0.548551631,0.018682858,0.373366521,0.486680328,0,0.136177939,0.308600564,0.349436534,0.192403384,0,0.640439158,0.179856115,0,0.089229946,0.087260035,0.144658637,0,0.00719321,0,0,0,0,0.019391119,0,0,0.069376995,0.232806286,0,0,0.096548395,0.140319019,0,0.043202765,0.177595628,0.193715024,0.004301815,0.644736842,0.335930241,0.976847447,0,0.004748714,0.035683005,0,0,0.074349442,0.018266508,0.026483051,0,0.121033976,0.046364985,0.049267151,0,0.593131159,0.486223663,0.467783311,0,0.085482262
ASV0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158791262,0,0,0,0,0,0,0.139774613,0.013269199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069376995,0,0,0.01045697,0,0,0,0,0,0,0.223694399,0.026315789,0.007147452,0,0.142121158,0.199445983,0.012975638,0.061140711,0.156587244,0,0.018266508,0.04855226,0.083682008,0,0,0,0.065921865,0,0,0,0.012380324,0
ASV0102,0.148104265,0.036873156,0.061842919,0,0.076987682,0.025265285,0.127859071,0,0.194908028,0.793310463,0.281062735,0,0.114876508,0.18129079,0,0.171606864,0.261254019,0.49744898,0,0.874185807,1.076587626,2.314742893,0,0.218994929,0,0.127145582,0.761128623,0.277244615,0.087387125,0.156385333,0,0.124455507,0.162226776,0,0,0.100630619,0.096095047,0.099518992,0,1.006404392,0,0,0,0,0.012579012,0,0,0,0,0,0.052759312,0.058173357,0.054264267,0,0.006937699,0.029100786,0,0,0,0.006190545,0,0,0,0.043047783,0,0.039473684,0,0.063431652,0,0,0,0,0,0,0,0,0,0.008645284,0,0,0,0.019133263,0,0.052814245,0,0.018996058
ASV0103,0,0,0,0.024697456,0.069988802,0.012632643,0,0,0.07309051,0.150085763,0.164395185,0,0.028719127,0,0,0,0,0,0,0,0,0,0,0,0,0.254291163,0,0,0.029129042,0,0,0.186683261,0,0,0,0,0,0,0,0,0.299760192,0,0.011897326,0,0.012579012,0,0,0,0,0,0.126622349,0.135737832,0.099484489,0,0,0,0,1.767227857,0.006034275,0,0,0.144009217,0.136612022,1.097718467,0.021509077,0.407894737,0.128654135,0.304471931,0,0.003165809,0.022707367,0.008734387,0,0.223048327,0.045666271,0.039724576,0.04781829,0.293939656,0.268916914,0.22170218,0,0.468764948,1.884116694,1.327901011,0,0
ASV0191,0.325829384,0,0.340136054,0,0,0,0,0.041591571,0,0,0,0.010203041,0,0,0,0,0,0,0,0,0,0,0,0.011526049,0,3.687221869,0,0,0.786484125,0,0,9.707529558,0.068306011,0,0.544711757,0.013417416,0.02620774,0,0,1.463860933,0.839328537,0,0.005948663,0.087260035,0.040881789,0,0.222989498,0,0.06002401,0.029670656,0.010551862,0.019391119,0.045220222,0,0,0,0.007394262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
