Group,daily_1_mean,daily_1_std,daily_2_mean,daily_2_std,daily_3_mean,daily_3_std,daily_4_mean,daily_4_std,krusk_stats,krusk_p
Otu000004,0.33040960019941562,0.056152242610081414,0.270755634097326,0.043059005370620497,0.17070387140333454,0.028151206199845166,0.055332443467336678,0.012183692060530023,9.9743589743589709,0.018785355761460579
Otu000003,0.20525124004776538,0.076602311625596359,0.32295399662200791,0.028917593488282597,0.18915685323387163,0.027291710960618994,0.1003404653475712,0.027742411233425388,8.0256410256410291,0.045484744676466106
Otu000005,0.019889631678286421,0.006708510322702841,0.025355217196812649,0.0097956095203303537,0.11053612534099837,0.05417573479936403,0.086408723304020107,0.029814288415675873,8.6410256410256352,0.034464733208554074
Otu000007,0.05078076106965157,0.010361006824404323,0.062394567531309703,0.017401585279006114,0.076664405179788203,0.030774875367834732,0.13507730056532663,0.032251750312197951,5.8205128205128318,0.12067679530734617
Otu000014,0.011995866829750257,0.0019496397195899442,0.008737893599390258,0.0031497868639999318,0.040033671026857065,0.018522327642163831,0.084325285280569526,0.047088307967942437,8.9487179487179489,0.029980536916034497
Otu000002,0.0006552577755109401,0.00046339779776662017,0.0058403712367600018,0.0022215848026129635,0.041998119251371369,0.0042036353195101499,0.071922660175879394,0.028424303603471996,9.9743589743589851,0.018785355761460471
Otu000009,0.0,0.0,0.00032237266279819472,0.00045590379186753548,0.0039605108338331549,0.0013794566828831374,0.051028698178391958,0.0038867107553616806,10.172932330827074,0.017151923171013918
Otu000043,0.00064293989070021858,0.00045469056676733472,0.0024808192941102474,0.00039078574171561519,0.010248017921464132,0.000934753714998896,0.05798334118509213,0.028174406263609803,10.384615384615387,0.015564397458593152
Otu000038,0.033317379961045411,0.0090268199550784921,0.013469376467221133,0.0034766573865939307,0.0066133332677829884,0.0026107789607798834,0.001993862541876047,0.0014186009906313657,9.9743589743589851,0.018785355761460471
Otu000030,0.050830114721975739,0.0074337664243073164,0.033306154151682872,0.0030854822149265181,0.011574429138439049,0.0020664620055940962,0.002978237541876047,0.0016313029335759473,10.384615384615387,0.015564397458593152
Otu000052,0.00064293989070021858,0.00045469056676733472,0.0055264980415308746,0.0024172820031762138,0.025800601861411279,0.0030548540473179235,0.0036516043760469012,0.0009716502918159591,9.6666666666666785,0.021622837607703175
Otu000001,0.037279187591109535,0.0026938523473240806,0.014834921388146424,0.0074489942656005888,0.0099133697574746507,0.00075748231751648052,0.016561217546063652,0.0041877597661887436,7.6666666666666643,0.053427222595302852
Otu000035,0.030201634151436479,0.01179293905711476,0.012002840364366376,0.005727167247928871,0.0092690371856178171,0.0026540193085427583,0.0096136672948073706,0.0045227802394193668,6.3846153846153868,0.094325761970281544
Otu000027,0.035313578490739274,0.0034684545217259439,0.021361258087496986,0.006339344144537404,0.016864533112210173,0.0016634803813222658,0.014599717336683417,0.002037415964251874,7.3076923076923137,0.062711090758981111
Otu000059,0.00032456994482310937,0.00045901121790752845,0.012933119362223936,0.014936813959897825,0.0023099531642789954,0.0009277259999560456,0.0043121335845896147,0.0012699106296168929,6.9216374269005927,0.074437841772863819
Otu000033,0.031493221253295241,0.0047458998212757545,0.019419799843989918,0.0042472263574006635,0.0095977448496548223,0.0020862268747267394,0.0023115708752093804,0.00092431318960824985,10.384615384615387,0.015564397458593152
Otu000013,0.0052173443213847986,0.001722920665468985,0.013373494088696329,0.010185323323833453,0.017818727624116844,0.0077052082077644834,0.034527206344221101,0.012726616816595935,6.6923076923076934,0.08237920359884332
Otu000020,0.00097362772138804936,1.508637798129037e-05,0.0033595519426497552,0.0020518669815022721,0.021495719562517002,0.0049939181343430609,0.019227871126465661,0.012260197615013386,9.461538461538467,0.023744066476719852
Otu000018,0.010054482933595043,0.0029858079115383167,0.011818847417938318,0.0030630751981032527,0.012536066345688482,0.0057812363303938359,0.027168184673366836,0.0041499881101564225,6.5897435897435912,0.086189640819007485
Otu000053,0.011096146417226537,0.0044983309073690879,0.018263746272199882,0.0083093856284756681,0.019197469865960468,0.0045614769178523628,0.013628729585427136,0.0074500734108285029,2.5384615384615401,0.4683803042971354
Otu000048,0.0016226854979529892,0.00045988595065982413,0.0063980084233524808,0.0052114293253907326,0.014210508921948112,0.0024423508730449404,0.0095935667922948074,0.0053024692290244901,6.2820512820512846,0.098665736065484053
Otu000015,0.0026025132182870385,0.0004900412839519264,0.0072197992006108489,0.0081868363102174865,0.0013244310503240919,0.00047488481833803759,0.0013288709170854271,0.00048176155449049609,2.2820512820512917,0.51596812287752591
Otu000036,0.0,0.0,0.0033765508777878895,0.0025796751261653599,0.011228678384883214,0.0036047426916896268,0.0082842336683417086,0.00051458916822000691,9.2065217391304373,0.026667425796611945
Otu000190,0.0,0.0,0.0,0.0,0.0033017162172644305,0.00092334274409091254,0.012555629711055276,0.0035300200730929081,10.649402390438247,0.013780921122039902
Otu000025,0.012969412438057028,0.00076029055970749417,0.0075321204230369846,0.002252579508702098,0.0043020008150092808,0.00095208039050075001,0.0046376544179229477,0.0012491411080010795,8.7435897435897516,0.032901591428189089
