OTU,ID
ASV2604,4468333
ASV3515,590798
ASV0621,516115
ASV0114,854050
ASV1575,1051517
ASV0578,1051517
ASV1859,1051517
ASV0428,1051517
ASV2201,169428
ASV0409,1101669
ASV0760,703741
ASV0128,1085832
ASV0448,1085832
ASV0614,788205
ASV0633,857556
ASV0508,592160
ASV1285,592160
ASV0483,673019
ASV0583,673019
ASV3051,574051
ASV0169,967427
ASV0180,967427
ASV1621,628293
ASV1505,628293
ASV3512,809188
ASV0351,813944
ASV4963,813944
ASV3072,1015969
ASV3381,1015969
ASV4068,1015969
ASV3521,1015969
ASV0874,721526
ASV1428,537370
ASV1665,537370
ASV1182,537370
ASV1399,537370
ASV0584,1038641
ASV1919,1038641
ASV2089,907583
ASV1999,133075
ASV2728,720949
ASV2987,578911
ASV1442,809490
ASV0519,848816
ASV1630,816867
ASV3305,816867
ASV2303,820945
ASV3228,658224
ASV0899,927720
ASV1660,564704
ASV0480,1082539
ASV0513,1082539
ASV0405,1082539
ASV1432,322136
ASV2402,622288
ASV3550,883748
ASV3084,883748
ASV3783,439457
ASV3370,773399
ASV2406,656312
ASV2930,766563
ASV0674,716006
ASV1164,816781
ASV1290,1084045
ASV1032,1084045
ASV2839,1084045
ASV0268,1084045
ASV2146,1084045
ASV0017,1083194
ASV0086,1083194
ASV0081,1083194
ASV0156,1083194
ASV3095,4403801
ASV0675,342221
ASV0882,910853
ASV0749,1084906
ASV0096,1084906
ASV4884,1065974
ASV0907,1065974
ASV1258,589407
ASV2294,107784
ASV1623,69980
ASV0722,970318
ASV1475,821325
ASV0535,821325
ASV0445,821325
ASV0417,1111582
ASV0500,1111582
ASV0219,1111582
ASV0089,1111582
ASV1339,1111582
ASV1773,1111582
ASV3500,1111582
ASV0814,410196
