Group,L0_7,L0_8,L0_9,L0_B,L10_7,L10_8,L10_9,L10_B,L11_7,L11_8,L11_9,L11_B,L12_7,L12_9,L12_B,L13_7,L13_8,L13_9,L13_B,L14_7,L14_8,L14_9,L14_B,L16_9,L16_B,L1_7,L17_8,L17_9,L1_8,L18_9,L18_B,L1_9,L19_8,L19_B,L1_B,L20_7,L20_8,L20_9,L20_B,L2_B,L3_7,L3_B,L4_7,L4_8,L4_9,L5_B,L6_7,L6_B,L8_9,L8_B,L9_7,L9_8,L9_9,L9_B,S16_4,S16_5,S16_A,S17_4,S17_5,S17_6,S17_A,S18_4,S18_5,S18_6,S18_A,S19_4,S19_5,S19_6,S19_A,S20_1_4,S20_1_5,S20_1_6,S20_1_A,S20_2_4,S20_2_5,S20_2_6,S20_2_A,S20_3_4,S20_3_5,S20_3_6,S20_3_A,S20_4_4,S20_4_5,S20_4_6,S20_4_A,S16_6
ASV0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036258158,0,0,0,0,0,0,0,0,0,0,0.01040691,0,0.030752672,0,0,0,0.009341429,0,0.017076503,0,0,0,0.008735913,0,0,0.274473925,0,44.43420031,0,0.087260035,0,0,0,0,0,0,0,0,0,0,0.048563896,0,0,0,0,0.043333815,0,0,0,0,0,0,0,0.006343165,0,0.042738425,0,0,0,0,0,0.013241525,0,0,0,0,0.18735688,0,0,0,0,0.002374507
ASV0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89052795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.303765528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03697131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638401221,0,0,0,0,0.047490146
ASV0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006708708,0,0.016586499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041626197,0.019400524,0.007394262,0,0,0,0,0.014400922,0,0,0.387163383,0,0.071474519,0.01268633,0.275359744,0.120300752,0.129756382,0.052406324,0.093105929,0,0.036533017,0.030896893,0.143454871,0,0,0,0.058982722,0,0,0.007544892,0.04539452,0.021370566
ASV0096,0,0,0,0,0.00699888,0,0,0,0,0.021440823,0.026515352,0,0.028719127,0.326323423,0,0,0,0.025510204,0,0,0,0,0.014059754,0.046104195,0,0,0,0,0,0.052930421,0.009341429,0,0,0.036856169,0,0,0.034943653,0.009951899,0,0.274473925,0.419664269,0,0,0,0.003144753,0.994200497,0.014386419,0.011325028,0,0,0,0,0.009044044,0,0,0,0,0,0,0,0,0,0,0,0.012905446,0,0,0.019029496,0,0,0.022707367,0.004367194,0,0,0,0.030896893,0,0,0,0,0.204704739,0,0.01012966,0,0.053648069,0
ASV0114,0,0,0,0,0,0,0,0,0,0.005360206,0.047727634,0,0,0.253807107,0,0,0,0,0,0,0,0,0,0.011526049,0,0,0.046129007,0,0,0.363295159,0.009341429,0,0,0,0,0,0,0,0,0.091491308,0.599520384,0,0,0,0.009434259,0.082850041,0,0,0,0,0,0,0.009044044,0,0,0,0,0,0,0.00825406,0,0,0,0,0.034414523,0,0,0,0,0.047487139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014247044
ASV0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020126124,0,0.006634599,0,0.091491308,0,1.247088509,0,0,0,2.236951118,0,0,0,0,0,0,0,0,0.013875399,0,0,0,0,0.02476218,0,0,0,0,0.060225415,0,0.021442356,0.025372661,0.297566175,0.050652948,0.029195186,0.043671936,0.105802192,0,0.009133254,0,0,0,0,0,0.39206162,0,0,0,0,0.035617609
ASV0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.858113354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.416537267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009497428,0,0,0,0,0,0,0,0,0,0,0.045104434,0,0,0,0.008253549,0
ASV0176,0,0,0,0,0,0,0,0,0,0,0,0,0.028719127,0,0,0,0.020096463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325600663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017411951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.392274845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069391437,0,0,0,0,0
ASV0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591614907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251046025,0,0,0,0.05551315,0,0,0,0,0
