OTU,ID
ASV3701,345614
ASV2276,345614
ASV2147,973942
ASV3258,950620
ASV2733,901183
ASV0476,901183
ASV2931,589956
ASV2694,4431673
ASV1066,541345
ASV2633,543327
ASV1135,1106667
ASV3245,1109142
ASV0602,221896
ASV3443,50109
ASV3405,267674
ASV3447,4080002
ASV0195,171401
ASV0816,171401
ASV2076,171401
ASV0666,171401
ASV0810,171401
ASV3037,171401
ASV0963,171401
ASV2942,715800
ASV3102,715800
ASV3297,220892
ASV2963,1026231
ASV2464,533650
ASV1022,706878
ASV1178,592129
ASV2969,2827692
ASV3206,516569
ASV0493,909170
ASV2857,585360
