Software Version,3.00.19,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\RW\C3\CC13_d2_c_td37.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\RW_chitinase_fluorescence.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,15/02/2018,,,,,,,,,,,,,
Time,10:27:19,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,1607191D,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Fluorescence Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,
,"    Excitation: 360/40,  Emission: 460/40",,,,,,,,,,,,,
,"    Optics: Top,  Gain: 55",,,,,,,,,,,,,
,"Light Source: Tungsten,  Standard Dynamic Range",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10",,,,,,,,,,,,,
,Read Height: 1 mm,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,35.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,40,3259,10984,26140,43798,56195,54,2810,11276,26577,38553,55189,"360/40,460/40"
,B,7,1924,636,679,983,613,547,584,559,647,551,5,"360/40,460/40"
,C,7,823,1199,669,821,1020,835,767,320,587,822,9,"360/40,460/40"
,D,9,1044,655,824,511,802,859,1060,1887,1723,844,9,"360/40,460/40"
,E,7,700,745,546,585,634,503,638,775,652,708,9,"360/40,460/40"
,F,8,867,714,532,679,848,652,772,639,597,757,7,"360/40,460/40"
,G,8,844,451,674,585,790,575,663,810,360,1179,8,"360/40,460/40"
,H,9,9,7,7,7,7,9,9,8,8,8,8,"360/40,460/40"
