# Constructed from biom file,,,,,,,,,,,
#OTU ID,ASV4811,ASV1003,ASV1581,ASV2841,ASV3303,ASV2465,ASV3524,ASV2846,ASV2410,ASV2478,ASV3582
807821,1,0,0,0,0,0,0,0,0,0,0
4432518,0,1,0,0,0,0,0,0,0,0,0
517156,0,0,1,1,0,0,0,0,0,0,0
529793,0,0,0,0,1,0,0,0,0,0,0
138551,0,0,0,0,0,1,0,0,0,0,0
563192,0,0,0,0,0,0,1,0,0,0,0
875867,0,0,0,0,0,0,0,1,0,0,0
854368,0,0,0,0,0,0,0,0,1,0,0
131516,0,0,0,0,0,0,0,0,0,1,0
888880,0,0,0,0,0,0,0,0,0,0,1
