# Constructed from biom file,,,,,
#OTU ID,ASV0711,ASV1185,ASV2988,ASV3870,ASV2748
735032,1,0,0,0,0
574008,0,1,0,0,0
4335557,0,0,1,0,0
301294,0,0,0,1,0
360268,0,0,0,0,1
