Group,S20_1_4,S20_1_5,S20_1_6,S20_2_4,S20_2_5,S20_2_6,S20_3_4,S20_3_5,S20_3_6,S20_4_4,S20_4_5,S20_4_6
ASV000001,3.5726157499010682,3.6721056216952674,4.1182636038081926,2.3048327137546467,2.1006484610466711,2.2378177966101696,1.2449208956514222,1.1127596439169141,1.1208276881389334,1.8463598966803787,2.3095623987034037,1.1619133846385996
ASV000002,0.085476850019786305,0.071366010315632403,0.043671936413660579,1.0408921933085502,0.45666270892318928,0.4987641242937853,4.642517506700095,5.2299703264094957,5.8997413474565841,6.8592748493255531,5.1762560777957862,13.067753131130225
ASV000003,24.381480015829045,32.176338923670812,38.881124989082018,24.981412639405203,24.933783907206138,32.503531073446332,13.87568081611481,19.612388724035608,20.482818081044464,5.1277145317133836,4.3557536466774716,7.4468085106382977
ASV000004,29.065294815987336,17.776624387712069,12.13206393571491,31.301115241635685,31.11699698602612,36.043432203389827,16.080228235497536,18.907640949554896,23.672866116516815,9.5666315890175078,6.6855753646677467,13.429907952316281
ASV000005,2.4091808468539768,2.33561488305706,1.0262905057210236,3.7918215613382897,2.9043748287514841,1.249117231638418,20.160802282354975,9.7737388724035608,6.0105924374923019,13.010618961063811,5.9562398703403563,7.4166289422061276
ASV000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000007,3.7878907795805299,5.3297434067538196,6.467813782863133,10.260223048327138,6.393277924924651,4.5109463276836159,7.3657819659375816,5.331973293768546,13.967237344500555,19.783794126088207,12.337925445705023,12.524520899351138
ASV000008,0.52869014641867829,0.038926914717617674,0.074242291903222984,0.07434944237918216,0.036533016713855143,0.013241525423728813,0.034581135990317279,0.055637982195845696,0.036950363345239559,0.076533052712140046,0.13168557536466774,0.030179568432171421
ASV000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092729970326409505,0.0,0.019133263178035011,0.0,0.0
ASV000010,0.0015829046299960427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095666315890175057,0.0,0.0
ASV000011,0.78037198258804907,1.2781003665617803,1.0262905057210236,1.0408921933085502,0.65759430084939263,1.0593220338983049,4.1670268868332325,6.0089020771513351,1.6504495627540336,6.6201090596001144,13.138168557536467,3.1462200090538706
ASV000012,0.0047487138899881282,0.0,0.0,0.0,0.073066033427710286,0.0,0.75213970778940087,0.35237388724035607,0.33255327010715607,5.4051468477948914,6.2905186385737446,5.1984306624415266
ASV000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000014,1.0969529085872576,0.57092808252505922,1.2184470259411302,1.2639405204460967,1.4795871769111335,0.71504237288135597,2.1699662833924096,0.99221068249258171,0.94839265919448212,2.7169233712809717,3.2820097244732573,2.3011920929530709
ASV000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010129659643435981,0.0
ASV000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000017,0.042738425009893152,0.0,0.0,0.0,0.0,0.013241525423728813,0.0,0.0,0.0,0.0,0.0,0.0
ASV000018,0.59992085476850021,0.47036688617121353,0.27513319940606162,2.5278810408921935,2.4020458489359759,0.84745762711864403,2.4293248033197892,1.3074925816023739,1.0469269614484542,2.1907586338850091,4.4773095623987036,1.9993964086313567
ASV000019,2.846062524732885,3.5228857819443995,3.8693335662503276,1.3382899628252789,2.7217097451822085,2.4938206214689265,1.486988847583643,1.8175074183976261,1.9337356817342037,1.2436621065722759,1.600486223662885,1.5768824505809569
ASV000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000021,0.82311040759794218,1.0672462451746845,0.97388418202463101,0.29739776951672864,0.86765914695405966,0.4811087570621469,0.24206795193222097,0.46364985163204742,0.46803793570636776,0.37309863197168275,0.50648298217179899,0.27916100799758564
ASV000022,0.047487138899881286,0.11678074415285301,0.061140710979124817,0.66914498141263945,0.22833135446159464,0.2030367231638418,2.2996455433560992,2.7169881305637982,1.4533809582460893,1.4732612647086962,0.64829821717990277,3.6894522408329564
ASV000023,3.9430154333201428,5.2778408537969961,5.6686173464931429,3.2713754646840147,3.2697049958900353,3.7032132768361583,1.2535661796490014,1.5485905044510386,0.99765981032146811,0.2774323160815077,0.13168557536466774,0.52059755545495701
ASV000024,2.2825484764542936,4.5284977454828557,1.943401170407896,0.59479553903345728,1.8540505982281488,1.094632768361582,0.77807555978213883,1.3816765578635015,0.76364084246828423,0.97579642207978567,1.5498379254457051,0.45269352648257127
ASV000025,2.8144044321329642,3.8213254614461354,2.5984802166128045,1.3382899628252789,2.1280482235820624,2.1936793785310735,0.63975101582086968,1.288946587537092,0.97302623475797512,0.23916578972543767,0.14181523500810372,0.24898143956541421
ASV000026,1.0985358132172538,0.76231874655334608,1.0917984103415146,0.81784386617100369,0.76719335099095809,1.1520127118644068,0.15561511195642777,0.18545994065281901,0.56657223796033995,0.33483210561561277,0.0506482982171799,0.12071827372868568
ASV000027,0.0,0.0,0.0,0.0,0.0,0.013241525423728813,0.0,0.0,0.0,0.0,0.0,0.0
ASV000028,0.18678274633953304,0.240049307425309,0.12664861559961568,0.22304832713754646,0.18266508356927574,0.32221045197740111,0.034581135990317279,0.074183976261127604,0.14780145338095824,0.22003252654740263,0.060777957860615892,0.22634676324128564
ASV000029,0.044321329639889197,0.081097738995036819,0.17032055201327628,0.22304832713754646,0.045666270892318936,0.039724576271186446,0.72620385579666291,0.50074183976261133,0.32023648232540952,1.5402276858318187,0.54700162074554304,0.52814244756299988
ASV000030,0.2152750296794618,0.30168358906153697,0.22709406935103502,0.07434944237918216,0.11873230432002922,0.24276129943502828,1.0893057836949944,1.4280415430267062,0.45572114792462126,1.454128001530661,3.5048622366288495,0.72430964237211404
ASV000031,0.18836565096952909,0.12326856327245597,0.20525810114420473,1.2639405204460967,0.43839620056626177,0.088276836158192096,1.6339586755424917,1.5764094955489614,1.1700948392659194,0.9375298957237157,0.2025931928687196,1.5089784216085711
ASV000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000033,0.0,0.0,0.02183596820683029,0.0,0.0,0.0,0.0,0.0092729970326409505,0.0,0.0,0.0,0.0
ASV000034,0.015829046299960427,0.035683005157816201,0.043671936413660579,0.07434944237918216,0.15526532103388438,0.1942090395480226,0.87317368375551141,0.78820474777448069,0.71437369134129813,1.5976274753659239,7.0806320907617497,5.4096876414667268
ASV000035,1.3787099327265533,1.3656859246764199,0.4410865577779719,1.2639405204460967,2.9865741163576582,1.2756002824858756,1.3918907236102707,2.5500741839762608,2.0445867717699224,0.70793073758729552,0.95218800648298219,2.3841859061415422
ASV000036,0.5904234269885239,0.86612385246699319,0.97825137566599707,0.14869888475836432,0.41099643803087038,0.48552259887005655,0.28529437192011758,0.38019287833827892,0.30791969454366303,0.40179852673873528,0.63816855753646684,0.27916100799758564
ASV000037,0.38939453897902648,0.48334252441041942,0.94331382653506868,0.07434944237918216,0.14613206685542057,0.2824858757062147,0.25935851992737963,0.33382789317507416,0.43108757236112827,0.028699894767052522,0.11142625607779579,0.090538705296514255
ASV000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000039,0.018994855559952513,0.06812210075583093,0.11791422831688358,0.74349442379182151,0.34706365878162387,0.2824858757062147,1.8673813434771331,2.754080118694362,2.2786057396231065,0.23916578972543767,0.43557536466774716,0.30934057642975704
ASV000040,0.75662841313810847,1.5051740357478833,1.5285177744781204,0.44609665427509293,0.55712850488629095,0.4811087570621469,0.26800380392495893,0.12054896142433234,0.13548466559921171,0.057399789534105045,0.020259319286871962,0.17353251848498566
ASV000041,0.0,0.0,0.0,0.0,0.0,0.017655367231638418,0.095098123973372528,0.046364985163204753,0.012316787781746521,0.46876494786185785,0.45583468395461907,0.18862230270107139
ASV000042,1.3043134151167393,2.6989327537548253,2.2534719189448862,0.5204460966542751,0.8950589094894511,0.62235169491525422,0.56194345984265592,0.69547477744807118,0.39413720901588867,0.10523294747919257,0.1012965964343598,0.21125697902519996
ASV000043,0.0,0.0,0.0,0.07434944237918216,0.0,0.0,0.0,0.0092729970326409505,0.0,0.0,0.0,0.0
ASV000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0086452839975793196,0.0,0.0,0.0,0.0,0.0
ASV000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000046,0.0,0.0032439095598014727,0.0,0.0,0.0,0.0,0.034581135990317279,0.0,0.036950363345239559,0.0,0.0,0.037724460540214277
ASV000047,0.0,0.032439095598014729,0.0,0.74349442379182151,0.38359667549547904,0.013241525423728813,1.3313737356272153,0.8809347181008903,0.67742332799605864,0.5548646321630154,0.63816855753646684,0.77712388712841407
ASV000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000049,0.0015829046299960427,0.016219547799007365,0.0,0.0,0.082199287606174079,0.0,0.22477738393706231,0.12054896142433234,0.22170218007143738,0.18176600019133263,0.29376012965964343,0.13580805794477141
ASV000050,0.1329639889196676,0.25626885522431636,0.15721897108917809,0.0,0.091332541784637872,0.1015183615819209,0.0,0.0,0.0,0.0095666315890175057,0.0,0.0
ASV000051,0.0,0.0,0.026203161848196349,0.0,0.0,0.0,0.051871703985475928,0.074183976261127604,0.012316787781746521,0.23916578972543767,0.18233387358184766,0.12071827372868568
ASV000052,0.0031658092599920855,0.0064878191196029453,0.0,0.0,0.036533016713855143,0.0,0.060516987983055243,0.083456973293768541,0.024633575563493042,0.16263273701329761,0.29376012965964343,0.12071827372868568
ASV000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000055,0.0,0.012975638239205891,0.0,0.0,0.0091332541784637858,0.017655367231638418,0.36310192789833146,0.36164688427299702,0.098534302253972167,0.10523294747919257,0.020259319286871962,0.23389165534932849
ASV000056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000057,0.16620498614958448,0.10380510591364712,0.052406323696392698,0.74349442379182151,0.60279477577860996,0.2030367231638418,0.57923402783781441,0.17618694362017803,0.2463357556349304,0.65053094805319045,1.2054294975688817,0.49796287913082843
ASV000058,0.1994459833795014,0.29519576994193397,0.12664861559961568,0.14869888475836432,0.063932779249246507,0.11034604519774012,0.017290567995158639,0.10200296735905046,0.073900726690479118,0.028699894767052522,0.0,0.075448921080428555
ASV000059,0.011080332409972299,0.0097317286794044184,0.048039130055026642,0.0,0.054799525070782722,0.0,0.043226419987896607,0.0092729970326409505,0.012316787781746521,0.0095666315890175057,0.060777957860615892,0.045269352648257127
ASV000060,0.0015829046299960427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020259319286871962,0.022634676324128564
ASV000065,0.069647803719825888,0.038926914717617674,0.017468774565464234,0.0,0.13699881267695682,0.013241525423728813,0.19884153194432438,0.12054896142433234,0.036950363345239559,0.24873242131445519,0.22285251215559157,0.12071827372868568
ASV000066,0.0031658092599920855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010129659643435981,0.0
ASV000067,0.23743569449940641,0.14921983975086775,0.087343872827321159,0.0,0.036533016713855143,0.022069209039548024,0.0,0.0,0.0,0.0,0.0,0.0
ASV000068,0.1076375148397309,0.12651247283225744,0.039304742772294524,0.0,0.13699881267695682,0.15448446327683615,0.095098123973372528,0.13909495548961426,0.024633575563493042,0.31569884243757773,0.58752025931928686,0.43760374226648557
ASV000069,0.052235852789869405,0.0097317286794044184,0.026203161848196349,0.0,0.0,0.057379943502824861,0.0,0.027818991097922848,0.0,0.0095666315890175057,0.010129659643435981,0.0075448921080428551
ASV000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000072,0.24060150375939848,0.17517111622927953,0.37121145951611495,0.07434944237918216,0.045666270892318936,0.017655367231638418,0.034581135990317279,0.0092729970326409505,0.036950363345239559,0.0095666315890175057,0.0,0.0075448921080428551
ASV000073,0.38148001582904628,0.54497680604664744,0.62887588435671238,0.37174721189591076,0.77632660516942187,0.37959039548022599,0.3371660759055935,0.58419881305637977,0.64047296465081904,0.16263273701329761,0.26337115072933548,0.3244303606458428
ASV000074,0.0031658092599920855,0.0,0.0,0.0,0.0,0.0,0.0,0.018545994065281901,0.012316787781746521,0.028699894767052522,0.0,0.0075448921080428551
ASV000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
