Group,L0_7,L0_8,L0_9,L1_7,L1_8,L1_9,L3_7,L4_7,L4_8,L4_9,L6_7,L8_9,L9_7,L9_8,L9_9,L10_7,L10_8,L10_9,L11_7,L11_8,L11_9,L12_7,L12_9,L13_7,L13_8,L13_9,L14_7,L14_8,L14_9,L16_9,L17_8,L17_9,L18_9,L19_8,L20_7,L20_8,L20_9,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,S19_4,S19_5,S19_6,S20_1_4,S20_1_5,S20_1_6,S20_2_4,S20_2_5,S20_2_6,S20_3_4,S20_3_5,S20_3_6,S20_4_4,S20_4_5,S20_4_6,L0_B,L1_B,L2_B,L3_B,L5_B,L6_B,L8_B,L9_B,L10_B,L11_B,L12_B,L13_B,L14_B,L16_B,L18_B,L19_B,L20_B,S16_A,S17_A,S18_A,S19_A,S20_1_A,S20_2_A,S20_3_A,S20_4_A
ASV000188,0,0,0,0,0,0,0.299760192,0.05948663,0.087260035,0.003144753,0.453172205,0.120048019,0.04220745,0.135737832,0.108528534,0.139977604,0.176856998,0.014206563,0.146181021,0.171526587,0.164395185,0.287191269,0,0,0,0.255102041,0.162838533,0.272553829,0.217492621,0,0.376720228,0.021326509,0.127514195,0.034153005,0,0,0.013269199,0.020813098,0.087302357,0,0.020913939,0.012068549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331400166,0,0.06923153,0.123622128,0.027727714,0.040812162,0,0,0.021089631,0,0,0.009214042,0,0,0,0,0,0,0,0,0
ASV000189,0,0,0,0,0,0,0,0,0,0,0.064738886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074092368,0.680889696,0,0,0,0,0.009890219,0.896260431,0.027727714,0.112233446,0.091675834,0,0.035149385,0.01040691,0.009341429,0.147424675,0.055532417,0.103519669,0.140339935,0.215090768,0,0.152355157,0.215182307,0.457983485,0.226972598
ASV000190,0,0,0,0,0.320419458,0,0,0.011897326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211747643,0,0,0,0,0,0,0.011526049,0.023064504,0,0,0.008538251,0,0.017471827,0.0033173,0.027750798,0,0,0,0,0,0,0,0,0,0.085769423,0.044402157,0,0,0.039304743,0,0,0.013241525,0,0,0,0.009566632,0,0,0,0,0.274473925,0.009704969,0,0.033975085,0,0,0,0,0,0,0,0,0.009341429,0,0,0,0,0.146261722,0.262035886,0,0.011954573,0.003469572,0
ASV000191,0.325829384,0,0.340136054,3.687221869,0.786484125,9.707529558,0.839328537,0.005948663,0.087260035,0.040881789,0.222989498,0.06002401,0.010551862,0.019391119,0.045220222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011526049,0,0,0,0.068306011,0.013417416,0.02620774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544711757,1.463860933,0,0,0,0.029670656,0,0.041591571,0.010203041,0,0,0,0,0,0,0,0.007394262,0,0,0,0,0,0,0
ASV000192,0,0,0,0,0.029129042,0,0,0,0,0.015723765,0,0,0,0,0,0.00699888,0,0.014206563,0,0,0.021212282,0,0,0.046801872,0.020096463,0,0,0,0,0.023052098,0,0.010663254,0,0.025614754,0.006708708,0,0,0.013875399,0.019400524,0.016621551,0.01045697,0.036205648,0,0,0,0.021523892,0,0.057179615,0.025372661,0.121883657,0.100561196,0.030570355,0,0.228331354,0.066207627,0.051871704,0.055637982,0.049267151,0.076533053,0.081037277,0.022634676,0,0,0,0,0.497100249,1.313703284,0,0,0,0.010203041,0,0,0.007029877,0,0,0,0,0,0,0.159167169,0,0,0,0,0.012380324
ASV000193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006937699,0,0,0,0,0.006190545,0,0,0,0,0.007147452,0.006343165,0.026909379,0.022707367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013883104,0,0,0.051621784,0.137679872,0.029624614,0.179318589,0.010408716,0
ASV000194,0.059241706,0.036873156,0.030921459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049394912,0,0,0,0,0,0.009890219,0.113320284,0.124774712,0.061218243,0.036670334,0.053533191,0.049209139,0.176917473,0,0,0.013883104,0.044365572,2.385778887,0,0.088825724,0,0,0,0.88725652
ASV000195,0.148104265,0,0.061842919,0.063572791,0.029129042,0.124455507,0,0.199280212,0.087260035,0.022013271,0.028772838,0.480192077,0.105518624,0.077564475,0.26227729,0.069988802,0.037897928,0.014206563,0.024363503,0.037521441,0.026515352,0.574382539,0,0.015600624,0,0.012755102,0,0,0,0.011526049,0,0,0.076989703,0,0,0,0.019903798,0.138753989,0.232806286,0.073609726,0.041827878,0.036205648,0.010317575,0,0.040983607,0,0.092105263,0.064327067,0.107833809,0,0.00324391,0,0,0.036533017,0.004413842,0.112388692,0.139094955,0.073900727,0.086099684,0.020259319,0.203712087,0,0,0.274473925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013883104,0,0,0.004301815,0,0,0,0,0
ASV000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006937699,0,0.007123522,0,0,0,0.014400922,0.013661202,0,0,0.007147452,0.006343165,0.050652948,0.032439096,0.078609486,0,0.018266508,0.013241525,0,0,0,0,0.020259319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094639938,0.053295434,0.135426806,0.011954573,0.017347859,0.004126775
ASV000197,0,0,0.030921459,0.190718373,0.203903292,0.062227754,0,0.083281283,0,0.17925092,0.00719321,0,0.010551862,0.009695559,0.036176178,0.104983203,0.075795856,0.014206563,0.024363503,0,0.084849128,0.086157381,0,0.015600624,0.020096463,0,0.025711347,0.068138457,0.015535187,0.011526049,0.015376336,0.085306035,0,0.068306011,0.026834832,0.10483096,0.089567092,0.013875399,0,0,0,0,0.030952725,0,0,0,0.013157895,0,0,0.001582905,0,0,0,0,0,0,0,0.024633576,0.009566632,0.040518639,0,0,0.090785293,0,0,0.662800331,0.113250283,0.029670656,0.072112908,0.097046998,0.081624324,0.036670334,0.053533191,0.098418278,0.104069102,0.093414292,0.073712338,0.027766209,0.081336883,0,0.103243569,0.044412862,0.059249228,0.011954573,0,0.165070981
ASV000198,0,0,0,0,0,0,0.239808153,0.115998929,0.261780105,0.286172521,0,0.120048019,0.063311174,0.019391119,0.018088089,0.573908175,0.252652855,0.142065634,0.414179559,0.053602058,0.233335101,0.430786904,0,0.07800312,0.221061093,0.344387755,0,0.013627691,0,0.046104195,0,0,0,0.076844262,0.013417416,0,0,0,0,0,0,0.006034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035688794,0.007029877,0,0,0,0,0,0,0,0,0,0,0,0
ASV000199,0.148104265,0.184365782,1.731601732,0.381436745,0.87387125,0.497822029,1.139088729,0.008922995,0,0.081763577,1.251618472,0.06002401,0.031655587,0,0,0,0.012632643,0,0.012181752,0,0,0.028719127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001582905,0,0,0,0,0,0,0,0,0,0,0,0.568041492,0.453926464,3.019213175,0,0.165700083,0,0.029670656,0.030905532,0.055455428,0.010203041,0.036670334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026834832,0,0.009951899,0,0.009700262,0.021370566,0,0,0,0.014400922,0,0,0,0.014294904,0,0.015829046,0.032439096,0.074242292,0,0.009133254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511916029,0,0,0.358637179,0,0
ASV000201,0.029620853,0,0.061842919,0.254291163,0.058258083,0.373366521,2.158273381,0.050563636,0.17452007,0.094342589,0,0,0.010551862,0.019391119,0.009044044,0.069988802,0.012632643,0.099445944,0.085272262,0.225128645,0.026515352,0.143595635,0,0.31201248,0.361736334,0.038265306,0.385670209,0.136276915,0.186422246,0.046104195,0.253709541,0.074642781,0,0.017076503,0.006708708,0,0.013269199,0.006937699,0.009700262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54894785,0,0,0,0.009890219,0.061811064,0.013863857,0.142842567,0.091675834,0.053533191,0.07029877,0.041627641,0.074731434,0.055284253,0.027766209,0,0,0,0,0,0,0,0
ASV000202,0,0.036873156,0,0,0.262161375,0.497822029,0.35971223,0.044614973,0,0.201264191,0.208603079,0.180072029,0.094966762,0.096955594,0.036176178,0.055991041,0.088428499,0.056826254,0.182726276,0.166166381,0.143182903,0.028719127,0,0.015600624,0.050241158,0.038265306,0.137127185,0.109021532,0.124281498,0.057630244,0.015376336,0.031989763,0.014435569,0.025614754,0,0.07862322,0.043124896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090785293,0,0,1.15990058,0,0.079121749,0.133923972,0.194093997,0.153045608,0.036670334,0.142755175,0.014059754,0.01040691,0,0.009214042,0,0,0.140339935,0,0,0,0,0,0
ASV000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008735913,0,0.027750798,0,0,0,0,0,0.014400922,0,0,0,0.014294904,0.01268633,0.052235853,0.042170824,0.034937549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029577048,0,0,0.039971576,0.076177578,0,0.062452293,0
ASV000204,0,0,0,0.063572791,0.786484125,0,1.139088729,0.544302668,0.17452007,0.194974685,0.021579629,0,0,0,0.018088089,0.020996641,0.113693785,0.056826254,0.012181752,0.075042882,0.010606141,0.114876508,0.870195794,0.046801872,0.211012862,0,0,0,0.015535187,0,0,0.042653018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242750621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000205,0,0,0,0,0,0,1.618705036,0.020820321,0,0,0.014386419,0,0,0,0,0,0,0,0,0,0.00530307,0,0,0,0,0,0,0,0,0,0,0,0,0.017076503,0,0,0,0.006937699,0,0,0,0,0,0,0,0,0,0,0,0.009497428,0,0.039304743,0,0,0,0,0,0,0,0,0,0,0,0.274473925,0,0,0,0,0,0,0,0,0,0,0,0.028024288,0,0,0,0,0.167770799,0,0.114266368,0,0,0
ASV000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.004076087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017347859,0
ASV000207,0,0,0,0,0,0,0.119904077,0.005948663,0,0,0.014386419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113078626,0,0,0,0,0,0,0,0.041827878,0,0,0,0,0,0,0,0.006343165,0.034823902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029577048,0.233899891,0.004301815,0,1.155359939,0,0,0.04539452
ASV000208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006708708,0,0,0.006937699,0,0.014247044,0,0,0.002063515,0,0.013661202,0,0,0.028589808,0,0.091808469,0.035683005,0.104812647,0,0.018266508,0.004413842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007394262,0,0.047319969,0.044412862,0.042320877,0.107591154,0.058982722,0
ASV000209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002063515,0,0,0,0,0,0,0.003165809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008603631,0,0,0,0,0
ASV000210,0,0.036873156,0.030921459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031201248,0.010048232,0.140306122,0.574220089,0.149904606,0.124281498,0.115260489,0.215268701,0.074642781,0.007217785,0.076844262,0.28847444,0.899799074,0.278653176,0,0,0,0,0.018102824,0,0.014400922,0,0,0,0,0,0.001582905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019780437,0.020603688,0.083183142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000211,0.148104265,0.331858407,0.340136054,0.254291163,0.058258083,0.062227754,0,0.014871658,0,0.050316048,0,0.300120048,0.126622349,0.16482451,0.198968979,0.349944009,0.075795856,0.269924705,0.109635766,0.005360206,0.058333775,0,0,0,0.010048232,0.012755102,0.008570449,0,0,0.023052098,0,0.010663254,0,0.008538251,0,0,0.0033173,0,0.009700262,0.002374507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370461842,0,0,0,0,0,0.237365246,0.236942413,0.138638569,0.142842567,0.018335167,0,0.021089631,0.135289832,0.074731434,0.193494886,0.166597251,0.03697131,0.374239825,0,0,0,0,0,0.012380324
ASV000212,0,0,0,0.063572791,0.087387125,0,0,0.124921924,0,0.286172521,0.028772838,0.120048019,0.021103725,0.019391119,0.036176178,0.027995521,0,0.014206563,0.024363503,0.016080617,0.010606141,0.057438254,0,0,0.030144695,0.140306122,0.008570449,0,0,0.20746888,0.076881679,0.063979527,0,0.008538251,0,0,0.013269199,0,0.009700262,0,0.292795148,0.066377021,0.07015951,0,0,0.043047783,0,0.028589808,0.069774818,0,0,0,0.223048327,0.009133254,0,0.069162272,0.037091988,0.012316788,0.143499474,0.101296596,0.030179568,0,0.363141171,0,0,0,0.192525481,0,0.061811064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000213,0,0,0,0.190718373,0.17477425,0.248911014,1.918465228,0.434252402,0.087260035,0.418252146,0.172637031,0,0.021103725,0,0.036176178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136177939,0.731930467,0,0.497100249,0,0.009890219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224239673,0.914913083,0,0.165700083,0,0,0.020603688,0.346596423,0.346903377,0.366703337,1.427551749,0.147627417,1.061504839,0.308267165,0.018428084,0.124947938,0,0,0,0,0,0,0,0
ASV000215,0.029620853,0,0,0,0,0,0,0.014871658,0,0.009434259,0,0.06002401,0.189933523,0.106651154,0.054264267,0.027995521,0.126326427,0.014206563,0.20708978,0.085763293,0.068939916,0.172314762,0.036258158,0.031201248,0.010048232,0.051020408,0.017140898,0.013627691,0.015535187,0.080682342,0.046129007,0.149285562,0.04090078,0.068306011,0.201261237,0.36690836,0.262066678,0,0,0.014247044,0,0.006034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045392646,0,0,0,0,0,0.010301844,0,0.010203041,0.036670334,0.053533191,0.084358524,0.280986575,0,0,0,0.014788524,0.031186652,0,0,0,0,0,0
ASV000216,0.118483412,0.073746313,0,0.635727908,1.427323041,0.124455507,0,0,0,0.003144753,0,0,0,0,0,0,0,0,0,0.005360206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024697456,0.181570586,0,0,0,0,0.029670656,0.041207376,0.124774712,0.183654729,0.018335167,0.017844397,0.007029877,0.062441461,0,0,0,0.177462289,0.997972868,0.090338123,0.377509327,0.046552965,0,0.152661162,0.074281941
ASV000217,5.420616114,0,2.690166976,1.970756516,1.456452083,0.248911014,1.438848921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015535187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049394912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000218,0,0,0,0,0,0,0,0.065435293,0.436300175,0.097487342,0.00719321,0.120048019,0.274348422,0.290866783,0.054264267,0.055991041,0.189489641,0.085239381,0.036545255,0.016080617,0.031818423,0,0,0,0.010048232,0.012755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013863857,0,0.018335167,0.071377587,0.295254833,1.477781247,0,0,0,0.051759834,0.140339935,0,0,0,0,0,0
ASV000219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591614907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251046025,0.05551315,0
ASV000220,0,0,0,0,0,0,0,0,0,0.003144753,0,0,0.021103725,0.038782238,0,0.244960806,0.037897928,0.156272198,0.024363503,0,0,0,0,0.07800312,0.251205788,0.012755102,0.402811107,0.245298446,0.10874631,0.20746888,0.007688168,0.074642781,0.002405928,0.068306011,0.107339326,0.061151393,0.053076795,0.013875399,0.029100786,0,0.01045697,0.006034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012966,0,0,0,0,0,0,0,0.089011967,0.15452766,0.083183142,0.112233446,0.385038504,0.035688794,0.330404218,0.02081382,0.037365717,0.036856169,0.027766209,0.051759834,0,0,0,0,0,0,0
ASV000221,0,0,0,0,0,0,0,0,0,0.040881789,0,0.180072029,0.179381661,0.436300175,0.018088089,0.090985442,0.404244568,0.056826254,0.243635035,0,0.010606141,0,0,0.109204368,0.13062701,0.025510204,0.025711347,0.190787681,0.139816685,0.080682342,0,0.149285562,0,0.093920765,0.073795787,0.069887307,0.059711395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049451093,0.020603688,0.027727714,0.040812162,0,0.374732334,0.323374341,0.228952024,0,0,0,0,0.046779978,0,0,0,0,0,0
ASV000222,0,0,0,0,0,0,0,0,0,0.025158024,0,0,0.021103725,0.009695559,0,0.048992161,0.176856998,0.298337832,0,0.032161235,0.015909211,0,0,0.15600624,0.160771704,0.369897959,0.419952005,0.245298446,0.062140749,0.20746888,0.023064504,0.031989763,0.004811856,0.597677596,0.154300282,0.061151393,0.099518992,0.006937699,0.009700262,0.002374507,0.031370909,0,0,0.057603687,0,0,0.026315789,0.007147452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024697456,0,0,0,0,0,0.049451093,0,0,0,0,0,0.007029877,0.01040691,0,0.009214042,0.013883104,0.007394262,0.031186652,0,0,0,0,0,0
ASV000223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033173,0,0.019400524,0,0,0,0.00825406,0,0,0,0,0.007147452,0,0.026909379,0.016219548,0.004367194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086036307,0.048854148,0.05501714,0.215182307,0.086739296,0
ASV000224,0.088862559,0.036873156,0.185528757,1.462174189,0.087387125,0.373366521,0.299760192,0.211177538,0.087260035,0,1.402675874,0,0.010551862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123487281,0.090785293,0,0,0.497100249,0,0.029670656,0.010301844,0.207957854,0,0.036670334,0.017844397,0.014059754,0.01040691,0.028024288,0.027642127,0,0.014788524,0,0,0,0,0,0,0
ASV000225,0,0,0,0.063572791,0.029129042,0.124455507,0,0.053537967,0.261780105,0.047171295,0.18702345,0.06002401,0.116070486,0.019391119,0.397937958,0.230963046,0.075795856,0.028413127,0.341089049,0.117924528,0.238638172,0.057438254,0,0,0.040192926,0.06377551,0,0,0,0.126786538,0.169139694,0.053316272,0,0.051229508,0,0,0,0.020813098,0.009700262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004852484,0.331400166,0,0.039560874,0.185433193,0.152502426,0.020406081,0.018335167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000226,0.029620853,0.073746313,0.030921459,0,0,0,0,0,0,0.003144753,0,0,0,0,0,0,0.012632643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049394912,0,0,0,0,0,0.009890219,0,0.124774712,0.244872972,0.018335167,0.249821556,0.07029877,0.197731294,0.37365717,0.322491477,0.222129668,0.953859805,0.561359738,0,0,0,0,0,0.074281941
ASV000227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016586499,0,0,0.028494087,0,0.006034275,0,0,0,0,0,0,0,0.053818757,0.035683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279617999,0.017765145,0,0,0,0.008253549
ASV000228,0.029620853,0,0,0,0,0.373366521,0,0,0,0.003144753,0,0,0.031655587,0.048477797,0.0813964,0.01399776,0.025265285,0,0.012181752,0.021440823,0.00530307,0.028719127,0,0,0.010048232,0,0,0,0,0.023052098,0.030752672,0.021326509,0,0.034153005,0,0,0,0,0.019400524,0,0.01045697,0.006034275,0.018571635,0.014400922,0.027322404,0.021523892,0,0.03573726,0.057088487,0,0.016219548,0,0,0.018266508,0.075035311,0.025935852,0.018545994,0.012316788,0.038266526,0.192463533,0.128263166,0,0,0,0,0,0,0,0,0.013863857,0.010203041,0,0.017844397,0.063268893,0.052034551,0.037365717,0.027642127,0.041649313,0.103519669,0.046779978,0.098941753,0.097708296,0.080409666,0.418410042,0.03816529,0.218719049
ASV000229,0,0,0,0,0.116516167,0,0,0,0,0.015723765,0,0,0,0,0.009044044,0.020996641,0,0,0,0.005360206,0.026515352,0,0,0,0,0.012755102,0.008570449,0,0,0,0.007688168,0.031989763,0,0.093920765,0,0.05241548,0.029855697,0.020813098,0.009700262,0,0.094112726,0.024137099,0.09904872,0.100806452,0.013661202,0.086095566,0.039473684,0.021442356,0.006343165,0.063316185,0.217341941,0.082976679,0.074349442,0.191798338,0.136829096,0.051871704,0.018545994,0.024633576,0.143499474,0.070907618,0.045269353,0,0.226963232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000230,0.118483412,0.036873156,0.185528757,0,0,0.124455507,0,0.008922995,0,0,0,0.180072029,0,0,0,0.01399776,0.012632643,0,0.012181752,0,0.021212282,0,0,0,0,0,0.317106616,0.013627691,0.062140749,0,0,0,0,0,0,0.008735913,0,0,0.058201571,0,0,0.012068549,0,0,0.040983607,0.021523892,0.026315789,0.014294904,0.006343165,0,0,0,0,0,0,0,0.018545994,0,0,0,0,0.074092368,0,0,0,0,0,0.108792404,0.968373339,0.194093997,0.357106418,0.330033003,0,0.189806678,0,0.028024288,0,0.027766209,0.354924579,0.07796663,0,0,0,0,0,0.012380324
ASV000231,0,0,0,0,0,0,0,0.011897326,0,0.037737036,0,0,0.031655587,0,0,0.048992161,0,0,0.07309051,0.06432247,0.021212282,0.201033889,0,0,0,0.102040816,0.017140898,0.013627691,0.015535187,0.149838635,0.092258015,0.234591597,0,0.358606557,0.12746545,0.069887307,0.016586499,0,0.067901833,0,0,0,0.026825695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226963232,0,0,0.082850041,0,0,0.10301844,0.110910855,0.102030405,0.036670334,0.053533191,0.210896309,0.312207306,0.093414292,0.064498295,0.166597251,0.088731145,0,0,0,0,0,0,0
ASV000232,0,0,0,0,0,0,0,0,0,0.169816661,0,0,0.232140973,0.067868916,0.298453468,0.041993281,0.037897928,0,0,0,0.026515352,0,0,0,0,0.012755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317578166,0.012068549,0,0.100806452,0.136612022,0.043047783,0.013157895,0.100064327,0.050745322,0.012663237,0.016219548,0,0.148698885,0,0.035310734,0.008645284,0,0.012316788,0.009566632,0,0.022634676,0,0,0,0,0,0,0,0,0.013863857,0,0.036670334,0,0,0.041627641,0,0.036856169,0,0,0,0.012905446,0,0,0,0,0
ASV000233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026647717,0,0,0,0
ASV000234,0,0,0,0,0,0,0.779376499,0,0,0.003144753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331400166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071945491,0,0,0
ASV000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014435569,0,0.03354354,0.05241548,0.033172997,0,0,0,0,0,0.010317575,0,0,0,0,0,0.01268633,0.026909379,0.016219548,0.065507905,0,0,0.004413842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041649313,0,0,0,0,0,0,0,0
ASV000236,0.029620853,0,0.030921459,0,0,0.062227754,0,0,0,0,0.00719321,0,0.031655587,0.019391119,0.018088089,0.00699888,0,0.028413127,0,0,0,0,0,0,0,0,0,0.013627691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098789825,0,0,0,0,0,1.24616754,0.309055321,0.790239845,0.99989797,0.146681335,0,0,0,0,0,0,0,0.015593326,0,0,0,0,0,0
