Group,C,K,n,L0_G,L1_G,L3_G,L4_G,L6_G,L8_G,L9_G,L10_G,L11_G,L12_G,L13_G,L14_G,L16_G,L17_G,L18_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_1_G,S20_2_G,S20_3_G,S20_4_G,L0_R,L1_R,L2_R,L3_R,L5_R,L6_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L16_R,L18_R,L19_R,L20_R,S16_R,S17_R,S18_R,S19_R,S20_1_R,S20_2_R,S20_3_R,S20_4_R
ASV000001,0.37325333357520607,1.7091083600885342,1.7830449598401477,23.775627258118377,17.919369297461998,2.5179856115107913,30.01604644700345,39.008775715724362,14.045618247298918,28.235373315408435,28.048015717692248,18.230557523501815,13.98537136392736,12.714428366819035,29.818546407023245,23.029045643153527,17.205623387364152,25.560581272254833,29.516734972677593,45.526905140663196,7.9234848309903283,10.396388602636854,3.5221305932420131,2.6802762973791805,3.7876616584681764,2.2144329904704958,1.1595027425690898,1.7726118933407939,49.567794517164728,18.384021788470267,12.717291857273558,0.053377329192546584,28.997514498757248,9.9773499433748576,29.858569874394224,34.552384876892965,43.11659503673922,36.179981634527088,47.469746974697472,9.4753747323340463,39.297012302284713,10.791965865334582,11.695469406819244,13.848705427070856,26.003054282937665,23.269742679680569,20.879463589583658,12.694657145315322,14.287617694084206,6.81366117905963,19.07949790794979,6.6615779612795789,16.573126444371081
ASV000002,0.0059580552907530981,0.42839765627668946,0.055370985603543747,25.347434342811841,5.8712308278128686,13.489208633093524,5.6641264112732941,23.133362106171774,25.930372148859544,12.74963273295851,12.374635432077028,23.962309936743342,30.111536008870232,17.204907518434734,13.713726145050751,16.1134163208852,27.58169793344047,34.472139351361761,14.258879781420767,21.051896875054812,19.468347929078387,12.987298549395954,9.3984075165845518,2.9767947758729334,0.066838265583026427,0.66543967550850824,5.2574097268553919,8.3677613527505219,12.225240800197581,0.86246028143440767,0.45745654162854532,0.0,2.7340513670256836,0.011325028312570781,21.432103649490653,6.3150303904398895,9.3303757105226683,13.886338128762372,4.8588192152548588,7.1556031406138478,4.8295254833040424,5.6197315017171405,3.2414759458197109,5.7864185017967387,5.6920727474663337,6.4551907719609583,12.225167628255107,22.713585132926095,27.167347663883461,1.9721528630073215,16.963538553496711,39.518423426549163,42.307692307692307
ASV000003,0.0,0.0,0.0,0.0,0.60260738268720482,0.0,0.99903587050374887,0.043159257660768238,0.18007202881152462,0.0,0.0023329600597237778,0.0088384507963444169,0.064977285024110321,0.017006802721088437,0.018291408647556028,0.13831258644536654,0.16827069657178709,0.028871138485227599,0.0085382513661202194,0.19086051394044989,6.5151540867192201,3.0154137535645309,6.86705836868245,8.9247028132210691,31.812981309527288,27.472909206685888,17.990295873731629,5.6434255630097176,0.02469745616201531,0.86246028143440767,0.64043915827996334,0.0,0.0,0.35107587768969423,0.019780437147660965,0.10301844030081385,0.041591570774989602,0.010203040506070809,0.036670333700036667,0.035688793718772309,0.0070298769771529003,0.031220730565095226,0.0,0.0,0.0,0.66548358473824309,0.031186652112895681,0.63236685881441967,1.0703499733522828,16.890261966227939,6.5989240884638383,4.9476094649920199,2.3481346979201057
ASV000004,0.0,0.084638745052526221,0.20408163265306123,0.0,0.0,0.0,0.8677492703783134,0.014386419220256078,0.18007202881152462,0.32696643758425048,0.56946266652605171,0.26027391862115951,1.947704531624153,0.061191679244044894,0.12230566936502858,2.4665744582757032,0.68225849745456713,0.67125396978154173,0.62329234972677594,0.64131443841317592,10.624528628161711,17.564433031887233,5.2665496779665713,10.326451023864823,19.657994379804773,32.820514810350545,19.553578433856416,9.8940383020005118,0.0,0.090785292782569221,0.091491308325709064,0.0,0.16570008285004142,12.978482446206115,0.0,0.23694241269187183,0.15250242617496187,0.081624324048566468,0.18335166850018336,0.017844396859386154,0.0421792618629174,0.13528983244874596,0.056048575432041101,0.027642126600939832,0.13883104262113008,0.83555161194912753,0.015593326056447841,0.69689408930568697,0.11103215491206253,0.30047822590884082,0.19127316198445907,0.18041773645132189,0.041267745130406076
ASV000005,0.0039500711012798234,0.00088304119387169408,0.37593984962406013,0.0,0.3911464256246186,0.0,14.555006740713308,0.0,0.18007202881152462,0.092031772109854762,0.40571095331385365,0.50036399170484369,0.80018901725605085,1.3454731607467592,0.92178193708718104,0.79529737206085749,0.6765284431141898,0.63997690308921185,0.23053278688524589,0.65241066424483329,17.370382792992618,8.3240824224634657,15.236474112346478,12.95692863791878,1.9236954118773533,2.6484378739093972,11.981711197416944,8.7944959245367649,0.0,0.0,0.0,0.0,0.0,0.011325028312570781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013883104262113009,0.0,0.0,2.1423040523100747,0.0088825723929650026,0.088873841465995182,0.0,0.0,0.033014196104324864
ASV000006,0.0032637075718015664,32.522715677544404,0.0,0.010307153164296022,0.18580838306708269,0.0,0.020965019864356321,0.057545676881024313,0.0,0.019459381545176832,0.13292945336829168,0.060874255542992417,0.0,0.0,0.0028568163638441322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02469745616201531,0.0,0.0,0.0,0.0,0.15855039637599094,0.019780437147660965,0.0,0.083183141549979203,0.061218243036424855,0.073340667400073334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086036307321689758,0.0,0.0,0.0,0.0,0.0
ASV000007,0.0059580552907530981,0.00082535490260812164,0.0,6.0980859936902734,8.5970400389510004,2.4580335731414866,2.1187816008358644,0.0071932096101280391,0.0,0.14942947203305293,6.2846046460436797,0.69016916937370476,0.64061979999491847,16.807365922827739,5.107044895543738,2.0516366989396033,2.5870230021818559,1.5879126166875182,0.059767759562841534,0.035176824298995581,8.2067038421223231,13.089184227452058,8.4311264098710836,12.711585929982862,5.1951493230658272,7.0548157669784679,8.8883308680688931,14.882080157048122,2.9883921956038528,0.49931911030413073,0.0,0.0,0.082850041425020712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093414292386735168,0.0,0.013883104262113009,0.0,0.0,1.1356792566463048,0.0,0.0,0.20322773460848775,0.0,0.0
ASV000008,0.617823736074395,11.700836505207956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012058725995598563,0.0023329600597237778,0.0035544254365701983,0.0,0.0042517006802721092,0.0028568163638441322,0.023052097740894419,0.030752671638348581,0.23818689250312769,0.0085382513661202194,5.8881890669048476,1.6832306542907309,1.3240361126755305,0.06240399385560675,0.064564786861116955,0.21395311767983963,0.04137466150558871,0.04238982717713418,0.07946606550299308,0.0,0.0,0.0,0.0048524844720496891,0.0,0.0,0.0,0.0,0.0,0.0,0.018335166850018333,0.0,0.0,0.031220730565095226,0.018682858477347034,0.0,0.30542829376648617,0.0,0.20271323873382194,14.066936247096272,0.15988630307337007,0.24546108595370095,0.54991034070531974,0.11796544306432587,0.71805876526906576
ASV000009,0.0,0.10770178393973726,0.0,0.0,0.0,0.0,0.029086678301337987,0.23737591713422529,0.0,0.0030146814988996407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086613415455682796,0.0,0.0044724719352386066,0.013455541308511816,0.0,0.0,0.0,0.0,0.0,0.0030909990108803167,0.0063777543926783371,0.0,0.045392646391284611,0.54894784995425439,0.0,0.0,0.0,0.0,0.0,0.67932898932483021,1.9895928986838076,0.23835716905023838,3.1049250535331905,2.2214411247803163,8.3879696118222498,26.212050443717889,20.344605178291715,15.104817437178951,37.562851227447503,11.507874629658506,8.8230233158392846,13.688044057559068,0.1904439459985611,6.0729228930065746,2.9526056484629795,5.1625949158138003
ASV000010,0.0,0.19987494844612524,0.0,0.0,0.020742584526031945,9.6522781774580331,8.4559648888288894,0.10789814415192059,2.8811524609843939,4.8612648983491056,3.6982318025054934,4.6254711358167597,1.9764236585626942,1.7775008132683074,1.9190084261981362,1.3485477178423237,1.6691104350311035,4.2007506496006162,3.0396174863387979,0.82072657739582178,0.030290265309974963,0.0040228497867889615,0.0,0.0,0.00052763487666534754,0.0,0.0,0.0031888771963391686,0.0,0.045392646391284611,0.0,0.0,0.82850041425020715,0.0,3.9956483038275148,3.6880601627691356,3.5352835158741165,3.2547699214365879,5.3355335533553356,18.79014989293362,5.1599297012302285,2.3519617025705069,3.0920130780009343,4.9018704505666637,4.8590864917395535,0.15527950310559005,2.4325588648058631,0.0,0.0,0.0,0.0,0.0,0.024760647078243644
